Sex,NCRAS_Draw,Stage,Age,haz_ratio,cfDNA_status,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female,Lymphoma,II,70-74,2,positive,rmst,27.5,2.52 (2.37 to 2.59),2.52,2.37 to 2.59,2.37,2.59,(2.37 to 2.59)
Female,Lymphoma,II,75-79,1,negative,rmst,22.5,2.23 (2.17 to 2.35),2.23,2.17 to 2.35,2.17,2.35,(2.17 to 2.35)
Female,Lymphoma,II,75-79,2,negative,rmst,22.5,2.29 (2.1 to 2.35),2.29,2.1 to 2.35,2.1,2.35,(2.1 to 2.35)
Female,Lymphoma,II,75-79,2,positive,rmst,22.5,2.23 (2.17 to 2.35),2.23,2.17 to 2.35,2.17,2.35,(2.17 to 2.35)
Female,Lymphoma,III,50-54,1,negative,rmst,47.5,2.55 (2.46 to 2.68),2.55,2.46 to 2.68,2.46,2.68,(2.46 to 2.68)
Female,Lymphoma,III,50-54,2,negative,rmst,47.5,2.63 (2.45 to 2.73),2.63,2.45 to 2.73,2.45,2.73,(2.45 to 2.73)
Female,Lymphoma,III,50-54,2,positive,rmst,47.5,2.62 (2.57 to 2.68),2.62,2.57 to 2.68,2.57,2.68,(2.57 to 2.68)
Female,Lymphoma,III,55-59,1,negative,rmst,42.5,2.41 (2.31 to 2.51),2.41,2.31 to 2.51,2.31,2.51,(2.31 to 2.51)
Female,Lymphoma,III,55-59,2,negative,rmst,42.5,2.49 (2.38 to 2.7),2.49,2.38 to 2.7,2.38,2.7,(2.38 to 2.7)
Female,Lymphoma,III,55-59,2,positive,rmst,42.5,2.44 (2.32 to 2.58),2.44,2.32 to 2.58,2.32,2.58,(2.32 to 2.58)
Female,Lymphoma,III,60-64,1,negative,rmst,37.5,2.57 (2.44 to 2.61),2.57,2.44 to 2.61,2.44,2.61,(2.44 to 2.61)
Female,Lymphoma,III,60-64,2,negative,rmst,37.5,2.57 (2.53 to 2.67),2.57,2.53 to 2.67,2.53,2.67,(2.53 to 2.67)
Female,Lymphoma,III,60-64,2,positive,rmst,37.5,2.42 (2.22 to 2.44),2.42,2.22 to 2.44,2.22,2.44,(2.22 to 2.44)
Female,Lymphoma,III,65-69,1,negative,rmst,32.5,2.37 (2.35 to 2.46),2.37,2.35 to 2.46,2.35,2.46,(2.35 to 2.46)
Female,Lymphoma,III,65-69,2,negative,rmst,32.5,2.45 (2.38 to 2.52),2.45,2.38 to 2.52,2.38,2.52,(2.38 to 2.52)
Female,Lymphoma,III,65-69,2,positive,rmst,32.5,2.43 (2.42 to 2.53),2.43,2.42 to 2.53,2.42,2.53,(2.42 to 2.53)
Female,Lymphoma,III,70-74,1,negative,rmst,27.5,2.19 (2.06 to 2.29),2.19,2.06 to 2.29,2.06,2.29,(2.06 to 2.29)
Female,Lymphoma,III,70-74,2,negative,rmst,27.5,2.18 (2.14 to 2.26),2.18,2.14 to 2.26,2.14,2.26,(2.14 to 2.26)
Female,Lymphoma,III,70-74,2,positive,rmst,27.5,2.2 (2.16 to 2.26),2.2,2.16 to 2.26,2.16,2.26,(2.16 to 2.26)
Female,Lymphoma,III,75-79,1,negative,rmst,22.5,1.92 (1.85 to 1.98),1.92,1.85 to 1.98,1.85,1.98,(1.85 to 1.98)
Female,Lymphoma,III,75-79,2,negative,rmst,22.5,1.95 (1.9 to 1.98),1.95,1.9 to 1.98,1.9,1.98,(1.9 to 1.98)
Female,Lymphoma,III,75-79,2,positive,rmst,22.5,1.95 (1.81 to 2.01),1.95,1.81 to 2.01,1.81,2.01,(1.81 to 2.01)
Female,Lymphoma,IV,50-54,1,negative,rmst,47.5,2.56 (2.54 to 2.61),2.56,2.54 to 2.61,2.54,2.61,(2.54 to 2.61)
Female,Lymphoma,IV,50-54,2,negative,rmst,47.5,2.65 (2.58 to 2.73),2.65,2.58 to 2.73,2.58,2.73,(2.58 to 2.73)
Female,Lymphoma,IV,50-54,2,positive,rmst,47.5,2.64 (2.55 to 4.18),2.64,2.55 to 4.18,2.55,4.18,(2.55 to 4.18)
Female,Lymphoma,IV,55-59,1,negative,rmst,42.5,2.42 (2.39 to 2.54),2.42,2.39 to 2.54,2.39,2.54,(2.39 to 2.54)
Female,Lymphoma,IV,55-59,2,negative,rmst,42.5,2.42 (2.37 to 2.44),2.42,2.37 to 2.44,2.37,2.44,(2.37 to 2.44)
Female,Lymphoma,IV,55-59,2,positive,rmst,42.5,2.47 (2.33 to 2.53),2.47,2.33 to 2.53,2.33,2.53,(2.33 to 2.53)
Female,Lymphoma,IV,60-64,1,negative,rmst,37.5,2.39 (2.35 to 2.46),2.39,2.35 to 2.46,2.35,2.46,(2.35 to 2.46)
Female,Lymphoma,IV,60-64,2,negative,rmst,37.5,2.38 (2.37 to 2.46),2.38,2.37 to 2.46,2.37,2.46,(2.37 to 2.46)
Female,Lymphoma,IV,60-64,2,positive,rmst,37.5,2.41 (2.39 to 2.48),2.41,2.39 to 2.48,2.39,2.48,(2.39 to 2.48)
Female,Lymphoma,IV,65-69,1,negative,rmst,32.5,2.29 (2.17 to 2.33),2.29,2.17 to 2.33,2.17,2.33,(2.17 to 2.33)
Female,Lymphoma,IV,65-69,2,negative,rmst,32.5,2.33 (2.33 to 2.37),2.33,2.33 to 2.37,2.33,2.37,(2.33 to 2.37)
Female,Lymphoma,IV,65-69,2,positive,rmst,32.5,2.3 (2.22 to 2.39),2.3,2.22 to 2.39,2.22,2.39,(2.22 to 2.39)
Female,Lymphoma,IV,70-74,1,negative,rmst,27.5,2.05 (1.92 to 2.11),2.05,1.92 to 2.11,1.92,2.11,(1.92 to 2.11)
Female,Lymphoma,IV,70-74,2,negative,rmst,27.5,2.04 (2.02 to 2.19),2.04,2.02 to 2.19,2.02,2.19,(2.02 to 2.19)
Female,Lymphoma,IV,70-74,2,positive,rmst,27.5,2.05 (2.01 to 2.12),2.05,2.01 to 2.12,2.01,2.12,(2.01 to 2.12)
Female,Lymphoma,IV,75-79,1,negative,rmst,22.5,1.91 (1.88 to 1.93),1.91,1.88 to 1.93,1.88,1.93,(1.88 to 1.93)
Female,Lymphoma,IV,75-79,2,negative,rmst,22.5,1.9 (1.85 to 1.92),1.9,1.85 to 1.92,1.85,1.92,(1.85 to 1.92)
Female,Lymphoma,IV,75-79,2,positive,rmst,22.5,1.9 (1.85 to 1.93),1.9,1.85 to 1.93,1.85,1.93,(1.85 to 1.93)
Female,Lymphoma,Unknown/missing,50-54,1,negative,rmst,47.5,3.2 (2.89 to 4.06),3.2,2.89 to 4.06,2.89,4.06,(2.89 to 4.06)
Female,Lymphoma,Unknown/missing,50-54,2,negative,rmst,47.5,3.09 (2.82 to 3.14),3.09,2.82 to 3.14,2.82,3.14,(2.82 to 3.14)
Female,Lymphoma,Unknown/missing,50-54,2,positive,rmst,47.5,3.04 (2.87 to 3.21),3.04,2.87 to 3.21,2.87,3.21,(2.87 to 3.21)
Female,Lymphoma,Unknown/missing,55-59,1,negative,rmst,42.5,2.98 (2.87 to 3.14),2.98,2.87 to 3.14,2.87,3.14,(2.87 to 3.14)
Female,Lymphoma,Unknown/missing,55-59,2,negative,rmst,42.5,3.15 (3.02 to 3.18),3.15,3.02 to 3.18,3.02,3.18,(3.02 to 3.18)
Female,Lymphoma,Unknown/missing,55-59,2,positive,rmst,42.5,3.05 (2.98 to 3.07),3.05,2.98 to 3.07,2.98,3.07,(2.98 to 3.07)
Female,Lymphoma,Unknown/missing,60-64,1,negative,rmst,37.5,2.92 (2.82 to 3),2.92,2.82 to 3,2.82,3,(2.82 to 3)
Female,Lymphoma,Unknown/missing,60-64,2,negative,rmst,37.5,3 (2.78 to 3.11),3,2.78 to 3.11,2.78,3.11,(2.78 to 3.11)
Female,Lymphoma,Unknown/missing,60-64,2,positive,rmst,37.5,2.95 (2.73 to 2.99),2.95,2.73 to 2.99,2.73,2.99,(2.73 to 2.99)
Female,Lymphoma,Unknown/missing,65-69,1,negative,rmst,32.5,2.7 (2.58 to 2.74),2.7,2.58 to 2.74,2.58,2.74,(2.58 to 2.74)
Female,Lymphoma,Unknown/missing,65-69,2,negative,rmst,32.5,2.68 (2.62 to 2.72),2.68,2.62 to 2.72,2.62,2.72,(2.62 to 2.72)
Female,Lymphoma,Unknown/missing,65-69,2,positive,rmst,32.5,2.6 (2.58 to 2.75),2.6,2.58 to 2.75,2.58,2.75,(2.58 to 2.75)
Female,Lymphoma,Unknown/missing,70-74,1,negative,rmst,27.5,2.43 (2.36 to 2.52),2.43,2.36 to 2.52,2.36,2.52,(2.36 to 2.52)
Female,Lymphoma,Unknown/missing,70-74,2,negative,rmst,27.5,2.58 (2.46 to 2.74),2.58,2.46 to 2.74,2.46,2.74,(2.46 to 2.74)
Female,Lymphoma,Unknown/missing,70-74,2,positive,rmst,27.5,2.44 (2.31 to 2.47),2.44,2.31 to 2.47,2.31,2.47,(2.31 to 2.47)
Female,Lymphoma,Unknown/missing,75-79,1,negative,rmst,22.5,2.06 (2 to 2.14),2.06,2 to 2.14,2,2.14,(2 to 2.14)
Female,Lymphoma,Unknown/missing,75-79,2,negative,rmst,22.5,2.12 (2.07 to 2.19),2.12,2.07 to 2.19,2.07,2.19,(2.07 to 2.19)
Female,Lymphoma,Unknown/missing,75-79,2,positive,rmst,22.5,2.07 (2.05 to 2.12),2.07,2.05 to 2.12,2.05,2.12,(2.05 to 2.12)
Male,Lymphoma,I,50-54,1,negative,rmst,47.5,2.83 (2.73 to 2.94),2.83,2.73 to 2.94,2.73,2.94,(2.73 to 2.94)
Male,Lymphoma,I,50-54,2,negative,rmst,47.5,2.74 (2.7 to 2.93),2.74,2.7 to 2.93,2.7,2.93,(2.7 to 2.93)
Male,Lymphoma,I,50-54,2,positive,rmst,47.5,2.84 (2.8 to 2.95),2.84,2.8 to 2.95,2.8,2.95,(2.8 to 2.95)
Male,Lymphoma,I,55-59,1,negative,rmst,42.5,2.79 (2.64 to 2.83),2.79,2.64 to 2.83,2.64,2.83,(2.64 to 2.83)
Male,Lymphoma,I,55-59,2,negative,rmst,42.5,2.76 (2.73 to 4.14),2.76,2.73 to 4.14,2.73,4.14,(2.73 to 4.14)
Male,Lymphoma,I,55-59,2,positive,rmst,42.5,2.8 (2.47 to 3.78),2.8,2.47 to 3.78,2.47,3.78,(2.47 to 3.78)
Male,Lymphoma,I,60-64,1,negative,rmst,37.5,3.1 (3.01 to 3.18),3.1,3.01 to 3.18,3.01,3.18,(3.01 to 3.18)
Male,Lymphoma,I,60-64,2,negative,rmst,37.5,3.06 (2.91 to 3.22),3.06,2.91 to 3.22,2.91,3.22,(2.91 to 3.22)
Male,Lymphoma,I,60-64,2,positive,rmst,37.5,2.98 (2.94 to 3.09),2.98,2.94 to 3.09,2.94,3.09,(2.94 to 3.09)
Male,Lymphoma,I,65-69,1,negative,rmst,32.5,2.97 (2.92 to 3.02),2.97,2.92 to 3.02,2.92,3.02,(2.92 to 3.02)
Male,Lymphoma,I,65-69,2,negative,rmst,32.5,3 (2.91 to 3.01),3,2.91 to 3.01,2.91,3.01,(2.91 to 3.01)
Male,Lymphoma,I,65-69,2,positive,rmst,32.5,2.9 (2.72 to 3),2.9,2.72 to 3,2.72,3,(2.72 to 3)
Male,Lymphoma,I,70-74,1,negative,rmst,27.5,2.49 (2.45 to 2.56),2.49,2.45 to 2.56,2.45,2.56,(2.45 to 2.56)
Male,Lymphoma,I,70-74,2,negative,rmst,27.5,2.5 (2.43 to 2.57),2.5,2.43 to 2.57,2.43,2.57,(2.43 to 2.57)
Male,Lymphoma,I,70-74,2,positive,rmst,27.5,2.53 (2.45 to 2.6),2.53,2.45 to 2.6,2.45,2.6,(2.45 to 2.6)
Male,Lymphoma,I,75-79,1,negative,rmst,22.5,2.49 (2.41 to 2.59),2.49,2.41 to 2.59,2.41,2.59,(2.41 to 2.59)
Male,Lymphoma,I,75-79,2,negative,rmst,22.5,2.48 (2.42 to 2.52),2.48,2.42 to 2.52,2.42,2.52,(2.42 to 2.52)
Male,Lymphoma,I,75-79,2,positive,rmst,22.5,2.49 (2.45 to 2.56),2.49,2.45 to 2.56,2.45,2.56,(2.45 to 2.56)
Male,Lymphoma,II,50-54,1,negative,rmst,47.5,2.92 (2.87 to 2.94),2.92,2.87 to 2.94,2.87,2.94,(2.87 to 2.94)
Male,Lymphoma,II,50-54,2,negative,rmst,47.5,2.82 (2.72 to 2.88),2.82,2.72 to 2.88,2.72,2.88,(2.72 to 2.88)
Male,Lymphoma,II,50-54,2,positive,rmst,47.5,2.74 (2.16 to 2.82),2.74,2.16 to 2.82,2.16,2.82,(2.16 to 2.82)
Male,Lymphoma,II,55-59,1,negative,rmst,42.5,2.89 (2.66 to 2.95),2.89,2.66 to 2.95,2.66,2.95,(2.66 to 2.95)
Male,Lymphoma,II,55-59,2,negative,rmst,42.5,2.92 (2.8 to 3.31),2.92,2.8 to 3.31,2.8,3.31,(2.8 to 3.31)
Male,Lymphoma,II,55-59,2,positive,rmst,42.5,2.76 (2.74 to 2.91),2.76,2.74 to 2.91,2.74,2.91,(2.74 to 2.91)
Male,Lymphoma,II,60-64,1,negative,rmst,37.5,2.72 (2.58 to 2.92),2.72,2.58 to 2.92,2.58,2.92,(2.58 to 2.92)
Male,Lymphoma,II,60-64,2,negative,rmst,37.5,2.83 (2.59 to 2.96),2.83,2.59 to 2.96,2.59,2.96,(2.59 to 2.96)
Male,Lymphoma,II,60-64,2,positive,rmst,37.5,2.74 (2.61 to 2.76),2.74,2.61 to 2.76,2.61,2.76,(2.61 to 2.76)
Male,Lymphoma,II,65-69,1,negative,rmst,32.5,2.75 (2.56 to 3.2),2.75,2.56 to 3.2,2.56,3.2,(2.56 to 3.2)
Male,Lymphoma,II,65-69,2,negative,rmst,32.5,2.7 (2.62 to 2.97),2.7,2.62 to 2.97,2.62,2.97,(2.62 to 2.97)
Male,Lymphoma,II,65-69,2,positive,rmst,32.5,2.77 (2.47 to 2.88),2.77,2.47 to 2.88,2.47,2.88,(2.47 to 2.88)
Male,Lymphoma,II,70-74,1,negative,rmst,27.5,2.53 (2.12 to 2.62),2.53,2.12 to 2.62,2.12,2.62,(2.12 to 2.62)
Male,Lymphoma,II,70-74,2,negative,rmst,27.5,2.36 (2.21 to 2.39),2.36,2.21 to 2.39,2.21,2.39,(2.21 to 2.39)
Male,Lymphoma,II,70-74,2,positive,rmst,27.5,2.57 (2.34 to 2.81),2.57,2.34 to 2.81,2.34,2.81,(2.34 to 2.81)
Male,Lymphoma,II,75-79,1,negative,rmst,22.5,2.25 (2.18 to 2.33),2.25,2.18 to 2.33,2.18,2.33,(2.18 to 2.33)
Male,Lymphoma,II,75-79,2,negative,rmst,22.5,2.26 (2.21 to 2.34),2.26,2.21 to 2.34,2.21,2.34,(2.21 to 2.34)
Male,Lymphoma,II,75-79,2,positive,rmst,22.5,2.21 (2.12 to 2.34),2.21,2.12 to 2.34,2.12,2.34,(2.12 to 2.34)
Male,Lymphoma,III,50-54,1,negative,rmst,47.5,2.64 (2.57 to 3.67),2.64,2.57 to 3.67,2.57,3.67,(2.57 to 3.67)
Male,Lymphoma,III,50-54,2,negative,rmst,47.5,2.65 (2.19 to 2.74),2.65,2.19 to 2.74,2.19,2.74,(2.19 to 2.74)
Male,Lymphoma,III,50-54,2,positive,rmst,47.5,2.64 (2.54 to 3.62),2.64,2.54 to 3.62,2.54,3.62,(2.54 to 3.62)
Male,Lymphoma,III,55-59,1,negative,rmst,42.5,2.42 (2.04 to 2.54),2.42,2.04 to 2.54,2.04,2.54,(2.04 to 2.54)
Male,Lymphoma,III,55-59,2,negative,rmst,42.5,2.41 (2.14 to 2.56),2.41,2.14 to 2.56,2.14,2.56,(2.14 to 2.56)
Male,Lymphoma,III,55-59,2,positive,rmst,42.5,2.49 (2.21 to 2.79),2.49,2.21 to 2.79,2.21,2.79,(2.21 to 2.79)
Male,Lymphoma,III,60-64,1,negative,rmst,37.5,2.47 (2.38 to 2.57),2.47,2.38 to 2.57,2.38,2.57,(2.38 to 2.57)
Male,Lymphoma,III,60-64,2,negative,rmst,37.5,2.52 (2.44 to 2.54),2.52,2.44 to 2.54,2.44,2.54,(2.44 to 2.54)
Male,Lymphoma,III,60-64,2,positive,rmst,37.5,2.47 (2.4 to 2.57),2.47,2.4 to 2.57,2.4,2.57,(2.4 to 2.57)
Male,Lymphoma,III,65-69,1,negative,rmst,32.5,2.43 (2.3 to 2.47),2.43,2.3 to 2.47,2.3,2.47,(2.3 to 2.47)
Male,Lymphoma,III,65-69,2,negative,rmst,32.5,2.46 (2.45 to 2.5),2.46,2.45 to 2.5,2.45,2.5,(2.45 to 2.5)
Male,Lymphoma,III,65-69,2,positive,rmst,32.5,2.43 (2.37 to 2.53),2.43,2.37 to 2.53,2.37,2.53,(2.37 to 2.53)
Male,Lymphoma,III,70-74,1,negative,rmst,27.5,2.2 (2.11 to 2.23),2.2,2.11 to 2.23,2.11,2.23,(2.11 to 2.23)
Male,Lymphoma,III,70-74,2,negative,rmst,27.5,2.22 (2.13 to 2.27),2.22,2.13 to 2.27,2.13,2.27,(2.13 to 2.27)
Male,Lymphoma,III,70-74,2,positive,rmst,27.5,2.2 (2.12 to 2.28),2.2,2.12 to 2.28,2.12,2.28,(2.12 to 2.28)
Male,Lymphoma,III,75-79,1,negative,rmst,22.5,1.95 (1.89 to 2),1.95,1.89 to 2,1.89,2,(1.89 to 2)
Male,Lymphoma,III,75-79,2,negative,rmst,22.5,1.94 (1.91 to 2),1.94,1.91 to 2,1.91,2,(1.91 to 2)
Male,Lymphoma,III,75-79,2,positive,rmst,22.5,2.05 (1.94 to 2.1),2.05,1.94 to 2.1,1.94,2.1,(1.94 to 2.1)
Male,Lymphoma,IV,50-54,1,negative,rmst,47.5,2.56 (2.54 to 2.62),2.56,2.54 to 2.62,2.54,2.62,(2.54 to 2.62)
Male,Lymphoma,IV,50-54,2,negative,rmst,47.5,2.54 (2.3 to 2.63),2.54,2.3 to 2.63,2.3,2.63,(2.3 to 2.63)
Male,Lymphoma,IV,50-54,2,positive,rmst,47.5,2.56 (2.48 to 2.68),2.56,2.48 to 2.68,2.48,2.68,(2.48 to 2.68)
Male,Lymphoma,IV,55-59,1,negative,rmst,42.5,2.38 (2.3 to 2.46),2.38,2.3 to 2.46,2.3,2.46,(2.3 to 2.46)
Male,Lymphoma,IV,55-59,2,negative,rmst,42.5,2.4 (2.29 to 3.6),2.4,2.29 to 3.6,2.29,3.6,(2.29 to 3.6)
Male,Lymphoma,IV,55-59,2,positive,rmst,42.5,2.36 (2.21 to 2.4),2.36,2.21 to 2.4,2.21,2.4,(2.21 to 2.4)
Male,Lymphoma,IV,60-64,1,negative,rmst,37.5,2.42 (2.38 to 2.44),2.42,2.38 to 2.44,2.38,2.44,(2.38 to 2.44)
Male,Lymphoma,IV,60-64,2,negative,rmst,37.5,2.4 (2.34 to 2.47),2.4,2.34 to 2.47,2.34,2.47,(2.34 to 2.47)
Male,Lymphoma,IV,60-64,2,positive,rmst,37.5,2.39 (2.32 to 2.44),2.39,2.32 to 2.44,2.32,2.44,(2.32 to 2.44)
Male,Lymphoma,IV,65-69,1,negative,rmst,32.5,2.33 (2.25 to 2.36),2.33,2.25 to 2.36,2.25,2.36,(2.25 to 2.36)
Male,Lymphoma,IV,65-69,2,negative,rmst,32.5,2.3 (2.18 to 2.32),2.3,2.18 to 2.32,2.18,2.32,(2.18 to 2.32)
Male,Lymphoma,IV,65-69,2,positive,rmst,32.5,2.33 (2.31 to 2.35),2.33,2.31 to 2.35,2.31,2.35,(2.31 to 2.35)
Male,Lymphoma,IV,70-74,1,negative,rmst,27.5,2.05 (2.03 to 2.07),2.05,2.03 to 2.07,2.03,2.07,(2.03 to 2.07)
Male,Lymphoma,IV,70-74,2,negative,rmst,27.5,2.07 (2.03 to 2.08),2.07,2.03 to 2.08,2.03,2.08,(2.03 to 2.08)
Male,Lymphoma,IV,70-74,2,positive,rmst,27.5,2.05 (1.98 to 2.09),2.05,1.98 to 2.09,1.98,2.09,(1.98 to 2.09)
Male,Lymphoma,IV,75-79,1,negative,rmst,22.5,1.89 (1.82 to 1.96),1.89,1.82 to 1.96,1.82,1.96,(1.82 to 1.96)
Male,Lymphoma,IV,75-79,2,negative,rmst,22.5,1.85 (1.83 to 1.93),1.85,1.83 to 1.93,1.83,1.93,(1.83 to 1.93)
Male,Lymphoma,IV,75-79,2,positive,rmst,22.5,1.9 (1.85 to 1.94),1.9,1.85 to 1.94,1.85,1.94,(1.85 to 1.94)
Male,Lymphoma,Unknown/missing,50-54,1,negative,rmst,47.5,3.03 (2.83 to 3.2),3.03,2.83 to 3.2,2.83,3.2,(2.83 to 3.2)
Male,Lymphoma,Unknown/missing,50-54,2,negative,rmst,47.5,3.15 (2.97 to 3.42),3.15,2.97 to 3.42,2.97,3.42,(2.97 to 3.42)
Male,Lymphoma,Unknown/missing,50-54,2,positive,rmst,47.5,3.11 (3 to 5.41),3.11,3 to 5.41,3,5.41,(3 to 5.41)
Male,Lymphoma,Unknown/missing,55-59,1,negative,rmst,42.5,3.04 (2.99 to 3.13),3.04,2.99 to 3.13,2.99,3.13,(2.99 to 3.13)
Male,Lymphoma,Unknown/missing,55-59,2,negative,rmst,42.5,2.98 (2.78 to 3.04),2.98,2.78 to 3.04,2.78,3.04,(2.78 to 3.04)
Male,Lymphoma,Unknown/missing,55-59,2,positive,rmst,42.5,3.06 (2.96 to 3.07),3.06,2.96 to 3.07,2.96,3.07,(2.96 to 3.07)
Male,Lymphoma,Unknown/missing,60-64,1,negative,rmst,37.5,3.06 (2.89 to 3.16),3.06,2.89 to 3.16,2.89,3.16,(2.89 to 3.16)
Male,Lymphoma,Unknown/missing,60-64,2,negative,rmst,37.5,2.92 (2.78 to 3.04),2.92,2.78 to 3.04,2.78,3.04,(2.78 to 3.04)
Male,Lymphoma,Unknown/missing,60-64,2,positive,rmst,37.5,3.01 (2.7 to 3.07),3.01,2.7 to 3.07,2.7,3.07,(2.7 to 3.07)
Male,Lymphoma,Unknown/missing,65-69,1,negative,rmst,32.5,2.73 (2.66 to 2.75),2.73,2.66 to 2.75,2.66,2.75,(2.66 to 2.75)
Male,Lymphoma,Unknown/missing,65-69,2,negative,rmst,32.5,2.69 (2.5 to 2.79),2.69,2.5 to 2.79,2.5,2.79,(2.5 to 2.79)
Male,Lymphoma,Unknown/missing,65-69,2,positive,rmst,32.5,2.61 (2.55 to 2.62),2.61,2.55 to 2.62,2.55,2.62,(2.55 to 2.62)
Male,Lymphoma,Unknown/missing,70-74,1,negative,rmst,27.5,2.42 (2.37 to 2.5),2.42,2.37 to 2.5,2.37,2.5,(2.37 to 2.5)
