Sex,NCRAS_Draw,Stage,Age,haz_ratio,cfDNA_status,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Male,Prostate,III,60-64,2,negative,rmst,37.5,2.87 (2.85 to 2.93),2.87,2.85 to 2.93,2.85,2.93,(2.85 to 2.93)
Male,Prostate,III,60-64,2,positive,rmst,37.5,2.9 (2.84 to 2.91),2.9,2.84 to 2.91,2.84,2.91,(2.84 to 2.91)
Male,Prostate,III,65-69,1,negative,rmst,32.5,2.91 (2.81 to 2.95),2.91,2.81 to 2.95,2.81,2.95,(2.81 to 2.95)
Male,Prostate,III,65-69,2,negative,rmst,32.5,2.86 (2.76 to 2.95),2.86,2.76 to 2.95,2.76,2.95,(2.76 to 2.95)
Male,Prostate,III,65-69,2,positive,rmst,32.5,2.9 (2.88 to 2.93),2.9,2.88 to 2.93,2.88,2.93,(2.88 to 2.93)
Male,Prostate,III,70-74,1,negative,rmst,27.5,2.62 (2.53 to 2.63),2.62,2.53 to 2.63,2.53,2.63,(2.53 to 2.63)
Male,Prostate,III,70-74,2,negative,rmst,27.5,2.59 (2.57 to 2.61),2.59,2.57 to 2.61,2.57,2.61,(2.57 to 2.61)
Male,Prostate,III,70-74,2,positive,rmst,27.5,2.6 (2.4 to 2.63),2.6,2.4 to 2.63,2.4,2.63,(2.4 to 2.63)
Male,Prostate,III,75-79,1,negative,rmst,22.5,2.64 (2.58 to 2.66),2.64,2.58 to 2.66,2.58,2.66,(2.58 to 2.66)
Male,Prostate,III,75-79,2,negative,rmst,22.5,2.54 (2.37 to 2.67),2.54,2.37 to 2.67,2.37,2.67,(2.37 to 2.67)
Male,Prostate,III,75-79,2,positive,rmst,22.5,2.64 (2.49 to 2.66),2.64,2.49 to 2.66,2.49,2.66,(2.49 to 2.66)
Male,Prostate,IV,50-54,1,negative,rmst,47.5,2.3 (2.15 to 2.36),2.3,2.15 to 2.36,2.15,2.36,(2.15 to 2.36)
Male,Prostate,IV,50-54,2,negative,rmst,47.5,2.19 (1.56 to 2.22),2.19,1.56 to 2.22,1.56,2.22,(1.56 to 2.22)
Male,Prostate,IV,50-54,2,positive,rmst,47.5,2.21 (2.15 to 2.29),2.21,2.15 to 2.29,2.15,2.29,(2.15 to 2.29)
Male,Prostate,IV,55-59,1,negative,rmst,42.5,2.29 (2.03 to 2.37),2.29,2.03 to 2.37,2.03,2.37,(2.03 to 2.37)
Male,Prostate,IV,55-59,2,negative,rmst,42.5,2.33 (2.21 to 2.38),2.33,2.21 to 2.38,2.21,2.38,(2.21 to 2.38)
Male,Prostate,IV,55-59,2,positive,rmst,42.5,2.26 (2.11 to 2.32),2.26,2.11 to 2.32,2.11,2.32,(2.11 to 2.32)
Male,Prostate,IV,60-64,1,negative,rmst,37.5,2.45 (2.36 to 2.49),2.45,2.36 to 2.49,2.36,2.49,(2.36 to 2.49)
Male,Prostate,IV,60-64,2,negative,rmst,37.5,2.44 (2.41 to 2.48),2.44,2.41 to 2.48,2.41,2.48,(2.41 to 2.48)
Male,Prostate,IV,60-64,2,positive,rmst,37.5,2.41 (2.31 to 2.48),2.41,2.31 to 2.48,2.31,2.48,(2.31 to 2.48)
Male,Prostate,IV,65-69,1,negative,rmst,32.5,2.47 (2.4 to 2.47),2.47,2.4 to 2.47,2.4,2.47,(2.4 to 2.47)
Male,Prostate,IV,65-69,2,negative,rmst,32.5,2.4 (2.35 to 2.43),2.4,2.35 to 2.43,2.35,2.43,(2.35 to 2.43)
Male,Prostate,IV,65-69,2,positive,rmst,32.5,2.46 (2.39 to 2.49),2.46,2.39 to 2.49,2.39,2.49,(2.39 to 2.49)
Male,Prostate,IV,70-74,1,negative,rmst,27.5,2.14 (2.08 to 2.17),2.14,2.08 to 2.17,2.08,2.17,(2.08 to 2.17)
Male,Prostate,IV,70-74,2,negative,rmst,27.5,2.11 (2.03 to 2.2),2.11,2.03 to 2.2,2.03,2.2,(2.03 to 2.2)
Male,Prostate,IV,70-74,2,positive,rmst,27.5,2.15 (2.06 to 2.18),2.15,2.06 to 2.18,2.06,2.18,(2.06 to 2.18)
Male,Prostate,IV,75-79,1,negative,rmst,22.5,2.06 (2.02 to 2.07),2.06,2.02 to 2.07,2.02,2.07,(2.02 to 2.07)
Male,Prostate,IV,75-79,2,negative,rmst,22.5,2.04 (1.99 to 2.06),2.04,1.99 to 2.06,1.99,2.06,(1.99 to 2.06)
Male,Prostate,IV,75-79,2,positive,rmst,22.5,2.04 (1.99 to 2.07),2.04,1.99 to 2.07,1.99,2.07,(1.99 to 2.07)
Male,Prostate,Unknown/missing,50-54,1,negative,rmst,47.5,3.58 (3.37 to 5.2),3.58,3.37 to 5.2,3.37,5.2,(3.37 to 5.2)
Male,Prostate,Unknown/missing,50-54,2,negative,rmst,47.5,3.66 (3.47 to 5.35),3.66,3.47 to 5.35,3.47,5.35,(3.47 to 5.35)
Male,Prostate,Unknown/missing,50-54,2,positive,rmst,47.5,3.64 (3.37 to 3.73),3.64,3.37 to 3.73,3.37,3.73,(3.37 to 3.73)
Male,Prostate,Unknown/missing,55-59,1,negative,rmst,42.5,3.54 (3.39 to 3.55),3.54,3.39 to 3.55,3.39,3.55,(3.39 to 3.55)
Male,Prostate,Unknown/missing,55-59,2,negative,rmst,42.5,3.47 (3.36 to 3.51),3.47,3.36 to 3.51,3.36,3.51,(3.36 to 3.51)
Male,Prostate,Unknown/missing,55-59,2,positive,rmst,42.5,3.46 (3.36 to 3.55),3.46,3.36 to 3.55,3.36,3.55,(3.36 to 3.55)
Male,Prostate,Unknown/missing,60-64,1,negative,rmst,37.5,3.74 (3.63 to 3.82),3.74,3.63 to 3.82,3.63,3.82,(3.63 to 3.82)
Male,Prostate,Unknown/missing,60-64,2,negative,rmst,37.5,3.72 (3.63 to 4),3.72,3.63 to 4,3.63,4,(3.63 to 4)
Male,Prostate,Unknown/missing,60-64,2,positive,rmst,37.5,3.71 (3.67 to 3.81),3.71,3.67 to 3.81,3.67,3.81,(3.67 to 3.81)
Male,Prostate,Unknown/missing,65-69,1,negative,rmst,32.5,3.61 (3.55 to 3.69),3.61,3.55 to 3.69,3.55,3.69,(3.55 to 3.69)
Male,Prostate,Unknown/missing,65-69,2,negative,rmst,32.5,3.62 (3.57 to 3.72),3.62,3.57 to 3.72,3.57,3.72,(3.57 to 3.72)
Male,Prostate,Unknown/missing,65-69,2,positive,rmst,32.5,3.64 (3.62 to 3.71),3.64,3.62 to 3.71,3.62,3.71,(3.62 to 3.71)
Male,Prostate,Unknown/missing,70-74,1,negative,rmst,27.5,3.18 (3.09 to 3.22),3.18,3.09 to 3.22,3.09,3.22,(3.09 to 3.22)
Male,Prostate,Unknown/missing,70-74,2,negative,rmst,27.5,3.18 (3.16 to 3.24),3.18,3.16 to 3.24,3.16,3.24,(3.16 to 3.24)
Male,Prostate,Unknown/missing,70-74,2,positive,rmst,27.5,3.17 (3.08 to 3.2),3.17,3.08 to 3.2,3.08,3.2,(3.08 to 3.2)
Male,Prostate,Unknown/missing,75-79,1,negative,rmst,22.5,3.04 (2.95 to 3.11),3.04,2.95 to 3.11,2.95,3.11,(2.95 to 3.11)
Male,Prostate,Unknown/missing,75-79,2,negative,rmst,22.5,2.98 (2.82 to 3.01),2.98,2.82 to 3.01,2.82,3.01,(2.82 to 3.01)
Male,Prostate,Unknown/missing,75-79,2,positive,rmst,22.5,2.96 (2.89 to 3.03),2.96,2.89 to 3.03,2.89,3.03,(2.89 to 3.03)
