Sex,NCRAS_Draw,Stage,Age,haz_ratio,cfDNA_status,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female,Gallbladder,II,55-59,2,negative,rmst,42.5,2.07 (1.65 to 2.2),2.07,1.65 to 2.2,1.65,2.2,(1.65 to 2.2)
Female,Gallbladder,II,55-59,2,positive,rmst,42.5,1.74 (0.61 to 2.8),1.74,0.61 to 2.8,0.61,2.8,(0.61 to 2.8)
Female,Gallbladder,II,60-64,1,negative,rmst,37.5,2.13 (1.97 to 2.33),2.13,1.97 to 2.33,1.97,2.33,(1.97 to 2.33)
Female,Gallbladder,II,60-64,2,negative,rmst,37.5,1.94 (1.24 to 2.33),1.94,1.24 to 2.33,1.24,2.33,(1.24 to 2.33)
Female,Gallbladder,II,60-64,2,positive,rmst,37.5,2.19 (2.1 to 3.44),2.19,2.1 to 3.44,2.1,3.44,(2.1 to 3.44)
Female,Gallbladder,II,65-69,1,negative,rmst,32.5,2.26 (1.5 to 2.51),2.26,1.5 to 2.51,1.5,2.51,(1.5 to 2.51)
Female,Gallbladder,II,65-69,2,negative,rmst,32.5,2.27 (1.42 to 2.88),2.27,1.42 to 2.88,1.42,2.88,(1.42 to 2.88)
Female,Gallbladder,II,65-69,2,positive,rmst,32.5,2.08 (1.87 to 3.04),2.08,1.87 to 3.04,1.87,3.04,(1.87 to 3.04)
Female,Gallbladder,II,70-74,1,negative,rmst,27.5,1.71 (1.56 to 1.93),1.71,1.56 to 1.93,1.56,1.93,(1.56 to 1.93)
Female,Gallbladder,II,70-74,2,negative,rmst,27.5,1.89 (1.83 to 2.17),1.89,1.83 to 2.17,1.83,2.17,(1.83 to 2.17)
Female,Gallbladder,II,70-74,2,positive,rmst,27.5,1.85 (1.73 to 2.13),1.85,1.73 to 2.13,1.73,2.13,(1.73 to 2.13)
Female,Gallbladder,II,75-79,1,negative,rmst,22.5,1.47 (1.34 to 1.84),1.47,1.34 to 1.84,1.34,1.84,(1.34 to 1.84)
Female,Gallbladder,II,75-79,2,negative,rmst,22.5,1.48 (1.05 to 1.63),1.48,1.05 to 1.63,1.05,1.63,(1.05 to 1.63)
Female,Gallbladder,II,75-79,2,positive,rmst,22.5,1.55 (1.45 to 1.78),1.55,1.45 to 1.78,1.45,1.78,(1.45 to 1.78)
Female,Gallbladder,III,50-54,1,negative,rmst,47.5,1.7 (1.16 to 1.97),1.7,1.16 to 1.97,1.16,1.97,(1.16 to 1.97)
Female,Gallbladder,III,50-54,2,negative,rmst,47.5,1.66 (1.38 to 1.93),1.66,1.38 to 1.93,1.38,1.93,(1.38 to 1.93)
Female,Gallbladder,III,50-54,2,positive,rmst,47.5,1.97 (1.55 to 4.54),1.97,1.55 to 4.54,1.55,4.54,(1.55 to 4.54)
Female,Gallbladder,III,55-59,1,negative,rmst,42.5,1.66 (1.08 to 1.81),1.66,1.08 to 1.81,1.08,1.81,(1.08 to 1.81)
Female,Gallbladder,III,55-59,2,negative,rmst,42.5,1.47 (1.33 to 2.74),1.47,1.33 to 2.74,1.33,2.74,(1.33 to 2.74)
Female,Gallbladder,III,55-59,2,positive,rmst,42.5,1.38 (1.24 to 2.75),1.38,1.24 to 2.75,1.24,2.75,(1.24 to 2.75)
Female,Gallbladder,III,60-64,1,negative,rmst,37.5,1.8 (1.52 to 2.16),1.8,1.52 to 2.16,1.52,2.16,(1.52 to 2.16)
Female,Gallbladder,III,60-64,2,negative,rmst,37.5,1.93 (1.49 to 3.61),1.93,1.49 to 3.61,1.49,3.61,(1.49 to 3.61)
Female,Gallbladder,III,60-64,2,positive,rmst,37.5,1.77 (1.69 to 4.17),1.77,1.69 to 4.17,1.69,4.17,(1.69 to 4.17)
Female,Gallbladder,III,65-69,1,negative,rmst,32.5,1.46 (1.19 to 2.81),1.46,1.19 to 2.81,1.19,2.81,(1.19 to 2.81)
Female,Gallbladder,III,65-69,2,negative,rmst,32.5,1.24 (1.02 to 1.61),1.24,1.02 to 1.61,1.02,1.61,(1.02 to 1.61)
Female,Gallbladder,III,65-69,2,positive,rmst,32.5,1.18 (1.12 to 1.25),1.18,1.12 to 1.25,1.12,1.25,(1.12 to 1.25)
Female,Gallbladder,III,70-74,1,negative,rmst,27.5,1.48 (1.38 to 1.82),1.48,1.38 to 1.82,1.38,1.82,(1.38 to 1.82)
Female,Gallbladder,III,70-74,2,negative,rmst,27.5,1.66 (1.24 to 1.82),1.66,1.24 to 1.82,1.24,1.82,(1.24 to 1.82)
Female,Gallbladder,III,70-74,2,positive,rmst,27.5,1.47 (1.36 to 1.72),1.47,1.36 to 1.72,1.36,1.72,(1.36 to 1.72)
Female,Gallbladder,III,75-79,1,negative,rmst,22.5,1.19 (1.1 to 1.35),1.19,1.1 to 1.35,1.1,1.35,(1.1 to 1.35)
Female,Gallbladder,III,75-79,2,negative,rmst,22.5,1.26 (1.09 to 1.33),1.26,1.09 to 1.33,1.09,1.33,(1.09 to 1.33)
Female,Gallbladder,III,75-79,2,positive,rmst,22.5,1.18 (1.05 to 1.6),1.18,1.05 to 1.6,1.05,1.6,(1.05 to 1.6)
Female,Gallbladder,IV,50-54,1,negative,rmst,47.5,0.84 (0.71 to 1.98),0.84,0.71 to 1.98,0.71,1.98,(0.71 to 1.98)
Female,Gallbladder,IV,50-54,2,negative,rmst,47.5,0.89 (0.69 to 1.58),0.89,0.69 to 1.58,0.69,1.58,(0.69 to 1.58)
Female,Gallbladder,IV,50-54,2,positive,rmst,47.5,0.65 (0.62 to 0.81),0.65,0.62 to 0.81,0.62,0.81,(0.62 to 0.81)
Female,Gallbladder,IV,55-59,1,negative,rmst,42.5,1.03 (0.84 to 1.98),1.03,0.84 to 1.98,0.84,1.98,(0.84 to 1.98)
Female,Gallbladder,IV,55-59,2,negative,rmst,42.5,1.03 (0.71 to 1.42),1.03,0.71 to 1.42,0.71,1.42,(0.71 to 1.42)
Female,Gallbladder,IV,55-59,2,positive,rmst,42.5,1.09 (0.71 to 2.8),1.09,0.71 to 2.8,0.71,2.8,(0.71 to 2.8)
Female,Gallbladder,IV,60-64,1,negative,rmst,37.5,0.73 (0.72 to 0.74),0.73,0.72 to 0.74,0.72,0.74,(0.72 to 0.74)
Female,Gallbladder,IV,60-64,2,negative,rmst,37.5,0.82 (0.8 to 1.06),0.82,0.8 to 1.06,0.8,1.06,(0.8 to 1.06)
Female,Gallbladder,IV,60-64,2,positive,rmst,37.5,0.82 (0.71 to 1.17),0.82,0.71 to 1.17,0.71,1.17,(0.71 to 1.17)
Female,Gallbladder,IV,65-69,1,negative,rmst,32.5,1 (0.72 to 1.32),1,0.72 to 1.32,0.72,1.32,(0.72 to 1.32)
Female,Gallbladder,IV,65-69,2,negative,rmst,32.5,0.72 (0.59 to 3.07),0.72,0.59 to 3.07,0.59,3.07,(0.59 to 3.07)
Female,Gallbladder,IV,65-69,2,positive,rmst,32.5,0.65 (0.59 to 0.9),0.65,0.59 to 0.9,0.59,0.9,(0.59 to 0.9)
Female,Gallbladder,IV,70-74,1,negative,rmst,27.5,0.55 (0.52 to 0.75),0.55,0.52 to 0.75,0.52,0.75,(0.52 to 0.75)
Female,Gallbladder,IV,70-74,2,negative,rmst,27.5,0.6 (0.51 to 2.87),0.6,0.51 to 2.87,0.51,2.87,(0.51 to 2.87)
Female,Gallbladder,IV,70-74,2,positive,rmst,27.5,0.63 (0.57 to 1),0.63,0.57 to 1,0.57,1,(0.57 to 1)
Female,Gallbladder,IV,75-79,1,negative,rmst,22.5,0.44 (0.42 to 0.51),0.44,0.42 to 0.51,0.42,0.51,(0.42 to 0.51)
Female,Gallbladder,IV,75-79,2,negative,rmst,22.5,0.41 (0.39 to 0.43),0.41,0.39 to 0.43,0.39,0.43,(0.39 to 0.43)
Female,Gallbladder,IV,75-79,2,positive,rmst,22.5,0.49 (0.44 to 0.67),0.49,0.44 to 0.67,0.44,0.67,(0.44 to 0.67)
Female,Gallbladder,Unknown/missing,50-54,1,negative,rmst,47.5,2.17 (1.93 to 2.57),2.17,1.93 to 2.57,1.93,2.57,(1.93 to 2.57)
Female,Gallbladder,Unknown/missing,50-54,2,negative,rmst,47.5,2.01 (1.79 to 2.83),2.01,1.79 to 2.83,1.79,2.83,(1.79 to 2.83)
Female,Gallbladder,Unknown/missing,50-54,2,positive,rmst,47.5,2.27 (1.74 to 3.15),2.27,1.74 to 3.15,1.74,3.15,(1.74 to 3.15)
Female,Gallbladder,Unknown/missing,55-59,1,negative,rmst,42.5,2.02 (1.49 to 2.45),2.02,1.49 to 2.45,1.49,2.45,(1.49 to 2.45)
Female,Gallbladder,Unknown/missing,55-59,2,negative,rmst,42.5,1.25 (1.11 to 3.46),1.25,1.11 to 3.46,1.11,3.46,(1.11 to 3.46)
Female,Gallbladder,Unknown/missing,55-59,2,positive,rmst,42.5,1.42 (1.12 to 1.64),1.42,1.12 to 1.64,1.12,1.64,(1.12 to 1.64)
Female,Gallbladder,Unknown/missing,60-64,1,negative,rmst,37.5,1.57 (1.28 to 1.94),1.57,1.28 to 1.94,1.28,1.94,(1.28 to 1.94)
Female,Gallbladder,Unknown/missing,60-64,2,negative,rmst,37.5,1.61 (1.44 to 2.13),1.61,1.44 to 2.13,1.44,2.13,(1.44 to 2.13)
Female,Gallbladder,Unknown/missing,60-64,2,positive,rmst,37.5,1.47 (1.25 to 1.61),1.47,1.25 to 1.61,1.25,1.61,(1.25 to 1.61)
Female,Gallbladder,Unknown/missing,65-69,1,negative,rmst,32.5,1.69 (1.46 to 1.94),1.69,1.46 to 1.94,1.46,1.94,(1.46 to 1.94)
Female,Gallbladder,Unknown/missing,65-69,2,negative,rmst,32.5,1.75 (1.29 to 2.19),1.75,1.29 to 2.19,1.29,2.19,(1.29 to 2.19)
Female,Gallbladder,Unknown/missing,65-69,2,positive,rmst,32.5,1.52 (1.44 to 1.7),1.52,1.44 to 1.7,1.44,1.7,(1.44 to 1.7)
Female,Gallbladder,Unknown/missing,70-74,1,negative,rmst,27.5,1.14 (0.99 to 1.3),1.14,0.99 to 1.3,0.99,1.3,(0.99 to 1.3)
Female,Gallbladder,Unknown/missing,70-74,2,negative,rmst,27.5,1.05 (0.97 to 1.16),1.05,0.97 to 1.16,0.97,1.16,(0.97 to 1.16)
Female,Gallbladder,Unknown/missing,70-74,2,positive,rmst,27.5,1.06 (1.04 to 1.2),1.06,1.04 to 1.2,1.04,1.2,(1.04 to 1.2)
Female,Gallbladder,Unknown/missing,75-79,1,negative,rmst,22.5,1.03 (0.94 to 1.19),1.03,0.94 to 1.19,0.94,1.19,(0.94 to 1.19)
Female,Gallbladder,Unknown/missing,75-79,2,negative,rmst,22.5,0.96 (0.93 to 1.13),0.96,0.93 to 1.13,0.93,1.13,(0.93 to 1.13)
Female,Gallbladder,Unknown/missing,75-79,2,positive,rmst,22.5,1.06 (0.98 to 1.39),1.06,0.98 to 1.39,0.98,1.39,(0.98 to 1.39)
Male,Gallbladder,I,50-54,1,negative,rmst,47.5,2.7 (2.28 to 4.59),2.7,2.28 to 4.59,2.28,4.59,(2.28 to 4.59)
Male,Gallbladder,I,50-54,2,negative,rmst,47.5,2.19 (1.68 to 4.34),2.19,1.68 to 4.34,1.68,4.34,(1.68 to 4.34)
Male,Gallbladder,I,50-54,2,positive,rmst,47.5,2.48 (2.02 to 4.01),2.48,2.02 to 4.01,2.02,4.01,(2.02 to 4.01)
Male,Gallbladder,I,55-59,1,negative,rmst,42.5,1.91 (1.49 to 3.94),1.91,1.49 to 3.94,1.49,3.94,(1.49 to 3.94)
Male,Gallbladder,I,55-59,2,negative,rmst,42.5,1.86 (1.74 to 2.38),1.86,1.74 to 2.38,1.74,2.38,(1.74 to 2.38)
Male,Gallbladder,I,55-59,2,positive,rmst,42.5,2 (1.46 to 2.14),2,1.46 to 2.14,1.46,2.14,(1.46 to 2.14)
Male,Gallbladder,I,60-64,1,negative,rmst,37.5,3.6 (2.69 to 3.92),3.6,2.69 to 3.92,2.69,3.92,(2.69 to 3.92)
Male,Gallbladder,I,60-64,2,negative,rmst,37.5,3.2 (2.29 to 5.94),3.2,2.29 to 5.94,2.29,5.94,(2.29 to 5.94)
Male,Gallbladder,I,60-64,2,positive,rmst,37.5,2.96 (2.04 to 3.97),2.96,2.04 to 3.97,2.04,3.97,(2.04 to 3.97)
Male,Gallbladder,I,65-69,1,negative,rmst,32.5,2.25 (2.19 to 2.6),2.25,2.19 to 2.6,2.19,2.6,(2.19 to 2.6)
Male,Gallbladder,I,65-69,2,negative,rmst,32.5,2.21 (1.49 to 2.54),2.21,1.49 to 2.54,1.49,2.54,(1.49 to 2.54)
Male,Gallbladder,I,65-69,2,positive,rmst,32.5,2.64 (2.37 to 2.66),2.64,2.37 to 2.66,2.37,2.66,(2.37 to 2.66)
Male,Gallbladder,I,70-74,1,negative,rmst,27.5,1.95 (1.56 to 3.09),1.95,1.56 to 3.09,1.56,3.09,(1.56 to 3.09)
Male,Gallbladder,I,70-74,2,negative,rmst,27.5,1.92 (1.48 to 2.42),1.92,1.48 to 2.42,1.48,2.42,(1.48 to 2.42)
Male,Gallbladder,I,70-74,2,positive,rmst,27.5,1.61 (1.4 to 2.26),1.61,1.4 to 2.26,1.4,2.26,(1.4 to 2.26)
Male,Gallbladder,I,75-79,1,negative,rmst,22.5,1.54 (1.15 to 3.02),1.54,1.15 to 3.02,1.15,3.02,(1.15 to 3.02)
Male,Gallbladder,I,75-79,2,negative,rmst,22.5,1.65 (0.47 to 2.47),1.65,0.47 to 2.47,0.47,2.47,(0.47 to 2.47)
Male,Gallbladder,I,75-79,2,positive,rmst,22.5,1.58 (1.46 to 1.92),1.58,1.46 to 1.92,1.46,1.92,(1.46 to 1.92)
Male,Gallbladder,II,50-54,1,negative,rmst,47.5,1.92 (0.96 to 2.07),1.92,0.96 to 2.07,0.96,2.07,(0.96 to 2.07)
Male,Gallbladder,II,50-54,2,negative,rmst,47.5,2.16 (1.9 to 2.34),2.16,1.9 to 2.34,1.9,2.34,(1.9 to 2.34)
Male,Gallbladder,II,50-54,2,positive,rmst,47.5,1.98 (1.83 to 2.27),1.98,1.83 to 2.27,1.83,2.27,(1.83 to 2.27)
Male,Gallbladder,II,55-59,1,negative,rmst,42.5,2.18 (1.83 to 2.38),2.18,1.83 to 2.38,1.83,2.38,(1.83 to 2.38)
Male,Gallbladder,II,55-59,2,negative,rmst,42.5,1.63 (1.34 to 2.16),1.63,1.34 to 2.16,1.34,2.16,(1.34 to 2.16)
Male,Gallbladder,II,55-59,2,positive,rmst,42.5,2 (1.78 to 2.25),2,1.78 to 2.25,1.78,2.25,(1.78 to 2.25)
Male,Gallbladder,II,60-64,1,negative,rmst,37.5,2.01 (1.09 to 2.12),2.01,1.09 to 2.12,1.09,2.12,(1.09 to 2.12)
Male,Gallbladder,II,60-64,2,negative,rmst,37.5,2.08 (1.95 to 2.21),2.08,1.95 to 2.21,1.95,2.21,(1.95 to 2.21)
Male,Gallbladder,II,60-64,2,positive,rmst,37.5,2.05 (1.57 to 2.08),2.05,1.57 to 2.08,1.57,2.08,(1.57 to 2.08)
Male,Gallbladder,II,65-69,1,negative,rmst,32.5,2.23 (2.09 to 3.08),2.23,2.09 to 3.08,2.09,3.08,(2.09 to 3.08)
Male,Gallbladder,II,65-69,2,negative,rmst,32.5,1.95 (1.25 to 2.54),1.95,1.25 to 2.54,1.25,2.54,(1.25 to 2.54)
Male,Gallbladder,II,65-69,2,positive,rmst,32.5,2.48 (2.05 to 3.06),2.48,2.05 to 3.06,2.05,3.06,(2.05 to 3.06)
Male,Gallbladder,II,70-74,1,negative,rmst,27.5,1.87 (1.67 to 2.17),1.87,1.67 to 2.17,1.67,2.17,(1.67 to 2.17)
Male,Gallbladder,II,70-74,2,negative,rmst,27.5,1.95 (1.79 to 2.42),1.95,1.79 to 2.42,1.79,2.42,(1.79 to 2.42)
Male,Gallbladder,II,70-74,2,positive,rmst,27.5,1.9 (1.74 to 2.11),1.9,1.74 to 2.11,1.74,2.11,(1.74 to 2.11)
Male,Gallbladder,II,75-79,1,negative,rmst,22.5,1.57 (1.39 to 1.65),1.57,1.39 to 1.65,1.39,1.65,(1.39 to 1.65)
Male,Gallbladder,II,75-79,2,negative,rmst,22.5,1.67 (1.48 to 3.27),1.67,1.48 to 3.27,1.48,3.27,(1.48 to 3.27)
Male,Gallbladder,II,75-79,2,positive,rmst,22.5,1.61 (1.54 to 1.78),1.61,1.54 to 1.78,1.54,1.78,(1.54 to 1.78)
Male,Gallbladder,III,50-54,1,negative,rmst,47.5,1.53 (1.09 to 2.07),1.53,1.09 to 2.07,1.09,2.07,(1.09 to 2.07)
Male,Gallbladder,III,50-54,2,negative,rmst,47.5,1.85 (1.33 to 2.41),1.85,1.33 to 2.41,1.33,2.41,(1.33 to 2.41)
Male,Gallbladder,III,50-54,2,positive,rmst,47.5,1.65 (1 to 2.22),1.65,1 to 2.22,1,2.22,(1 to 2.22)
Male,Gallbladder,III,55-59,1,negative,rmst,42.5,1.4 (1.03 to 2.59),1.4,1.03 to 2.59,1.03,2.59,(1.03 to 2.59)
Male,Gallbladder,III,55-59,2,negative,rmst,42.5,1.55 (1.26 to 3.64),1.55,1.26 to 3.64,1.26,3.64,(1.26 to 3.64)
Male,Gallbladder,III,55-59,2,positive,rmst,42.5,1.34 (1.01 to 3.32),1.34,1.01 to 3.32,1.01,3.32,(1.01 to 3.32)
Male,Gallbladder,III,60-64,1,negative,rmst,37.5,1.56 (1.51 to 2.28),1.56,1.51 to 2.28,1.51,2.28,(1.51 to 2.28)
Male,Gallbladder,III,60-64,2,negative,rmst,37.5,1.75 (1.54 to 1.88),1.75,1.54 to 1.88,1.54,1.88,(1.54 to 1.88)
Male,Gallbladder,III,60-64,2,positive,rmst,37.5,2 (1.52 to 2.51),2,1.52 to 2.51,1.52,2.51,(1.52 to 2.51)
Male,Gallbladder,III,65-69,1,negative,rmst,32.5,1.13 (0.9 to 1.23),1.13,0.9 to 1.23,0.9,1.23,(0.9 to 1.23)
Male,Gallbladder,III,65-69,2,negative,rmst,32.5,1.32 (1.26 to 1.46),1.32,1.26 to 1.46,1.26,1.46,(1.26 to 1.46)
Male,Gallbladder,III,65-69,2,positive,rmst,32.5,1.38 (1.3 to 1.45),1.38,1.3 to 1.45,1.3,1.45,(1.3 to 1.45)
Male,Gallbladder,III,70-74,1,negative,rmst,27.5,1.44 (1.18 to 1.83),1.44,1.18 to 1.83,1.18,1.83,(1.18 to 1.83)
Male,Gallbladder,III,70-74,2,negative,rmst,27.5,1.35 (1.05 to 1.72),1.35,1.05 to 1.72,1.05,1.72,(1.05 to 1.72)
Male,Gallbladder,III,70-74,2,positive,rmst,27.5,1.52 (1.28 to 1.61),1.52,1.28 to 1.61,1.28,1.61,(1.28 to 1.61)
Male,Gallbladder,III,75-79,1,negative,rmst,22.5,1.3 (1.22 to 1.66),1.3,1.22 to 1.66,1.22,1.66,(1.22 to 1.66)
Male,Gallbladder,III,75-79,2,negative,rmst,22.5,1.15 (1.04 to 1.53),1.15,1.04 to 1.53,1.04,1.53,(1.04 to 1.53)
Male,Gallbladder,III,75-79,2,positive,rmst,22.5,1.19 (1.07 to 1.48),1.19,1.07 to 1.48,1.07,1.48,(1.07 to 1.48)
Male,Gallbladder,IV,50-54,1,negative,rmst,47.5,0.8 (0.68 to 2.73),0.8,0.68 to 2.73,0.68,2.73,(0.68 to 2.73)
Male,Gallbladder,IV,50-54,2,negative,rmst,47.5,0.87 (0.65 to 1.89),0.87,0.65 to 1.89,0.65,1.89,(0.65 to 1.89)
Male,Gallbladder,IV,50-54,2,positive,rmst,47.5,0.84 (0.56 to 2.31),0.84,0.56 to 2.31,0.56,2.31,(0.56 to 2.31)
Male,Gallbladder,IV,55-59,1,negative,rmst,42.5,1.12 (0.84 to 2.93),1.12,0.84 to 2.93,0.84,2.93,(0.84 to 2.93)
Male,Gallbladder,IV,55-59,2,negative,rmst,42.5,0.94 (0.91 to 1.98),0.94,0.91 to 1.98,0.91,1.98,(0.91 to 1.98)
Male,Gallbladder,IV,55-59,2,positive,rmst,42.5,1.85 (0.75 to 2.03),1.85,0.75 to 2.03,0.75,2.03,(0.75 to 2.03)
Male,Gallbladder,IV,60-64,1,negative,rmst,37.5,0.91 (0.76 to 1.19),0.91,0.76 to 1.19,0.76,1.19,(0.76 to 1.19)
Male,Gallbladder,IV,60-64,2,negative,rmst,37.5,0.92 (0.78 to 1.97),0.92,0.78 to 1.97,0.78,1.97,(0.78 to 1.97)
Male,Gallbladder,IV,60-64,2,positive,rmst,37.5,0.7 (0.66 to 1.01),0.7,0.66 to 1.01,0.66,1.01,(0.66 to 1.01)
Male,Gallbladder,IV,65-69,1,negative,rmst,32.5,0.64 (0.59 to 0.71),0.64,0.59 to 0.71,0.59,0.71,(0.59 to 0.71)
Male,Gallbladder,IV,65-69,2,negative,rmst,32.5,0.6 (0.54 to 0.76),0.6,0.54 to 0.76,0.54,0.76,(0.54 to 0.76)
Male,Gallbladder,IV,65-69,2,positive,rmst,32.5,0.68 (0.55 to 1.55),0.68,0.55 to 1.55,0.55,1.55,(0.55 to 1.55)
Male,Gallbladder,IV,70-74,1,negative,rmst,27.5,0.94 (0.66 to 1.55),0.94,0.66 to 1.55,0.66,1.55,(0.66 to 1.55)
Male,Gallbladder,IV,70-74,2,negative,rmst,27.5,0.64 (0.56 to 0.75),0.64,0.56 to 0.75,0.56,0.75,(0.56 to 0.75)
Male,Gallbladder,IV,70-74,2,positive,rmst,27.5,0.56 (0.5 to 0.62),0.56,0.5 to 0.62,0.5,0.62,(0.5 to 0.62)
Male,Gallbladder,IV,75-79,1,negative,rmst,22.5,0.55 (0.39 to 0.9),0.55,0.39 to 0.9,0.39,0.9,(0.39 to 0.9)
Male,Gallbladder,IV,75-79,2,negative,rmst,22.5,0.56 (0.37 to 2.52),0.56,0.37 to 2.52,0.37,2.52,(0.37 to 2.52)
Male,Gallbladder,IV,75-79,2,positive,rmst,22.5,0.52 (0.38 to 0.9),0.52,0.38 to 0.9,0.38,0.9,(0.38 to 0.9)
Male,Gallbladder,Unknown/missing,50-54,1,negative,rmst,47.5,1.95 (1.58 to 2.2),1.95,1.58 to 2.2,1.58,2.2,(1.58 to 2.2)
Male,Gallbladder,Unknown/missing,50-54,2,negative,rmst,47.5,2.04 (1.88 to 2.38),2.04,1.88 to 2.38,1.88,2.38,(1.88 to 2.38)
Male,Gallbladder,Unknown/missing,50-54,2,positive,rmst,47.5,2.73 (1.68 to 4.58),2.73,1.68 to 4.58,1.68,4.58,(1.68 to 4.58)
Male,Gallbladder,Unknown/missing,55-59,1,negative,rmst,42.5,1.51 (1.39 to 2.01),1.51,1.39 to 2.01,1.39,2.01,(1.39 to 2.01)
Male,Gallbladder,Unknown/missing,55-59,2,negative,rmst,42.5,2.11 (1.59 to 2.94),2.11,1.59 to 2.94,1.59,2.94,(1.59 to 2.94)
Male,Gallbladder,Unknown/missing,55-59,2,positive,rmst,42.5,1.3 (1.2 to 1.63),1.3,1.2 to 1.63,1.2,1.63,(1.2 to 1.63)
Male,Gallbladder,Unknown/missing,60-64,1,negative,rmst,37.5,1.52 (1.32 to 1.72),1.52,1.32 to 1.72,1.32,1.72,(1.32 to 1.72)
Male,Gallbladder,Unknown/missing,60-64,2,negative,rmst,37.5,1.71 (1.6 to 3.62),1.71,1.6 to 3.62,1.6,3.62,(1.6 to 3.62)
Male,Gallbladder,Unknown/missing,60-64,2,positive,rmst,37.5,1.74 (1.67 to 4.28),1.74,1.67 to 4.28,1.67,4.28,(1.67 to 4.28)
Male,Gallbladder,Unknown/missing,65-69,1,negative,rmst,32.5,1.51 (1.42 to 1.86),1.51,1.42 to 1.86,1.42,1.86,(1.42 to 1.86)
Male,Gallbladder,Unknown/missing,65-69,2,negative,rmst,32.5,1.58 (1.34 to 1.99),1.58,1.34 to 1.99,1.34,1.99,(1.34 to 1.99)
Male,Gallbladder,Unknown/missing,65-69,2,positive,rmst,32.5,1.62 (1.44 to 1.78),1.62,1.44 to 1.78,1.44,1.78,(1.44 to 1.78)
Male,Gallbladder,Unknown/missing,70-74,1,negative,rmst,27.5,1.1 (1.01 to 1.14),1.1,1.01 to 1.14,1.01,1.14,(1.01 to 1.14)
