Sex,NCRAS_Draw,Stage,Age,haz_ratio,cfDNA_status,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female,Colon/Rectum,II,60-64,2,negative,rmst,37.5,2.88 (2.85 to 3.98),2.88,2.85 to 3.98,2.85,3.98,(2.85 to 3.98)
Female,Colon/Rectum,II,60-64,2,positive,rmst,37.5,2.85 (2.68 to 2.93),2.85,2.68 to 2.93,2.68,2.93,(2.68 to 2.93)
Female,Colon/Rectum,II,65-69,1,negative,rmst,32.5,2.88 (2.79 to 2.92),2.88,2.79 to 2.92,2.79,2.92,(2.79 to 2.92)
Female,Colon/Rectum,II,65-69,2,negative,rmst,32.5,2.87 (2.69 to 3.12),2.87,2.69 to 3.12,2.69,3.12,(2.69 to 3.12)
Female,Colon/Rectum,II,65-69,2,positive,rmst,32.5,2.83 (2.75 to 2.87),2.83,2.75 to 2.87,2.75,2.87,(2.75 to 2.87)
Female,Colon/Rectum,II,70-74,1,negative,rmst,27.5,2.7 (2.45 to 2.73),2.7,2.45 to 2.73,2.45,2.73,(2.45 to 2.73)
Female,Colon/Rectum,II,70-74,2,negative,rmst,27.5,2.61 (2.56 to 2.7),2.61,2.56 to 2.7,2.56,2.7,(2.56 to 2.7)
Female,Colon/Rectum,II,70-74,2,positive,rmst,27.5,2.67 (2.53 to 2.72),2.67,2.53 to 2.72,2.53,2.72,(2.53 to 2.72)
Female,Colon/Rectum,II,75-79,1,negative,rmst,22.5,2.6 (2.59 to 2.64),2.6,2.59 to 2.64,2.59,2.64,(2.59 to 2.64)
Female,Colon/Rectum,II,75-79,2,negative,rmst,22.5,2.66 (2.61 to 2.68),2.66,2.61 to 2.68,2.61,2.68,(2.61 to 2.68)
Female,Colon/Rectum,II,75-79,2,positive,rmst,22.5,2.65 (2.63 to 2.68),2.65,2.63 to 2.68,2.63,2.68,(2.63 to 2.68)
Female,Colon/Rectum,III,50-54,1,negative,rmst,47.5,2.69 (2.6 to 2.75),2.69,2.6 to 2.75,2.6,2.75,(2.6 to 2.75)
Female,Colon/Rectum,III,50-54,2,negative,rmst,47.5,2.68 (2.59 to 2.69),2.68,2.59 to 2.69,2.59,2.69,(2.59 to 2.69)
Female,Colon/Rectum,III,50-54,2,positive,rmst,47.5,2.66 (2.49 to 2.69),2.66,2.49 to 2.69,2.49,2.69,(2.49 to 2.69)
Female,Colon/Rectum,III,55-59,1,negative,rmst,42.5,2.56 (2.39 to 2.67),2.56,2.39 to 2.67,2.39,2.67,(2.39 to 2.67)
Female,Colon/Rectum,III,55-59,2,negative,rmst,42.5,2.53 (2.39 to 2.7),2.53,2.39 to 2.7,2.39,2.7,(2.39 to 2.7)
Female,Colon/Rectum,III,55-59,2,positive,rmst,42.5,2.64 (2.23 to 2.72),2.64,2.23 to 2.72,2.23,2.72,(2.23 to 2.72)
Female,Colon/Rectum,III,60-64,1,negative,rmst,37.5,2.65 (2.49 to 2.77),2.65,2.49 to 2.77,2.49,2.77,(2.49 to 2.77)
Female,Colon/Rectum,III,60-64,2,negative,rmst,37.5,2.68 (2.64 to 2.71),2.68,2.64 to 2.71,2.64,2.71,(2.64 to 2.71)
Female,Colon/Rectum,III,60-64,2,positive,rmst,37.5,2.65 (2.53 to 2.71),2.65,2.53 to 2.71,2.53,2.71,(2.53 to 2.71)
Female,Colon/Rectum,III,65-69,1,negative,rmst,32.5,2.64 (2.55 to 2.67),2.64,2.55 to 2.67,2.55,2.67,(2.55 to 2.67)
Female,Colon/Rectum,III,65-69,2,negative,rmst,32.5,2.64 (2.61 to 2.68),2.64,2.61 to 2.68,2.61,2.68,(2.61 to 2.68)
Female,Colon/Rectum,III,65-69,2,positive,rmst,32.5,2.62 (2.6 to 2.66),2.62,2.6 to 2.66,2.6,2.66,(2.6 to 2.66)
Female,Colon/Rectum,III,70-74,1,negative,rmst,27.5,2.38 (2.33 to 2.44),2.38,2.33 to 2.44,2.33,2.44,(2.33 to 2.44)
Female,Colon/Rectum,III,70-74,2,negative,rmst,27.5,2.42 (2.37 to 2.42),2.42,2.37 to 2.42,2.37,2.42,(2.37 to 2.42)
Female,Colon/Rectum,III,70-74,2,positive,rmst,27.5,2.4 (2.08 to 2.45),2.4,2.08 to 2.45,2.08,2.45,(2.08 to 2.45)
Female,Colon/Rectum,III,75-79,1,negative,rmst,22.5,2.04 (1.92 to 2.2),2.04,1.92 to 2.2,1.92,2.2,(1.92 to 2.2)
Female,Colon/Rectum,III,75-79,2,negative,rmst,22.5,2.19 (2.14 to 2.23),2.19,2.14 to 2.23,2.14,2.23,(2.14 to 2.23)
Female,Colon/Rectum,III,75-79,2,positive,rmst,22.5,2.17 (2.08 to 2.2),2.17,2.08 to 2.2,2.08,2.2,(2.08 to 2.2)
Female,Colon/Rectum,IV,50-54,1,negative,rmst,47.5,1.39 (1.24 to 1.44),1.39,1.24 to 1.44,1.24,1.44,(1.24 to 1.44)
Female,Colon/Rectum,IV,50-54,2,negative,rmst,47.5,1.43 (1.38 to 1.48),1.43,1.38 to 1.48,1.38,1.48,(1.38 to 1.48)
Female,Colon/Rectum,IV,50-54,2,positive,rmst,47.5,1.44 (1.38 to 1.47),1.44,1.38 to 1.47,1.38,1.47,(1.38 to 1.47)
Female,Colon/Rectum,IV,55-59,1,negative,rmst,42.5,1.35 (1.32 to 1.38),1.35,1.32 to 1.38,1.32,1.38,(1.32 to 1.38)
Female,Colon/Rectum,IV,55-59,2,negative,rmst,42.5,1.37 (1.35 to 2.89),1.37,1.35 to 2.89,1.35,2.89,(1.35 to 2.89)
Female,Colon/Rectum,IV,55-59,2,positive,rmst,42.5,1.35 (1.33 to 1.37),1.35,1.33 to 1.37,1.33,1.37,(1.33 to 1.37)
Female,Colon/Rectum,IV,60-64,1,negative,rmst,37.5,1.31 (1.3 to 1.34),1.31,1.3 to 1.34,1.3,1.34,(1.3 to 1.34)
Female,Colon/Rectum,IV,60-64,2,negative,rmst,37.5,1.35 (1.3 to 1.38),1.35,1.3 to 1.38,1.3,1.38,(1.3 to 1.38)
Female,Colon/Rectum,IV,60-64,2,positive,rmst,37.5,1.31 (1.29 to 1.38),1.31,1.29 to 1.38,1.29,1.38,(1.29 to 1.38)
Female,Colon/Rectum,IV,65-69,1,negative,rmst,32.5,1.23 (1.19 to 1.24),1.23,1.19 to 1.24,1.19,1.24,(1.19 to 1.24)
Female,Colon/Rectum,IV,65-69,2,negative,rmst,32.5,1.24 (1.2 to 1.31),1.24,1.2 to 1.31,1.2,1.31,(1.2 to 1.31)
Female,Colon/Rectum,IV,65-69,2,positive,rmst,32.5,1.21 (1.19 to 1.24),1.21,1.19 to 1.24,1.19,1.24,(1.19 to 1.24)
Female,Colon/Rectum,IV,70-74,1,negative,rmst,27.5,1.03 (1.02 to 1.06),1.03,1.02 to 1.06,1.02,1.06,(1.02 to 1.06)
Female,Colon/Rectum,IV,70-74,2,negative,rmst,27.5,1.05 (1.03 to 1.08),1.05,1.03 to 1.08,1.03,1.08,(1.03 to 1.08)
Female,Colon/Rectum,IV,70-74,2,positive,rmst,27.5,1.07 (1.02 to 1.08),1.07,1.02 to 1.08,1.02,1.08,(1.02 to 1.08)
Female,Colon/Rectum,IV,75-79,1,negative,rmst,22.5,0.91 (0.89 to 0.98),0.91,0.89 to 0.98,0.89,0.98,(0.89 to 0.98)
Female,Colon/Rectum,IV,75-79,2,negative,rmst,22.5,0.93 (0.9 to 1),0.93,0.9 to 1,0.9,1,(0.9 to 1)
Female,Colon/Rectum,IV,75-79,2,positive,rmst,22.5,0.9 (0.89 to 0.91),0.9,0.89 to 0.91,0.89,0.91,(0.89 to 0.91)
Female,Colon/Rectum,Unknown/missing,50-54,1,negative,rmst,47.5,3.03 (2.76 to 3.43),3.03,2.76 to 3.43,2.76,3.43,(2.76 to 3.43)
Female,Colon/Rectum,Unknown/missing,50-54,2,negative,rmst,47.5,3.05 (2.85 to 3.26),3.05,2.85 to 3.26,2.85,3.26,(2.85 to 3.26)
Female,Colon/Rectum,Unknown/missing,50-54,2,positive,rmst,47.5,3.01 (2.82 to 3.13),3.01,2.82 to 3.13,2.82,3.13,(2.82 to 3.13)
Female,Colon/Rectum,Unknown/missing,55-59,1,negative,rmst,42.5,2.67 (2.61 to 2.78),2.67,2.61 to 2.78,2.61,2.78,(2.61 to 2.78)
Female,Colon/Rectum,Unknown/missing,55-59,2,negative,rmst,42.5,2.69 (2.64 to 2.84),2.69,2.64 to 2.84,2.64,2.84,(2.64 to 2.84)
Female,Colon/Rectum,Unknown/missing,55-59,2,positive,rmst,42.5,2.73 (2.71 to 2.82),2.73,2.71 to 2.82,2.71,2.82,(2.71 to 2.82)
Female,Colon/Rectum,Unknown/missing,60-64,1,negative,rmst,37.5,2.89 (2.79 to 3.15),2.89,2.79 to 3.15,2.79,3.15,(2.79 to 3.15)
Female,Colon/Rectum,Unknown/missing,60-64,2,negative,rmst,37.5,2.88 (2.86 to 3.18),2.88,2.86 to 3.18,2.86,3.18,(2.86 to 3.18)
Female,Colon/Rectum,Unknown/missing,60-64,2,positive,rmst,37.5,3.04 (2.73 to 3.09),3.04,2.73 to 3.09,2.73,3.09,(2.73 to 3.09)
Female,Colon/Rectum,Unknown/missing,65-69,1,negative,rmst,32.5,2.66 (2.51 to 2.77),2.66,2.51 to 2.77,2.51,2.77,(2.51 to 2.77)
Female,Colon/Rectum,Unknown/missing,65-69,2,negative,rmst,32.5,2.67 (2.62 to 2.93),2.67,2.62 to 2.93,2.62,2.93,(2.62 to 2.93)
Female,Colon/Rectum,Unknown/missing,65-69,2,positive,rmst,32.5,2.7 (2.5 to 2.71),2.7,2.5 to 2.71,2.5,2.71,(2.5 to 2.71)
Female,Colon/Rectum,Unknown/missing,70-74,1,negative,rmst,27.5,2.11 (2.01 to 2.15),2.11,2.01 to 2.15,2.01,2.15,(2.01 to 2.15)
Female,Colon/Rectum,Unknown/missing,70-74,2,negative,rmst,27.5,2.1 (2.06 to 2.45),2.1,2.06 to 2.45,2.06,2.45,(2.06 to 2.45)
Female,Colon/Rectum,Unknown/missing,70-74,2,positive,rmst,27.5,2.02 (1.95 to 2.15),2.02,1.95 to 2.15,1.95,2.15,(1.95 to 2.15)
Female,Colon/Rectum,Unknown/missing,75-79,1,negative,rmst,22.5,1.64 (1.56 to 1.76),1.64,1.56 to 1.76,1.56,1.76,(1.56 to 1.76)
Female,Colon/Rectum,Unknown/missing,75-79,2,negative,rmst,22.5,1.62 (1.52 to 1.73),1.62,1.52 to 1.73,1.52,1.73,(1.52 to 1.73)
Female,Colon/Rectum,Unknown/missing,75-79,2,positive,rmst,22.5,1.6 (1.57 to 1.75),1.6,1.57 to 1.75,1.57,1.75,(1.57 to 1.75)
Male,Colon/Rectum,I,50-54,1,negative,rmst,47.5,3.13 (3.07 to 3.19),3.13,3.07 to 3.19,3.07,3.19,(3.07 to 3.19)
Male,Colon/Rectum,I,50-54,2,negative,rmst,47.5,3.18 (3.14 to 3.27),3.18,3.14 to 3.27,3.14,3.27,(3.14 to 3.27)
Male,Colon/Rectum,I,50-54,2,positive,rmst,47.5,3.13 (3.08 to 4.99),3.13,3.08 to 4.99,3.08,4.99,(3.08 to 4.99)
Male,Colon/Rectum,I,55-59,1,negative,rmst,42.5,2.66 (2.36 to 2.77),2.66,2.36 to 2.77,2.36,2.77,(2.36 to 2.77)
Male,Colon/Rectum,I,55-59,2,negative,rmst,42.5,2.64 (2.46 to 2.68),2.64,2.46 to 2.68,2.46,2.68,(2.46 to 2.68)
Male,Colon/Rectum,I,55-59,2,positive,rmst,42.5,2.67 (2.54 to 2.7),2.67,2.54 to 2.7,2.54,2.7,(2.54 to 2.7)
Male,Colon/Rectum,I,60-64,1,negative,rmst,37.5,2.98 (2.92 to 3),2.98,2.92 to 3,2.92,3,(2.92 to 3)
Male,Colon/Rectum,I,60-64,2,negative,rmst,37.5,2.95 (2.92 to 2.98),2.95,2.92 to 2.98,2.92,2.98,(2.92 to 2.98)
Male,Colon/Rectum,I,60-64,2,positive,rmst,37.5,2.98 (2.93 to 3.02),2.98,2.93 to 3.02,2.93,3.02,(2.93 to 3.02)
Male,Colon/Rectum,I,65-69,1,negative,rmst,32.5,2.99 (2.65 to 3.05),2.99,2.65 to 3.05,2.65,3.05,(2.65 to 3.05)
Male,Colon/Rectum,I,65-69,2,negative,rmst,32.5,2.96 (2.68 to 3.01),2.96,2.68 to 3.01,2.68,3.01,(2.68 to 3.01)
Male,Colon/Rectum,I,65-69,2,positive,rmst,32.5,2.98 (2.87 to 3.02),2.98,2.87 to 3.02,2.87,3.02,(2.87 to 3.02)
Male,Colon/Rectum,I,70-74,1,negative,rmst,27.5,2.78 (2.7 to 2.84),2.78,2.7 to 2.84,2.7,2.84,(2.7 to 2.84)
Male,Colon/Rectum,I,70-74,2,negative,rmst,27.5,2.74 (2.62 to 2.84),2.74,2.62 to 2.84,2.62,2.84,(2.62 to 2.84)
Male,Colon/Rectum,I,70-74,2,positive,rmst,27.5,2.79 (2.75 to 2.85),2.79,2.75 to 2.85,2.75,2.85,(2.75 to 2.85)
Male,Colon/Rectum,I,75-79,1,negative,rmst,22.5,2.68 (2.64 to 2.75),2.68,2.64 to 2.75,2.64,2.75,(2.64 to 2.75)
Male,Colon/Rectum,I,75-79,2,negative,rmst,22.5,2.69 (2.54 to 2.75),2.69,2.54 to 2.75,2.54,2.75,(2.54 to 2.75)
Male,Colon/Rectum,I,75-79,2,positive,rmst,22.5,2.69 (2.66 to 2.74),2.69,2.66 to 2.74,2.66,2.74,(2.66 to 2.74)
Male,Colon/Rectum,II,50-54,1,negative,rmst,47.5,2.97 (2.84 to 2.97),2.97,2.84 to 2.97,2.84,2.97,(2.84 to 2.97)
Male,Colon/Rectum,II,50-54,2,negative,rmst,47.5,2.97 (2.89 to 3.33),2.97,2.89 to 3.33,2.89,3.33,(2.89 to 3.33)
Male,Colon/Rectum,II,50-54,2,positive,rmst,47.5,2.93 (2.42 to 3.67),2.93,2.42 to 3.67,2.42,3.67,(2.42 to 3.67)
Male,Colon/Rectum,II,55-59,1,negative,rmst,42.5,2.94 (2.89 to 3.03),2.94,2.89 to 3.03,2.89,3.03,(2.89 to 3.03)
Male,Colon/Rectum,II,55-59,2,negative,rmst,42.5,2.93 (2.89 to 2.99),2.93,2.89 to 2.99,2.89,2.99,(2.89 to 2.99)
Male,Colon/Rectum,II,55-59,2,positive,rmst,42.5,2.98 (2.91 to 3.02),2.98,2.91 to 3.02,2.91,3.02,(2.91 to 3.02)
Male,Colon/Rectum,II,60-64,1,negative,rmst,37.5,2.89 (2.82 to 2.97),2.89,2.82 to 2.97,2.82,2.97,(2.82 to 2.97)
Male,Colon/Rectum,II,60-64,2,negative,rmst,37.5,2.89 (2.8 to 2.93),2.89,2.8 to 2.93,2.8,2.93,(2.8 to 2.93)
Male,Colon/Rectum,II,60-64,2,positive,rmst,37.5,2.82 (2.69 to 2.89),2.82,2.69 to 2.89,2.69,2.89,(2.69 to 2.89)
Male,Colon/Rectum,II,65-69,1,negative,rmst,32.5,2.88 (2.81 to 2.92),2.88,2.81 to 2.92,2.81,2.92,(2.81 to 2.92)
Male,Colon/Rectum,II,65-69,2,negative,rmst,32.5,2.86 (2.64 to 2.89),2.86,2.64 to 2.89,2.64,2.89,(2.64 to 2.89)
Male,Colon/Rectum,II,65-69,2,positive,rmst,32.5,2.86 (2.83 to 2.87),2.86,2.83 to 2.87,2.83,2.87,(2.83 to 2.87)
Male,Colon/Rectum,II,70-74,1,negative,rmst,27.5,2.64 (2.58 to 2.75),2.64,2.58 to 2.75,2.58,2.75,(2.58 to 2.75)
Male,Colon/Rectum,II,70-74,2,negative,rmst,27.5,2.69 (2.48 to 2.8),2.69,2.48 to 2.8,2.48,2.8,(2.48 to 2.8)
Male,Colon/Rectum,II,70-74,2,positive,rmst,27.5,2.71 (2.46 to 2.75),2.71,2.46 to 2.75,2.46,2.75,(2.46 to 2.75)
Male,Colon/Rectum,II,75-79,1,negative,rmst,22.5,2.63 (2.59 to 2.65),2.63,2.59 to 2.65,2.59,2.65,(2.59 to 2.65)
Male,Colon/Rectum,II,75-79,2,negative,rmst,22.5,2.52 (2.43 to 2.66),2.52,2.43 to 2.66,2.43,2.66,(2.43 to 2.66)
Male,Colon/Rectum,II,75-79,2,positive,rmst,22.5,2.58 (2.49 to 2.69),2.58,2.49 to 2.69,2.49,2.69,(2.49 to 2.69)
Male,Colon/Rectum,III,50-54,1,negative,rmst,47.5,2.73 (2.65 to 2.78),2.73,2.65 to 2.78,2.65,2.78,(2.65 to 2.78)
Male,Colon/Rectum,III,50-54,2,negative,rmst,47.5,2.7 (2.59 to 2.77),2.7,2.59 to 2.77,2.59,2.77,(2.59 to 2.77)
Male,Colon/Rectum,III,50-54,2,positive,rmst,47.5,2.66 (2.55 to 2.78),2.66,2.55 to 2.78,2.55,2.78,(2.55 to 2.78)
Male,Colon/Rectum,III,55-59,1,negative,rmst,42.5,2.67 (2.51 to 2.69),2.67,2.51 to 2.69,2.51,2.69,(2.51 to 2.69)
Male,Colon/Rectum,III,55-59,2,negative,rmst,42.5,2.68 (2.65 to 2.73),2.68,2.65 to 2.73,2.65,2.73,(2.65 to 2.73)
Male,Colon/Rectum,III,55-59,2,positive,rmst,42.5,2.62 (2.59 to 2.66),2.62,2.59 to 2.66,2.59,2.66,(2.59 to 2.66)
Male,Colon/Rectum,III,60-64,1,negative,rmst,37.5,2.66 (2.46 to 2.77),2.66,2.46 to 2.77,2.46,2.77,(2.46 to 2.77)
Male,Colon/Rectum,III,60-64,2,negative,rmst,37.5,2.62 (2.38 to 2.71),2.62,2.38 to 2.71,2.38,2.71,(2.38 to 2.71)
Male,Colon/Rectum,III,60-64,2,positive,rmst,37.5,2.6 (2.56 to 2.73),2.6,2.56 to 2.73,2.56,2.73,(2.56 to 2.73)
Male,Colon/Rectum,III,65-69,1,negative,rmst,32.5,2.6 (2.58 to 2.64),2.6,2.58 to 2.64,2.58,2.64,(2.58 to 2.64)
Male,Colon/Rectum,III,65-69,2,negative,rmst,32.5,2.66 (2.57 to 2.69),2.66,2.57 to 2.69,2.57,2.69,(2.57 to 2.69)
Male,Colon/Rectum,III,65-69,2,positive,rmst,32.5,2.62 (2.37 to 2.64),2.62,2.37 to 2.64,2.37,2.64,(2.37 to 2.64)
Male,Colon/Rectum,III,70-74,1,negative,rmst,27.5,2.4 (2.31 to 2.42),2.4,2.31 to 2.42,2.31,2.42,(2.31 to 2.42)
Male,Colon/Rectum,III,70-74,2,negative,rmst,27.5,2.39 (2.35 to 2.42),2.39,2.35 to 2.42,2.35,2.42,(2.35 to 2.42)
Male,Colon/Rectum,III,70-74,2,positive,rmst,27.5,2.39 (2.36 to 2.44),2.39,2.36 to 2.44,2.36,2.44,(2.36 to 2.44)
Male,Colon/Rectum,III,75-79,1,negative,rmst,22.5,2.17 (2.15 to 2.2),2.17,2.15 to 2.2,2.15,2.2,(2.15 to 2.2)
Male,Colon/Rectum,III,75-79,2,negative,rmst,22.5,2.17 (1.98 to 2.21),2.17,1.98 to 2.21,1.98,2.21,(1.98 to 2.21)
Male,Colon/Rectum,III,75-79,2,positive,rmst,22.5,2.18 (2.13 to 2.23),2.18,2.13 to 2.23,2.13,2.23,(2.13 to 2.23)
Male,Colon/Rectum,IV,50-54,1,negative,rmst,47.5,1.4 (1.37 to 1.48),1.4,1.37 to 1.48,1.37,1.48,(1.37 to 1.48)
Male,Colon/Rectum,IV,50-54,2,negative,rmst,47.5,1.44 (1.41 to 1.46),1.44,1.41 to 1.46,1.41,1.46,(1.41 to 1.46)
Male,Colon/Rectum,IV,50-54,2,positive,rmst,47.5,1.43 (1.38 to 1.5),1.43,1.38 to 1.5,1.38,1.5,(1.38 to 1.5)
Male,Colon/Rectum,IV,55-59,1,negative,rmst,42.5,1.36 (1.29 to 1.42),1.36,1.29 to 1.42,1.29,1.42,(1.29 to 1.42)
Male,Colon/Rectum,IV,55-59,2,negative,rmst,42.5,1.38 (1.32 to 1.43),1.38,1.32 to 1.43,1.32,1.43,(1.32 to 1.43)
Male,Colon/Rectum,IV,55-59,2,positive,rmst,42.5,1.35 (1.34 to 1.36),1.35,1.34 to 1.36,1.34,1.36,(1.34 to 1.36)
Male,Colon/Rectum,IV,60-64,1,negative,rmst,37.5,1.35 (1.27 to 1.36),1.35,1.27 to 1.36,1.27,1.36,(1.27 to 1.36)
Male,Colon/Rectum,IV,60-64,2,negative,rmst,37.5,1.31 (1.29 to 1.35),1.31,1.29 to 1.35,1.29,1.35,(1.29 to 1.35)
Male,Colon/Rectum,IV,60-64,2,positive,rmst,37.5,1.35 (1.32 to 1.35),1.35,1.32 to 1.35,1.32,1.35,(1.32 to 1.35)
Male,Colon/Rectum,IV,65-69,1,negative,rmst,32.5,1.22 (1.19 to 1.23),1.22,1.19 to 1.23,1.19,1.23,(1.19 to 1.23)
Male,Colon/Rectum,IV,65-69,2,negative,rmst,32.5,1.19 (1.17 to 1.27),1.19,1.17 to 1.27,1.17,1.27,(1.17 to 1.27)
Male,Colon/Rectum,IV,65-69,2,positive,rmst,32.5,1.26 (1.2 to 1.33),1.26,1.2 to 1.33,1.2,1.33,(1.2 to 1.33)
Male,Colon/Rectum,IV,70-74,1,negative,rmst,27.5,1.05 (1.03 to 1.07),1.05,1.03 to 1.07,1.03,1.07,(1.03 to 1.07)
Male,Colon/Rectum,IV,70-74,2,negative,rmst,27.5,1.03 (1.03 to 1.04),1.03,1.03 to 1.04,1.03,1.04,(1.03 to 1.04)
Male,Colon/Rectum,IV,70-74,2,positive,rmst,27.5,1.09 (1.05 to 1.3),1.09,1.05 to 1.3,1.05,1.3,(1.05 to 1.3)
Male,Colon/Rectum,IV,75-79,1,negative,rmst,22.5,0.92 (0.88 to 1.15),0.92,0.88 to 1.15,0.88,1.15,(0.88 to 1.15)
Male,Colon/Rectum,IV,75-79,2,negative,rmst,22.5,0.91 (0.9 to 1.02),0.91,0.9 to 1.02,0.9,1.02,(0.9 to 1.02)
Male,Colon/Rectum,IV,75-79,2,positive,rmst,22.5,0.9 (0.89 to 0.94),0.9,0.89 to 0.94,0.89,0.94,(0.89 to 0.94)
Male,Colon/Rectum,Unknown/missing,50-54,1,negative,rmst,47.5,3.08 (2.93 to 3.34),3.08,2.93 to 3.34,2.93,3.34,(2.93 to 3.34)
Male,Colon/Rectum,Unknown/missing,50-54,2,negative,rmst,47.5,3.05 (2.8 to 3.3),3.05,2.8 to 3.3,2.8,3.3,(2.8 to 3.3)
Male,Colon/Rectum,Unknown/missing,50-54,2,positive,rmst,47.5,2.99 (2.87 to 3.9),2.99,2.87 to 3.9,2.87,3.9,(2.87 to 3.9)
Male,Colon/Rectum,Unknown/missing,55-59,1,negative,rmst,42.5,2.67 (2.56 to 3.18),2.67,2.56 to 3.18,2.56,3.18,(2.56 to 3.18)
Male,Colon/Rectum,Unknown/missing,55-59,2,negative,rmst,42.5,2.65 (2.61 to 2.73),2.65,2.61 to 2.73,2.61,2.73,(2.61 to 2.73)
Male,Colon/Rectum,Unknown/missing,55-59,2,positive,rmst,42.5,2.53 (2.47 to 2.81),2.53,2.47 to 2.81,2.47,2.81,(2.47 to 2.81)
Male,Colon/Rectum,Unknown/missing,60-64,1,negative,rmst,37.5,3.06 (2.79 to 3.07),3.06,2.79 to 3.07,2.79,3.07,(2.79 to 3.07)
Male,Colon/Rectum,Unknown/missing,60-64,2,negative,rmst,37.5,2.88 (2.74 to 2.98),2.88,2.74 to 2.98,2.74,2.98,(2.74 to 2.98)
Male,Colon/Rectum,Unknown/missing,60-64,2,positive,rmst,37.5,2.91 (2.73 to 3.02),2.91,2.73 to 3.02,2.73,3.02,(2.73 to 3.02)
