Sex,NCRAS_Draw,Stage,Age,haz_ratio,cfDNA_status,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female,Liver/Bile-duct,II,75-79,2,negative,rmst,22.5,1.26 (1.16 to 1.32),1.26,1.16 to 1.32,1.16,1.32,(1.16 to 1.32)
Female,Liver/Bile-duct,II,75-79,2,positive,rmst,22.5,1.31 (1.25 to 1.75),1.31,1.25 to 1.75,1.25,1.75,(1.25 to 1.75)
Female,Liver/Bile-duct,III,50-54,1,negative,rmst,47.5,1.05 (0.92 to 2.71),1.05,0.92 to 2.71,0.92,2.71,(0.92 to 2.71)
Female,Liver/Bile-duct,III,50-54,2,negative,rmst,47.5,1.3 (1 to 1.91),1.3,1 to 1.91,1,1.91,(1 to 1.91)
Female,Liver/Bile-duct,III,50-54,2,positive,rmst,47.5,0.8 (0.62 to 1.34),0.8,0.62 to 1.34,0.62,1.34,(0.62 to 1.34)
Female,Liver/Bile-duct,III,55-59,1,negative,rmst,42.5,1.16 (0.83 to 1.48),1.16,0.83 to 1.48,0.83,1.48,(0.83 to 1.48)
Female,Liver/Bile-duct,III,55-59,2,negative,rmst,42.5,1.07 (0.97 to 1.17),1.07,0.97 to 1.17,0.97,1.17,(0.97 to 1.17)
Female,Liver/Bile-duct,III,55-59,2,positive,rmst,42.5,1.24 (0.93 to 1.76),1.24,0.93 to 1.76,0.93,1.76,(0.93 to 1.76)
Female,Liver/Bile-duct,III,60-64,1,negative,rmst,37.5,0.97 (0.93 to 1.21),0.97,0.93 to 1.21,0.93,1.21,(0.93 to 1.21)
Female,Liver/Bile-duct,III,60-64,2,negative,rmst,37.5,1.12 (1.05 to 1.32),1.12,1.05 to 1.32,1.05,1.32,(1.05 to 1.32)
Female,Liver/Bile-duct,III,60-64,2,positive,rmst,37.5,1.64 (1.16 to 1.76),1.64,1.16 to 1.76,1.16,1.76,(1.16 to 1.76)
Female,Liver/Bile-duct,III,65-69,1,negative,rmst,32.5,0.94 (0.85 to 1.41),0.94,0.85 to 1.41,0.85,1.41,(0.85 to 1.41)
Female,Liver/Bile-duct,III,65-69,2,negative,rmst,32.5,1.06 (0.93 to 1.22),1.06,0.93 to 1.22,0.93,1.22,(0.93 to 1.22)
Female,Liver/Bile-duct,III,65-69,2,positive,rmst,32.5,1.11 (0.87 to 1.29),1.11,0.87 to 1.29,0.87,1.29,(0.87 to 1.29)
Female,Liver/Bile-duct,III,70-74,1,negative,rmst,27.5,0.73 (0.68 to 0.95),0.73,0.68 to 0.95,0.68,0.95,(0.68 to 0.95)
Female,Liver/Bile-duct,III,70-74,2,negative,rmst,27.5,0.79 (0.68 to 1.27),0.79,0.68 to 1.27,0.68,1.27,(0.68 to 1.27)
Female,Liver/Bile-duct,III,70-74,2,positive,rmst,27.5,0.76 (0.76 to 1.05),0.76,0.76 to 1.05,0.76,1.05,(0.76 to 1.05)
Female,Liver/Bile-duct,III,75-79,1,negative,rmst,22.5,0.92 (0.86 to 2.22),0.92,0.86 to 2.22,0.86,2.22,(0.86 to 2.22)
Female,Liver/Bile-duct,III,75-79,2,negative,rmst,22.5,0.86 (0.69 to 1.05),0.86,0.69 to 1.05,0.69,1.05,(0.69 to 1.05)
Female,Liver/Bile-duct,III,75-79,2,positive,rmst,22.5,0.86 (0.8 to 2.56),0.86,0.8 to 2.56,0.8,2.56,(0.8 to 2.56)
Female,Liver/Bile-duct,IV,50-54,1,negative,rmst,47.5,0.65 (0.63 to 0.82),0.65,0.63 to 0.82,0.63,0.82,(0.63 to 0.82)
Female,Liver/Bile-duct,IV,50-54,2,negative,rmst,47.5,0.75 (0.67 to 1.31),0.75,0.67 to 1.31,0.67,1.31,(0.67 to 1.31)
Female,Liver/Bile-duct,IV,50-54,2,positive,rmst,47.5,0.68 (0.66 to 1.3),0.68,0.66 to 1.3,0.66,1.3,(0.66 to 1.3)
Female,Liver/Bile-duct,IV,55-59,1,negative,rmst,42.5,0.67 (0.62 to 1.2),0.67,0.62 to 1.2,0.62,1.2,(0.62 to 1.2)
Female,Liver/Bile-duct,IV,55-59,2,negative,rmst,42.5,0.79 (0.7 to 0.89),0.79,0.7 to 0.89,0.7,0.89,(0.7 to 0.89)
Female,Liver/Bile-duct,IV,55-59,2,positive,rmst,42.5,0.72 (0.63 to 0.81),0.72,0.63 to 0.81,0.63,0.81,(0.63 to 0.81)
Female,Liver/Bile-duct,IV,60-64,1,negative,rmst,37.5,0.61 (0.53 to 0.69),0.61,0.53 to 0.69,0.53,0.69,(0.53 to 0.69)
Female,Liver/Bile-duct,IV,60-64,2,negative,rmst,37.5,0.66 (0.63 to 0.72),0.66,0.63 to 0.72,0.63,0.72,(0.63 to 0.72)
Female,Liver/Bile-duct,IV,60-64,2,positive,rmst,37.5,0.71 (0.65 to 0.93),0.71,0.65 to 0.93,0.65,0.93,(0.65 to 0.93)
Female,Liver/Bile-duct,IV,65-69,1,negative,rmst,32.5,0.73 (0.62 to 1.23),0.73,0.62 to 1.23,0.62,1.23,(0.62 to 1.23)
Female,Liver/Bile-duct,IV,65-69,2,negative,rmst,32.5,0.66 (0.59 to 1.8),0.66,0.59 to 1.8,0.59,1.8,(0.59 to 1.8)
Female,Liver/Bile-duct,IV,65-69,2,positive,rmst,32.5,0.66 (0.55 to 0.68),0.66,0.55 to 0.68,0.55,0.68,(0.55 to 0.68)
Female,Liver/Bile-duct,IV,70-74,1,negative,rmst,27.5,0.7 (0.52 to 0.78),0.7,0.52 to 0.78,0.52,0.78,(0.52 to 0.78)
Female,Liver/Bile-duct,IV,70-74,2,negative,rmst,27.5,0.65 (0.58 to 1.06),0.65,0.58 to 1.06,0.58,1.06,(0.58 to 1.06)
Female,Liver/Bile-duct,IV,70-74,2,positive,rmst,27.5,0.59 (0.56 to 0.81),0.59,0.56 to 0.81,0.56,0.81,(0.56 to 0.81)
Female,Liver/Bile-duct,IV,75-79,1,negative,rmst,22.5,0.53 (0.44 to 0.63),0.53,0.44 to 0.63,0.44,0.63,(0.44 to 0.63)
Female,Liver/Bile-duct,IV,75-79,2,negative,rmst,22.5,0.51 (0.47 to 0.82),0.51,0.47 to 0.82,0.47,0.82,(0.47 to 0.82)
Female,Liver/Bile-duct,IV,75-79,2,positive,rmst,22.5,0.46 (0.45 to 0.52),0.46,0.45 to 0.52,0.45,0.52,(0.45 to 0.52)
Female,Liver/Bile-duct,Unknown/missing,50-54,1,negative,rmst,47.5,1.59 (1.51 to 1.65),1.59,1.51 to 1.65,1.51,1.65,(1.51 to 1.65)
Female,Liver/Bile-duct,Unknown/missing,50-54,2,negative,rmst,47.5,1.67 (1.57 to 1.89),1.67,1.57 to 1.89,1.57,1.89,(1.57 to 1.89)
Female,Liver/Bile-duct,Unknown/missing,50-54,2,positive,rmst,47.5,1.73 (1.63 to 1.79),1.73,1.63 to 1.79,1.63,1.79,(1.63 to 1.79)
Female,Liver/Bile-duct,Unknown/missing,55-59,1,negative,rmst,42.5,1.5 (1.45 to 1.73),1.5,1.45 to 1.73,1.45,1.73,(1.45 to 1.73)
Female,Liver/Bile-duct,Unknown/missing,55-59,2,negative,rmst,42.5,1.52 (1.44 to 1.67),1.52,1.44 to 1.67,1.44,1.67,(1.44 to 1.67)
Female,Liver/Bile-duct,Unknown/missing,55-59,2,positive,rmst,42.5,1.58 (1.48 to 1.7),1.58,1.48 to 1.7,1.48,1.7,(1.48 to 1.7)
Female,Liver/Bile-duct,Unknown/missing,60-64,1,negative,rmst,37.5,1.35 (1.25 to 1.55),1.35,1.25 to 1.55,1.25,1.55,(1.25 to 1.55)
Female,Liver/Bile-duct,Unknown/missing,60-64,2,negative,rmst,37.5,1.3 (1.26 to 1.4),1.3,1.26 to 1.4,1.26,1.4,(1.26 to 1.4)
Female,Liver/Bile-duct,Unknown/missing,60-64,2,positive,rmst,37.5,1.36 (1.28 to 1.72),1.36,1.28 to 1.72,1.28,1.72,(1.28 to 1.72)
Female,Liver/Bile-duct,Unknown/missing,65-69,1,negative,rmst,32.5,1.11 (1.06 to 1.15),1.11,1.06 to 1.15,1.06,1.15,(1.06 to 1.15)
Female,Liver/Bile-duct,Unknown/missing,65-69,2,negative,rmst,32.5,1.1 (1.07 to 1.35),1.1,1.07 to 1.35,1.07,1.35,(1.07 to 1.35)
Female,Liver/Bile-duct,Unknown/missing,65-69,2,positive,rmst,32.5,1.18 (1.07 to 1.19),1.18,1.07 to 1.19,1.07,1.19,(1.07 to 1.19)
Female,Liver/Bile-duct,Unknown/missing,70-74,1,negative,rmst,27.5,0.94 (0.91 to 1.2),0.94,0.91 to 1.2,0.91,1.2,(0.91 to 1.2)
Female,Liver/Bile-duct,Unknown/missing,70-74,2,negative,rmst,27.5,0.93 (0.89 to 1.25),0.93,0.89 to 1.25,0.89,1.25,(0.89 to 1.25)
Female,Liver/Bile-duct,Unknown/missing,70-74,2,positive,rmst,27.5,0.9 (0.89 to 0.99),0.9,0.89 to 0.99,0.89,0.99,(0.89 to 0.99)
Female,Liver/Bile-duct,Unknown/missing,75-79,1,negative,rmst,22.5,0.89 (0.86 to 0.92),0.89,0.86 to 0.92,0.86,0.92,(0.86 to 0.92)
Female,Liver/Bile-duct,Unknown/missing,75-79,2,negative,rmst,22.5,0.91 (0.87 to 0.96),0.91,0.87 to 0.96,0.87,0.96,(0.87 to 0.96)
Female,Liver/Bile-duct,Unknown/missing,75-79,2,positive,rmst,22.5,0.9 (0.87 to 1.02),0.9,0.87 to 1.02,0.87,1.02,(0.87 to 1.02)
Male,Liver/Bile-duct,I,50-54,1,negative,rmst,47.5,1.85 (1.66 to 2.19),1.85,1.66 to 2.19,1.66,2.19,(1.66 to 2.19)
Male,Liver/Bile-duct,I,50-54,2,negative,rmst,47.5,1.98 (0.86 to 2.4),1.98,0.86 to 2.4,0.86,2.4,(0.86 to 2.4)
Male,Liver/Bile-duct,I,50-54,2,positive,rmst,47.5,1.87 (1.75 to 2.25),1.87,1.75 to 2.25,1.75,2.25,(1.75 to 2.25)
Male,Liver/Bile-duct,I,55-59,1,negative,rmst,42.5,1.94 (1.84 to 2.15),1.94,1.84 to 2.15,1.84,2.15,(1.84 to 2.15)
Male,Liver/Bile-duct,I,55-59,2,negative,rmst,42.5,1.92 (0.83 to 2.01),1.92,0.83 to 2.01,0.83,2.01,(0.83 to 2.01)
Male,Liver/Bile-duct,I,55-59,2,positive,rmst,42.5,2.04 (1.79 to 2.16),2.04,1.79 to 2.16,1.79,2.16,(1.79 to 2.16)
Male,Liver/Bile-duct,I,60-64,1,negative,rmst,37.5,1.75 (1.57 to 1.95),1.75,1.57 to 1.95,1.57,1.95,(1.57 to 1.95)
Male,Liver/Bile-duct,I,60-64,2,negative,rmst,37.5,1.66 (1.62 to 2.83),1.66,1.62 to 2.83,1.62,2.83,(1.62 to 2.83)
Male,Liver/Bile-duct,I,60-64,2,positive,rmst,37.5,1.72 (1.61 to 1.75),1.72,1.61 to 1.75,1.61,1.75,(1.61 to 1.75)
Male,Liver/Bile-duct,I,65-69,1,negative,rmst,32.5,1.54 (1.51 to 1.81),1.54,1.51 to 1.81,1.51,1.81,(1.51 to 1.81)
Male,Liver/Bile-duct,I,65-69,2,negative,rmst,32.5,1.63 (1.41 to 2.94),1.63,1.41 to 2.94,1.41,2.94,(1.41 to 2.94)
Male,Liver/Bile-duct,I,65-69,2,positive,rmst,32.5,1.63 (1.35 to 1.82),1.63,1.35 to 1.82,1.35,1.82,(1.35 to 1.82)
Male,Liver/Bile-duct,I,70-74,1,negative,rmst,27.5,1.47 (1.35 to 1.59),1.47,1.35 to 1.59,1.35,1.59,(1.35 to 1.59)
Male,Liver/Bile-duct,I,70-74,2,negative,rmst,27.5,1.46 (1.33 to 1.73),1.46,1.33 to 1.73,1.33,1.73,(1.33 to 1.73)
Male,Liver/Bile-duct,I,70-74,2,positive,rmst,27.5,1.55 (1.43 to 1.59),1.55,1.43 to 1.59,1.43,1.59,(1.43 to 1.59)
Male,Liver/Bile-duct,I,75-79,1,negative,rmst,22.5,1.14 (0.23 to 1.32),1.14,0.23 to 1.32,0.23,1.32,(0.23 to 1.32)
Male,Liver/Bile-duct,I,75-79,2,negative,rmst,22.5,1.27 (0.37 to 2.18),1.27,0.37 to 2.18,0.37,2.18,(0.37 to 2.18)
Male,Liver/Bile-duct,I,75-79,2,positive,rmst,22.5,1.21 (1.14 to 1.44),1.21,1.14 to 1.44,1.14,1.44,(1.14 to 1.44)
Male,Liver/Bile-duct,II,50-54,1,negative,rmst,47.5,1.47 (1.43 to 1.63),1.47,1.43 to 1.63,1.43,1.63,(1.43 to 1.63)
Male,Liver/Bile-duct,II,50-54,2,negative,rmst,47.5,1.56 (1.34 to 1.65),1.56,1.34 to 1.65,1.34,1.65,(1.34 to 1.65)
Male,Liver/Bile-duct,II,50-54,2,positive,rmst,47.5,1.9 (1.63 to 1.92),1.9,1.63 to 1.92,1.63,1.92,(1.63 to 1.92)
Male,Liver/Bile-duct,II,55-59,1,negative,rmst,42.5,1.64 (0.94 to 1.67),1.64,0.94 to 1.67,0.94,1.67,(0.94 to 1.67)
Male,Liver/Bile-duct,II,55-59,2,negative,rmst,42.5,1.69 (1.32 to 1.98),1.69,1.32 to 1.98,1.32,1.98,(1.32 to 1.98)
Male,Liver/Bile-duct,II,55-59,2,positive,rmst,42.5,1.57 (1 to 1.86),1.57,1 to 1.86,1,1.86,(1 to 1.86)
Male,Liver/Bile-duct,II,60-64,1,negative,rmst,37.5,1.62 (1.27 to 1.76),1.62,1.27 to 1.76,1.27,1.76,(1.27 to 1.76)
Male,Liver/Bile-duct,II,60-64,2,negative,rmst,37.5,1.66 (1.28 to 2.13),1.66,1.28 to 2.13,1.28,2.13,(1.28 to 2.13)
Male,Liver/Bile-duct,II,60-64,2,positive,rmst,37.5,1.66 (1.39 to 1.74),1.66,1.39 to 1.74,1.39,1.74,(1.39 to 1.74)
Male,Liver/Bile-duct,II,65-69,1,negative,rmst,32.5,1.58 (1.37 to 1.73),1.58,1.37 to 1.73,1.37,1.73,(1.37 to 1.73)
Male,Liver/Bile-duct,II,65-69,2,negative,rmst,32.5,1.55 (0.98 to 1.91),1.55,0.98 to 1.91,0.98,1.91,(0.98 to 1.91)
Male,Liver/Bile-duct,II,65-69,2,positive,rmst,32.5,1.61 (1.42 to 2.05),1.61,1.42 to 2.05,1.42,2.05,(1.42 to 2.05)
Male,Liver/Bile-duct,II,70-74,1,negative,rmst,27.5,1.38 (1.34 to 1.46),1.38,1.34 to 1.46,1.34,1.46,(1.34 to 1.46)
Male,Liver/Bile-duct,II,70-74,2,negative,rmst,27.5,1.33 (1.24 to 1.37),1.33,1.24 to 1.37,1.24,1.37,(1.24 to 1.37)
Male,Liver/Bile-duct,II,70-74,2,positive,rmst,27.5,1.35 (1.3 to 1.71),1.35,1.3 to 1.71,1.3,1.71,(1.3 to 1.71)
Male,Liver/Bile-duct,II,75-79,1,negative,rmst,22.5,1.26 (1.23 to 2.48),1.26,1.23 to 2.48,1.23,2.48,(1.23 to 2.48)
Male,Liver/Bile-duct,II,75-79,2,negative,rmst,22.5,1.41 (1.22 to 2.16),1.41,1.22 to 2.16,1.22,2.16,(1.22 to 2.16)
Male,Liver/Bile-duct,II,75-79,2,positive,rmst,22.5,1.28 (1.15 to 1.43),1.28,1.15 to 1.43,1.15,1.43,(1.15 to 1.43)
Male,Liver/Bile-duct,III,50-54,1,negative,rmst,47.5,1.96 (0.85 to 2.9),1.96,0.85 to 2.9,0.85,2.9,(0.85 to 2.9)
Male,Liver/Bile-duct,III,50-54,2,negative,rmst,47.5,1.29 (0.93 to 1.49),1.29,0.93 to 1.49,0.93,1.49,(0.93 to 1.49)
Male,Liver/Bile-duct,III,50-54,2,positive,rmst,47.5,1.1 (0.79 to 2.41),1.1,0.79 to 2.41,0.79,2.41,(0.79 to 2.41)
Male,Liver/Bile-duct,III,55-59,1,negative,rmst,42.5,1.08 (0.87 to 1.77),1.08,0.87 to 1.77,0.87,1.77,(0.87 to 1.77)
Male,Liver/Bile-duct,III,55-59,2,negative,rmst,42.5,1.15 (0.99 to 1.56),1.15,0.99 to 1.56,0.99,1.56,(0.99 to 1.56)
Male,Liver/Bile-duct,III,55-59,2,positive,rmst,42.5,1.1 (0.97 to 1.25),1.1,0.97 to 1.25,0.97,1.25,(0.97 to 1.25)
Male,Liver/Bile-duct,III,60-64,1,negative,rmst,37.5,1.12 (0.9 to 1.47),1.12,0.9 to 1.47,0.9,1.47,(0.9 to 1.47)
Male,Liver/Bile-duct,III,60-64,2,negative,rmst,37.5,1.07 (1.01 to 1.53),1.07,1.01 to 1.53,1.01,1.53,(1.01 to 1.53)
Male,Liver/Bile-duct,III,60-64,2,positive,rmst,37.5,1.03 (0.98 to 1.09),1.03,0.98 to 1.09,0.98,1.09,(0.98 to 1.09)
Male,Liver/Bile-duct,III,65-69,1,negative,rmst,32.5,1.06 (0.95 to 1.57),1.06,0.95 to 1.57,0.95,1.57,(0.95 to 1.57)
Male,Liver/Bile-duct,III,65-69,2,negative,rmst,32.5,1.03 (0.91 to 1.22),1.03,0.91 to 1.22,0.91,1.22,(0.91 to 1.22)
Male,Liver/Bile-duct,III,65-69,2,positive,rmst,32.5,1.08 (1.03 to 1.14),1.08,1.03 to 1.14,1.03,1.14,(1.03 to 1.14)
Male,Liver/Bile-duct,III,70-74,1,negative,rmst,27.5,0.73 (0.55 to 0.97),0.73,0.55 to 0.97,0.55,0.97,(0.55 to 0.97)
Male,Liver/Bile-duct,III,70-74,2,negative,rmst,27.5,0.84 (0.53 to 0.87),0.84,0.53 to 0.87,0.53,0.87,(0.53 to 0.87)
Male,Liver/Bile-duct,III,70-74,2,positive,rmst,27.5,0.89 (0.79 to 2.34),0.89,0.79 to 2.34,0.79,2.34,(0.79 to 2.34)
Male,Liver/Bile-duct,III,75-79,1,negative,rmst,22.5,0.85 (0.75 to 0.98),0.85,0.75 to 0.98,0.75,0.98,(0.75 to 0.98)
Male,Liver/Bile-duct,III,75-79,2,negative,rmst,22.5,0.85 (0.78 to 1.25),0.85,0.78 to 1.25,0.78,1.25,(0.78 to 1.25)
Male,Liver/Bile-duct,III,75-79,2,positive,rmst,22.5,0.89 (0.87 to 1.05),0.89,0.87 to 1.05,0.87,1.05,(0.87 to 1.05)
Male,Liver/Bile-duct,IV,50-54,1,negative,rmst,47.5,0.74 (0.7 to 1.24),0.74,0.7 to 1.24,0.7,1.24,(0.7 to 1.24)
Male,Liver/Bile-duct,IV,50-54,2,negative,rmst,47.5,0.79 (0.57 to 1.12),0.79,0.57 to 1.12,0.57,1.12,(0.57 to 1.12)
Male,Liver/Bile-duct,IV,50-54,2,positive,rmst,47.5,0.7 (0.62 to 1.06),0.7,0.62 to 1.06,0.62,1.06,(0.62 to 1.06)
Male,Liver/Bile-duct,IV,55-59,1,negative,rmst,42.5,0.69 (0.64 to 0.9),0.69,0.64 to 0.9,0.64,0.9,(0.64 to 0.9)
Male,Liver/Bile-duct,IV,55-59,2,negative,rmst,42.5,0.71 (0.64 to 0.86),0.71,0.64 to 0.86,0.64,0.86,(0.64 to 0.86)
Male,Liver/Bile-duct,IV,55-59,2,positive,rmst,42.5,0.73 (0.65 to 0.81),0.73,0.65 to 0.81,0.65,0.81,(0.65 to 0.81)
Male,Liver/Bile-duct,IV,60-64,1,negative,rmst,37.5,0.65 (0.61 to 0.75),0.65,0.61 to 0.75,0.61,0.75,(0.61 to 0.75)
Male,Liver/Bile-duct,IV,60-64,2,negative,rmst,37.5,0.75 (0.59 to 1.01),0.75,0.59 to 1.01,0.59,1.01,(0.59 to 1.01)
Male,Liver/Bile-duct,IV,60-64,2,positive,rmst,37.5,0.77 (0.56 to 0.95),0.77,0.56 to 0.95,0.56,0.95,(0.56 to 0.95)
Male,Liver/Bile-duct,IV,65-69,1,negative,rmst,32.5,0.63 (0.57 to 0.96),0.63,0.57 to 0.96,0.57,0.96,(0.57 to 0.96)
Male,Liver/Bile-duct,IV,65-69,2,negative,rmst,32.5,0.63 (0.58 to 1.02),0.63,0.58 to 1.02,0.58,1.02,(0.58 to 1.02)
Male,Liver/Bile-duct,IV,65-69,2,positive,rmst,32.5,0.78 (0.6 to 1.14),0.78,0.6 to 1.14,0.6,1.14,(0.6 to 1.14)
Male,Liver/Bile-duct,IV,70-74,1,negative,rmst,27.5,0.56 (0.52 to 0.68),0.56,0.52 to 0.68,0.52,0.68,(0.52 to 0.68)
Male,Liver/Bile-duct,IV,70-74,2,negative,rmst,27.5,0.54 (0.51 to 1.27),0.54,0.51 to 1.27,0.51,1.27,(0.51 to 1.27)
Male,Liver/Bile-duct,IV,70-74,2,positive,rmst,27.5,0.57 (0.49 to 0.67),0.57,0.49 to 0.67,0.49,0.67,(0.49 to 0.67)
Male,Liver/Bile-duct,IV,75-79,1,negative,rmst,22.5,0.5 (0.49 to 1.05),0.5,0.49 to 1.05,0.49,1.05,(0.49 to 1.05)
Male,Liver/Bile-duct,IV,75-79,2,negative,rmst,22.5,0.51 (0.47 to 1.34),0.51,0.47 to 1.34,0.47,1.34,(0.47 to 1.34)
Male,Liver/Bile-duct,IV,75-79,2,positive,rmst,22.5,0.52 (0.47 to 1.12),0.52,0.47 to 1.12,0.47,1.12,(0.47 to 1.12)
Male,Liver/Bile-duct,Unknown/missing,50-54,1,negative,rmst,47.5,1.65 (1.54 to 2.46),1.65,1.54 to 2.46,1.54,2.46,(1.54 to 2.46)
Male,Liver/Bile-duct,Unknown/missing,50-54,2,negative,rmst,47.5,1.67 (1.52 to 1.77),1.67,1.52 to 1.77,1.52,1.77,(1.52 to 1.77)
Male,Liver/Bile-duct,Unknown/missing,50-54,2,positive,rmst,47.5,1.88 (1.76 to 1.99),1.88,1.76 to 1.99,1.76,1.99,(1.76 to 1.99)
Male,Liver/Bile-duct,Unknown/missing,55-59,1,negative,rmst,42.5,1.55 (1.52 to 1.63),1.55,1.52 to 1.63,1.52,1.63,(1.52 to 1.63)
Male,Liver/Bile-duct,Unknown/missing,55-59,2,negative,rmst,42.5,1.6 (1.53 to 2.04),1.6,1.53 to 2.04,1.53,2.04,(1.53 to 2.04)
