Sex,NCRAS_Draw,Stage,Age,haz_ratio,cfDNA_status,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female,Ovary,II,55-59,1,negative,rmst,42.5,2.71 (2.51 to 4.25),2.71,2.51 to 4.25,2.51,4.25,(2.51 to 4.25)
Female,Ovary,II,55-59,2,negative,rmst,42.5,2.86 (2.2 to 3.31),2.86,2.2 to 3.31,2.2,3.31,(2.2 to 3.31)
Female,Ovary,II,55-59,2,positive,rmst,42.5,2.85 (2.67 to 3.52),2.85,2.67 to 3.52,2.67,3.52,(2.67 to 3.52)
Female,Ovary,II,60-64,1,negative,rmst,37.5,3.04 (2.85 to 3.41),3.04,2.85 to 3.41,2.85,3.41,(2.85 to 3.41)
Female,Ovary,II,60-64,2,negative,rmst,37.5,3.13 (2.94 to 3.25),3.13,2.94 to 3.25,2.94,3.25,(2.94 to 3.25)
Female,Ovary,II,60-64,2,positive,rmst,37.5,2.9 (2.82 to 3.18),2.9,2.82 to 3.18,2.82,3.18,(2.82 to 3.18)
Female,Ovary,II,65-69,1,negative,rmst,32.5,2.64 (2.43 to 2.92),2.64,2.43 to 2.92,2.43,2.92,(2.43 to 2.92)
Female,Ovary,II,65-69,2,negative,rmst,32.5,2.86 (2.75 to 3.03),2.86,2.75 to 3.03,2.75,3.03,(2.75 to 3.03)
Female,Ovary,II,65-69,2,positive,rmst,32.5,3.12 (2.77 to 3.21),3.12,2.77 to 3.21,2.77,3.21,(2.77 to 3.21)
Female,Ovary,II,70-74,1,negative,rmst,27.5,2.57 (2.45 to 2.73),2.57,2.45 to 2.73,2.45,2.73,(2.45 to 2.73)
Female,Ovary,II,70-74,2,negative,rmst,27.5,2.75 (2.66 to 3.65),2.75,2.66 to 3.65,2.66,3.65,(2.66 to 3.65)
Female,Ovary,II,70-74,2,positive,rmst,27.5,2.57 (2.49 to 2.66),2.57,2.49 to 2.66,2.49,2.66,(2.49 to 2.66)
Female,Ovary,II,75-79,1,negative,rmst,22.5,2.08 (1.73 to 2.3),2.08,1.73 to 2.3,1.73,2.3,(1.73 to 2.3)
Female,Ovary,II,75-79,2,negative,rmst,22.5,2.05 (1.91 to 2.31),2.05,1.91 to 2.31,1.91,2.31,(1.91 to 2.31)
Female,Ovary,II,75-79,2,positive,rmst,22.5,2.14 (1.98 to 2.25),2.14,1.98 to 2.25,1.98,2.25,(1.98 to 2.25)
Female,Ovary,III,50-54,1,negative,rmst,47.5,2.17 (2.14 to 2.23),2.17,2.14 to 2.23,2.14,2.23,(2.14 to 2.23)
Female,Ovary,III,50-54,2,negative,rmst,47.5,2.11 (2.03 to 2.19),2.11,2.03 to 2.19,2.03,2.19,(2.03 to 2.19)
Female,Ovary,III,50-54,2,positive,rmst,47.5,2.21 (2.08 to 2.24),2.21,2.08 to 2.24,2.08,2.24,(2.08 to 2.24)
Female,Ovary,III,55-59,1,negative,rmst,42.5,2.07 (1.82 to 2.18),2.07,1.82 to 2.18,1.82,2.18,(1.82 to 2.18)
Female,Ovary,III,55-59,2,negative,rmst,42.5,2.1 (1.98 to 2.15),2.1,1.98 to 2.15,1.98,2.15,(1.98 to 2.15)
Female,Ovary,III,55-59,2,positive,rmst,42.5,2.11 (2.1 to 2.19),2.11,2.1 to 2.19,2.1,2.19,(2.1 to 2.19)
Female,Ovary,III,60-64,1,negative,rmst,37.5,2.2 (2.13 to 2.23),2.2,2.13 to 2.23,2.13,2.23,(2.13 to 2.23)
Female,Ovary,III,60-64,2,negative,rmst,37.5,2.14 (2.05 to 2.21),2.14,2.05 to 2.21,2.05,2.21,(2.05 to 2.21)
Female,Ovary,III,60-64,2,positive,rmst,37.5,2.12 (1.44 to 2.17),2.12,1.44 to 2.17,1.44,2.17,(1.44 to 2.17)
Female,Ovary,III,65-69,1,negative,rmst,32.5,2.07 (2 to 2.12),2.07,2 to 2.12,2,2.12,(2 to 2.12)
Female,Ovary,III,65-69,2,negative,rmst,32.5,1.98 (1.64 to 2.04),1.98,1.64 to 2.04,1.64,2.04,(1.64 to 2.04)
Female,Ovary,III,65-69,2,positive,rmst,32.5,2 (1.92 to 2.07),2,1.92 to 2.07,1.92,2.07,(1.92 to 2.07)
Female,Ovary,III,70-74,1,negative,rmst,27.5,1.68 (1.13 to 1.75),1.68,1.13 to 1.75,1.13,1.75,(1.13 to 1.75)
Female,Ovary,III,70-74,2,negative,rmst,27.5,1.72 (1.69 to 1.82),1.72,1.69 to 1.82,1.69,1.82,(1.69 to 1.82)
Female,Ovary,III,70-74,2,positive,rmst,27.5,1.64 (1.57 to 1.76),1.64,1.57 to 1.76,1.57,1.76,(1.57 to 1.76)
Female,Ovary,III,75-79,1,negative,rmst,22.5,1.45 (1.42 to 1.49),1.45,1.42 to 1.49,1.42,1.49,(1.42 to 1.49)
Female,Ovary,III,75-79,2,negative,rmst,22.5,1.39 (1.35 to 1.48),1.39,1.35 to 1.48,1.35,1.48,(1.35 to 1.48)
Female,Ovary,III,75-79,2,positive,rmst,22.5,1.49 (1.42 to 1.5),1.49,1.42 to 1.5,1.42,1.5,(1.42 to 1.5)
Female,Ovary,IV,50-54,1,negative,rmst,47.5,1.8 (1.73 to 1.83),1.8,1.73 to 1.83,1.73,1.83,(1.73 to 1.83)
Female,Ovary,IV,50-54,2,negative,rmst,47.5,1.72 (1.64 to 1.85),1.72,1.64 to 1.85,1.64,1.85,(1.64 to 1.85)
Female,Ovary,IV,50-54,2,positive,rmst,47.5,1.81 (1.77 to 1.95),1.81,1.77 to 1.95,1.77,1.95,(1.77 to 1.95)
Female,Ovary,IV,55-59,1,negative,rmst,42.5,1.52 (1.49 to 1.64),1.52,1.49 to 1.64,1.49,1.64,(1.49 to 1.64)
Female,Ovary,IV,55-59,2,negative,rmst,42.5,1.67 (1.56 to 1.72),1.67,1.56 to 1.72,1.56,1.72,(1.56 to 1.72)
Female,Ovary,IV,55-59,2,positive,rmst,42.5,1.67 (1.59 to 1.71),1.67,1.59 to 1.71,1.59,1.71,(1.59 to 1.71)
Female,Ovary,IV,60-64,1,negative,rmst,37.5,1.58 (1.36 to 1.69),1.58,1.36 to 1.69,1.36,1.69,(1.36 to 1.69)
Female,Ovary,IV,60-64,2,negative,rmst,37.5,1.62 (1.51 to 1.69),1.62,1.51 to 1.69,1.51,1.69,(1.51 to 1.69)
Female,Ovary,IV,60-64,2,positive,rmst,37.5,1.61 (0.92 to 1.67),1.61,0.92 to 1.67,0.92,1.67,(0.92 to 1.67)
Female,Ovary,IV,65-69,1,negative,rmst,32.5,1.41 (1.36 to 1.48),1.41,1.36 to 1.48,1.36,1.48,(1.36 to 1.48)
Female,Ovary,IV,65-69,2,negative,rmst,32.5,1.44 (1.35 to 1.77),1.44,1.35 to 1.77,1.35,1.77,(1.35 to 1.77)
Female,Ovary,IV,65-69,2,positive,rmst,32.5,1.44 (1.39 to 1.65),1.44,1.39 to 1.65,1.39,1.65,(1.39 to 1.65)
Female,Ovary,IV,70-74,1,negative,rmst,27.5,1.23 (1.18 to 1.26),1.23,1.18 to 1.26,1.18,1.26,(1.18 to 1.26)
Female,Ovary,IV,70-74,2,negative,rmst,27.5,1.28 (1.18 to 1.31),1.28,1.18 to 1.31,1.18,1.31,(1.18 to 1.31)
Female,Ovary,IV,70-74,2,positive,rmst,27.5,1.2 (1.14 to 1.29),1.2,1.14 to 1.29,1.14,1.29,(1.14 to 1.29)
Female,Ovary,IV,75-79,1,negative,rmst,22.5,1.02 (0.65 to 1.09),1.02,0.65 to 1.09,0.65,1.09,(0.65 to 1.09)
Female,Ovary,IV,75-79,2,negative,rmst,22.5,1.02 (0.91 to 1.1),1.02,0.91 to 1.1,0.91,1.1,(0.91 to 1.1)
Female,Ovary,IV,75-79,2,positive,rmst,22.5,1.02 (0.96 to 1.08),1.02,0.96 to 1.08,0.96,1.08,(0.96 to 1.08)
Female,Ovary,Unknown/missing,50-54,1,negative,rmst,47.5,3 (2.96 to 3.5),3,2.96 to 3.5,2.96,3.5,(2.96 to 3.5)
Female,Ovary,Unknown/missing,50-54,2,negative,rmst,47.5,2.95 (2.93 to 3.11),2.95,2.93 to 3.11,2.93,3.11,(2.93 to 3.11)
Female,Ovary,Unknown/missing,50-54,2,positive,rmst,47.5,2.89 (2.74 to 3.07),2.89,2.74 to 3.07,2.74,3.07,(2.74 to 3.07)
Female,Ovary,Unknown/missing,55-59,1,negative,rmst,42.5,2.7 (2.56 to 2.83),2.7,2.56 to 2.83,2.56,2.83,(2.56 to 2.83)
Female,Ovary,Unknown/missing,55-59,2,negative,rmst,42.5,2.81 (2.78 to 5.41),2.81,2.78 to 5.41,2.78,5.41,(2.78 to 5.41)
Female,Ovary,Unknown/missing,55-59,2,positive,rmst,42.5,2.74 (2.56 to 2.89),2.74,2.56 to 2.89,2.56,2.89,(2.56 to 2.89)
Female,Ovary,Unknown/missing,60-64,1,negative,rmst,37.5,2.21 (2.1 to 2.44),2.21,2.1 to 2.44,2.1,2.44,(2.1 to 2.44)
Female,Ovary,Unknown/missing,60-64,2,negative,rmst,37.5,2.18 (2.13 to 2.22),2.18,2.13 to 2.22,2.13,2.22,(2.13 to 2.22)
Female,Ovary,Unknown/missing,60-64,2,positive,rmst,37.5,2.27 (2.06 to 2.68),2.27,2.06 to 2.68,2.06,2.68,(2.06 to 2.68)
Female,Ovary,Unknown/missing,65-69,1,negative,rmst,32.5,1.88 (1.67 to 2.04),1.88,1.67 to 2.04,1.67,2.04,(1.67 to 2.04)
Female,Ovary,Unknown/missing,65-69,2,negative,rmst,32.5,1.82 (1.64 to 1.97),1.82,1.64 to 1.97,1.64,1.97,(1.64 to 1.97)
Female,Ovary,Unknown/missing,65-69,2,positive,rmst,32.5,1.91 (1.76 to 2.14),1.91,1.76 to 2.14,1.76,2.14,(1.76 to 2.14)
Female,Ovary,Unknown/missing,70-74,1,negative,rmst,27.5,1.55 (1.38 to 2.63),1.55,1.38 to 2.63,1.38,2.63,(1.38 to 2.63)
Female,Ovary,Unknown/missing,70-74,2,negative,rmst,27.5,1.49 (1.4 to 1.53),1.49,1.4 to 1.53,1.4,1.53,(1.4 to 1.53)
Female,Ovary,Unknown/missing,70-74,2,positive,rmst,27.5,1.52 (1.36 to 1.61),1.52,1.36 to 1.61,1.36,1.61,(1.36 to 1.61)
Female,Ovary,Unknown/missing,75-79,1,negative,rmst,22.5,1.24 (1.15 to 1.45),1.24,1.15 to 1.45,1.15,1.45,(1.15 to 1.45)
Female,Ovary,Unknown/missing,75-79,2,negative,rmst,22.5,1.22 (1.19 to 1.3),1.22,1.19 to 1.3,1.19,1.3,(1.19 to 1.3)
Female,Ovary,Unknown/missing,75-79,2,positive,rmst,22.5,1.25 (1.15 to 1.39),1.25,1.15 to 1.39,1.15,1.39,(1.15 to 1.39)
