Sex,NCRAS_Draw,Stage,Age,haz_ratio,cfDNA_status,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female,Breast,I,75-79,2,positive,rmst,22.5,2.9 (2.79 to 2.92),2.9,2.79 to 2.92,2.79,2.92,(2.79 to 2.92)
Female,Breast,II,50-54,1,negative,rmst,47.5,2.96 (2.92 to 3.02),2.96,2.92 to 3.02,2.92,3.02,(2.92 to 3.02)
Female,Breast,II,50-54,2,negative,rmst,47.5,2.97 (2.96 to 3.04),2.97,2.96 to 3.04,2.96,3.04,(2.96 to 3.04)
Female,Breast,II,50-54,2,positive,rmst,47.5,2.98 (2.8 to 3.01),2.98,2.8 to 3.01,2.8,3.01,(2.8 to 3.01)
Female,Breast,II,55-59,1,negative,rmst,42.5,2.91 (2.85 to 2.95),2.91,2.85 to 2.95,2.85,2.95,(2.85 to 2.95)
Female,Breast,II,55-59,2,negative,rmst,42.5,2.9 (2.86 to 2.93),2.9,2.86 to 2.93,2.86,2.93,(2.86 to 2.93)
Female,Breast,II,55-59,2,positive,rmst,42.5,2.89 (2.85 to 2.96),2.89,2.85 to 2.96,2.85,2.96,(2.85 to 2.96)
Female,Breast,II,60-64,1,negative,rmst,37.5,3.06 (2.92 to 3.09),3.06,2.92 to 3.09,2.92,3.09,(2.92 to 3.09)
Female,Breast,II,60-64,2,negative,rmst,37.5,3.01 (2.99 to 3.05),3.01,2.99 to 3.05,2.99,3.05,(2.99 to 3.05)
Female,Breast,II,60-64,2,positive,rmst,37.5,3 (2.92 to 3.05),3,2.92 to 3.05,2.92,3.05,(2.92 to 3.05)
Female,Breast,II,65-69,1,negative,rmst,32.5,2.98 (2.82 to 3.04),2.98,2.82 to 3.04,2.82,3.04,(2.82 to 3.04)
Female,Breast,II,65-69,2,negative,rmst,32.5,3.05 (2.76 to 3.07),3.05,2.76 to 3.07,2.76,3.07,(2.76 to 3.07)
Female,Breast,II,65-69,2,positive,rmst,32.5,3.01 (2.98 to 3.05),3.01,2.98 to 3.05,2.98,3.05,(2.98 to 3.05)
Female,Breast,II,70-74,1,negative,rmst,27.5,2.75 (2.73 to 2.77),2.75,2.73 to 2.77,2.73,2.77,(2.73 to 2.77)
Female,Breast,II,70-74,2,negative,rmst,27.5,2.81 (2.77 to 2.82),2.81,2.77 to 2.82,2.77,2.82,(2.77 to 2.82)
Female,Breast,II,70-74,2,positive,rmst,27.5,2.78 (2.76 to 2.84),2.78,2.76 to 2.84,2.76,2.84,(2.76 to 2.84)
Female,Breast,II,75-79,1,negative,rmst,22.5,2.82 (2.68 to 2.85),2.82,2.68 to 2.85,2.68,2.85,(2.68 to 2.85)
Female,Breast,II,75-79,2,negative,rmst,22.5,2.77 (2.76 to 2.83),2.77,2.76 to 2.83,2.76,2.83,(2.76 to 2.83)
Female,Breast,II,75-79,2,positive,rmst,22.5,2.79 (2.62 to 2.83),2.79,2.62 to 2.83,2.62,2.83,(2.62 to 2.83)
Female,Breast,III,50-54,1,negative,rmst,47.5,2.81 (2.69 to 2.91),2.81,2.69 to 2.91,2.69,2.91,(2.69 to 2.91)
Female,Breast,III,50-54,2,negative,rmst,47.5,2.86 (2.79 to 2.9),2.86,2.79 to 2.9,2.79,2.9,(2.79 to 2.9)
Female,Breast,III,50-54,2,positive,rmst,47.5,2.82 (2.67 to 2.9),2.82,2.67 to 2.9,2.67,2.9,(2.67 to 2.9)
Female,Breast,III,55-59,1,negative,rmst,42.5,2.77 (2.67 to 2.84),2.77,2.67 to 2.84,2.67,2.84,(2.67 to 2.84)
Female,Breast,III,55-59,2,negative,rmst,42.5,2.84 (2.72 to 2.9),2.84,2.72 to 2.9,2.72,2.9,(2.72 to 2.9)
Female,Breast,III,55-59,2,positive,rmst,42.5,2.75 (2.65 to 2.81),2.75,2.65 to 2.81,2.65,2.81,(2.65 to 2.81)
Female,Breast,III,60-64,1,negative,rmst,37.5,2.89 (2.79 to 2.92),2.89,2.79 to 2.92,2.79,2.92,(2.79 to 2.92)
Female,Breast,III,60-64,2,negative,rmst,37.5,2.78 (2.76 to 2.88),2.78,2.76 to 2.88,2.76,2.88,(2.76 to 2.88)
Female,Breast,III,60-64,2,positive,rmst,37.5,2.97 (2.93 to 3.33),2.97,2.93 to 3.33,2.93,3.33,(2.93 to 3.33)
Female,Breast,III,65-69,1,negative,rmst,32.5,2.94 (2.69 to 2.98),2.94,2.69 to 2.98,2.69,2.98,(2.69 to 2.98)
Female,Breast,III,65-69,2,negative,rmst,32.5,2.97 (2.85 to 3.01),2.97,2.85 to 3.01,2.85,3.01,(2.85 to 3.01)
Female,Breast,III,65-69,2,positive,rmst,32.5,2.85 (2.81 to 2.95),2.85,2.81 to 2.95,2.81,2.95,(2.81 to 2.95)
Female,Breast,III,70-74,1,negative,rmst,27.5,2.69 (2.6 to 2.84),2.69,2.6 to 2.84,2.6,2.84,(2.6 to 2.84)
Female,Breast,III,70-74,2,negative,rmst,27.5,2.65 (2.6 to 2.76),2.65,2.6 to 2.76,2.6,2.76,(2.6 to 2.76)
Female,Breast,III,70-74,2,positive,rmst,27.5,2.6 (2.13 to 2.69),2.6,2.13 to 2.69,2.13,2.69,(2.13 to 2.69)
Female,Breast,III,75-79,1,negative,rmst,22.5,2.49 (2.34 to 2.56),2.49,2.34 to 2.56,2.34,2.56,(2.34 to 2.56)
Female,Breast,III,75-79,2,negative,rmst,22.5,2.53 (2.19 to 2.56),2.53,2.19 to 2.56,2.19,2.56,(2.19 to 2.56)
Female,Breast,III,75-79,2,positive,rmst,22.5,2.49 (2.26 to 2.53),2.49,2.26 to 2.53,2.26,2.53,(2.26 to 2.53)
Female,Breast,IV,50-54,1,negative,rmst,47.5,2.04 (1.81 to 2.15),2.04,1.81 to 2.15,1.81,2.15,(1.81 to 2.15)
Female,Breast,IV,50-54,2,negative,rmst,47.5,2.09 (2.09 to 2.14),2.09,2.09 to 2.14,2.09,2.14,(2.09 to 2.14)
Female,Breast,IV,50-54,2,positive,rmst,47.5,2.09 (1.93 to 2.17),2.09,1.93 to 2.17,1.93,2.17,(1.93 to 2.17)
Female,Breast,IV,55-59,1,negative,rmst,42.5,1.87 (1.73 to 1.97),1.87,1.73 to 1.97,1.73,1.97,(1.73 to 1.97)
Female,Breast,IV,55-59,2,negative,rmst,42.5,1.86 (1.8 to 1.89),1.86,1.8 to 1.89,1.8,1.89,(1.8 to 1.89)
Female,Breast,IV,55-59,2,positive,rmst,42.5,1.79 (1.69 to 1.9),1.79,1.69 to 1.9,1.69,1.9,(1.69 to 1.9)
Female,Breast,IV,60-64,1,negative,rmst,37.5,1.85 (1.79 to 1.94),1.85,1.79 to 1.94,1.79,1.94,(1.79 to 1.94)
Female,Breast,IV,60-64,2,negative,rmst,37.5,1.87 (1.69 to 1.92),1.87,1.69 to 1.92,1.69,1.92,(1.69 to 1.92)
Female,Breast,IV,60-64,2,positive,rmst,37.5,1.83 (1.77 to 1.85),1.83,1.77 to 1.85,1.77,1.85,(1.77 to 1.85)
Female,Breast,IV,65-69,1,negative,rmst,32.5,1.76 (1.59 to 1.82),1.76,1.59 to 1.82,1.59,1.82,(1.59 to 1.82)
Female,Breast,IV,65-69,2,negative,rmst,32.5,1.76 (1.65 to 1.77),1.76,1.65 to 1.77,1.65,1.77,(1.65 to 1.77)
Female,Breast,IV,65-69,2,positive,rmst,32.5,1.67 (1.62 to 1.78),1.67,1.62 to 1.78,1.62,1.78,(1.62 to 1.78)
Female,Breast,IV,70-74,1,negative,rmst,27.5,1.61 (1.56 to 1.63),1.61,1.56 to 1.63,1.56,1.63,(1.56 to 1.63)
Female,Breast,IV,70-74,2,negative,rmst,27.5,1.59 (1.5 to 1.61),1.59,1.5 to 1.61,1.5,1.61,(1.5 to 1.61)
Female,Breast,IV,70-74,2,positive,rmst,27.5,1.58 (1.48 to 1.64),1.58,1.48 to 1.64,1.48,1.64,(1.48 to 1.64)
Female,Breast,IV,75-79,1,negative,rmst,22.5,1.44 (1.39 to 1.51),1.44,1.39 to 1.51,1.39,1.51,(1.39 to 1.51)
Female,Breast,IV,75-79,2,negative,rmst,22.5,1.45 (1.4 to 1.49),1.45,1.4 to 1.49,1.4,1.49,(1.4 to 1.49)
Female,Breast,IV,75-79,2,positive,rmst,22.5,1.46 (1.43 to 1.54),1.46,1.43 to 1.54,1.43,1.54,(1.43 to 1.54)
Female,Breast,Unknown/missing,50-54,1,negative,rmst,47.5,3.45 (3.4 to 3.61),3.45,3.4 to 3.61,3.4,3.61,(3.4 to 3.61)
Female,Breast,Unknown/missing,50-54,2,negative,rmst,47.5,3.4 (3.35 to 3.54),3.4,3.35 to 3.54,3.35,3.54,(3.35 to 3.54)
Female,Breast,Unknown/missing,50-54,2,positive,rmst,47.5,3.56 (3.42 to 3.6),3.56,3.42 to 3.6,3.42,3.6,(3.42 to 3.6)
Female,Breast,Unknown/missing,55-59,1,negative,rmst,42.5,3.43 (3.38 to 3.51),3.43,3.38 to 3.51,3.38,3.51,(3.38 to 3.51)
Female,Breast,Unknown/missing,55-59,2,negative,rmst,42.5,3.4 (3.37 to 3.46),3.4,3.37 to 3.46,3.37,3.46,(3.37 to 3.46)
Female,Breast,Unknown/missing,55-59,2,positive,rmst,42.5,3.45 (3.38 to 3.54),3.45,3.38 to 3.54,3.38,3.54,(3.38 to 3.54)
Female,Breast,Unknown/missing,60-64,1,negative,rmst,37.5,3.64 (3.58 to 3.79),3.64,3.58 to 3.79,3.58,3.79,(3.58 to 3.79)
Female,Breast,Unknown/missing,60-64,2,negative,rmst,37.5,3.56 (3.52 to 3.63),3.56,3.52 to 3.63,3.52,3.63,(3.52 to 3.63)
Female,Breast,Unknown/missing,60-64,2,positive,rmst,37.5,3.59 (3.48 to 3.63),3.59,3.48 to 3.63,3.48,3.63,(3.48 to 3.63)
Female,Breast,Unknown/missing,65-69,1,negative,rmst,32.5,3.4 (3.25 to 3.45),3.4,3.25 to 3.45,3.25,3.45,(3.25 to 3.45)
Female,Breast,Unknown/missing,65-69,2,negative,rmst,32.5,3.36 (3.24 to 3.52),3.36,3.24 to 3.52,3.24,3.52,(3.24 to 3.52)
Female,Breast,Unknown/missing,65-69,2,positive,rmst,32.5,3.35 (3.28 to 3.36),3.35,3.28 to 3.36,3.28,3.36,(3.28 to 3.36)
Female,Breast,Unknown/missing,70-74,1,negative,rmst,27.5,2.81 (2.66 to 2.87),2.81,2.66 to 2.87,2.66,2.87,(2.66 to 2.87)
Female,Breast,Unknown/missing,70-74,2,negative,rmst,27.5,2.85 (2.81 to 2.94),2.85,2.81 to 2.94,2.81,2.94,(2.81 to 2.94)
Female,Breast,Unknown/missing,70-74,2,positive,rmst,27.5,2.85 (2.68 to 2.92),2.85,2.68 to 2.92,2.68,2.92,(2.68 to 2.92)
Female,Breast,Unknown/missing,75-79,1,negative,rmst,22.5,2.74 (2.73 to 2.95),2.74,2.73 to 2.95,2.73,2.95,(2.73 to 2.95)
Female,Breast,Unknown/missing,75-79,2,negative,rmst,22.5,2.82 (2.68 to 2.84),2.82,2.68 to 2.84,2.68,2.84,(2.68 to 2.84)
Female,Breast,Unknown/missing,75-79,2,positive,rmst,22.5,2.74 (2.72 to 2.8),2.74,2.72 to 2.8,2.72,2.8,(2.72 to 2.8)
Male,Breast,I,50-54,1,negative,rmst,47.5,3.11 (3.05 to 3.13),3.11,3.05 to 3.13,3.05,3.13,(3.05 to 3.13)
Male,Breast,I,50-54,2,negative,rmst,47.5,3.1 (3.03 to 3.13),3.1,3.03 to 3.13,3.03,3.13,(3.03 to 3.13)
Male,Breast,I,50-54,2,positive,rmst,47.5,3.13 (3.07 to 3.16),3.13,3.07 to 3.16,3.07,3.16,(3.07 to 3.16)
Male,Breast,I,55-59,1,negative,rmst,42.5,2.99 (2.84 to 3.04),2.99,2.84 to 3.04,2.84,3.04,(2.84 to 3.04)
Male,Breast,I,55-59,2,negative,rmst,42.5,2.97 (2.81 to 3.05),2.97,2.81 to 3.05,2.81,3.05,(2.81 to 3.05)
Male,Breast,I,55-59,2,positive,rmst,42.5,2.98 (2.88 to 3.02),2.98,2.88 to 3.02,2.88,3.02,(2.88 to 3.02)
Male,Breast,I,60-64,1,negative,rmst,37.5,3.14 (3.13 to 3.16),3.14,3.13 to 3.16,3.13,3.16,(3.13 to 3.16)
Male,Breast,I,60-64,2,negative,rmst,37.5,3.14 (2.99 to 3.16),3.14,2.99 to 3.16,2.99,3.16,(2.99 to 3.16)
Male,Breast,I,60-64,2,positive,rmst,37.5,3.16 (3.12 to 3.2),3.16,3.12 to 3.2,3.12,3.2,(3.12 to 3.2)
Male,Breast,I,65-69,1,negative,rmst,32.5,3.13 (3.07 to 3.14),3.13,3.07 to 3.14,3.07,3.14,(3.07 to 3.14)
Male,Breast,I,65-69,2,negative,rmst,32.5,3.11 (2.9 to 3.14),3.11,2.9 to 3.14,2.9,3.14,(2.9 to 3.14)
Male,Breast,I,65-69,2,positive,rmst,32.5,3.12 (3.07 to 3.16),3.12,3.07 to 3.16,3.07,3.16,(3.07 to 3.16)
Male,Breast,I,70-74,1,negative,rmst,27.5,2.77 (2.73 to 2.8),2.77,2.73 to 2.8,2.73,2.8,(2.73 to 2.8)
Male,Breast,I,70-74,2,negative,rmst,27.5,2.73 (2.67 to 2.76),2.73,2.67 to 2.76,2.67,2.76,(2.67 to 2.76)
Male,Breast,I,70-74,2,positive,rmst,27.5,2.73 (2.62 to 2.77),2.73,2.62 to 2.77,2.62,2.77,(2.62 to 2.77)
Male,Breast,I,75-79,1,negative,rmst,22.5,2.88 (2.86 to 2.91),2.88,2.86 to 2.91,2.86,2.91,(2.86 to 2.91)
Male,Breast,I,75-79,2,negative,rmst,22.5,2.86 (2.77 to 2.88),2.86,2.77 to 2.88,2.77,2.88,(2.77 to 2.88)
Male,Breast,I,75-79,2,positive,rmst,22.5,2.85 (2.78 to 2.93),2.85,2.78 to 2.93,2.78,2.93,(2.78 to 2.93)
Male,Breast,II,50-54,1,negative,rmst,47.5,2.94 (2.8 to 2.99),2.94,2.8 to 2.99,2.8,2.99,(2.8 to 2.99)
Male,Breast,II,50-54,2,negative,rmst,47.5,2.98 (2.9 to 3),2.98,2.9 to 3,2.9,3,(2.9 to 3)
Male,Breast,II,50-54,2,positive,rmst,47.5,2.97 (2.9 to 3.01),2.97,2.9 to 3.01,2.9,3.01,(2.9 to 3.01)
Male,Breast,II,55-59,1,negative,rmst,42.5,2.88 (2.85 to 2.91),2.88,2.85 to 2.91,2.85,2.91,(2.85 to 2.91)
Male,Breast,II,55-59,2,negative,rmst,42.5,2.87 (2.86 to 2.91),2.87,2.86 to 2.91,2.86,2.91,(2.86 to 2.91)
Male,Breast,II,55-59,2,positive,rmst,42.5,2.89 (2.81 to 2.94),2.89,2.81 to 2.94,2.81,2.94,(2.81 to 2.94)
Male,Breast,II,60-64,1,negative,rmst,37.5,3 (2.89 to 3.07),3,2.89 to 3.07,2.89,3.07,(2.89 to 3.07)
Male,Breast,II,60-64,2,negative,rmst,37.5,3.04 (3 to 3.09),3.04,3 to 3.09,3,3.09,(3 to 3.09)
Male,Breast,II,60-64,2,positive,rmst,37.5,3.04 (2.91 to 3.06),3.04,2.91 to 3.06,2.91,3.06,(2.91 to 3.06)
Male,Breast,II,65-69,1,negative,rmst,32.5,3.04 (3 to 3.06),3.04,3 to 3.06,3,3.06,(3 to 3.06)
Male,Breast,II,65-69,2,negative,rmst,32.5,3.02 (2.97 to 3.08),3.02,2.97 to 3.08,2.97,3.08,(2.97 to 3.08)
Male,Breast,II,65-69,2,positive,rmst,32.5,3.02 (2.94 to 3.05),3.02,2.94 to 3.05,2.94,3.05,(2.94 to 3.05)
Male,Breast,II,70-74,1,negative,rmst,27.5,2.76 (2.74 to 2.81),2.76,2.74 to 2.81,2.74,2.81,(2.74 to 2.81)
Male,Breast,II,70-74,2,negative,rmst,27.5,2.78 (2.69 to 2.82),2.78,2.69 to 2.82,2.69,2.82,(2.69 to 2.82)
Male,Breast,II,70-74,2,positive,rmst,27.5,2.8 (2.7 to 2.83),2.8,2.7 to 2.83,2.7,2.83,(2.7 to 2.83)
Male,Breast,II,75-79,1,negative,rmst,22.5,2.82 (2.75 to 2.85),2.82,2.75 to 2.85,2.75,2.85,(2.75 to 2.85)
Male,Breast,II,75-79,2,negative,rmst,22.5,2.79 (2.71 to 2.81),2.79,2.71 to 2.81,2.71,2.81,(2.71 to 2.81)
Male,Breast,II,75-79,2,positive,rmst,22.5,2.82 (2.76 to 2.84),2.82,2.76 to 2.84,2.76,2.84,(2.76 to 2.84)
Male,Breast,III,50-54,1,negative,rmst,47.5,2.85 (2.81 to 2.86),2.85,2.81 to 2.86,2.81,2.86,(2.81 to 2.86)
Male,Breast,III,50-54,2,negative,rmst,47.5,2.9 (2.83 to 2.95),2.9,2.83 to 2.95,2.83,2.95,(2.83 to 2.95)
Male,Breast,III,50-54,2,positive,rmst,47.5,2.84 (2.82 to 2.92),2.84,2.82 to 2.92,2.82,2.92,(2.82 to 2.92)
Male,Breast,III,55-59,1,negative,rmst,42.5,2.79 (2.74 to 2.83),2.79,2.74 to 2.83,2.74,2.83,(2.74 to 2.83)
Male,Breast,III,55-59,2,negative,rmst,42.5,2.8 (2.29 to 2.92),2.8,2.29 to 2.92,2.29,2.92,(2.29 to 2.92)
Male,Breast,III,55-59,2,positive,rmst,42.5,2.75 (2.44 to 2.86),2.75,2.44 to 2.86,2.44,2.86,(2.44 to 2.86)
Male,Breast,III,60-64,1,negative,rmst,37.5,2.85 (2.78 to 2.92),2.85,2.78 to 2.92,2.78,2.92,(2.78 to 2.92)
Male,Breast,III,60-64,2,negative,rmst,37.5,2.91 (2.81 to 2.98),2.91,2.81 to 2.98,2.81,2.98,(2.81 to 2.98)
Male,Breast,III,60-64,2,positive,rmst,37.5,2.91 (2.84 to 3.05),2.91,2.84 to 3.05,2.84,3.05,(2.84 to 3.05)
Male,Breast,III,65-69,1,negative,rmst,32.5,2.94 (2.9 to 2.95),2.94,2.9 to 2.95,2.9,2.95,(2.9 to 2.95)
Male,Breast,III,65-69,2,negative,rmst,32.5,2.92 (2.82 to 3.01),2.92,2.82 to 3.01,2.82,3.01,(2.82 to 3.01)
Male,Breast,III,65-69,2,positive,rmst,32.5,2.94 (2.88 to 2.96),2.94,2.88 to 2.96,2.88,2.96,(2.88 to 2.96)
Male,Breast,III,70-74,1,negative,rmst,27.5,2.67 (2.58 to 2.72),2.67,2.58 to 2.72,2.58,2.72,(2.58 to 2.72)
Male,Breast,III,70-74,2,negative,rmst,27.5,2.61 (2.38 to 2.66),2.61,2.38 to 2.66,2.38,2.66,(2.38 to 2.66)
Male,Breast,III,70-74,2,positive,rmst,27.5,2.7 (2.65 to 2.75),2.7,2.65 to 2.75,2.65,2.75,(2.65 to 2.75)
Male,Breast,III,75-79,1,negative,rmst,22.5,2.53 (2.43 to 2.56),2.53,2.43 to 2.56,2.43,2.56,(2.43 to 2.56)
Male,Breast,III,75-79,2,negative,rmst,22.5,2.53 (2.1 to 2.53),2.53,2.1 to 2.53,2.1,2.53,(2.1 to 2.53)
Male,Breast,III,75-79,2,positive,rmst,22.5,2.42 (2.14 to 2.58),2.42,2.14 to 2.58,2.14,2.58,(2.14 to 2.58)
Male,Breast,IV,50-54,1,negative,rmst,47.5,2.06 (1.41 to 2.15),2.06,1.41 to 2.15,1.41,2.15,(1.41 to 2.15)
Male,Breast,IV,50-54,2,negative,rmst,47.5,2.11 (2.02 to 2.11),2.11,2.02 to 2.11,2.02,2.11,(2.02 to 2.11)
Male,Breast,IV,50-54,2,positive,rmst,47.5,2.07 (1.92 to 2.22),2.07,1.92 to 2.22,1.92,2.22,(1.92 to 2.22)
Male,Breast,IV,55-59,1,negative,rmst,42.5,1.9 (1.86 to 1.96),1.9,1.86 to 1.96,1.86,1.96,(1.86 to 1.96)
Male,Breast,IV,55-59,2,negative,rmst,42.5,1.87 (1.75 to 1.93),1.87,1.75 to 1.93,1.75,1.93,(1.75 to 1.93)
Male,Breast,IV,55-59,2,positive,rmst,42.5,1.88 (1.84 to 1.93),1.88,1.84 to 1.93,1.84,1.93,(1.84 to 1.93)
Male,Breast,IV,60-64,1,negative,rmst,37.5,1.86 (1.8 to 1.99),1.86,1.8 to 1.99,1.8,1.99,(1.8 to 1.99)
Male,Breast,IV,60-64,2,negative,rmst,37.5,1.81 (1.7 to 1.83),1.81,1.7 to 1.83,1.7,1.83,(1.7 to 1.83)
Male,Breast,IV,60-64,2,positive,rmst,37.5,1.8 (1.75 to 1.83),1.8,1.75 to 1.83,1.75,1.83,(1.75 to 1.83)
Male,Breast,IV,65-69,1,negative,rmst,32.5,1.7 (1.63 to 1.83),1.7,1.63 to 1.83,1.63,1.83,(1.63 to 1.83)
Male,Breast,IV,65-69,2,negative,rmst,32.5,1.78 (1.76 to 1.81),1.78,1.76 to 1.81,1.76,1.81,(1.76 to 1.81)
Male,Breast,IV,65-69,2,positive,rmst,32.5,1.73 (1.68 to 1.76),1.73,1.68 to 1.76,1.68,1.76,(1.68 to 1.76)
Male,Breast,IV,70-74,1,negative,rmst,27.5,1.55 (1.43 to 1.58),1.55,1.43 to 1.58,1.43,1.58,(1.43 to 1.58)
Male,Breast,IV,70-74,2,negative,rmst,27.5,1.56 (1.47 to 1.62),1.56,1.47 to 1.62,1.47,1.62,(1.47 to 1.62)
Male,Breast,IV,70-74,2,positive,rmst,27.5,1.55 (1.5 to 1.64),1.55,1.5 to 1.64,1.5,1.64,(1.5 to 1.64)
Male,Breast,IV,75-79,1,negative,rmst,22.5,1.47 (1.43 to 1.49),1.47,1.43 to 1.49,1.43,1.49,(1.43 to 1.49)
Male,Breast,IV,75-79,2,negative,rmst,22.5,1.46 (1.35 to 1.49),1.46,1.35 to 1.49,1.35,1.49,(1.35 to 1.49)
Male,Breast,IV,75-79,2,positive,rmst,22.5,1.49 (1.43 to 1.55),1.49,1.43 to 1.55,1.43,1.55,(1.43 to 1.55)
Male,Breast,Unknown/missing,50-54,1,negative,rmst,47.5,3.44 (3.4 to 3.49),3.44,3.4 to 3.49,3.4,3.49,(3.4 to 3.49)
Male,Breast,Unknown/missing,50-54,2,negative,rmst,47.5,3.41 (3.39 to 4.72),3.41,3.39 to 4.72,3.39,4.72,(3.39 to 4.72)
Male,Breast,Unknown/missing,50-54,2,positive,rmst,47.5,3.47 (3.43 to 3.61),3.47,3.43 to 3.61,3.43,3.61,(3.43 to 3.61)
Male,Breast,Unknown/missing,55-59,1,negative,rmst,42.5,3.43 (3.34 to 3.55),3.43,3.34 to 3.55,3.34,3.55,(3.34 to 3.55)
Male,Breast,Unknown/missing,55-59,2,negative,rmst,42.5,3.38 (3.34 to 3.39),3.38,3.34 to 3.39,3.34,3.39,(3.34 to 3.39)
Male,Breast,Unknown/missing,55-59,2,positive,rmst,42.5,3.46 (3.39 to 3.51),3.46,3.39 to 3.51,3.39,3.51,(3.39 to 3.51)
Male,Breast,Unknown/missing,60-64,1,negative,rmst,37.5,3.58 (3.47 to 3.81),3.58,3.47 to 3.81,3.47,3.81,(3.47 to 3.81)
Male,Breast,Unknown/missing,60-64,2,negative,rmst,37.5,3.59 (3.54 to 3.81),3.59,3.54 to 3.81,3.54,3.81,(3.54 to 3.81)
Male,Breast,Unknown/missing,60-64,2,positive,rmst,37.5,3.58 (3.4 to 3.71),3.58,3.4 to 3.71,3.4,3.71,(3.4 to 3.71)
Male,Breast,Unknown/missing,65-69,1,negative,rmst,32.5,3.47 (3.29 to 3.9),3.47,3.29 to 3.9,3.29,3.9,(3.29 to 3.9)
Male,Breast,Unknown/missing,65-69,2,negative,rmst,32.5,3.45 (3.42 to 3.55),3.45,3.42 to 3.55,3.42,3.55,(3.42 to 3.55)
Male,Breast,Unknown/missing,65-69,2,positive,rmst,32.5,3.34 (3.19 to 3.5),3.34,3.19 to 3.5,3.19,3.5,(3.19 to 3.5)
Male,Breast,Unknown/missing,70-74,1,negative,rmst,27.5,2.9 (2.73 to 2.93),2.9,2.73 to 2.93,2.73,2.93,(2.73 to 2.93)
Male,Breast,Unknown/missing,70-74,2,negative,rmst,27.5,2.85 (2.76 to 2.89),2.85,2.76 to 2.89,2.76,2.89,(2.76 to 2.89)
Male,Breast,Unknown/missing,70-74,2,positive,rmst,27.5,2.81 (2.72 to 2.88),2.81,2.72 to 2.88,2.72,2.88,(2.72 to 2.88)
Male,Breast,Unknown/missing,75-79,1,negative,rmst,22.5,2.76 (2.74 to 2.8),2.76,2.74 to 2.8,2.74,2.8,(2.74 to 2.8)
Male,Breast,Unknown/missing,75-79,2,negative,rmst,22.5,2.75 (2.63 to 2.86),2.75,2.63 to 2.86,2.63,2.86,(2.63 to 2.86)
Male,Breast,Unknown/missing,75-79,2,positive,rmst,22.5,2.8 (2.74 to 2.84),2.8,2.74 to 2.84,2.74,2.84,(2.74 to 2.84)
