Sex,NCRAS_Draw,Stage,Age,haz_ratio,cfDNA_status,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female,Pancreas,II,55-59,2,positive,rmst,42.5,1.63 (1.5 to 1.7),1.63,1.5 to 1.7,1.5,1.7,(1.5 to 1.7)
Female,Pancreas,II,60-64,1,negative,rmst,37.5,1.58 (1.52 to 2.1),1.58,1.52 to 2.1,1.52,2.1,(1.52 to 2.1)
Female,Pancreas,II,60-64,2,negative,rmst,37.5,1.55 (1.54 to 3.11),1.55,1.54 to 3.11,1.54,3.11,(1.54 to 3.11)
Female,Pancreas,II,60-64,2,positive,rmst,37.5,1.53 (1.49 to 1.59),1.53,1.49 to 1.59,1.49,1.59,(1.49 to 1.59)
Female,Pancreas,II,65-69,1,negative,rmst,32.5,1.52 (1.45 to 1.64),1.52,1.45 to 1.64,1.45,1.64,(1.45 to 1.64)
Female,Pancreas,II,65-69,2,negative,rmst,32.5,1.47 (1.12 to 1.54),1.47,1.12 to 1.54,1.12,1.54,(1.12 to 1.54)
Female,Pancreas,II,65-69,2,positive,rmst,32.5,1.44 (1.41 to 1.52),1.44,1.41 to 1.52,1.41,1.52,(1.41 to 1.52)
Female,Pancreas,II,70-74,1,negative,rmst,27.5,1.38 (1.33 to 1.39),1.38,1.33 to 1.39,1.33,1.39,(1.33 to 1.39)
Female,Pancreas,II,70-74,2,negative,rmst,27.5,1.36 (1.27 to 1.44),1.36,1.27 to 1.44,1.27,1.44,(1.27 to 1.44)
Female,Pancreas,II,70-74,2,positive,rmst,27.5,1.3 (1.28 to 1.51),1.3,1.28 to 1.51,1.28,1.51,(1.28 to 1.51)
Female,Pancreas,II,75-79,1,negative,rmst,22.5,1.21 (1.14 to 1.22),1.21,1.14 to 1.22,1.14,1.22,(1.14 to 1.22)
Female,Pancreas,II,75-79,2,negative,rmst,22.5,1.11 (1.09 to 1.15),1.11,1.09 to 1.15,1.09,1.15,(1.09 to 1.15)
Female,Pancreas,II,75-79,2,positive,rmst,22.5,1.22 (1.15 to 1.29),1.22,1.15 to 1.29,1.15,1.29,(1.15 to 1.29)
Female,Pancreas,III,50-54,1,negative,rmst,47.5,1.04 (0.26 to 1.22),1.04,0.26 to 1.22,0.26,1.22,(0.26 to 1.22)
Female,Pancreas,III,50-54,2,negative,rmst,47.5,1.07 (0.83 to 1.11),1.07,0.83 to 1.11,0.83,1.11,(0.83 to 1.11)
Female,Pancreas,III,50-54,2,positive,rmst,47.5,0.96 (0.17 to 1.12),0.96,0.17 to 1.12,0.17,1.12,(0.17 to 1.12)
Female,Pancreas,III,55-59,1,negative,rmst,42.5,0.99 (0.58 to 1.04),0.99,0.58 to 1.04,0.58,1.04,(0.58 to 1.04)
Female,Pancreas,III,55-59,2,negative,rmst,42.5,0.99 (0.95 to 1.48),0.99,0.95 to 1.48,0.95,1.48,(0.95 to 1.48)
Female,Pancreas,III,55-59,2,positive,rmst,42.5,1.15 (1.01 to 2.13),1.15,1.01 to 2.13,1.01,2.13,(1.01 to 2.13)
Female,Pancreas,III,60-64,1,negative,rmst,37.5,1.04 (0.97 to 1.07),1.04,0.97 to 1.07,0.97,1.07,(0.97 to 1.07)
Female,Pancreas,III,60-64,2,negative,rmst,37.5,0.99 (0.95 to 1.06),0.99,0.95 to 1.06,0.95,1.06,(0.95 to 1.06)
Female,Pancreas,III,60-64,2,positive,rmst,37.5,0.98 (0.71 to 1.03),0.98,0.71 to 1.03,0.71,1.03,(0.71 to 1.03)
Female,Pancreas,III,65-69,1,negative,rmst,32.5,0.97 (0.92 to 1.06),0.97,0.92 to 1.06,0.92,1.06,(0.92 to 1.06)
Female,Pancreas,III,65-69,2,negative,rmst,32.5,0.94 (0.82 to 1.02),0.94,0.82 to 1.02,0.82,1.02,(0.82 to 1.02)
Female,Pancreas,III,65-69,2,positive,rmst,32.5,0.95 (0.89 to 2.07),0.95,0.89 to 2.07,0.89,2.07,(0.89 to 2.07)
Female,Pancreas,III,70-74,1,negative,rmst,27.5,0.87 (0.83 to 0.92),0.87,0.83 to 0.92,0.83,0.92,(0.83 to 0.92)
Female,Pancreas,III,70-74,2,negative,rmst,27.5,0.91 (0.81 to 0.97),0.91,0.81 to 0.97,0.81,0.97,(0.81 to 0.97)
Female,Pancreas,III,70-74,2,positive,rmst,27.5,0.81 (0.77 to 0.98),0.81,0.77 to 0.98,0.77,0.98,(0.77 to 0.98)
Female,Pancreas,III,75-79,1,negative,rmst,22.5,0.76 (0.67 to 0.81),0.76,0.67 to 0.81,0.67,0.81,(0.67 to 0.81)
Female,Pancreas,III,75-79,2,negative,rmst,22.5,0.72 (0.65 to 1.08),0.72,0.65 to 1.08,0.65,1.08,(0.65 to 1.08)
Female,Pancreas,III,75-79,2,positive,rmst,22.5,0.85 (0.66 to 0.95),0.85,0.66 to 0.95,0.66,0.95,(0.66 to 0.95)
Female,Pancreas,IV,50-54,1,negative,rmst,47.5,0.61 (0.58 to 0.63),0.61,0.58 to 0.63,0.58,0.63,(0.58 to 0.63)
Female,Pancreas,IV,50-54,2,negative,rmst,47.5,0.68 (0.56 to 0.74),0.68,0.56 to 0.74,0.56,0.74,(0.56 to 0.74)
Female,Pancreas,IV,50-54,2,positive,rmst,47.5,0.63 (0.55 to 0.81),0.63,0.55 to 0.81,0.55,0.81,(0.55 to 0.81)
Female,Pancreas,IV,55-59,1,negative,rmst,42.5,0.53 (0.49 to 0.55),0.53,0.49 to 0.55,0.49,0.55,(0.49 to 0.55)
Female,Pancreas,IV,55-59,2,negative,rmst,42.5,0.5 (0.48 to 0.6),0.5,0.48 to 0.6,0.48,0.6,(0.48 to 0.6)
Female,Pancreas,IV,55-59,2,positive,rmst,42.5,0.54 (0.47 to 0.9),0.54,0.47 to 0.9,0.47,0.9,(0.47 to 0.9)
Female,Pancreas,IV,60-64,1,negative,rmst,37.5,0.51 (0.46 to 1.75),0.51,0.46 to 1.75,0.46,1.75,(0.46 to 1.75)
Female,Pancreas,IV,60-64,2,negative,rmst,37.5,0.51 (0.48 to 0.56),0.51,0.48 to 0.56,0.48,0.56,(0.48 to 0.56)
Female,Pancreas,IV,60-64,2,positive,rmst,37.5,0.51 (0.49 to 0.92),0.51,0.49 to 0.92,0.49,0.92,(0.49 to 0.92)
Female,Pancreas,IV,65-69,1,negative,rmst,32.5,0.44 (0.41 to 0.56),0.44,0.41 to 0.56,0.41,0.56,(0.41 to 0.56)
Female,Pancreas,IV,65-69,2,negative,rmst,32.5,0.42 (0.4 to 0.71),0.42,0.4 to 0.71,0.4,0.71,(0.4 to 0.71)
Female,Pancreas,IV,65-69,2,positive,rmst,32.5,0.43 (0.41 to 0.68),0.43,0.41 to 0.68,0.41,0.68,(0.41 to 0.68)
Female,Pancreas,IV,70-74,1,negative,rmst,27.5,0.37 (0.34 to 0.4),0.37,0.34 to 0.4,0.34,0.4,(0.34 to 0.4)
Female,Pancreas,IV,70-74,2,negative,rmst,27.5,0.38 (0.36 to 0.44),0.38,0.36 to 0.44,0.36,0.44,(0.36 to 0.44)
Female,Pancreas,IV,70-74,2,positive,rmst,27.5,0.34 (0.33 to 0.4),0.34,0.33 to 0.4,0.33,0.4,(0.33 to 0.4)
Female,Pancreas,IV,75-79,1,negative,rmst,22.5,0.45 (0.31 to 1.52),0.45,0.31 to 1.52,0.31,1.52,(0.31 to 1.52)
Female,Pancreas,IV,75-79,2,negative,rmst,22.5,0.34 (0.31 to 0.41),0.34,0.31 to 0.41,0.31,0.41,(0.31 to 0.41)
Female,Pancreas,IV,75-79,2,positive,rmst,22.5,0.33 (0.29 to 0.35),0.33,0.29 to 0.35,0.29,0.35,(0.29 to 0.35)
Female,Pancreas,Unknown/missing,50-54,1,negative,rmst,47.5,1.41 (1.35 to 1.43),1.41,1.35 to 1.43,1.35,1.43,(1.35 to 1.43)
Female,Pancreas,Unknown/missing,50-54,2,negative,rmst,47.5,1.41 (1.04 to 1.86),1.41,1.04 to 1.86,1.04,1.86,(1.04 to 1.86)
Female,Pancreas,Unknown/missing,50-54,2,positive,rmst,47.5,1.46 (1.35 to 1.77),1.46,1.35 to 1.77,1.35,1.77,(1.35 to 1.77)
Female,Pancreas,Unknown/missing,55-59,1,negative,rmst,42.5,1.32 (1.27 to 1.62),1.32,1.27 to 1.62,1.27,1.62,(1.27 to 1.62)
Female,Pancreas,Unknown/missing,55-59,2,negative,rmst,42.5,1.52 (1.35 to 1.67),1.52,1.35 to 1.67,1.35,1.67,(1.35 to 1.67)
Female,Pancreas,Unknown/missing,55-59,2,positive,rmst,42.5,1.4 (1.28 to 1.62),1.4,1.28 to 1.62,1.28,1.62,(1.28 to 1.62)
Female,Pancreas,Unknown/missing,60-64,1,negative,rmst,37.5,1.13 (1.11 to 1.43),1.13,1.11 to 1.43,1.11,1.43,(1.11 to 1.43)
Female,Pancreas,Unknown/missing,60-64,2,negative,rmst,37.5,1.19 (1.03 to 1.65),1.19,1.03 to 1.65,1.03,1.65,(1.03 to 1.65)
Female,Pancreas,Unknown/missing,60-64,2,positive,rmst,37.5,1.14 (1.11 to 1.2),1.14,1.11 to 1.2,1.11,1.2,(1.11 to 1.2)
Female,Pancreas,Unknown/missing,65-69,1,negative,rmst,32.5,0.93 (0.9 to 0.98),0.93,0.9 to 0.98,0.9,0.98,(0.9 to 0.98)
Female,Pancreas,Unknown/missing,65-69,2,negative,rmst,32.5,0.95 (0.88 to 1.07),0.95,0.88 to 1.07,0.88,1.07,(0.88 to 1.07)
Female,Pancreas,Unknown/missing,65-69,2,positive,rmst,32.5,0.89 (0.84 to 0.96),0.89,0.84 to 0.96,0.84,0.96,(0.84 to 0.96)
Female,Pancreas,Unknown/missing,70-74,1,negative,rmst,27.5,0.85 (0.76 to 1.04),0.85,0.76 to 1.04,0.76,1.04,(0.76 to 1.04)
Female,Pancreas,Unknown/missing,70-74,2,negative,rmst,27.5,0.82 (0.74 to 0.84),0.82,0.74 to 0.84,0.74,0.84,(0.74 to 0.84)
Female,Pancreas,Unknown/missing,70-74,2,positive,rmst,27.5,0.81 (0.75 to 0.85),0.81,0.75 to 0.85,0.75,0.85,(0.75 to 0.85)
Female,Pancreas,Unknown/missing,75-79,1,negative,rmst,22.5,0.77 (0.7 to 0.8),0.77,0.7 to 0.8,0.7,0.8,(0.7 to 0.8)
Female,Pancreas,Unknown/missing,75-79,2,negative,rmst,22.5,0.71 (0.64 to 0.73),0.71,0.64 to 0.73,0.64,0.73,(0.64 to 0.73)
Female,Pancreas,Unknown/missing,75-79,2,positive,rmst,22.5,0.69 (0.66 to 1.01),0.69,0.66 to 1.01,0.66,1.01,(0.66 to 1.01)
Male,Pancreas,I,50-54,1,negative,rmst,47.5,1.9 (1.73 to 2.23),1.9,1.73 to 2.23,1.73,2.23,(1.73 to 2.23)
Male,Pancreas,I,50-54,2,negative,rmst,47.5,1.94 (1.85 to 3.03),1.94,1.85 to 3.03,1.85,3.03,(1.85 to 3.03)
Male,Pancreas,I,50-54,2,positive,rmst,47.5,1.95 (1.78 to 2.07),1.95,1.78 to 2.07,1.78,2.07,(1.78 to 2.07)
Male,Pancreas,I,55-59,1,negative,rmst,42.5,1.42 (1.37 to 1.56),1.42,1.37 to 1.56,1.37,1.56,(1.37 to 1.56)
Male,Pancreas,I,55-59,2,negative,rmst,42.5,1.61 (1.56 to 1.66),1.61,1.56 to 1.66,1.56,1.66,(1.56 to 1.66)
Male,Pancreas,I,55-59,2,positive,rmst,42.5,1.36 (1.13 to 1.62),1.36,1.13 to 1.62,1.13,1.62,(1.13 to 1.62)
Male,Pancreas,I,60-64,1,negative,rmst,37.5,1.51 (1.46 to 2.45),1.51,1.46 to 2.45,1.46,2.45,(1.46 to 2.45)
Male,Pancreas,I,60-64,2,negative,rmst,37.5,1.45 (1.18 to 2.28),1.45,1.18 to 2.28,1.18,2.28,(1.18 to 2.28)
Male,Pancreas,I,60-64,2,positive,rmst,37.5,1.48 (1.4 to 3.02),1.48,1.4 to 3.02,1.4,3.02,(1.4 to 3.02)
Male,Pancreas,I,65-69,1,negative,rmst,32.5,1.41 (1.31 to 1.88),1.41,1.31 to 1.88,1.31,1.88,(1.31 to 1.88)
Male,Pancreas,I,65-69,2,negative,rmst,32.5,1.5 (0.57 to 1.53),1.5,0.57 to 1.53,0.57,1.53,(0.57 to 1.53)
Male,Pancreas,I,65-69,2,positive,rmst,32.5,1.43 (1.4 to 1.45),1.43,1.4 to 1.45,1.4,1.45,(1.4 to 1.45)
Male,Pancreas,I,70-74,1,negative,rmst,27.5,2 (1.1 to 2.91),2,1.1 to 2.91,1.1,2.91,(1.1 to 2.91)
Male,Pancreas,I,70-74,2,negative,rmst,27.5,1.19 (1.13 to 1.4),1.19,1.13 to 1.4,1.13,1.4,(1.13 to 1.4)
Male,Pancreas,I,70-74,2,positive,rmst,27.5,1.26 (1.21 to 1.66),1.26,1.21 to 1.66,1.21,1.66,(1.21 to 1.66)
Male,Pancreas,I,75-79,1,negative,rmst,22.5,1.09 (0.98 to 1.14),1.09,0.98 to 1.14,0.98,1.14,(0.98 to 1.14)
Male,Pancreas,I,75-79,2,negative,rmst,22.5,0.98 (0.79 to 1.25),0.98,0.79 to 1.25,0.79,1.25,(0.79 to 1.25)
Male,Pancreas,I,75-79,2,positive,rmst,22.5,1.08 (0.94 to 1.32),1.08,0.94 to 1.32,0.94,1.32,(0.94 to 1.32)
Male,Pancreas,II,50-54,1,negative,rmst,47.5,1.73 (1.53 to 1.8),1.73,1.53 to 1.8,1.53,1.8,(1.53 to 1.8)
Male,Pancreas,II,50-54,2,negative,rmst,47.5,1.72 (1.61 to 1.89),1.72,1.61 to 1.89,1.61,1.89,(1.61 to 1.89)
Male,Pancreas,II,50-54,2,positive,rmst,47.5,1.58 (1.45 to 2.05),1.58,1.45 to 2.05,1.45,2.05,(1.45 to 2.05)
Male,Pancreas,II,55-59,1,negative,rmst,42.5,1.66 (1.58 to 1.72),1.66,1.58 to 1.72,1.58,1.72,(1.58 to 1.72)
Male,Pancreas,II,55-59,2,negative,rmst,42.5,1.63 (1.58 to 1.88),1.63,1.58 to 1.88,1.58,1.88,(1.58 to 1.88)
Male,Pancreas,II,55-59,2,positive,rmst,42.5,1.67 (1.38 to 1.75),1.67,1.38 to 1.75,1.38,1.75,(1.38 to 1.75)
Male,Pancreas,II,60-64,1,negative,rmst,37.5,1.58 (1.5 to 1.65),1.58,1.5 to 1.65,1.5,1.65,(1.5 to 1.65)
Male,Pancreas,II,60-64,2,negative,rmst,37.5,1.53 (1.5 to 1.57),1.53,1.5 to 1.57,1.5,1.57,(1.5 to 1.57)
Male,Pancreas,II,60-64,2,positive,rmst,37.5,1.5 (1.35 to 1.58),1.5,1.35 to 1.58,1.35,1.58,(1.35 to 1.58)
Male,Pancreas,II,65-69,1,negative,rmst,32.5,1.48 (1.39 to 1.6),1.48,1.39 to 1.6,1.39,1.6,(1.39 to 1.6)
Male,Pancreas,II,65-69,2,negative,rmst,32.5,1.47 (1.33 to 1.59),1.47,1.33 to 1.59,1.33,1.59,(1.33 to 1.59)
Male,Pancreas,II,65-69,2,positive,rmst,32.5,1.48 (1.44 to 1.56),1.48,1.44 to 1.56,1.44,1.56,(1.44 to 1.56)
Male,Pancreas,II,70-74,1,negative,rmst,27.5,1.31 (0.75 to 1.39),1.31,0.75 to 1.39,0.75,1.39,(0.75 to 1.39)
Male,Pancreas,II,70-74,2,negative,rmst,27.5,1.34 (1.26 to 1.5),1.34,1.26 to 1.5,1.26,1.5,(1.26 to 1.5)
Male,Pancreas,II,70-74,2,positive,rmst,27.5,1.33 (1.26 to 1.38),1.33,1.26 to 1.38,1.26,1.38,(1.26 to 1.38)
Male,Pancreas,II,75-79,1,negative,rmst,22.5,1.19 (1.1 to 1.26),1.19,1.1 to 1.26,1.1,1.26,(1.1 to 1.26)
Male,Pancreas,II,75-79,2,negative,rmst,22.5,1.11 (0.58 to 1.43),1.11,0.58 to 1.43,0.58,1.43,(0.58 to 1.43)
Male,Pancreas,II,75-79,2,positive,rmst,22.5,1.26 (1.16 to 1.44),1.26,1.16 to 1.44,1.16,1.44,(1.16 to 1.44)
Male,Pancreas,III,50-54,1,negative,rmst,47.5,1.08 (1.01 to 1.34),1.08,1.01 to 1.34,1.01,1.34,(1.01 to 1.34)
Male,Pancreas,III,50-54,2,negative,rmst,47.5,1.06 (0.85 to 1.5),1.06,0.85 to 1.5,0.85,1.5,(0.85 to 1.5)
Male,Pancreas,III,50-54,2,positive,rmst,47.5,1.12 (0.69 to 1.31),1.12,0.69 to 1.31,0.69,1.31,(0.69 to 1.31)
Male,Pancreas,III,55-59,1,negative,rmst,42.5,1.07 (0.99 to 1.22),1.07,0.99 to 1.22,0.99,1.22,(0.99 to 1.22)
Male,Pancreas,III,55-59,2,negative,rmst,42.5,1.01 (0.93 to 2.16),1.01,0.93 to 2.16,0.93,2.16,(0.93 to 2.16)
Male,Pancreas,III,55-59,2,positive,rmst,42.5,1.02 (0.97 to 1.17),1.02,0.97 to 1.17,0.97,1.17,(0.97 to 1.17)
Male,Pancreas,III,60-64,1,negative,rmst,37.5,0.96 (0.85 to 2.61),0.96,0.85 to 2.61,0.85,2.61,(0.85 to 2.61)
Male,Pancreas,III,60-64,2,negative,rmst,37.5,1 (0.88 to 1.21),1,0.88 to 1.21,0.88,1.21,(0.88 to 1.21)
Male,Pancreas,III,60-64,2,positive,rmst,37.5,0.93 (0.88 to 1.62),0.93,0.88 to 1.62,0.88,1.62,(0.88 to 1.62)
Male,Pancreas,III,65-69,1,negative,rmst,32.5,0.93 (0.92 to 1.03),0.93,0.92 to 1.03,0.92,1.03,(0.92 to 1.03)
Male,Pancreas,III,65-69,2,negative,rmst,32.5,0.91 (0.87 to 0.93),0.91,0.87 to 0.93,0.87,0.93,(0.87 to 0.93)
Male,Pancreas,III,65-69,2,positive,rmst,32.5,0.91 (0.84 to 1.72),0.91,0.84 to 1.72,0.84,1.72,(0.84 to 1.72)
Male,Pancreas,III,70-74,1,negative,rmst,27.5,0.81 (0.76 to 0.83),0.81,0.76 to 0.83,0.76,0.83,(0.76 to 0.83)
Male,Pancreas,III,70-74,2,negative,rmst,27.5,0.78 (0.77 to 0.89),0.78,0.77 to 0.89,0.77,0.89,(0.77 to 0.89)
Male,Pancreas,III,70-74,2,positive,rmst,27.5,0.82 (0.77 to 1.29),0.82,0.77 to 1.29,0.77,1.29,(0.77 to 1.29)
Male,Pancreas,III,75-79,1,negative,rmst,22.5,0.75 (0.68 to 0.81),0.75,0.68 to 0.81,0.68,0.81,(0.68 to 0.81)
Male,Pancreas,III,75-79,2,negative,rmst,22.5,0.72 (0.65 to 1.11),0.72,0.65 to 1.11,0.65,1.11,(0.65 to 1.11)
Male,Pancreas,III,75-79,2,positive,rmst,22.5,0.74 (0.68 to 2.29),0.74,0.68 to 2.29,0.68,2.29,(0.68 to 2.29)
Male,Pancreas,IV,50-54,1,negative,rmst,47.5,0.8 (0.59 to 1.22),0.8,0.59 to 1.22,0.59,1.22,(0.59 to 1.22)
Male,Pancreas,IV,50-54,2,negative,rmst,47.5,0.63 (0.56 to 1.21),0.63,0.56 to 1.21,0.56,1.21,(0.56 to 1.21)
Male,Pancreas,IV,50-54,2,positive,rmst,47.5,0.63 (0.52 to 0.76),0.63,0.52 to 0.76,0.52,0.76,(0.52 to 0.76)
Male,Pancreas,IV,55-59,1,negative,rmst,42.5,0.57 (0.5 to 0.72),0.57,0.5 to 0.72,0.5,0.72,(0.5 to 0.72)
Male,Pancreas,IV,55-59,2,negative,rmst,42.5,0.52 (0.49 to 0.57),0.52,0.49 to 0.57,0.49,0.57,(0.49 to 0.57)
Male,Pancreas,IV,55-59,2,positive,rmst,42.5,0.56 (0.48 to 0.57),0.56,0.48 to 0.57,0.48,0.57,(0.48 to 0.57)
Male,Pancreas,IV,60-64,1,negative,rmst,37.5,0.49 (0.46 to 0.66),0.49,0.46 to 0.66,0.46,0.66,(0.46 to 0.66)
Male,Pancreas,IV,60-64,2,negative,rmst,37.5,0.53 (0.46 to 1.05),0.53,0.46 to 1.05,0.46,1.05,(0.46 to 1.05)
Male,Pancreas,IV,60-64,2,positive,rmst,37.5,0.53 (0.45 to 0.56),0.53,0.45 to 0.56,0.45,0.56,(0.45 to 0.56)
Male,Pancreas,IV,65-69,1,negative,rmst,32.5,0.43 (0.4 to 0.44),0.43,0.4 to 0.44,0.4,0.44,(0.4 to 0.44)
Male,Pancreas,IV,65-69,2,negative,rmst,32.5,0.42 (0.39 to 0.57),0.42,0.39 to 0.57,0.39,0.57,(0.39 to 0.57)
Male,Pancreas,IV,65-69,2,positive,rmst,32.5,0.43 (0.43 to 0.64),0.43,0.43 to 0.64,0.43,0.64,(0.43 to 0.64)
Male,Pancreas,IV,70-74,1,negative,rmst,27.5,0.37 (0.34 to 0.44),0.37,0.34 to 0.44,0.34,0.44,(0.34 to 0.44)
Male,Pancreas,IV,70-74,2,negative,rmst,27.5,0.41 (0.34 to 0.67),0.41,0.34 to 0.67,0.34,0.67,(0.34 to 0.67)
Male,Pancreas,IV,70-74,2,positive,rmst,27.5,0.4 (0.35 to 0.43),0.4,0.35 to 0.43,0.35,0.43,(0.35 to 0.43)
Male,Pancreas,IV,75-79,1,negative,rmst,22.5,0.33 (0.3 to 0.45),0.33,0.3 to 0.45,0.3,0.45,(0.3 to 0.45)
Male,Pancreas,IV,75-79,2,negative,rmst,22.5,0.36 (0.28 to 0.89),0.36,0.28 to 0.89,0.28,0.89,(0.28 to 0.89)
Male,Pancreas,IV,75-79,2,positive,rmst,22.5,0.35 (0.3 to 0.42),0.35,0.3 to 0.42,0.3,0.42,(0.3 to 0.42)
Male,Pancreas,Unknown/missing,50-54,1,negative,rmst,47.5,1.47 (1.38 to 1.93),1.47,1.38 to 1.93,1.38,1.93,(1.38 to 1.93)
Male,Pancreas,Unknown/missing,50-54,2,negative,rmst,47.5,1.37 (1.32 to 1.57),1.37,1.32 to 1.57,1.32,1.57,(1.32 to 1.57)
Male,Pancreas,Unknown/missing,50-54,2,positive,rmst,47.5,1.44 (1.26 to 1.55),1.44,1.26 to 1.55,1.26,1.55,(1.26 to 1.55)
Male,Pancreas,Unknown/missing,55-59,1,negative,rmst,42.5,1.34 (1.29 to 1.47),1.34,1.29 to 1.47,1.29,1.47,(1.29 to 1.47)
Male,Pancreas,Unknown/missing,55-59,2,negative,rmst,42.5,1.59 (1.18 to 1.95),1.59,1.18 to 1.95,1.18,1.95,(1.18 to 1.95)
Male,Pancreas,Unknown/missing,55-59,2,positive,rmst,42.5,1.37 (1.27 to 1.68),1.37,1.27 to 1.68,1.27,1.68,(1.27 to 1.68)
Male,Pancreas,Unknown/missing,60-64,1,negative,rmst,37.5,1.08 (1.06 to 1.18),1.08,1.06 to 1.18,1.06,1.18,(1.06 to 1.18)
Male,Pancreas,Unknown/missing,60-64,2,negative,rmst,37.5,1.11 (1.09 to 1.3),1.11,1.09 to 1.3,1.09,1.3,(1.09 to 1.3)
Male,Pancreas,Unknown/missing,60-64,2,positive,rmst,37.5,1.21 (1.15 to 1.31),1.21,1.15 to 1.31,1.15,1.31,(1.15 to 1.31)
Male,Pancreas,Unknown/missing,65-69,1,negative,rmst,32.5,0.96 (0.93 to 0.97),0.96,0.93 to 0.97,0.93,0.97,(0.93 to 0.97)
Male,Pancreas,Unknown/missing,65-69,2,negative,rmst,32.5,0.93 (0.88 to 1.26),0.93,0.88 to 1.26,0.88,1.26,(0.88 to 1.26)
Male,Pancreas,Unknown/missing,65-69,2,positive,rmst,32.5,0.94 (0.86 to 1.01),0.94,0.86 to 1.01,0.86,1.01,(0.86 to 1.01)
Male,Pancreas,Unknown/missing,70-74,1,negative,rmst,27.5,0.82 (0.71 to 0.85),0.82,0.71 to 0.85,0.71,0.85,(0.71 to 0.85)
Male,Pancreas,Unknown/missing,70-74,2,negative,rmst,27.5,0.8 (0.77 to 0.81),0.8,0.77 to 0.81,0.77,0.81,(0.77 to 0.81)
Male,Pancreas,Unknown/missing,70-74,2,positive,rmst,27.5,0.82 (0.75 to 1.01),0.82,0.75 to 1.01,0.75,1.01,(0.75 to 1.01)
