Sex,NCRAS_Draw,Stage,Age,haz_ratio,cfDNA_status,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female,Uterus,III,55-59,2,positive,rmst,42.5,2.42 (2.25 to 2.49),2.42,2.25 to 2.49,2.25,2.49,(2.25 to 2.49)
Female,Uterus,III,60-64,1,negative,rmst,37.5,2.4 (2.22 to 2.46),2.4,2.22 to 2.46,2.22,2.46,(2.22 to 2.46)
Female,Uterus,III,60-64,2,negative,rmst,37.5,2.28 (2.25 to 2.47),2.28,2.25 to 2.47,2.25,2.47,(2.25 to 2.47)
Female,Uterus,III,60-64,2,positive,rmst,37.5,2.24 (2.21 to 2.44),2.24,2.21 to 2.44,2.21,2.44,(2.21 to 2.44)
Female,Uterus,III,65-69,1,negative,rmst,32.5,2.31 (2.2 to 2.36),2.31,2.2 to 2.36,2.2,2.36,(2.2 to 2.36)
Female,Uterus,III,65-69,2,negative,rmst,32.5,2.23 (2.18 to 2.4),2.23,2.18 to 2.4,2.18,2.4,(2.18 to 2.4)
Female,Uterus,III,65-69,2,positive,rmst,32.5,2.39 (2.27 to 2.61),2.39,2.27 to 2.61,2.27,2.61,(2.27 to 2.61)
Female,Uterus,III,70-74,1,negative,rmst,27.5,1.91 (1.77 to 1.93),1.91,1.77 to 1.93,1.77,1.93,(1.77 to 1.93)
Female,Uterus,III,70-74,2,negative,rmst,27.5,1.89 (1.78 to 1.99),1.89,1.78 to 1.99,1.78,1.99,(1.78 to 1.99)
Female,Uterus,III,70-74,2,positive,rmst,27.5,1.89 (1.69 to 2.01),1.89,1.69 to 2.01,1.69,2.01,(1.69 to 2.01)
Female,Uterus,III,75-79,1,negative,rmst,22.5,1.95 (1.88 to 2.09),1.95,1.88 to 2.09,1.88,2.09,(1.88 to 2.09)
Female,Uterus,III,75-79,2,negative,rmst,22.5,1.9 (1.82 to 2.2),1.9,1.82 to 2.2,1.82,2.2,(1.82 to 2.2)
Female,Uterus,III,75-79,2,positive,rmst,22.5,1.94 (1.61 to 2.21),1.94,1.61 to 2.21,1.61,2.21,(1.61 to 2.21)
Female,Uterus,IV,50-54,1,negative,rmst,47.5,1.45 (1.34 to 2.14),1.45,1.34 to 2.14,1.34,2.14,(1.34 to 2.14)
Female,Uterus,IV,50-54,2,negative,rmst,47.5,1.34 (1.13 to 1.94),1.34,1.13 to 1.94,1.13,1.94,(1.13 to 1.94)
Female,Uterus,IV,50-54,2,positive,rmst,47.5,1.27 (1.12 to 2.86),1.27,1.12 to 2.86,1.12,2.86,(1.12 to 2.86)
Female,Uterus,IV,55-59,1,negative,rmst,42.5,1.61 (1.56 to 1.72),1.61,1.56 to 1.72,1.56,1.72,(1.56 to 1.72)
Female,Uterus,IV,55-59,2,negative,rmst,42.5,1.6 (1.42 to 1.71),1.6,1.42 to 1.71,1.42,1.71,(1.42 to 1.71)
Female,Uterus,IV,55-59,2,positive,rmst,42.5,1.53 (1.44 to 1.67),1.53,1.44 to 1.67,1.44,1.67,(1.44 to 1.67)
Female,Uterus,IV,60-64,1,negative,rmst,37.5,1.43 (1.25 to 1.75),1.43,1.25 to 1.75,1.25,1.75,(1.25 to 1.75)
Female,Uterus,IV,60-64,2,negative,rmst,37.5,1.31 (0.91 to 1.4),1.31,0.91 to 1.4,0.91,1.4,(0.91 to 1.4)
Female,Uterus,IV,60-64,2,positive,rmst,37.5,1.34 (1.18 to 1.96),1.34,1.18 to 1.96,1.18,1.96,(1.18 to 1.96)
Female,Uterus,IV,65-69,1,negative,rmst,32.5,1.31 (1.16 to 1.4),1.31,1.16 to 1.4,1.16,1.4,(1.16 to 1.4)
Female,Uterus,IV,65-69,2,negative,rmst,32.5,1.26 (1.22 to 1.33),1.26,1.22 to 1.33,1.22,1.33,(1.22 to 1.33)
Female,Uterus,IV,65-69,2,positive,rmst,32.5,1.34 (1.01 to 1.7),1.34,1.01 to 1.7,1.01,1.7,(1.01 to 1.7)
Female,Uterus,IV,70-74,1,negative,rmst,27.5,1.11 (1.01 to 1.29),1.11,1.01 to 1.29,1.01,1.29,(1.01 to 1.29)
Female,Uterus,IV,70-74,2,negative,rmst,27.5,1.11 (1.04 to 1.65),1.11,1.04 to 1.65,1.04,1.65,(1.04 to 1.65)
Female,Uterus,IV,70-74,2,positive,rmst,27.5,1.06 (1.04 to 1.09),1.06,1.04 to 1.09,1.04,1.09,(1.04 to 1.09)
Female,Uterus,IV,75-79,1,negative,rmst,22.5,1.1 (0.98 to 1.26),1.1,0.98 to 1.26,0.98,1.26,(0.98 to 1.26)
Female,Uterus,IV,75-79,2,negative,rmst,22.5,1.42 (1.09 to 3.48),1.42,1.09 to 3.48,1.09,3.48,(1.09 to 3.48)
Female,Uterus,IV,75-79,2,positive,rmst,22.5,1.16 (1.1 to 1.53),1.16,1.1 to 1.53,1.1,1.53,(1.1 to 1.53)
Female,Uterus,Unknown/missing,50-54,1,negative,rmst,47.5,3.45 (3.25 to 3.74),3.45,3.25 to 3.74,3.25,3.74,(3.25 to 3.74)
Female,Uterus,Unknown/missing,50-54,2,negative,rmst,47.5,3.22 (3 to 3.31),3.22,3 to 3.31,3,3.31,(3 to 3.31)
Female,Uterus,Unknown/missing,50-54,2,positive,rmst,47.5,2.99 (2.85 to 3.39),2.99,2.85 to 3.39,2.85,3.39,(2.85 to 3.39)
Female,Uterus,Unknown/missing,55-59,1,negative,rmst,42.5,3.06 (2.45 to 3.43),3.06,2.45 to 3.43,2.45,3.43,(2.45 to 3.43)
Female,Uterus,Unknown/missing,55-59,2,negative,rmst,42.5,3.05 (2.63 to 3.12),3.05,2.63 to 3.12,2.63,3.12,(2.63 to 3.12)
Female,Uterus,Unknown/missing,55-59,2,positive,rmst,42.5,3.09 (2.9 to 4.01),3.09,2.9 to 4.01,2.9,4.01,(2.9 to 4.01)
Female,Uterus,Unknown/missing,60-64,1,negative,rmst,37.5,2.87 (2.51 to 3.02),2.87,2.51 to 3.02,2.51,3.02,(2.51 to 3.02)
Female,Uterus,Unknown/missing,60-64,2,negative,rmst,37.5,2.86 (2.34 to 3.08),2.86,2.34 to 3.08,2.34,3.08,(2.34 to 3.08)
Female,Uterus,Unknown/missing,60-64,2,positive,rmst,37.5,2.98 (2.75 to 3.25),2.98,2.75 to 3.25,2.75,3.25,(2.75 to 3.25)
Female,Uterus,Unknown/missing,65-69,1,negative,rmst,32.5,2.97 (2.85 to 3.22),2.97,2.85 to 3.22,2.85,3.22,(2.85 to 3.22)
Female,Uterus,Unknown/missing,65-69,2,negative,rmst,32.5,2.99 (2.78 to 3.25),2.99,2.78 to 3.25,2.78,3.25,(2.78 to 3.25)
Female,Uterus,Unknown/missing,65-69,2,positive,rmst,32.5,2.99 (2.83 to 3.49),2.99,2.83 to 3.49,2.83,3.49,(2.83 to 3.49)
Female,Uterus,Unknown/missing,70-74,1,negative,rmst,27.5,2.21 (2.19 to 4.59),2.21,2.19 to 4.59,2.19,4.59,(2.19 to 4.59)
Female,Uterus,Unknown/missing,70-74,2,negative,rmst,27.5,2.52 (2.36 to 2.67),2.52,2.36 to 2.67,2.36,2.67,(2.36 to 2.67)
Female,Uterus,Unknown/missing,70-74,2,positive,rmst,27.5,2.27 (2.06 to 2.46),2.27,2.06 to 2.46,2.06,2.46,(2.06 to 2.46)
Female,Uterus,Unknown/missing,75-79,1,negative,rmst,22.5,2.11 (1.98 to 2.47),2.11,1.98 to 2.47,1.98,2.47,(1.98 to 2.47)
Female,Uterus,Unknown/missing,75-79,2,negative,rmst,22.5,1.91 (1.82 to 2.09),1.91,1.82 to 2.09,1.82,2.09,(1.82 to 2.09)
Female,Uterus,Unknown/missing,75-79,2,positive,rmst,22.5,2.02 (1.91 to 2.38),2.02,1.91 to 2.38,1.91,2.38,(1.91 to 2.38)
