characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female.Kidney.I.70-74.1.5.negative,rmst,27,14.6 (14.41 to 14.6),14.6,14.41 to 14.6,14.41,14.6,(14.41 to 14.6)
Male.Kidney.I.70-74.1.5.negative,rmst,27,12.8 (12.78 to 12.8),12.8,12.78 to 12.8,12.78,12.8,(12.78 to 12.8)
Female.Kidney.II.70-74.1.5.negative,rmst,27,13.75 (12.18 to 14.31),13.75,12.18 to 14.31,12.18,14.31,(12.18 to 14.31)
Male.Kidney.II.70-74.1.5.negative,rmst,27,12.42 (11.53 to 12.7),12.42,11.53 to 12.7,11.53,12.7,(11.53 to 12.7)
Female.Kidney.III.70-74.1.5.negative,rmst,27,12.17 (10.48 to 13.32),12.17,10.48 to 13.32,10.48,13.32,(10.48 to 13.32)
Male.Kidney.III.70-74.1.5.negative,rmst,27,11.71 (10.46 to 12.23),11.71,10.46 to 12.23,10.46,12.23,(10.46 to 12.23)
Female.Kidney.IV.70-74.1.5.negative,rmst,27,2.71 (2.16 to 3.73),2.71,2.16 to 3.73,2.16,3.73,(2.16 to 3.73)
Male.Kidney.IV.70-74.1.5.negative,rmst,27,2.72 (2.13 to 3.61),2.72,2.13 to 3.61,2.13,3.61,(2.13 to 3.61)
Female.Kidney.I.75-79.1.5.negative,rmst,22,10.96 (10.79 to 11),10.96,10.79 to 11,10.79,11,(10.79 to 11)
Male.Kidney.I.75-79.1.5.negative,rmst,22,9.59 (9.57 to 9.59),9.59,9.57 to 9.59,9.57,9.59,(9.57 to 9.59)
Female.Kidney.II.75-79.1.5.negative,rmst,22,10.17 (8.83 to 10.91),10.17,8.83 to 10.91,8.83,10.91,(8.83 to 10.91)
Male.Kidney.II.75-79.1.5.negative,rmst,22,9.59 (8.81 to 9.59),9.59,8.81 to 9.59,8.81,9.59,(8.81 to 9.59)
Female.Kidney.III.75-79.1.5.negative,rmst,22,10.07 (9.17 to 10.5),10.07,9.17 to 10.5,9.17,10.5,(9.17 to 10.5)
Male.Kidney.III.75-79.1.5.negative,rmst,22,9.17 (8.82 to 9.33),9.17,8.82 to 9.33,8.82,9.33,(8.82 to 9.33)
Female.Kidney.IV.75-79.1.5.negative,rmst,22,2.29 (1.94 to 2.88),2.29,1.94 to 2.88,1.94,2.88,(1.94 to 2.88)
Male.Kidney.IV.75-79.1.5.negative,rmst,22,2.32 (1.92 to 2.89),2.32,1.92 to 2.89,1.92,2.89,(1.92 to 2.89)
Female.Kidney.I.50-54.3.negative,rmst,47,29.78 (26.17 to 31.48),29.78,26.17 to 31.48,26.17,31.48,(26.17 to 31.48)
Male.Kidney.I.50-54.3.negative,rmst,47,28.8 (26.5 to 28.8),28.8,26.5 to 28.8,26.5,28.8,(26.5 to 28.8)
Female.Kidney.II.50-54.3.negative,rmst,47,30.07 (23.55 to 31.64),30.07,23.55 to 31.64,23.55,31.64,(23.55 to 31.64)
Male.Kidney.II.50-54.3.negative,rmst,47,28.8 (21.61 to 28.8),28.8,21.61 to 28.8,21.61,28.8,(21.61 to 28.8)
Female.Kidney.III.50-54.3.negative,rmst,47,20.35 (14.5 to 25.56),20.35,14.5 to 25.56,14.5,25.56,(14.5 to 25.56)
Male.Kidney.III.50-54.3.negative,rmst,47,19.76 (14.47 to 25.98),19.76,14.47 to 25.98,14.47,25.98,(14.47 to 25.98)
Female.Kidney.IV.50-54.3.negative,rmst,47,7.12 (4.55 to 11.85),7.12,4.55 to 11.85,4.55,11.85,(4.55 to 11.85)
Male.Kidney.IV.50-54.3.negative,rmst,47,6.91 (4.53 to 10.74),6.91,4.53 to 10.74,4.53,10.74,(4.53 to 10.74)
Female.Kidney.I.55-59.3.negative,rmst,42,27.09 (23.74 to 27.11),27.09,23.74 to 27.11,23.74,27.11,(23.74 to 27.11)
Male.Kidney.I.55-59.3.negative,rmst,42,24.46 (24.22 to 24.46),24.46,24.22 to 24.46,24.22,24.46,(24.22 to 24.46)
Female.Kidney.II.55-59.3.negative,rmst,42,27.11 (24.3 to 27.11),27.11,24.3 to 27.11,24.3,27.11,(24.3 to 27.11)
Male.Kidney.II.55-59.3.negative,rmst,42,24.46 (23.75 to 24.46),24.46,23.75 to 24.46,23.75,24.46,(23.75 to 24.46)
Female.Kidney.III.55-59.3.negative,rmst,42,18.47 (15.11 to 22.63),18.47,15.11 to 22.63,15.11,22.63,(15.11 to 22.63)
Male.Kidney.III.55-59.3.negative,rmst,42,17.7 (14.78 to 21.31),17.7,14.78 to 21.31,14.78,21.31,(14.78 to 21.31)
Female.Kidney.IV.55-59.3.negative,rmst,42,4.87 (3.7 to 7.55),4.87,3.7 to 7.55,3.7,7.55,(3.7 to 7.55)
Male.Kidney.IV.55-59.3.negative,rmst,42,4.93 (3.64 to 7.72),4.93,3.64 to 7.72,3.64,7.72,(3.64 to 7.72)
Female.Kidney.I.60-64.3.negative,rmst,37,22.28 (20.26 to 22.74),22.28,20.26 to 22.74,20.26,22.74,(20.26 to 22.74)
Male.Kidney.I.60-64.3.negative,rmst,37,20.32 (20.13 to 20.32),20.32,20.13 to 20.32,20.13,20.32,(20.13 to 20.32)
Female.Kidney.II.60-64.3.negative,rmst,37,22.52 (19.38 to 22.74),22.52,19.38 to 22.74,19.38,22.74,(19.38 to 22.74)
Male.Kidney.II.60-64.3.negative,rmst,37,20.32 (19.67 to 20.32),20.32,19.67 to 20.32,19.67,20.32,(19.67 to 20.32)
Female.Kidney.III.60-64.3.negative,rmst,37,17.32 (14.52 to 20.71),17.32,14.52 to 20.71,14.52,20.71,(14.52 to 20.71)
Male.Kidney.III.60-64.3.negative,rmst,37,16.66 (14.01 to 18.56),16.66,14.01 to 18.56,14.01,18.56,(14.01 to 18.56)
Female.Kidney.IV.60-64.3.negative,rmst,37,4.52 (3.64 to 6.09),4.52,3.64 to 6.09,3.64,6.09,(3.64 to 6.09)
Male.Kidney.IV.60-64.3.negative,rmst,37,4.5 (3.56 to 6.06),4.5,3.56 to 6.06,3.56,6.06,(3.56 to 6.06)
Female.Kidney.I.65-69.3.negative,rmst,32,18.45 (17.81 to 18.57),18.45,17.81 to 18.57,17.81,18.57,(17.81 to 18.57)
Male.Kidney.I.65-69.3.negative,rmst,32,16.43 (16.36 to 16.43),16.43,16.36 to 16.43,16.36,16.43,(16.36 to 16.43)
Female.Kidney.II.65-69.3.negative,rmst,32,17.17 (14.7 to 18),17.17,14.7 to 18,14.7,18,(14.7 to 18)
Male.Kidney.II.65-69.3.negative,rmst,32,15.85 (14.3 to 16.25),15.85,14.3 to 16.25,14.3,16.25,(14.3 to 16.25)
Female.Kidney.III.65-69.3.negative,rmst,32,14.8 (13.1 to 16.45),14.8,13.1 to 16.45,13.1,16.45,(13.1 to 16.45)
Male.Kidney.III.65-69.3.negative,rmst,32,14.24 (12.65 to 15.6),14.24,12.65 to 15.6,12.65,15.6,(12.65 to 15.6)
Female.Kidney.IV.65-69.3.negative,rmst,32,4.5 (3.55 to 6.09),4.5,3.55 to 6.09,3.55,6.09,(3.55 to 6.09)
Male.Kidney.IV.65-69.3.negative,rmst,32,4.47 (3.51 to 5.99),4.47,3.51 to 5.99,3.51,5.99,(3.51 to 5.99)
Female.Kidney.I.70-74.3.negative,rmst,27,14.6 (14.47 to 14.6),14.6,14.47 to 14.6,14.47,14.6,(14.47 to 14.6)
Male.Kidney.I.70-74.3.negative,rmst,27,12.8 (12.78 to 12.8),12.8,12.78 to 12.8,12.78,12.8,(12.78 to 12.8)
Female.Kidney.II.70-74.3.negative,rmst,27,14.13 (13.07 to 14.6),14.13,13.07 to 14.6,13.07,14.6,(13.07 to 14.6)
Male.Kidney.II.70-74.3.negative,rmst,27,12.8 (12.33 to 12.8),12.8,12.33 to 12.8,12.33,12.8,(12.33 to 12.8)
Female.Kidney.III.70-74.3.negative,rmst,27,12.91 (11.34 to 13.84),12.91,11.34 to 13.84,11.34,13.84,(11.34 to 13.84)
Male.Kidney.III.70-74.3.negative,rmst,27,12.23 (11.2 to 12.62),12.23,11.2 to 12.62,11.2,12.62,(11.2 to 12.62)
Female.Kidney.IV.70-74.3.negative,rmst,27,3.62 (2.8 to 4.96),3.62,2.8 to 4.96,2.8,4.96,(2.8 to 4.96)
Male.Kidney.IV.70-74.3.negative,rmst,27,3.6 (2.81 to 4.88),3.6,2.81 to 4.88,2.81,4.88,(2.81 to 4.88)
Female.Kidney.I.75-79.3.negative,rmst,22,10.99 (10.88 to 11),10.99,10.88 to 11,10.88,11,(10.88 to 11)
Male.Kidney.I.75-79.3.negative,rmst,22,9.59 (9.56 to 9.59),9.59,9.56 to 9.59,9.56,9.59,(9.56 to 9.59)
Female.Kidney.II.75-79.3.negative,rmst,22,10.79 (9.82 to 11),10.79,9.82 to 11,9.82,11,(9.82 to 11)
Male.Kidney.II.75-79.3.negative,rmst,22,9.59 (9.34 to 9.59),9.59,9.34 to 9.59,9.34,9.59,(9.34 to 9.59)
Female.Kidney.III.75-79.3.negative,rmst,22,10.52 (9.91 to 10.74),10.52,9.91 to 10.74,9.91,10.74,(9.91 to 10.74)
Male.Kidney.III.75-79.3.negative,rmst,22,9.33 (9.05 to 9.47),9.33,9.05 to 9.47,9.05,9.47,(9.05 to 9.47)
Female.Kidney.IV.75-79.3.negative,rmst,22,2.99 (2.51 to 3.73),2.99,2.51 to 3.73,2.51,3.73,(2.51 to 3.73)
Male.Kidney.IV.75-79.3.negative,rmst,22,3.02 (2.52 to 3.85),3.02,2.52 to 3.85,2.52,3.85,(2.52 to 3.85)
Female.Kidney.I.50-54.1.positive,rmst,47,29.87 (26.41 to 31.37),29.87,26.41 to 31.37,26.41,31.37,(26.41 to 31.37)
Male.Kidney.I.50-54.1.positive,rmst,47,28.8 (26.88 to 28.8),28.8,26.88 to 28.8,26.88,28.8,(26.88 to 28.8)
Female.Kidney.II.50-54.1.positive,rmst,47,25.56 (16.26 to 30.12),25.56,16.26 to 30.12,16.26,30.12,(16.26 to 30.12)
Male.Kidney.II.50-54.1.positive,rmst,47,25.34 (16.28 to 28.73),25.34,16.28 to 28.73,16.28,28.73,(16.28 to 28.73)
Female.Kidney.III.50-54.1.positive,rmst,47,17.33 (13.28 to 22.01),17.33,13.28 to 22.01,13.28,22.01,(13.28 to 22.01)
Male.Kidney.III.50-54.1.positive,rmst,47,16.97 (13.12 to 21.7),16.97,13.12 to 21.7,13.12,21.7,(13.12 to 21.7)
Female.Kidney.IV.50-54.1.positive,rmst,47,3.96 (2.72 to 6.51),3.96,2.72 to 6.51,2.72,6.51,(2.72 to 6.51)
Male.Kidney.IV.50-54.1.positive,rmst,47,3.89 (2.71 to 6.2),3.89,2.71 to 6.2,2.71,6.2,(2.71 to 6.2)
Female.Kidney.I.55-59.1.positive,rmst,42,26.75 (23 to 27.11),26.75,23 to 27.11,23,27.11,(23 to 27.11)
Male.Kidney.I.55-59.1.positive,rmst,42,24.46 (23.9 to 24.46),24.46,23.9 to 24.46,23.9,24.46,(23.9 to 24.46)
Female.Kidney.II.55-59.1.positive,rmst,42,25.58 (20.53 to 26.91),25.58,20.53 to 26.91,20.53,26.91,(20.53 to 26.91)
Male.Kidney.II.55-59.1.positive,rmst,42,23.72 (19.54 to 24.46),23.72,19.54 to 24.46,19.54,24.46,(19.54 to 24.46)
Female.Kidney.III.55-59.1.positive,rmst,42,15.88 (12.67 to 19.84),15.88,12.67 to 19.84,12.67,19.84,(12.67 to 19.84)
Male.Kidney.III.55-59.1.positive,rmst,42,15.3 (12.78 to 18.43),15.3,12.78 to 18.43,12.78,18.43,(12.78 to 18.43)
Female.Kidney.IV.55-59.1.positive,rmst,42,2.75 (2.2 to 4.06),2.75,2.2 to 4.06,2.2,4.06,(2.2 to 4.06)
Male.Kidney.IV.55-59.1.positive,rmst,42,2.75 (2.18 to 4.28),2.75,2.18 to 4.28,2.18,4.28,(2.18 to 4.28)
Female.Kidney.I.60-64.1.positive,rmst,37,22.08 (19.97 to 22.71),22.08,19.97 to 22.71,19.97,22.71,(19.97 to 22.71)
Male.Kidney.I.60-64.1.positive,rmst,37,20.32 (20.02 to 20.32),20.32,20.02 to 20.32,20.02,20.32,(20.02 to 20.32)
Female.Kidney.II.60-64.1.positive,rmst,37,20.63 (17.39 to 22.27),20.63,17.39 to 22.27,17.39,22.27,(17.39 to 22.27)
Male.Kidney.II.60-64.1.positive,rmst,37,20.02 (17.24 to 20.32),20.02,17.24 to 20.32,17.24,20.32,(17.24 to 20.32)
Female.Kidney.III.60-64.1.positive,rmst,37,15.95 (12.95 to 18.76),15.95,12.95 to 18.76,12.95,18.76,(12.95 to 18.76)
Male.Kidney.III.60-64.1.positive,rmst,37,15.42 (12.71 to 17.61),15.42,12.71 to 17.61,12.71,17.61,(12.71 to 17.61)
Female.Kidney.IV.60-64.1.positive,rmst,37,2.58 (2.15 to 3.28),2.58,2.15 to 3.28,2.15,3.28,(2.15 to 3.28)
Male.Kidney.IV.60-64.1.positive,rmst,37,2.56 (2.17 to 3.3),2.56,2.17 to 3.3,2.17,3.3,(2.17 to 3.3)
Female.Kidney.I.65-69.1.positive,rmst,32,18.27 (17.4 to 18.51),18.27,17.4 to 18.51,17.4,18.51,(17.4 to 18.51)
Male.Kidney.I.65-69.1.positive,rmst,32,16.43 (16.34 to 16.43),16.43,16.34 to 16.43,16.34,16.43,(16.34 to 16.43)
Female.Kidney.II.65-69.1.positive,rmst,32,16.48 (13.57 to 17.5),16.48,13.57 to 17.5,13.57,17.5,(13.57 to 17.5)
Male.Kidney.II.65-69.1.positive,rmst,32,15.22 (13.46 to 15.82),15.22,13.46 to 15.82,13.46,15.82,(13.46 to 15.82)
Female.Kidney.III.65-69.1.positive,rmst,32,13.16 (11.48 to 14.81),13.16,11.48 to 14.81,11.48,14.81,(11.48 to 14.81)
Male.Kidney.III.65-69.1.positive,rmst,32,12.76 (11.27 to 14.18),12.76,11.27 to 14.18,11.27,14.18,(11.27 to 14.18)
Female.Kidney.IV.65-69.1.positive,rmst,32,2.4 (1.99 to 3.19),2.4,1.99 to 3.19,1.99,3.19,(1.99 to 3.19)
Male.Kidney.IV.65-69.1.positive,rmst,32,2.38 (1.96 to 3.17),2.38,1.96 to 3.17,1.96,3.17,(1.96 to 3.17)
Female.Kidney.I.70-74.1.positive,rmst,27,14.6 (14.42 to 14.6),14.6,14.42 to 14.6,14.42,14.6,(14.42 to 14.6)
Male.Kidney.I.70-74.1.positive,rmst,27,12.8 (12.77 to 12.8),12.8,12.77 to 12.8,12.77,12.8,(12.77 to 12.8)
Female.Kidney.II.70-74.1.positive,rmst,27,13.55 (11.76 to 14.18),13.55,11.76 to 14.18,11.76,14.18,(11.76 to 14.18)
Male.Kidney.II.70-74.1.positive,rmst,27,12.27 (11.35 to 12.63),12.27,11.35 to 12.63,11.35,12.63,(11.35 to 12.63)
Female.Kidney.III.70-74.1.positive,rmst,27,11.82 (10.29 to 13.02),11.82,10.29 to 13.02,10.29,13.02,(10.29 to 13.02)
Male.Kidney.III.70-74.1.positive,rmst,27,11.38 (10 to 12.05),11.38,10 to 12.05,10,12.05,(10 to 12.05)
Female.Kidney.IV.70-74.1.positive,rmst,27,2.1 (1.7 to 2.85),2.1,1.7 to 2.85,1.7,2.85,(1.7 to 2.85)
Male.Kidney.IV.70-74.1.positive,rmst,27,2.14 (1.73 to 2.82),2.14,1.73 to 2.82,1.73,2.82,(1.73 to 2.82)
Female.Kidney.I.75-79.1.positive,rmst,22,10.9 (10.74 to 11),10.9,10.74 to 11,10.74,11,(10.74 to 11)
Male.Kidney.I.75-79.1.positive,rmst,22,9.59 (9.53 to 9.59),9.59,9.53 to 9.59,9.53,9.59,(9.53 to 9.59)
Female.Kidney.II.75-79.1.positive,rmst,22,9.9 (8.52 to 10.64),9.9,8.52 to 10.64,8.52,10.64,(8.52 to 10.64)
