characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female.Uterus.I.60-64.1.5.negative,rmst,37,22.74 (22.59 to 22.74),22.74,22.59 to 22.74,22.59,22.74,(22.59 to 22.74)
Female.Uterus.II.60-64.1.5.negative,rmst,37,19.39 (14.79 to 21.87),19.39,14.79 to 21.87,14.79,21.87,(14.79 to 21.87)
Female.Uterus.III.60-64.1.5.negative,rmst,37,10.96 (8.39 to 14.39),10.96,8.39 to 14.39,8.39,14.39,(8.39 to 14.39)
Female.Uterus.IV.60-64.1.5.negative,rmst,37,4.83 (3.38 to 7.67),4.83,3.38 to 7.67,3.38,7.67,(3.38 to 7.67)
Female.Uterus.I.65-69.1.5.negative,rmst,32,18.39 (18.07 to 18.5),18.39,18.07 to 18.5,18.07,18.5,(18.07 to 18.5)
Female.Uterus.II.65-69.1.5.negative,rmst,32,14.32 (11.46 to 16.77),14.32,11.46 to 16.77,11.46,16.77,(11.46 to 16.77)
Female.Uterus.III.65-69.1.5.negative,rmst,32,9.34 (7.19 to 11.87),9.34,7.19 to 11.87,7.19,11.87,(7.19 to 11.87)
Female.Uterus.IV.65-69.1.5.negative,rmst,32,5.54 (3.7 to 8.02),5.54,3.7 to 8.02,3.7,8.02,(3.7 to 8.02)
Female.Uterus.I.70-74.1.5.negative,rmst,27,14.6 (14.57 to 14.6),14.6,14.57 to 14.6,14.57,14.6,(14.57 to 14.6)
Female.Uterus.II.70-74.1.5.negative,rmst,27,12.8 (9.45 to 14.11),12.8,9.45 to 14.11,9.45,14.11,(9.45 to 14.11)
Female.Uterus.III.70-74.1.5.negative,rmst,27,7.78 (6.13 to 9.44),7.78,6.13 to 9.44,6.13,9.44,(6.13 to 9.44)
Female.Uterus.IV.70-74.1.5.negative,rmst,27,3.75 (2.68 to 5.41),3.75,2.68 to 5.41,2.68,5.41,(2.68 to 5.41)
Female.Uterus.I.75-79.1.5.negative,rmst,22,11 (10.98 to 11),11,10.98 to 11,10.98,11,(10.98 to 11)
Female.Uterus.II.75-79.1.5.negative,rmst,22,9.85 (7.86 to 11),9.85,7.86 to 11,7.86,11,(7.86 to 11)
Female.Uterus.III.75-79.1.5.negative,rmst,22,6.43 (5.24 to 7.78),6.43,5.24 to 7.78,5.24,7.78,(5.24 to 7.78)
Female.Uterus.IV.75-79.1.5.negative,rmst,22,3.53 (2.67 to 4.8),3.53,2.67 to 4.8,2.67,4.8,(2.67 to 4.8)
Female.Uterus.I.50-54.3.negative,rmst,47,31.64 (31.43 to 31.64),31.64,31.43 to 31.64,31.43,31.64,(31.43 to 31.64)
Female.Uterus.II.50-54.3.negative,rmst,47,31.06 (22.59 to 31.64),31.06,22.59 to 31.64,22.59,31.64,(22.59 to 31.64)
Female.Uterus.III.50-54.3.negative,rmst,47,22.98 (16.57 to 29.04),22.98,16.57 to 29.04,16.57,29.04,(16.57 to 29.04)
Female.Uterus.IV.50-54.3.negative,rmst,47,8.73 (5.2 to 17.67),8.73,5.2 to 17.67,5.2,17.67,(5.2 to 17.67)
Female.Uterus.I.55-59.3.negative,rmst,42,27.11 (26.67 to 27.11),27.11,26.67 to 27.11,26.67,27.11,(26.67 to 27.11)
Female.Uterus.II.55-59.3.negative,rmst,42,23.96 (19.38 to 27.11),23.96,19.38 to 27.11,19.38,27.11,(19.38 to 27.11)
Female.Uterus.III.55-59.3.negative,rmst,42,18.66 (14.14 to 23.45),18.66,14.14 to 23.45,14.14,23.45,(14.14 to 23.45)
Female.Uterus.IV.55-59.3.negative,rmst,42,10.68 (6.75 to 17.33),10.68,6.75 to 17.33,6.75,17.33,(6.75 to 17.33)
Female.Uterus.I.60-64.3.negative,rmst,37,22.74 (22.69 to 22.74),22.74,22.69 to 22.74,22.69,22.74,(22.69 to 22.74)
Female.Uterus.II.60-64.3.negative,rmst,37,21.49 (17.17 to 22.74),21.49,17.17 to 22.74,17.17,22.74,(17.17 to 22.74)
Female.Uterus.III.60-64.3.negative,rmst,37,15.27 (11.69 to 18.74),15.27,11.69 to 18.74,11.69,18.74,(11.69 to 18.74)
Female.Uterus.IV.60-64.3.negative,rmst,37,9.77 (6.15 to 15.35),9.77,6.15 to 15.35,6.15,15.35,(6.15 to 15.35)
Female.Uterus.I.65-69.3.negative,rmst,32,18.57 (18.49 to 18.57),18.57,18.49 to 18.57,18.49,18.57,(18.49 to 18.57)
Female.Uterus.II.65-69.3.negative,rmst,32,16.41 (13.64 to 17.53),16.41,13.64 to 17.53,13.64,17.53,(13.64 to 17.53)
Female.Uterus.III.65-69.3.negative,rmst,32,12.9 (10.21 to 15.33),12.9,10.21 to 15.33,10.21,15.33,(10.21 to 15.33)
Female.Uterus.IV.65-69.3.negative,rmst,32,10.76 (7.08 to 13.38),10.76,7.08 to 13.38,7.08,13.38,(7.08 to 13.38)
Female.Uterus.I.70-74.3.negative,rmst,27,14.6 (14.59 to 14.6),14.6,14.59 to 14.6,14.59,14.6,(14.59 to 14.6)
Female.Uterus.II.70-74.3.negative,rmst,27,14.6 (13.31 to 14.6),14.6,13.31 to 14.6,13.31,14.6,(13.31 to 14.6)
Female.Uterus.III.70-74.3.negative,rmst,27,10.29 (8.37 to 12.07),10.29,8.37 to 12.07,8.37,12.07,(8.37 to 12.07)
Female.Uterus.IV.70-74.3.negative,rmst,27,6.36 (4.33 to 10.16),6.36,4.33 to 10.16,4.33,10.16,(4.33 to 10.16)
Female.Uterus.I.75-79.3.negative,rmst,22,11 (10.99 to 11),11,10.99 to 11,10.99,11,(10.99 to 11)
Female.Uterus.II.75-79.3.negative,rmst,22,11 (10.03 to 11),11,10.03 to 11,10.03,11,(10.03 to 11)
Female.Uterus.III.75-79.3.negative,rmst,22,9.06 (7.58 to 9.99),9.06,7.58 to 9.99,7.58,9.99,(7.58 to 9.99)
Female.Uterus.IV.75-79.3.negative,rmst,22,6.07 (4.42 to 7.76),6.07,4.42 to 7.76,4.42,7.76,(4.42 to 7.76)
Female.Uterus.I.50-54.1.positive,rmst,47,31.55 (30.21 to 31.64),31.55,30.21 to 31.64,30.21,31.64,(30.21 to 31.64)
Female.Uterus.II.50-54.1.positive,rmst,47,27.43 (19.77 to 30.69),27.43,19.77 to 30.69,19.77,30.69,(19.77 to 30.69)
Female.Uterus.III.50-54.1.positive,rmst,47,14.69 (10.28 to 20.94),14.69,10.28 to 20.94,10.28,20.94,(10.28 to 20.94)
Female.Uterus.IV.50-54.1.positive,rmst,47,2.99 (2.17 to 6.39),2.99,2.17 to 6.39,2.17,6.39,(2.17 to 6.39)
Female.Uterus.I.55-59.1.positive,rmst,42,26.8 (25.75 to 26.98),26.8,25.75 to 26.98,25.75,26.98,(25.75 to 26.98)
Female.Uterus.II.55-59.1.positive,rmst,42,20.46 (15.92 to 24.5),20.46,15.92 to 24.5,15.92,24.5,(15.92 to 24.5)
Female.Uterus.III.55-59.1.positive,rmst,42,11.59 (8.3 to 15.91),11.59,8.3 to 15.91,8.3,15.91,(8.3 to 15.91)
Female.Uterus.IV.55-59.1.positive,rmst,42,3.56 (2.53 to 6.17),3.56,2.53 to 6.17,2.53,6.17,(2.53 to 6.17)
Female.Uterus.I.60-64.1.positive,rmst,37,22.74 (22.51 to 22.74),22.74,22.51 to 22.74,22.51,22.74,(22.51 to 22.74)
Female.Uterus.II.60-64.1.positive,rmst,37,18.34 (12.82 to 21.05),18.34,12.82 to 21.05,12.82,21.05,(12.82 to 21.05)
Female.Uterus.III.60-64.1.positive,rmst,37,8.62 (6.49 to 11.65),8.62,6.49 to 11.65,6.49,11.65,(6.49 to 11.65)
Female.Uterus.IV.60-64.1.positive,rmst,37,3.09 (2.33 to 4.82),3.09,2.33 to 4.82,2.33,4.82,(2.33 to 4.82)
Female.Uterus.I.65-69.1.positive,rmst,32,18.34 (18.01 to 18.46),18.34,18.01 to 18.46,18.01,18.46,(18.01 to 18.46)
Female.Uterus.II.65-69.1.positive,rmst,32,14.06 (10.97 to 16.06),14.06,10.97 to 16.06,10.97,16.06,(10.97 to 16.06)
Female.Uterus.III.65-69.1.positive,rmst,32,7.31 (5.88 to 9.45),7.31,5.88 to 9.45,5.88,9.45,(5.88 to 9.45)
Female.Uterus.IV.65-69.1.positive,rmst,32,3.32 (2.5 to 4.86),3.32,2.5 to 4.86,2.5,4.86,(2.5 to 4.86)
Female.Uterus.I.70-74.1.positive,rmst,27,14.6 (14.55 to 14.6),14.6,14.55 to 14.6,14.55,14.6,(14.55 to 14.6)
Female.Uterus.II.70-74.1.positive,rmst,27,12.44 (9.16 to 13.82),12.44,9.16 to 13.82,9.16,13.82,(9.16 to 13.82)
Female.Uterus.III.70-74.1.positive,rmst,27,6.31 (4.87 to 7.96),6.31,4.87 to 7.96,4.87,7.96,(4.87 to 7.96)
Female.Uterus.IV.70-74.1.positive,rmst,27,2.18 (1.69 to 3.24),2.18,1.69 to 3.24,1.69,3.24,(1.69 to 3.24)
Female.Uterus.I.75-79.1.positive,rmst,22,11 (10.99 to 11),11,10.99 to 11,10.99,11,(10.99 to 11)
Female.Uterus.II.75-79.1.positive,rmst,22,8.62 (6.66 to 10.25),8.62,6.66 to 10.25,6.66,10.25,(6.66 to 10.25)
Female.Uterus.III.75-79.1.positive,rmst,22,5.02 (4.24 to 6.07),5.02,4.24 to 6.07,4.24,6.07,(4.24 to 6.07)
Female.Uterus.IV.75-79.1.positive,rmst,22,2.34 (1.74 to 3.12),2.34,1.74 to 3.12,1.74,3.12,(1.74 to 3.12)
Female.Uterus.I.50-54.1.5.positive,rmst,47,30.73 (28.4 to 31.43),30.73,28.4 to 31.43,28.4,31.43,(28.4 to 31.43)
Female.Uterus.II.50-54.1.5.positive,rmst,47,27.13 (19.16 to 30.43),27.13,19.16 to 30.43,19.16,30.43,(19.16 to 30.43)
Female.Uterus.III.50-54.1.5.positive,rmst,47,14.44 (9.75 to 21),14.44,9.75 to 21,9.75,21,(9.75 to 21)
Female.Uterus.IV.50-54.1.5.positive,rmst,47,2.97 (2.14 to 6.72),2.97,2.14 to 6.72,2.14,6.72,(2.14 to 6.72)
Female.Uterus.I.55-59.1.5.positive,rmst,42,26.37 (24.24 to 26.7),26.37,24.24 to 26.7,24.24,26.7,(24.24 to 26.7)
Female.Uterus.II.55-59.1.5.positive,rmst,42,17.9 (13.9 to 22.52),17.9,13.9 to 22.52,13.9,22.52,(13.9 to 22.52)
Female.Uterus.III.55-59.1.5.positive,rmst,42,11.2 (8.19 to 16.72),11.2,8.19 to 16.72,8.19,16.72,(8.19 to 16.72)
Female.Uterus.IV.55-59.1.5.positive,rmst,42,3.53 (2.53 to 6.77),3.53,2.53 to 6.77,2.53,6.77,(2.53 to 6.77)
Female.Uterus.I.60-64.1.5.positive,rmst,37,22.35 (21.85 to 22.52),22.35,21.85 to 22.52,21.85,22.52,(21.85 to 22.52)
Female.Uterus.II.60-64.1.5.positive,rmst,37,16.17 (11.31 to 20.11),16.17,11.31 to 20.11,11.31,20.11,(11.31 to 20.11)
Female.Uterus.III.60-64.1.5.positive,rmst,37,8.33 (6.19 to 11.16),8.33,6.19 to 11.16,6.19,11.16,(6.19 to 11.16)
Female.Uterus.IV.60-64.1.5.positive,rmst,37,3.15 (2.34 to 4.77),3.15,2.34 to 4.77,2.34,4.77,(2.34 to 4.77)
Female.Uterus.I.65-69.1.5.positive,rmst,32,17.88 (17.36 to 18.06),17.88,17.36 to 18.06,17.36,18.06,(17.36 to 18.06)
Female.Uterus.II.65-69.1.5.positive,rmst,32,11.96 (9.43 to 14.38),11.96,9.43 to 14.38,9.43,14.38,(9.43 to 14.38)
Female.Uterus.III.65-69.1.5.positive,rmst,32,6.63 (5.38 to 8.38),6.63,5.38 to 8.38,5.38,8.38,(5.38 to 8.38)
Female.Uterus.IV.65-69.1.5.positive,rmst,32,3.31 (2.44 to 4.74),3.31,2.44 to 4.74,2.44,4.74,(2.44 to 4.74)
Female.Uterus.I.70-74.1.5.positive,rmst,27,14.25 (14.05 to 14.41),14.25,14.05 to 14.41,14.05,14.41,(14.05 to 14.41)
Female.Uterus.II.70-74.1.5.positive,rmst,27,10.12 (7.18 to 12.68),10.12,7.18 to 12.68,7.18,12.68,(7.18 to 12.68)
Female.Uterus.III.70-74.1.5.positive,rmst,27,5.91 (4.71 to 7.43),5.91,4.71 to 7.43,4.71,7.43,(4.71 to 7.43)
Female.Uterus.IV.70-74.1.5.positive,rmst,27,2.22 (1.71 to 3.28),2.22,1.71 to 3.28,1.71,3.28,(1.71 to 3.28)
Female.Uterus.I.75-79.1.5.positive,rmst,22,11 (10.98 to 11),11,10.98 to 11,10.98,11,(10.98 to 11)
Female.Uterus.II.75-79.1.5.positive,rmst,22,7.25 (5.75 to 9.01),7.25,5.75 to 9.01,5.75,9.01,(5.75 to 9.01)
Female.Uterus.III.75-79.1.5.positive,rmst,22,4.52 (3.82 to 5.61),4.52,3.82 to 5.61,3.82,5.61,(3.82 to 5.61)
Female.Uterus.IV.75-79.1.5.positive,rmst,22,2.3 (1.72 to 3.08),2.3,1.72 to 3.08,1.72,3.08,(1.72 to 3.08)
Female.Uterus.I.50-54.3.positive,rmst,47,29.11 (26.06 to 30.68),29.11,26.06 to 30.68,26.06,30.68,(26.06 to 30.68)
Female.Uterus.II.50-54.3.positive,rmst,47,21.71 (14.78 to 28.11),21.71,14.78 to 28.11,14.78,28.11,(14.78 to 28.11)
Female.Uterus.III.50-54.3.positive,rmst,47,13.6 (9.21 to 20.23),13.6,9.21 to 20.23,9.21,20.23,(9.21 to 20.23)
Female.Uterus.IV.50-54.3.positive,rmst,47,2.98 (2.11 to 6.73),2.98,2.11 to 6.73,2.11,6.73,(2.11 to 6.73)
Female.Uterus.I.55-59.3.positive,rmst,42,23.81 (20.95 to 25.84),23.81,20.95 to 25.84,20.95,25.84,(20.95 to 25.84)
Female.Uterus.II.55-59.3.positive,rmst,42,14.9 (11.34 to 19.49),14.9,11.34 to 19.49,11.34,19.49,(11.34 to 19.49)
Female.Uterus.III.55-59.3.positive,rmst,42,10.04 (7.23 to 13.96),10.04,7.23 to 13.96,7.23,13.96,(7.23 to 13.96)
Female.Uterus.IV.55-59.3.positive,rmst,42,3.55 (2.47 to 6.91),3.55,2.47 to 6.91,2.47,6.91,(2.47 to 6.91)
Female.Uterus.I.60-64.3.positive,rmst,37,21.58 (20.13 to 21.93),21.58,20.13 to 21.93,20.13,21.93,(20.13 to 21.93)
Female.Uterus.II.60-64.3.positive,rmst,37,12.3 (8.64 to 17),12.3,8.64 to 17,8.64,17,(8.64 to 17)
Female.Uterus.III.60-64.3.positive,rmst,37,7.34 (5.61 to 10.36),7.34,5.61 to 10.36,5.61,10.36,(5.61 to 10.36)
Female.Uterus.IV.60-64.3.positive,rmst,37,3.14 (2.38 to 4.96),3.14,2.38 to 4.96,2.38,4.96,(2.38 to 4.96)
Female.Uterus.I.65-69.3.positive,rmst,32,16.8 (15.28 to 17.23),16.8,15.28 to 17.23,15.28,17.23,(15.28 to 17.23)
Female.Uterus.II.65-69.3.positive,rmst,32,9.01 (7.23 to 11.19),9.01,7.23 to 11.19,7.23,11.19,(7.23 to 11.19)
Female.Uterus.III.65-69.3.positive,rmst,32,5.95 (4.81 to 7.52),5.95,4.81 to 7.52,4.81,7.52,(4.81 to 7.52)
Female.Uterus.IV.65-69.3.positive,rmst,32,3.33 (2.45 to 4.86),3.33,2.45 to 4.86,2.45,4.86,(2.45 to 4.86)
Female.Uterus.I.70-74.3.positive,rmst,27,13.5 (12.48 to 13.78),13.5,12.48 to 13.78,12.48,13.78,(12.48 to 13.78)
Female.Uterus.II.70-74.3.positive,rmst,27,7.97 (6.01 to 10.74),7.97,6.01 to 10.74,6.01,10.74,(6.01 to 10.74)
Female.Uterus.III.70-74.3.positive,rmst,27,5 (3.97 to 6.35),5,3.97 to 6.35,3.97,6.35,(3.97 to 6.35)
Female.Uterus.IV.70-74.3.positive,rmst,27,2.21 (1.69 to 3.27),2.21,1.69 to 3.27,1.69,3.27,(1.69 to 3.27)
Female.Uterus.I.75-79.3.positive,rmst,22,10.47 (10.26 to 10.63),10.47,10.26 to 10.63,10.26,10.63,(10.26 to 10.63)
Female.Uterus.II.75-79.3.positive,rmst,22,5.19 (4.44 to 6.44),5.19,4.44 to 6.44,4.44,6.44,(4.44 to 6.44)
Female.Uterus.III.75-79.3.positive,rmst,22,3.88 (3.33 to 4.82),3.88,3.33 to 4.82,3.33,4.82,(3.33 to 4.82)
Female.Uterus.IV.75-79.3.positive,rmst,22,2.35 (1.8 to 3.12),2.35,1.8 to 3.12,1.8,3.12,(1.8 to 3.12)
