characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female.Liver/Bile-duct.I.70-74.1.negative,rmst,27,7.07 (4.95 to 9.53),7.07,4.95 to 9.53,4.95,9.53,(4.95 to 9.53)
Male.Liver/Bile-duct.I.70-74.1.negative,rmst,27,6.73 (4.8 to 8.82),6.73,4.8 to 8.82,4.8,8.82,(4.8 to 8.82)
Female.Liver/Bile-duct.II.70-74.1.negative,rmst,27,4.56 (3.13 to 6.61),4.56,3.13 to 6.61,3.13,6.61,(3.13 to 6.61)
Male.Liver/Bile-duct.II.70-74.1.negative,rmst,27,4.46 (3.12 to 6.28),4.46,3.12 to 6.28,3.12,6.28,(3.12 to 6.28)
Female.Liver/Bile-duct.III.70-74.1.negative,rmst,27,1.43 (1.2 to 2.03),1.43,1.2 to 2.03,1.2,2.03,(1.2 to 2.03)
Male.Liver/Bile-duct.III.70-74.1.negative,rmst,27,1.43 (1.19 to 2.46),1.43,1.19 to 2.46,1.19,2.46,(1.19 to 2.46)
Female.Liver/Bile-duct.IV.70-74.1.negative,rmst,27,0.81 (0.69 to 1.12),0.81,0.69 to 1.12,0.69,1.12,(0.69 to 1.12)
Male.Liver/Bile-duct.IV.70-74.1.negative,rmst,27,0.8 (0.69 to 1.06),0.8,0.69 to 1.06,0.69,1.06,(0.69 to 1.06)
Female.Liver/Bile-duct.I.75-79.1.negative,rmst,22,3.65 (2.68 to 5.32),3.65,2.68 to 5.32,2.68,5.32,(2.68 to 5.32)
Male.Liver/Bile-duct.I.75-79.1.negative,rmst,22,3.7 (2.77 to 5.18),3.7,2.77 to 5.18,2.77,5.18,(2.77 to 5.18)
Female.Liver/Bile-duct.II.75-79.1.negative,rmst,22,4.23 (3.23 to 5.66),4.23,3.23 to 5.66,3.23,5.66,(3.23 to 5.66)
Male.Liver/Bile-duct.II.75-79.1.negative,rmst,22,4.24 (3.19 to 5.73),4.24,3.19 to 5.73,3.19,5.73,(3.19 to 5.73)
Female.Liver/Bile-duct.III.75-79.1.negative,rmst,22,1.62 (1.22 to 2.41),1.62,1.22 to 2.41,1.22,2.41,(1.22 to 2.41)
Male.Liver/Bile-duct.III.75-79.1.negative,rmst,22,1.66 (1.23 to 2.39),1.66,1.23 to 2.39,1.23,2.39,(1.23 to 2.39)
Female.Liver/Bile-duct.IV.75-79.1.negative,rmst,22,0.77 (0.62 to 1),0.77,0.62 to 1,0.62,1,(0.62 to 1)
Male.Liver/Bile-duct.IV.75-79.1.negative,rmst,22,0.78 (0.63 to 0.97),0.78,0.63 to 0.97,0.63,0.97,(0.63 to 0.97)
Female.Liver/Bile-duct.I.50-54.1.5.negative,rmst,47,10.58 (6.13 to 18.34),10.58,6.13 to 18.34,6.13,18.34,(6.13 to 18.34)
Male.Liver/Bile-duct.I.50-54.1.5.negative,rmst,47,10.64 (6.46 to 17.92),10.64,6.46 to 17.92,6.46,17.92,(6.46 to 17.92)
Female.Liver/Bile-duct.II.50-54.1.5.negative,rmst,47,5.74 (4 to 10.13),5.74,4 to 10.13,4,10.13,(4 to 10.13)
Male.Liver/Bile-duct.II.50-54.1.5.negative,rmst,47,6.04 (4.03 to 9.96),6.04,4.03 to 9.96,4.03,9.96,(4.03 to 9.96)
Female.Liver/Bile-duct.III.50-54.1.5.negative,rmst,47,2.12 (1.46 to 4.25),2.12,1.46 to 4.25,1.46,4.25,(1.46 to 4.25)
Male.Liver/Bile-duct.III.50-54.1.5.negative,rmst,47,2.1 (1.46 to 4.27),2.1,1.46 to 4.27,1.46,4.27,(1.46 to 4.27)
Female.Liver/Bile-duct.IV.50-54.1.5.negative,rmst,47,1.91 (1.37 to 3.84),1.91,1.37 to 3.84,1.37,3.84,(1.37 to 3.84)
Male.Liver/Bile-duct.IV.50-54.1.5.negative,rmst,47,1.89 (1.4 to 3.93),1.89,1.4 to 3.93,1.4,3.93,(1.4 to 3.93)
Female.Liver/Bile-duct.I.55-59.1.5.negative,rmst,42,9.37 (6.19 to 14.26),9.37,6.19 to 14.26,6.19,14.26,(6.19 to 14.26)
Male.Liver/Bile-duct.I.55-59.1.5.negative,rmst,42,9.27 (6.02 to 14.24),9.27,6.02 to 14.24,6.02,14.24,(6.02 to 14.24)
Female.Liver/Bile-duct.II.55-59.1.5.negative,rmst,42,7.73 (5.15 to 13.55),7.73,5.15 to 13.55,5.15,13.55,(5.15 to 13.55)
Male.Liver/Bile-duct.II.55-59.1.5.negative,rmst,42,7.68 (5.12 to 12.71),7.68,5.12 to 12.71,5.12,12.71,(5.12 to 12.71)
Female.Liver/Bile-duct.III.55-59.1.5.negative,rmst,42,4.12 (2.53 to 10.01),4.12,2.53 to 10.01,2.53,10.01,(2.53 to 10.01)
Male.Liver/Bile-duct.III.55-59.1.5.negative,rmst,42,4.11 (2.54 to 8.42),4.11,2.54 to 8.42,2.54,8.42,(2.54 to 8.42)
Female.Liver/Bile-duct.IV.55-59.1.5.negative,rmst,42,1.83 (1.37 to 3.59),1.83,1.37 to 3.59,1.37,3.59,(1.37 to 3.59)
Male.Liver/Bile-duct.IV.55-59.1.5.negative,rmst,42,1.83 (1.37 to 3.74),1.83,1.37 to 3.74,1.37,3.74,(1.37 to 3.74)
Female.Liver/Bile-duct.I.60-64.1.5.negative,rmst,37,8.31 (5.68 to 12.99),8.31,5.68 to 12.99,5.68,12.99,(5.68 to 12.99)
Male.Liver/Bile-duct.I.60-64.1.5.negative,rmst,37,8.13 (5.69 to 12.23),8.13,5.69 to 12.23,5.69,12.23,(5.69 to 12.23)
Female.Liver/Bile-duct.II.60-64.1.5.negative,rmst,37,7.06 (5.03 to 10.73),7.06,5.03 to 10.73,5.03,10.73,(5.03 to 10.73)
Male.Liver/Bile-duct.II.60-64.1.5.negative,rmst,37,7.06 (5.13 to 10.7),7.06,5.13 to 10.7,5.13,10.7,(5.13 to 10.7)
Female.Liver/Bile-duct.III.60-64.1.5.negative,rmst,37,4.39 (2.71 to 9.17),4.39,2.71 to 9.17,2.71,9.17,(2.71 to 9.17)
Male.Liver/Bile-duct.III.60-64.1.5.negative,rmst,37,4.3 (2.75 to 7.97),4.3,2.75 to 7.97,2.75,7.97,(2.75 to 7.97)
Female.Liver/Bile-duct.IV.60-64.1.5.negative,rmst,37,1.83 (1.32 to 3.64),1.83,1.32 to 3.64,1.32,3.64,(1.32 to 3.64)
Male.Liver/Bile-duct.IV.60-64.1.5.negative,rmst,37,1.85 (1.33 to 3.37),1.85,1.33 to 3.37,1.33,3.37,(1.33 to 3.37)
Female.Liver/Bile-duct.I.65-69.1.5.negative,rmst,32,8.67 (6.39 to 11.79),8.67,6.39 to 11.79,6.39,11.79,(6.39 to 11.79)
Male.Liver/Bile-duct.I.65-69.1.5.negative,rmst,32,8.52 (6.18 to 11.52),8.52,6.18 to 11.52,6.18,11.52,(6.18 to 11.52)
Female.Liver/Bile-duct.II.65-69.1.5.negative,rmst,32,5.63 (4.17 to 8.07),5.63,4.17 to 8.07,4.17,8.07,(4.17 to 8.07)
Male.Liver/Bile-duct.II.65-69.1.5.negative,rmst,32,5.61 (4.31 to 7.77),5.61,4.31 to 7.77,4.31,7.77,(4.31 to 7.77)
Female.Liver/Bile-duct.III.65-69.1.5.negative,rmst,32,3.65 (2.48 to 6.23),3.65,2.48 to 6.23,2.48,6.23,(2.48 to 6.23)
Male.Liver/Bile-duct.III.65-69.1.5.negative,rmst,32,3.58 (2.32 to 5.92),3.58,2.32 to 5.92,2.32,5.92,(2.32 to 5.92)
Female.Liver/Bile-duct.IV.65-69.1.5.negative,rmst,32,1.44 (1.2 to 2.27),1.44,1.2 to 2.27,1.2,2.27,(1.2 to 2.27)
Male.Liver/Bile-duct.IV.65-69.1.5.negative,rmst,32,1.45 (1.2 to 2.36),1.45,1.2 to 2.36,1.2,2.36,(1.2 to 2.36)
Female.Liver/Bile-duct.I.70-74.1.5.negative,rmst,27,8.71 (6.1 to 11.39),8.71,6.1 to 11.39,6.1,11.39,(6.1 to 11.39)
Male.Liver/Bile-duct.I.70-74.1.5.negative,rmst,27,8.38 (6.06 to 10.17),8.38,6.06 to 10.17,6.06,10.17,(6.06 to 10.17)
Female.Liver/Bile-duct.II.70-74.1.5.negative,rmst,27,5.73 (3.97 to 8.22),5.73,3.97 to 8.22,3.97,8.22,(3.97 to 8.22)
Male.Liver/Bile-duct.II.70-74.1.5.negative,rmst,27,5.65 (4.01 to 7.84),5.65,4.01 to 7.84,4.01,7.84,(4.01 to 7.84)
Female.Liver/Bile-duct.III.70-74.1.5.negative,rmst,27,2.13 (1.71 to 3.31),2.13,1.71 to 3.31,1.71,3.31,(1.71 to 3.31)
Male.Liver/Bile-duct.III.70-74.1.5.negative,rmst,27,2.17 (1.7 to 3.28),2.17,1.7 to 3.28,1.7,3.28,(1.7 to 3.28)
Female.Liver/Bile-duct.IV.70-74.1.5.negative,rmst,27,1.61 (1.22 to 2.7),1.61,1.22 to 2.7,1.22,2.7,(1.22 to 2.7)
Male.Liver/Bile-duct.IV.70-74.1.5.negative,rmst,27,1.64 (1.21 to 2.58),1.64,1.21 to 2.58,1.21,2.58,(1.21 to 2.58)
Female.Liver/Bile-duct.I.75-79.1.5.negative,rmst,22,4.74 (3.46 to 6.84),4.74,3.46 to 6.84,3.46,6.84,(3.46 to 6.84)
Male.Liver/Bile-duct.I.75-79.1.5.negative,rmst,22,4.63 (3.53 to 6.37),4.63,3.53 to 6.37,3.53,6.37,(3.53 to 6.37)
Female.Liver/Bile-duct.II.75-79.1.5.negative,rmst,22,5.83 (4.23 to 7.69),5.83,4.23 to 7.69,4.23,7.69,(4.23 to 7.69)
Male.Liver/Bile-duct.II.75-79.1.5.negative,rmst,22,5.74 (4.31 to 7.05),5.74,4.31 to 7.05,4.31,7.05,(4.31 to 7.05)
Female.Liver/Bile-duct.III.75-79.1.5.negative,rmst,22,2.76 (1.97 to 4.17),2.76,1.97 to 4.17,1.97,4.17,(1.97 to 4.17)
Male.Liver/Bile-duct.III.75-79.1.5.negative,rmst,22,2.83 (1.98 to 4.07),2.83,1.98 to 4.07,1.98,4.07,(1.98 to 4.07)
Female.Liver/Bile-duct.IV.75-79.1.5.negative,rmst,22,1.55 (1.1 to 2.12),1.55,1.1 to 2.12,1.1,2.12,(1.1 to 2.12)
Male.Liver/Bile-duct.IV.75-79.1.5.negative,rmst,22,1.56 (1.14 to 2.04),1.56,1.14 to 2.04,1.14,2.04,(1.14 to 2.04)
Female.Liver/Bile-duct.I.50-54.3.negative,rmst,47,17.64 (8.92 to 26.72),17.64,8.92 to 26.72,8.92,26.72,(8.92 to 26.72)
Male.Liver/Bile-duct.I.50-54.3.negative,rmst,47,17.14 (9.3 to 25.33),17.14,9.3 to 25.33,9.3,25.33,(9.3 to 25.33)
Female.Liver/Bile-duct.II.50-54.3.negative,rmst,47,10.85 (6.31 to 18.58),10.85,6.31 to 18.58,6.31,18.58,(6.31 to 18.58)
Male.Liver/Bile-duct.II.50-54.3.negative,rmst,47,10.5 (6.29 to 17.61),10.5,6.29 to 17.61,6.29,17.61,(6.29 to 17.61)
Female.Liver/Bile-duct.III.50-54.3.negative,rmst,47,5.59 (2.8 to 14.67),5.59,2.8 to 14.67,2.8,14.67,(2.8 to 14.67)
Male.Liver/Bile-duct.III.50-54.3.negative,rmst,47,5.49 (2.92 to 13.78),5.49,2.92 to 13.78,2.92,13.78,(2.92 to 13.78)
Female.Liver/Bile-duct.IV.50-54.3.negative,rmst,47,3.92 (2.4 to 9.97),3.92,2.4 to 9.97,2.4,9.97,(2.4 to 9.97)
Male.Liver/Bile-duct.IV.50-54.3.negative,rmst,47,3.98 (2.51 to 9.7),3.98,2.51 to 9.7,2.51,9.7,(2.51 to 9.7)
Female.Liver/Bile-duct.I.55-59.3.negative,rmst,42,14.44 (8.41 to 20.84),14.44,8.41 to 20.84,8.41,20.84,(8.41 to 20.84)
Male.Liver/Bile-duct.I.55-59.3.negative,rmst,42,13.83 (8.74 to 19.61),13.83,8.74 to 19.61,8.74,19.61,(8.74 to 19.61)
Female.Liver/Bile-duct.II.55-59.3.negative,rmst,42,12.21 (7.52 to 18.62),12.21,7.52 to 18.62,7.52,18.62,(7.52 to 18.62)
Male.Liver/Bile-duct.II.55-59.3.negative,rmst,42,12.15 (7.48 to 18.43),12.15,7.48 to 18.43,7.48,18.43,(7.48 to 18.43)
Female.Liver/Bile-duct.III.55-59.3.negative,rmst,42,8.5 (4.46 to 17.31),8.5,4.46 to 17.31,4.46,17.31,(4.46 to 17.31)
Male.Liver/Bile-duct.III.55-59.3.negative,rmst,42,8.44 (4.39 to 16.45),8.44,4.39 to 16.45,4.39,16.45,(4.39 to 16.45)
Female.Liver/Bile-duct.IV.55-59.3.negative,rmst,42,4.8 (2.86 to 10.08),4.8,2.86 to 10.08,2.86,10.08,(2.86 to 10.08)
Male.Liver/Bile-duct.IV.55-59.3.negative,rmst,42,4.8 (2.88 to 9.33),4.8,2.88 to 9.33,2.88,9.33,(2.88 to 9.33)
Female.Liver/Bile-duct.I.60-64.3.negative,rmst,37,12.54 (7.99 to 18.07),12.54,7.99 to 18.07,7.99,18.07,(7.99 to 18.07)
Male.Liver/Bile-duct.I.60-64.3.negative,rmst,37,12.21 (8.16 to 16.82),12.21,8.16 to 16.82,8.16,16.82,(8.16 to 16.82)
Female.Liver/Bile-duct.II.60-64.3.negative,rmst,37,11.23 (7.73 to 16.67),11.23,7.73 to 16.67,7.73,16.67,(7.73 to 16.67)
Male.Liver/Bile-duct.II.60-64.3.negative,rmst,37,11.22 (7.67 to 15.55),11.22,7.67 to 15.55,7.67,15.55,(7.67 to 15.55)
Female.Liver/Bile-duct.III.60-64.3.negative,rmst,37,7.68 (4.38 to 13.69),7.68,4.38 to 13.69,4.38,13.69,(4.38 to 13.69)
Male.Liver/Bile-duct.III.60-64.3.negative,rmst,37,7.85 (4.5 to 13.01),7.85,4.5 to 13.01,4.5,13.01,(4.5 to 13.01)
Female.Liver/Bile-duct.IV.60-64.3.negative,rmst,37,4.2 (2.71 to 8.57),4.2,2.71 to 8.57,2.71,8.57,(2.71 to 8.57)
Male.Liver/Bile-duct.IV.60-64.3.negative,rmst,37,4.33 (2.71 to 7.49),4.33,2.71 to 7.49,2.71,7.49,(2.71 to 7.49)
Female.Liver/Bile-duct.I.65-69.3.negative,rmst,32,13.02 (9.35 to 16.26),13.02,9.35 to 16.26,9.35,16.26,(9.35 to 16.26)
Male.Liver/Bile-duct.I.65-69.3.negative,rmst,32,12.75 (9.48 to 15.38),12.75,9.48 to 15.38,9.48,15.38,(9.48 to 15.38)
Female.Liver/Bile-duct.II.65-69.3.negative,rmst,32,8.56 (6.05 to 11.8),8.56,6.05 to 11.8,6.05,11.8,(6.05 to 11.8)
Male.Liver/Bile-duct.II.65-69.3.negative,rmst,32,8.55 (6.28 to 11.39),8.55,6.28 to 11.39,6.28,11.39,(6.28 to 11.39)
Female.Liver/Bile-duct.III.65-69.3.negative,rmst,32,7.06 (4.32 to 11.1),7.06,4.32 to 11.1,4.32,11.1,(4.32 to 11.1)
Male.Liver/Bile-duct.III.65-69.3.negative,rmst,32,6.89 (4.36 to 10.39),6.89,4.36 to 10.39,4.36,10.39,(4.36 to 10.39)
Female.Liver/Bile-duct.IV.65-69.3.negative,rmst,32,3.77 (2.53 to 6.85),3.77,2.53 to 6.85,2.53,6.85,(2.53 to 6.85)
Male.Liver/Bile-duct.IV.65-69.3.negative,rmst,32,3.77 (2.56 to 6.38),3.77,2.56 to 6.38,2.56,6.38,(2.56 to 6.38)
Female.Liver/Bile-duct.I.70-74.3.negative,rmst,27,11.18 (8.35 to 13.31),11.18,8.35 to 13.31,8.35,13.31,(8.35 to 13.31)
Male.Liver/Bile-duct.I.70-74.3.negative,rmst,27,10.77 (8.18 to 12.19),10.77,8.18 to 12.19,8.18,12.19,(8.18 to 12.19)
Female.Liver/Bile-duct.II.70-74.3.negative,rmst,27,8.29 (5.83 to 11.24),8.29,5.83 to 11.24,5.83,11.24,(5.83 to 11.24)
Male.Liver/Bile-duct.II.70-74.3.negative,rmst,27,8.11 (5.78 to 10.47),8.11,5.78 to 10.47,5.78,10.47,(5.78 to 10.47)
Female.Liver/Bile-duct.III.70-74.3.negative,rmst,27,3.95 (2.81 to 6.44),3.95,2.81 to 6.44,2.81,6.44,(2.81 to 6.44)
Male.Liver/Bile-duct.III.70-74.3.negative,rmst,27,4.03 (2.8 to 6.56),4.03,2.8 to 6.56,2.8,6.56,(2.8 to 6.56)
Female.Liver/Bile-duct.IV.70-74.3.negative,rmst,27,4.26 (2.63 to 6.29),4.26,2.63 to 6.29,2.63,6.29,(2.63 to 6.29)
Male.Liver/Bile-duct.IV.70-74.3.negative,rmst,27,4.38 (2.66 to 5.91),4.38,2.66 to 5.91,2.66,5.91,(2.66 to 5.91)
Female.Liver/Bile-duct.I.75-79.3.negative,rmst,22,7.39 (5.31 to 9.48),7.39,5.31 to 9.48,5.31,9.48,(5.31 to 9.48)
Male.Liver/Bile-duct.I.75-79.3.negative,rmst,22,7.38 (5.4 to 8.86),7.38,5.4 to 8.86,5.4,8.86,(5.4 to 8.86)
Female.Liver/Bile-duct.II.75-79.3.negative,rmst,22,8.05 (6.14 to 9.54),8.05,6.14 to 9.54,6.14,9.54,(6.14 to 9.54)
Male.Liver/Bile-duct.II.75-79.3.negative,rmst,22,7.73 (5.91 to 8.94),7.73,5.91 to 8.94,5.91,8.94,(5.91 to 8.94)
Female.Liver/Bile-duct.III.75-79.3.negative,rmst,22,5.31 (3.38 to 7.28),5.31,3.38 to 7.28,3.38,7.28,(3.38 to 7.28)
Male.Liver/Bile-duct.III.75-79.3.negative,rmst,22,5.33 (3.51 to 6.91),5.33,3.51 to 6.91,3.51,6.91,(3.51 to 6.91)
Female.Liver/Bile-duct.IV.75-79.3.negative,rmst,22,4.06 (2.53 to 5.25),4.06,2.53 to 5.25,2.53,5.25,(2.53 to 5.25)
Male.Liver/Bile-duct.IV.75-79.3.negative,rmst,22,3.88 (2.48 to 4.78),3.88,2.48 to 4.78,2.48,4.78,(2.48 to 4.78)
Female.Liver/Bile-duct.I.50-54.1.positive,rmst,47,8.43 (5.36 to 14.08),8.43,5.36 to 14.08,5.36,14.08,(5.36 to 14.08)
Male.Liver/Bile-duct.I.50-54.1.positive,rmst,47,8.38 (5.53 to 13.37),8.38,5.53 to 13.37,5.53,13.37,(5.53 to 13.37)
Female.Liver/Bile-duct.II.50-54.1.positive,rmst,47,4.18 (3.12 to 7.24),4.18,3.12 to 7.24,3.12,7.24,(3.12 to 7.24)
Male.Liver/Bile-duct.II.50-54.1.positive,rmst,47,4.14 (3.06 to 6.74),4.14,3.06 to 6.74,3.06,6.74,(3.06 to 6.74)
Female.Liver/Bile-duct.III.50-54.1.positive,rmst,47,1.75 (1.18 to 3.99),1.75,1.18 to 3.99,1.18,3.99,(1.18 to 3.99)
Male.Liver/Bile-duct.III.50-54.1.positive,rmst,47,1.81 (1.21 to 4.12),1.81,1.21 to 4.12,1.21,4.12,(1.21 to 4.12)
Female.Liver/Bile-duct.IV.50-54.1.positive,rmst,47,1.01 (0.83 to 1.5),1.01,0.83 to 1.5,0.83,1.5,(0.83 to 1.5)
Male.Liver/Bile-duct.IV.50-54.1.positive,rmst,47,1.02 (0.83 to 1.59),1.02,0.83 to 1.59,0.83,1.59,(0.83 to 1.59)
Female.Liver/Bile-duct.I.55-59.1.positive,rmst,42,6.95 (4.9 to 10.41),6.95,4.9 to 10.41,4.9,10.41,(4.9 to 10.41)
Male.Liver/Bile-duct.I.55-59.1.positive,rmst,42,6.84 (4.69 to 10.12),6.84,4.69 to 10.12,4.69,10.12,(4.69 to 10.12)
Female.Liver/Bile-duct.II.55-59.1.positive,rmst,42,6.03 (4.28 to 10.57),6.03,4.28 to 10.57,4.28,10.57,(4.28 to 10.57)
Male.Liver/Bile-duct.II.55-59.1.positive,rmst,42,6.02 (4.17 to 10.42),6.02,4.17 to 10.42,4.17,10.42,(4.17 to 10.42)
Female.Liver/Bile-duct.III.55-59.1.positive,rmst,42,2.53 (1.74 to 5.38),2.53,1.74 to 5.38,1.74,5.38,(1.74 to 5.38)
Male.Liver/Bile-duct.III.55-59.1.positive,rmst,42,2.52 (1.7 to 5.03),2.52,1.7 to 5.03,1.7,5.03,(1.7 to 5.03)
Female.Liver/Bile-duct.IV.55-59.1.positive,rmst,42,1 (0.82 to 1.59),1,0.82 to 1.59,0.82,1.59,(0.82 to 1.59)
Male.Liver/Bile-duct.IV.55-59.1.positive,rmst,42,1.01 (0.83 to 1.73),1.01,0.83 to 1.73,0.83,1.73,(0.83 to 1.73)
Female.Liver/Bile-duct.I.60-64.1.positive,rmst,37,6.31 (4.55 to 10.57),6.31,4.55 to 10.57,4.55,10.57,(4.55 to 10.57)
Male.Liver/Bile-duct.I.60-64.1.positive,rmst,37,6.14 (4.44 to 10.17),6.14,4.44 to 10.17,4.44,10.17,(4.44 to 10.17)
Female.Liver/Bile-duct.II.60-64.1.positive,rmst,37,4.94 (3.73 to 7.3),4.94,3.73 to 7.3,3.73,7.3,(3.73 to 7.3)
Male.Liver/Bile-duct.II.60-64.1.positive,rmst,37,4.89 (3.66 to 7.17),4.89,3.66 to 7.17,3.66,7.17,(3.66 to 7.17)
Female.Liver/Bile-duct.III.60-64.1.positive,rmst,37,2.67 (1.86 to 5.12),2.67,1.86 to 5.12,1.86,5.12,(1.86 to 5.12)
Male.Liver/Bile-duct.III.60-64.1.positive,rmst,37,2.68 (1.84 to 4.99),2.68,1.84 to 4.99,1.84,4.99,(1.84 to 4.99)
Female.Liver/Bile-duct.IV.60-64.1.positive,rmst,37,0.98 (0.8 to 1.67),0.98,0.8 to 1.67,0.8,1.67,(0.8 to 1.67)
Male.Liver/Bile-duct.IV.60-64.1.positive,rmst,37,0.97 (0.8 to 1.53),0.97,0.8 to 1.53,0.8,1.53,(0.8 to 1.53)
Female.Liver/Bile-duct.I.65-69.1.positive,rmst,32,6.91 (5.16 to 9.92),6.91,5.16 to 9.92,5.16,9.92,(5.16 to 9.92)
Male.Liver/Bile-duct.I.65-69.1.positive,rmst,32,6.79 (5.31 to 9.37),6.79,5.31 to 9.37,5.31,9.37,(5.31 to 9.37)
Female.Liver/Bile-duct.II.65-69.1.positive,rmst,32,4.21 (3.37 to 6.13),4.21,3.37 to 6.13,3.37,6.13,(3.37 to 6.13)
Male.Liver/Bile-duct.II.65-69.1.positive,rmst,32,4.19 (3.35 to 6.15),4.19,3.35 to 6.15,3.35,6.15,(3.35 to 6.15)
