characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Male.Head and Neck.III.55-59.1.negative,rmst,42,13.31 (10.05 to 17.11),13.31,10.05 to 17.11,10.05,17.11,(10.05 to 17.11)
Female.Head and Neck.IV.55-59.1.negative,rmst,42,11.71 (9.38 to 13.85),11.71,9.38 to 13.85,9.38,13.85,(9.38 to 13.85)
Male.Head and Neck.IV.55-59.1.negative,rmst,42,11.28 (9.48 to 13.39),11.28,9.48 to 13.39,9.48,13.39,(9.48 to 13.39)
Female.Head and Neck.I.60-64.1.negative,rmst,37,19.42 (16.56 to 21.21),19.42,16.56 to 21.21,16.56,21.21,(16.56 to 21.21)
Male.Head and Neck.I.60-64.1.negative,rmst,37,18.63 (16.36 to 19.77),18.63,16.36 to 19.77,16.36,19.77,(16.36 to 19.77)
Female.Head and Neck.II.60-64.1.negative,rmst,37,14.06 (10.5 to 17.92),14.06,10.5 to 17.92,10.5,17.92,(10.5 to 17.92)
Male.Head and Neck.II.60-64.1.negative,rmst,37,13.85 (10.57 to 16.88),13.85,10.57 to 16.88,10.57,16.88,(10.57 to 16.88)
Female.Head and Neck.III.60-64.1.negative,rmst,37,12.58 (9.68 to 15.67),12.58,9.68 to 15.67,9.68,15.67,(9.68 to 15.67)
Male.Head and Neck.III.60-64.1.negative,rmst,37,12.39 (9.98 to 15.38),12.39,9.98 to 15.38,9.98,15.38,(9.98 to 15.38)
Female.Head and Neck.IV.60-64.1.negative,rmst,37,10.57 (9 to 12.13),10.57,9 to 12.13,9,12.13,(9 to 12.13)
Male.Head and Neck.IV.60-64.1.negative,rmst,37,10.22 (8.75 to 11.7),10.22,8.75 to 11.7,8.75,11.7,(8.75 to 11.7)
Female.Head and Neck.I.65-69.1.negative,rmst,32,18.49 (17.75 to 18.57),18.49,17.75 to 18.57,17.75,18.57,(17.75 to 18.57)
Male.Head and Neck.I.65-69.1.negative,rmst,32,16.43 (16.33 to 16.43),16.43,16.33 to 16.43,16.33,16.43,(16.33 to 16.43)
Female.Head and Neck.II.65-69.1.negative,rmst,32,13.97 (11.82 to 15.84),13.97,11.82 to 15.84,11.82,15.84,(11.82 to 15.84)
Male.Head and Neck.II.65-69.1.negative,rmst,32,13.41 (11.51 to 14.66),13.41,11.51 to 14.66,11.51,14.66,(11.51 to 14.66)
Female.Head and Neck.III.65-69.1.negative,rmst,32,12.45 (10.35 to 13.96),12.45,10.35 to 13.96,10.35,13.96,(10.35 to 13.96)
Male.Head and Neck.III.65-69.1.negative,rmst,32,11.78 (9.91 to 12.78),11.78,9.91 to 12.78,9.91,12.78,(9.91 to 12.78)
Female.Head and Neck.IV.65-69.1.negative,rmst,32,7.02 (5.95 to 8.26),7.02,5.95 to 8.26,5.95,8.26,(5.95 to 8.26)
Male.Head and Neck.IV.65-69.1.negative,rmst,32,6.87 (5.89 to 7.98),6.87,5.89 to 7.98,5.89,7.98,(5.89 to 7.98)
Female.Head and Neck.I.70-74.1.negative,rmst,27,14.6 (14.51 to 14.6),14.6,14.51 to 14.6,14.51,14.6,(14.51 to 14.6)
Male.Head and Neck.I.70-74.1.negative,rmst,27,12.8 (12.76 to 12.8),12.8,12.76 to 12.8,12.76,12.8,(12.76 to 12.8)
Female.Head and Neck.II.70-74.1.negative,rmst,27,9.29 (7.61 to 11.23),9.29,7.61 to 11.23,7.61,11.23,(7.61 to 11.23)
Male.Head and Neck.II.70-74.1.negative,rmst,27,9.04 (7.55 to 10.67),9.04,7.55 to 10.67,7.55,10.67,(7.55 to 10.67)
Female.Head and Neck.III.70-74.1.negative,rmst,27,9.59 (7.8 to 10.69),9.59,7.8 to 10.69,7.8,10.69,(7.8 to 10.69)
Male.Head and Neck.III.70-74.1.negative,rmst,27,9.1 (7.54 to 9.76),9.1,7.54 to 9.76,7.54,9.76,(7.54 to 9.76)
Female.Head and Neck.IV.70-74.1.negative,rmst,27,5.33 (4.42 to 6.61),5.33,4.42 to 6.61,4.42,6.61,(4.42 to 6.61)
Male.Head and Neck.IV.70-74.1.negative,rmst,27,5.33 (4.42 to 6.31),5.33,4.42 to 6.31,4.42,6.31,(4.42 to 6.31)
Female.Head and Neck.I.75-79.1.negative,rmst,22,11 (10.96 to 11),11,10.96 to 11,10.96,11,(10.96 to 11)
Male.Head and Neck.I.75-79.1.negative,rmst,22,9.59 (9.55 to 9.59),9.59,9.55 to 9.59,9.55,9.59,(9.55 to 9.59)
Female.Head and Neck.II.75-79.1.negative,rmst,22,9.17 (7.58 to 10.1),9.17,7.58 to 10.1,7.58,10.1,(7.58 to 10.1)
Male.Head and Neck.II.75-79.1.negative,rmst,22,8.87 (7.75 to 9.3),8.87,7.75 to 9.3,7.75,9.3,(7.75 to 9.3)
Female.Head and Neck.III.75-79.1.negative,rmst,22,7.34 (6.2 to 8.11),7.34,6.2 to 8.11,6.2,8.11,(6.2 to 8.11)
Male.Head and Neck.III.75-79.1.negative,rmst,22,6.94 (6.03 to 7.45),6.94,6.03 to 7.45,6.03,7.45,(6.03 to 7.45)
Female.Head and Neck.IV.75-79.1.negative,rmst,22,3.77 (3.27 to 4.39),3.77,3.27 to 4.39,3.27,4.39,(3.27 to 4.39)
Male.Head and Neck.IV.75-79.1.negative,rmst,22,3.73 (3.27 to 4.47),3.73,3.27 to 4.47,3.27,4.47,(3.27 to 4.47)
Female.Head and Neck.I.50-54.1.5.negative,rmst,47,20.8 (14.86 to 26.77),20.8,14.86 to 26.77,14.86,26.77,(14.86 to 26.77)
Male.Head and Neck.I.50-54.1.5.negative,rmst,47,20.5 (14.48 to 25.77),20.5,14.48 to 25.77,14.48,25.77,(14.48 to 25.77)
Female.Head and Neck.II.50-54.1.5.negative,rmst,47,27.5 (22.5 to 29.61),27.5,22.5 to 29.61,22.5,29.61,(22.5 to 29.61)
Male.Head and Neck.II.50-54.1.5.negative,rmst,47,25.48 (21.22 to 27.26),25.48,21.22 to 27.26,21.22,27.26,(21.22 to 27.26)
Female.Head and Neck.III.50-54.1.5.negative,rmst,47,18.7 (13.02 to 25.32),18.7,13.02 to 25.32,13.02,25.32,(13.02 to 25.32)
Male.Head and Neck.III.50-54.1.5.negative,rmst,47,17.98 (12.75 to 23.78),17.98,12.75 to 23.78,12.75,23.78,(12.75 to 23.78)
Female.Head and Neck.IV.50-54.1.5.negative,rmst,47,18.88 (15.64 to 22.1),18.88,15.64 to 22.1,15.64,22.1,(15.64 to 22.1)
Male.Head and Neck.IV.50-54.1.5.negative,rmst,47,18.12 (14.95 to 21.15),18.12,14.95 to 21.15,14.95,21.15,(14.95 to 21.15)
Female.Head and Neck.I.55-59.1.5.negative,rmst,42,23.01 (16.79 to 25.95),23.01,16.79 to 25.95,16.79,25.95,(16.79 to 25.95)
Male.Head and Neck.I.55-59.1.5.negative,rmst,42,22.21 (17.12 to 23.9),22.21,17.12 to 23.9,17.12,23.9,(17.12 to 23.9)
Female.Head and Neck.II.55-59.1.5.negative,rmst,42,17.87 (12.71 to 22.49),17.87,12.71 to 22.49,12.71,22.49,(12.71 to 22.49)
Male.Head and Neck.II.55-59.1.5.negative,rmst,42,17.2 (12.5 to 21.32),17.2,12.5 to 21.32,12.5,21.32,(12.5 to 21.32)
Female.Head and Neck.III.55-59.1.5.negative,rmst,42,16.13 (12.36 to 20.36),16.13,12.36 to 20.36,12.36,20.36,(12.36 to 20.36)
Male.Head and Neck.III.55-59.1.5.negative,rmst,42,15.66 (12.32 to 19.32),15.66,12.32 to 19.32,12.32,19.32,(12.32 to 19.32)
Female.Head and Neck.IV.55-59.1.5.negative,rmst,42,15.55 (12.93 to 18.58),15.55,12.93 to 18.58,12.93,18.58,(12.93 to 18.58)
Male.Head and Neck.IV.55-59.1.5.negative,rmst,42,15.02 (12.38 to 17.46),15.02,12.38 to 17.46,12.38,17.46,(12.38 to 17.46)
Female.Head and Neck.I.60-64.1.5.negative,rmst,37,20.98 (18.48 to 22.18),20.98,18.48 to 22.18,18.48,22.18,(18.48 to 22.18)
Male.Head and Neck.I.60-64.1.5.negative,rmst,37,20.11 (18.25 to 20.32),20.11,18.25 to 20.32,18.25,20.32,(18.25 to 20.32)
Female.Head and Neck.II.60-64.1.5.negative,rmst,37,17.74 (12.82 to 20.51),17.74,12.82 to 20.51,12.82,20.51,(12.82 to 20.51)
Male.Head and Neck.II.60-64.1.5.negative,rmst,37,17.64 (13.91 to 18.78),17.64,13.91 to 18.78,13.91,18.78,(13.91 to 18.78)
Female.Head and Neck.III.60-64.1.5.negative,rmst,37,15.48 (12.4 to 18.55),15.48,12.4 to 18.55,12.4,18.55,(12.4 to 18.55)
Male.Head and Neck.III.60-64.1.5.negative,rmst,37,15.01 (12.06 to 17.27),15.01,12.06 to 17.27,12.06,17.27,(12.06 to 17.27)
Female.Head and Neck.IV.60-64.1.5.negative,rmst,37,14.07 (11.89 to 15.53),14.07,11.89 to 15.53,11.89,15.53,(11.89 to 15.53)
Male.Head and Neck.IV.60-64.1.5.negative,rmst,37,13.38 (11.59 to 14.4),13.38,11.59 to 14.4,11.59,14.4,(11.59 to 14.4)
Female.Head and Neck.I.65-69.1.5.negative,rmst,32,18.57 (18.34 to 18.57),18.57,18.34 to 18.57,18.34,18.57,(18.34 to 18.57)
Male.Head and Neck.I.65-69.1.5.negative,rmst,32,16.43 (16.39 to 16.43),16.43,16.39 to 16.43,16.39,16.43,(16.39 to 16.43)
Female.Head and Neck.II.65-69.1.5.negative,rmst,32,15.79 (13.76 to 17.06),15.79,13.76 to 17.06,13.76,17.06,(13.76 to 17.06)
Male.Head and Neck.II.65-69.1.5.negative,rmst,32,15.01 (13.3 to 15.66),15.01,13.3 to 15.66,13.3,15.66,(13.3 to 15.66)
Female.Head and Neck.III.65-69.1.5.negative,rmst,32,14.41 (12.37 to 15.49),14.41,12.37 to 15.49,12.37,15.49,(12.37 to 15.49)
Male.Head and Neck.III.65-69.1.5.negative,rmst,32,13.35 (11.8 to 14.1),13.35,11.8 to 14.1,11.8,14.1,(11.8 to 14.1)
Female.Head and Neck.IV.65-69.1.5.negative,rmst,32,9.83 (8.36 to 11.48),9.83,8.36 to 11.48,8.36,11.48,(8.36 to 11.48)
Male.Head and Neck.IV.65-69.1.5.negative,rmst,32,9.62 (8.21 to 10.93),9.62,8.21 to 10.93,8.21,10.93,(8.21 to 10.93)
Female.Head and Neck.I.70-74.1.5.negative,rmst,27,14.6 (14.53 to 14.6),14.6,14.53 to 14.6,14.53,14.6,(14.53 to 14.6)
Male.Head and Neck.I.70-74.1.5.negative,rmst,27,12.8 (12.77 to 12.8),12.8,12.77 to 12.8,12.77,12.8,(12.77 to 12.8)
Female.Head and Neck.II.70-74.1.5.negative,rmst,27,11.12 (9.22 to 12.7),11.12,9.22 to 12.7,9.22,12.7,(9.22 to 12.7)
Male.Head and Neck.II.70-74.1.5.negative,rmst,27,10.81 (9.35 to 11.85),10.81,9.35 to 11.85,9.35,11.85,(9.35 to 11.85)
Female.Head and Neck.III.70-74.1.5.negative,rmst,27,11.06 (9.31 to 12.06),11.06,9.31 to 12.06,9.31,12.06,(9.31 to 12.06)
Male.Head and Neck.III.70-74.1.5.negative,rmst,27,10.22 (8.75 to 10.93),10.22,8.75 to 10.93,8.75,10.93,(8.75 to 10.93)
Female.Head and Neck.IV.70-74.1.5.negative,rmst,27,7.72 (6.45 to 8.86),7.72,6.45 to 8.86,6.45,8.86,(6.45 to 8.86)
Male.Head and Neck.IV.70-74.1.5.negative,rmst,27,7.58 (6.28 to 8.28),7.58,6.28 to 8.28,6.28,8.28,(6.28 to 8.28)
Female.Head and Neck.I.75-79.1.5.negative,rmst,22,11 (10.89 to 11),11,10.89 to 11,10.89,11,(10.89 to 11)
Male.Head and Neck.I.75-79.1.5.negative,rmst,22,9.59 (9.56 to 9.59),9.59,9.56 to 9.59,9.56,9.59,(9.56 to 9.59)
Female.Head and Neck.II.75-79.1.5.negative,rmst,22,10.45 (9.21 to 11),10.45,9.21 to 11,9.21,11,(9.21 to 11)
Male.Head and Neck.II.75-79.1.5.negative,rmst,22,9.59 (9.33 to 9.59),9.59,9.33 to 9.59,9.33,9.59,(9.33 to 9.59)
Female.Head and Neck.III.75-79.1.5.negative,rmst,22,8.56 (7.51 to 9.28),8.56,7.51 to 9.28,7.51,9.28,(7.51 to 9.28)
Male.Head and Neck.III.75-79.1.5.negative,rmst,22,7.91 (7.12 to 8.44),7.91,7.12 to 8.44,7.12,8.44,(7.12 to 8.44)
Female.Head and Neck.IV.75-79.1.5.negative,rmst,22,5.68 (4.82 to 6.85),5.68,4.82 to 6.85,4.82,6.85,(4.82 to 6.85)
Male.Head and Neck.IV.75-79.1.5.negative,rmst,22,5.83 (4.75 to 6.64),5.83,4.75 to 6.64,4.75,6.64,(4.75 to 6.64)
Female.Head and Neck.I.50-54.3.negative,rmst,47,28.11 (20.83 to 31.17),28.11,20.83 to 31.17,20.83,31.17,(20.83 to 31.17)
Male.Head and Neck.I.50-54.3.negative,rmst,47,27.54 (21.31 to 28.8),27.54,21.31 to 28.8,21.31,28.8,(21.31 to 28.8)
Female.Head and Neck.II.50-54.3.negative,rmst,47,28.87 (24.58 to 30.95),28.87,24.58 to 30.95,24.58,30.95,(24.58 to 30.95)
Male.Head and Neck.II.50-54.3.negative,rmst,47,27.26 (23.42 to 28.79),27.26,23.42 to 28.79,23.42,28.79,(23.42 to 28.79)
Female.Head and Neck.III.50-54.3.negative,rmst,47,24.7 (18.93 to 29.17),24.7,18.93 to 29.17,18.93,29.17,(18.93 to 29.17)
Male.Head and Neck.III.50-54.3.negative,rmst,47,23.94 (18.12 to 27.57),23.94,18.12 to 27.57,18.12,27.57,(18.12 to 27.57)
Female.Head and Neck.IV.50-54.3.negative,rmst,47,24.71 (20.92 to 27.53),24.71,20.92 to 27.53,20.92,27.53,(20.92 to 27.53)
Male.Head and Neck.IV.50-54.3.negative,rmst,47,23.69 (20.05 to 25.62),23.69,20.05 to 25.62,20.05,25.62,(20.05 to 25.62)
Female.Head and Neck.I.55-59.3.negative,rmst,42,26.33 (21.87 to 27.11),26.33,21.87 to 27.11,21.87,27.11,(21.87 to 27.11)
Male.Head and Neck.I.55-59.3.negative,rmst,42,24.46 (23.52 to 24.46),24.46,23.52 to 24.46,23.52,24.46,(23.52 to 24.46)
Female.Head and Neck.II.55-59.3.negative,rmst,42,23.57 (19.07 to 26.23),23.57,19.07 to 26.23,19.07,26.23,(19.07 to 26.23)
Male.Head and Neck.II.55-59.3.negative,rmst,42,22.84 (18.85 to 24.46),22.84,18.85 to 24.46,18.85,24.46,(18.85 to 24.46)
Female.Head and Neck.III.55-59.3.negative,rmst,42,21.27 (17 to 24.85),21.27,17 to 24.85,17,24.85,(17 to 24.85)
Male.Head and Neck.III.55-59.3.negative,rmst,42,20.42 (17.18 to 22.97),20.42,17.18 to 22.97,17.18,22.97,(17.18 to 22.97)
Female.Head and Neck.IV.55-59.3.negative,rmst,42,20.66 (17.59 to 23.24),20.66,17.59 to 23.24,17.59,23.24,(17.59 to 23.24)
Male.Head and Neck.IV.55-59.3.negative,rmst,42,19.94 (17.5 to 21.46),19.94,17.5 to 21.46,17.5,21.46,(17.5 to 21.46)
Female.Head and Neck.I.60-64.3.negative,rmst,37,22.74 (21.85 to 22.74),22.74,21.85 to 22.74,21.85,22.74,(21.85 to 22.74)
Male.Head and Neck.I.60-64.3.negative,rmst,37,20.32 (20.07 to 20.32),20.32,20.07 to 20.32,20.07,20.32,(20.07 to 20.32)
Female.Head and Neck.II.60-64.3.negative,rmst,37,20.73 (17.13 to 22.11),20.73,17.13 to 22.11,17.13,22.11,(17.13 to 22.11)
Male.Head and Neck.II.60-64.3.negative,rmst,37,19.79 (17.16 to 20.32),19.79,17.16 to 20.32,17.16,20.32,(17.16 to 20.32)
Female.Head and Neck.III.60-64.3.negative,rmst,37,18.31 (15.81 to 20.9),18.31,15.81 to 20.9,15.81,20.9,(15.81 to 20.9)
Male.Head and Neck.III.60-64.3.negative,rmst,37,17.91 (15.11 to 19.29),17.91,15.11 to 19.29,15.11,19.29,(15.11 to 19.29)
Female.Head and Neck.IV.60-64.3.negative,rmst,37,18.25 (16.21 to 19.35),18.25,16.21 to 19.35,16.21,19.35,(16.21 to 19.35)
Male.Head and Neck.IV.60-64.3.negative,rmst,37,17.04 (15.51 to 17.63),17.04,15.51 to 17.63,15.51,17.63,(15.51 to 17.63)
Female.Head and Neck.I.65-69.3.negative,rmst,32,18.57 (18.51 to 18.57),18.57,18.51 to 18.57,18.51,18.57,(18.51 to 18.57)
Male.Head and Neck.I.65-69.3.negative,rmst,32,16.43 (16.4 to 16.43),16.43,16.4 to 16.43,16.4,16.43,(16.4 to 16.43)
Female.Head and Neck.II.65-69.3.negative,rmst,32,17.97 (16.26 to 18.57),17.97,16.26 to 18.57,16.26,18.57,(16.26 to 18.57)
Male.Head and Neck.II.65-69.3.negative,rmst,32,16.43 (16.14 to 16.43),16.43,16.14 to 16.43,16.14,16.43,(16.14 to 16.43)
Female.Head and Neck.III.65-69.3.negative,rmst,32,16.64 (14.68 to 17.35),16.64,14.68 to 17.35,14.68,17.35,(14.68 to 17.35)
Male.Head and Neck.III.65-69.3.negative,rmst,32,15.21 (13.99 to 15.71),15.21,13.99 to 15.71,13.99,15.71,(13.99 to 15.71)
Female.Head and Neck.IV.65-69.3.negative,rmst,32,14.24 (12.35 to 15.3),14.24,12.35 to 15.3,12.35,15.3,(12.35 to 15.3)
Male.Head and Neck.IV.65-69.3.negative,rmst,32,13.53 (12.1 to 14.05),13.53,12.1 to 14.05,12.1,14.05,(12.1 to 14.05)
Female.Head and Neck.I.70-74.3.negative,rmst,27,14.6 (14.57 to 14.6),14.6,14.57 to 14.6,14.57,14.6,(14.57 to 14.6)
Male.Head and Neck.I.70-74.3.negative,rmst,27,12.8 (12.78 to 12.8),12.8,12.78 to 12.8,12.78,12.8,(12.78 to 12.8)
Female.Head and Neck.II.70-74.3.negative,rmst,27,13.82 (12.06 to 14.58),13.82,12.06 to 14.58,12.06,14.58,(12.06 to 14.58)
Male.Head and Neck.II.70-74.3.negative,rmst,27,12.8 (12.45 to 12.8),12.8,12.45 to 12.8,12.45,12.8,(12.45 to 12.8)
Female.Head and Neck.III.70-74.3.negative,rmst,27,12.91 (11.3 to 13.74),12.91,11.3 to 13.74,11.3,13.74,(11.3 to 13.74)
Male.Head and Neck.III.70-74.3.negative,rmst,27,11.84 (10.54 to 12.42),11.84,10.54 to 12.42,10.54,12.42,(10.54 to 12.42)
Female.Head and Neck.IV.70-74.3.negative,rmst,27,11.4 (10.17 to 11.95),11.4,10.17 to 11.95,10.17,11.95,(10.17 to 11.95)
Male.Head and Neck.IV.70-74.3.negative,rmst,27,10.45 (9.58 to 10.81),10.45,9.58 to 10.81,9.58,10.81,(9.58 to 10.81)
Female.Head and Neck.I.75-79.3.negative,rmst,22,11 (10.98 to 11),11,10.98 to 11,10.98,11,(10.98 to 11)
Male.Head and Neck.I.75-79.3.negative,rmst,22,9.59 (9.57 to 9.59),9.59,9.57 to 9.59,9.57,9.59,(9.57 to 9.59)
Female.Head and Neck.II.75-79.3.negative,rmst,22,11 (10.85 to 11),11,10.85 to 11,10.85,11,(10.85 to 11)
Male.Head and Neck.II.75-79.3.negative,rmst,22,9.59 (9.54 to 9.59),9.59,9.54 to 9.59,9.54,9.59,(9.54 to 9.59)
Female.Head and Neck.III.75-79.3.negative,rmst,22,10.12 (9.05 to 10.68),10.12,9.05 to 10.68,9.05,10.68,(9.05 to 10.68)
Male.Head and Neck.III.75-79.3.negative,rmst,22,9.58 (9.01 to 9.59),9.58,9.01 to 9.59,9.01,9.59,(9.01 to 9.59)
Female.Head and Neck.IV.75-79.3.negative,rmst,22,9.01 (7.72 to 9.37),9.01,7.72 to 9.37,7.72,9.37,(7.72 to 9.37)
Male.Head and Neck.IV.75-79.3.negative,rmst,22,8.17 (7.41 to 8.44),8.17,7.41 to 8.44,7.41,8.44,(7.41 to 8.44)
Female.Head and Neck.I.50-54.1.positive,rmst,47,18.76 (13.14 to 24.73),18.76,13.14 to 24.73,13.14,24.73,(13.14 to 24.73)
Male.Head and Neck.I.50-54.1.positive,rmst,47,18.3 (13.23 to 23.6),18.3,13.23 to 23.6,13.23,23.6,(13.23 to 23.6)
Female.Head and Neck.II.50-54.1.positive,rmst,47,25.2 (19.49 to 28.39),25.2,19.49 to 28.39,19.49,28.39,(19.49 to 28.39)
Male.Head and Neck.II.50-54.1.positive,rmst,47,23.9 (19.12 to 26.3),23.9,19.12 to 26.3,19.12,26.3,(19.12 to 26.3)
Female.Head and Neck.III.50-54.1.positive,rmst,47,15.08 (11.31 to 19.83),15.08,11.31 to 19.83,11.31,19.83,(11.31 to 19.83)
Male.Head and Neck.III.50-54.1.positive,rmst,47,14.88 (11.3 to 19.5),14.88,11.3 to 19.5,11.3,19.5,(11.3 to 19.5)
Female.Head and Neck.IV.50-54.1.positive,rmst,47,14.33 (11.63 to 17.47),14.33,11.63 to 17.47,11.63,17.47,(11.63 to 17.47)
Male.Head and Neck.IV.50-54.1.positive,rmst,47,13.98 (11.45 to 16.65),13.98,11.45 to 16.65,11.45,16.65,(11.45 to 16.65)
Female.Head and Neck.I.55-59.1.positive,rmst,42,20.62 (15.15 to 25.21),20.62,15.15 to 25.21,15.15,25.21,(15.15 to 25.21)
Male.Head and Neck.I.55-59.1.positive,rmst,42,19.99 (15.14 to 23.16),19.99,15.14 to 23.16,15.14,23.16,(15.14 to 23.16)
Female.Head and Neck.II.55-59.1.positive,rmst,42,15.09 (11.16 to 18.94),15.09,11.16 to 18.94,11.16,18.94,(11.16 to 18.94)
Male.Head and Neck.II.55-59.1.positive,rmst,42,14.66 (11.08 to 18.06),14.66,11.08 to 18.06,11.08,18.06,(11.08 to 18.06)
Female.Head and Neck.III.55-59.1.positive,rmst,42,13.57 (10.5 to 18.13),13.57,10.5 to 18.13,10.5,18.13,(10.5 to 18.13)
Male.Head and Neck.III.55-59.1.positive,rmst,42,13.33 (10.09 to 16.93),13.33,10.09 to 16.93,10.09,16.93,(10.09 to 16.93)
Female.Head and Neck.IV.55-59.1.positive,rmst,42,11.71 (9.55 to 13.97),11.71,9.55 to 13.97,9.55,13.97,(9.55 to 13.97)
Male.Head and Neck.IV.55-59.1.positive,rmst,42,11.34 (9.47 to 13.43),11.34,9.47 to 13.43,9.47,13.43,(9.47 to 13.43)
Female.Head and Neck.I.60-64.1.positive,rmst,37,19.42 (15.96 to 21.35),19.42,15.96 to 21.35,15.96,21.35,(15.96 to 21.35)
Male.Head and Neck.I.60-64.1.positive,rmst,37,18.68 (16.41 to 19.74),18.68,16.41 to 19.74,16.41,19.74,(16.41 to 19.74)
Female.Head and Neck.II.60-64.1.positive,rmst,37,14.06 (10.5 to 18.64),14.06,10.5 to 18.64,10.5,18.64,(10.5 to 18.64)
Male.Head and Neck.II.60-64.1.positive,rmst,37,13.91 (10.4 to 16.98),13.91,10.4 to 16.98,10.4,16.98,(10.4 to 16.98)
Female.Head and Neck.III.60-64.1.positive,rmst,37,12.62 (9.84 to 15.62),12.62,9.84 to 15.62,9.84,15.62,(9.84 to 15.62)
Male.Head and Neck.III.60-64.1.positive,rmst,37,12.41 (9.5 to 14.96),12.41,9.5 to 14.96,9.5,14.96,(9.5 to 14.96)
Female.Head and Neck.IV.60-64.1.positive,rmst,37,10.55 (9.02 to 12.03),10.55,9.02 to 12.03,9.02,12.03,(9.02 to 12.03)
Male.Head and Neck.IV.60-64.1.positive,rmst,37,10.21 (8.66 to 11.64),10.21,8.66 to 11.64,8.66,11.64,(8.66 to 11.64)
Female.Head and Neck.I.65-69.1.positive,rmst,32,18.28 (16.79 to 18.57),18.28,16.79 to 18.57,16.79,18.57,(16.79 to 18.57)
Male.Head and Neck.I.65-69.1.positive,rmst,32,16.43 (16.29 to 16.43),16.43,16.29 to 16.43,16.29,16.43,(16.29 to 16.43)
Female.Head and Neck.II.65-69.1.positive,rmst,32,13.99 (12.02 to 15.75),13.99,12.02 to 15.75,12.02,15.75,(12.02 to 15.75)
Male.Head and Neck.II.65-69.1.positive,rmst,32,13.46 (11.55 to 14.65),13.46,11.55 to 14.65,11.55,14.65,(11.55 to 14.65)
Female.Head and Neck.III.65-69.1.positive,rmst,32,12.37 (10.15 to 13.92),12.37,10.15 to 13.92,10.15,13.92,(10.15 to 13.92)
Male.Head and Neck.III.65-69.1.positive,rmst,32,11.8 (9.91 to 12.92),11.8,9.91 to 12.92,9.91,12.92,(9.91 to 12.92)
Female.Head and Neck.IV.65-69.1.positive,rmst,32,7.05 (6 to 8.14),7.05,6 to 8.14,6,8.14,(6 to 8.14)
Male.Head and Neck.IV.65-69.1.positive,rmst,32,6.89 (5.93 to 7.97),6.89,5.93 to 7.97,5.93,7.97,(5.93 to 7.97)
Female.Head and Neck.I.70-74.1.positive,rmst,27,14.6 (14.51 to 14.6),14.6,14.51 to 14.6,14.51,14.6,(14.51 to 14.6)
Male.Head and Neck.I.70-74.1.positive,rmst,27,12.8 (12.75 to 12.8),12.8,12.75 to 12.8,12.75,12.8,(12.75 to 12.8)
Female.Head and Neck.II.70-74.1.positive,rmst,27,9.32 (7.67 to 11.24),9.32,7.67 to 11.24,7.67,11.24,(7.67 to 11.24)
Male.Head and Neck.II.70-74.1.positive,rmst,27,9.1 (7.63 to 10.5),9.1,7.63 to 10.5,7.63,10.5,(7.63 to 10.5)
Female.Head and Neck.III.70-74.1.positive,rmst,27,9.59 (7.79 to 10.71),9.59,7.79 to 10.71,7.79,10.71,(7.79 to 10.71)
Male.Head and Neck.III.70-74.1.positive,rmst,27,9.07 (7.67 to 9.78),9.07,7.67 to 9.78,7.67,9.78,(7.67 to 9.78)
