characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Male.Esophagus.III.70-74.1.negative,rmst,27,3.04 (2.59 to 3.69),3.04,2.59 to 3.69,2.59,3.69,(2.59 to 3.69)
Female.Esophagus.IV.70-74.1.negative,rmst,27,1 (0.85 to 1.29),1,0.85 to 1.29,0.85,1.29,(0.85 to 1.29)
Male.Esophagus.IV.70-74.1.negative,rmst,27,1 (0.84 to 1.28),1,0.84 to 1.28,0.84,1.28,(0.84 to 1.28)
Female.Esophagus.I.75-79.1.negative,rmst,22,7.05 (5.8 to 7.82),7.05,5.8 to 7.82,5.8,7.82,(5.8 to 7.82)
Male.Esophagus.I.75-79.1.negative,rmst,22,6.71 (5.87 to 7.31),6.71,5.87 to 7.31,5.87,7.31,(5.87 to 7.31)
Female.Esophagus.II.75-79.1.negative,rmst,22,4.96 (4.09 to 5.59),4.96,4.09 to 5.59,4.09,5.59,(4.09 to 5.59)
Male.Esophagus.II.75-79.1.negative,rmst,22,4.67 (3.97 to 5.14),4.67,3.97 to 5.14,3.97,5.14,(3.97 to 5.14)
Female.Esophagus.III.75-79.1.negative,rmst,22,2.9 (2.39 to 3.28),2.9,2.39 to 3.28,2.39,3.28,(2.39 to 3.28)
Male.Esophagus.III.75-79.1.negative,rmst,22,2.8 (2.41 to 3.09),2.8,2.41 to 3.09,2.41,3.09,(2.41 to 3.09)
Female.Esophagus.IV.75-79.1.negative,rmst,22,0.78 (0.69 to 0.97),0.78,0.69 to 0.97,0.69,0.97,(0.69 to 0.97)
Male.Esophagus.IV.75-79.1.negative,rmst,22,0.78 (0.7 to 0.96),0.78,0.7 to 0.96,0.7,0.96,(0.7 to 0.96)
Female.Esophagus.I.50-54.1.5.negative,rmst,47,17.29 (10.22 to 24.84),17.29,10.22 to 24.84,10.22,24.84,(10.22 to 24.84)
Male.Esophagus.I.50-54.1.5.negative,rmst,47,17.31 (9.62 to 24.59),17.31,9.62 to 24.59,9.62,24.59,(9.62 to 24.59)
Female.Esophagus.II.50-54.1.5.negative,rmst,47,9.61 (5.48 to 17.41),9.61,5.48 to 17.41,5.48,17.41,(5.48 to 17.41)
Male.Esophagus.II.50-54.1.5.negative,rmst,47,9.66 (5.56 to 16.84),9.66,5.56 to 16.84,5.56,16.84,(5.56 to 16.84)
Female.Esophagus.III.50-54.1.5.negative,rmst,47,5.97 (4.25 to 9.86),5.97,4.25 to 9.86,4.25,9.86,(4.25 to 9.86)
Male.Esophagus.III.50-54.1.5.negative,rmst,47,5.97 (4.2 to 9.24),5.97,4.2 to 9.24,4.2,9.24,(4.2 to 9.24)
Female.Esophagus.IV.50-54.1.5.negative,rmst,47,1.76 (1.37 to 3.51),1.76,1.37 to 3.51,1.37,3.51,(1.37 to 3.51)
Male.Esophagus.IV.50-54.1.5.negative,rmst,47,1.74 (1.34 to 3.16),1.74,1.34 to 3.16,1.34,3.16,(1.34 to 3.16)
Female.Esophagus.I.55-59.1.5.negative,rmst,42,11.48 (8.55 to 15.61),11.48,8.55 to 15.61,8.55,15.61,(8.55 to 15.61)
Male.Esophagus.I.55-59.1.5.negative,rmst,42,11.17 (8.29 to 15.3),11.17,8.29 to 15.3,8.29,15.3,(8.29 to 15.3)
Female.Esophagus.II.55-59.1.5.negative,rmst,42,9.77 (6.52 to 14.17),9.77,6.52 to 14.17,6.52,14.17,(6.52 to 14.17)
Male.Esophagus.II.55-59.1.5.negative,rmst,42,9.47 (6.38 to 13.31),9.47,6.38 to 13.31,6.38,13.31,(6.38 to 13.31)
Female.Esophagus.III.55-59.1.5.negative,rmst,42,6.32 (4.45 to 9.8),6.32,4.45 to 9.8,4.45,9.8,(4.45 to 9.8)
Male.Esophagus.III.55-59.1.5.negative,rmst,42,6.24 (4.43 to 9.03),6.24,4.43 to 9.03,4.43,9.03,(4.43 to 9.03)
Female.Esophagus.IV.55-59.1.5.negative,rmst,42,2.27 (1.62 to 3.81),2.27,1.62 to 3.81,1.62,3.81,(1.62 to 3.81)
Male.Esophagus.IV.55-59.1.5.negative,rmst,42,2.28 (1.64 to 3.85),2.28,1.64 to 3.85,1.64,3.85,(1.64 to 3.85)
Female.Esophagus.I.60-64.1.5.negative,rmst,37,10.59 (7.85 to 13.96),10.59,7.85 to 13.96,7.85,13.96,(7.85 to 13.96)
Male.Esophagus.I.60-64.1.5.negative,rmst,37,10.53 (7.79 to 13.38),10.53,7.79 to 13.38,7.79,13.38,(7.79 to 13.38)
Female.Esophagus.II.60-64.1.5.negative,rmst,37,8.63 (6.28 to 11.81),8.63,6.28 to 11.81,6.28,11.81,(6.28 to 11.81)
Male.Esophagus.II.60-64.1.5.negative,rmst,37,8.45 (6 to 11.96),8.45,6 to 11.96,6,11.96,(6 to 11.96)
Female.Esophagus.III.60-64.1.5.negative,rmst,37,6.08 (4.65 to 8.4),6.08,4.65 to 8.4,4.65,8.4,(4.65 to 8.4)
Male.Esophagus.III.60-64.1.5.negative,rmst,37,6.07 (4.56 to 8.26),6.07,4.56 to 8.26,4.56,8.26,(4.56 to 8.26)
Female.Esophagus.IV.60-64.1.5.negative,rmst,37,3.06 (1.9 to 4.22),3.06,1.9 to 4.22,1.9,4.22,(1.9 to 4.22)
Male.Esophagus.IV.60-64.1.5.negative,rmst,37,2.96 (1.8 to 3.99),2.96,1.8 to 3.99,1.8,3.99,(1.8 to 3.99)
Female.Esophagus.I.65-69.1.5.negative,rmst,32,9.22 (7.1 to 11.49),9.22,7.1 to 11.49,7.1,11.49,(7.1 to 11.49)
Male.Esophagus.I.65-69.1.5.negative,rmst,32,8.97 (7.07 to 11.43),8.97,7.07 to 11.43,7.07,11.43,(7.07 to 11.43)
Female.Esophagus.II.65-69.1.5.negative,rmst,32,7.39 (5.81 to 9.68),7.39,5.81 to 9.68,5.81,9.68,(5.81 to 9.68)
Male.Esophagus.II.65-69.1.5.negative,rmst,32,7.32 (5.59 to 9.36),7.32,5.59 to 9.36,5.59,9.36,(5.59 to 9.36)
Female.Esophagus.III.65-69.1.5.negative,rmst,32,7.21 (5.23 to 8.49),7.21,5.23 to 8.49,5.23,8.49,(5.23 to 8.49)
Male.Esophagus.III.65-69.1.5.negative,rmst,32,6.96 (5.21 to 8.07),6.96,5.21 to 8.07,5.21,8.07,(5.21 to 8.07)
Female.Esophagus.IV.65-69.1.5.negative,rmst,32,2.39 (1.55 to 3.21),2.39,1.55 to 3.21,1.55,3.21,(1.55 to 3.21)
Male.Esophagus.IV.65-69.1.5.negative,rmst,32,2.33 (1.54 to 2.89),2.33,1.54 to 2.89,1.54,2.89,(1.54 to 2.89)
Female.Esophagus.I.70-74.1.5.negative,rmst,27,8.51 (6.55 to 10.09),8.51,6.55 to 10.09,6.55,10.09,(6.55 to 10.09)
Male.Esophagus.I.70-74.1.5.negative,rmst,27,8.02 (6.41 to 9.37),8.02,6.41 to 9.37,6.41,9.37,(6.41 to 9.37)
Female.Esophagus.II.70-74.1.5.negative,rmst,27,6.91 (5.34 to 8.41),6.91,5.34 to 8.41,5.34,8.41,(5.34 to 8.41)
Male.Esophagus.II.70-74.1.5.negative,rmst,27,6.84 (5.21 to 8.01),6.84,5.21 to 8.01,5.21,8.01,(5.21 to 8.01)
Female.Esophagus.III.70-74.1.5.negative,rmst,27,4.63 (3.79 to 5.86),4.63,3.79 to 5.86,3.79,5.86,(3.79 to 5.86)
Male.Esophagus.III.70-74.1.5.negative,rmst,27,4.86 (4.04 to 5.86),4.86,4.04 to 5.86,4.04,5.86,(4.04 to 5.86)
Female.Esophagus.IV.70-74.1.5.negative,rmst,27,2.02 (1.46 to 2.89),2.02,1.46 to 2.89,1.46,2.89,(1.46 to 2.89)
Male.Esophagus.IV.70-74.1.5.negative,rmst,27,2.01 (1.46 to 2.67),2.01,1.46 to 2.67,1.46,2.67,(1.46 to 2.67)
Female.Esophagus.I.75-79.1.5.negative,rmst,22,7.35 (6.18 to 8.09),7.35,6.18 to 8.09,6.18,8.09,(6.18 to 8.09)
Male.Esophagus.I.75-79.1.5.negative,rmst,22,6.9 (6.04 to 7.43),6.9,6.04 to 7.43,6.04,7.43,(6.04 to 7.43)
Female.Esophagus.II.75-79.1.5.negative,rmst,22,6.06 (5.16 to 6.67),6.06,5.16 to 6.67,5.16,6.67,(5.16 to 6.67)
Male.Esophagus.II.75-79.1.5.negative,rmst,22,5.65 (4.9 to 6.14),5.65,4.9 to 6.14,4.9,6.14,(4.9 to 6.14)
Female.Esophagus.III.75-79.1.5.negative,rmst,22,4.48 (3.71 to 4.96),4.48,3.71 to 4.96,3.71,4.96,(3.71 to 4.96)
Male.Esophagus.III.75-79.1.5.negative,rmst,22,4.24 (3.67 to 4.61),4.24,3.67 to 4.61,3.67,4.61,(3.67 to 4.61)
Female.Esophagus.IV.75-79.1.5.negative,rmst,22,1.45 (1.13 to 2.02),1.45,1.13 to 2.02,1.13,2.02,(1.13 to 2.02)
Male.Esophagus.IV.75-79.1.5.negative,rmst,22,1.47 (1.16 to 1.9),1.47,1.16 to 1.9,1.16,1.9,(1.16 to 1.9)
Female.Esophagus.I.50-54.3.negative,rmst,47,18.52 (10.43 to 26.22),18.52,10.43 to 26.22,10.43,26.22,(10.43 to 26.22)
Male.Esophagus.I.50-54.3.negative,rmst,47,17.98 (10.54 to 24.65),17.98,10.54 to 24.65,10.54,24.65,(10.54 to 24.65)
Female.Esophagus.II.50-54.3.negative,rmst,47,15.89 (8.93 to 24.02),15.89,8.93 to 24.02,8.93,24.02,(8.93 to 24.02)
Male.Esophagus.II.50-54.3.negative,rmst,47,15.61 (8.74 to 22.24),15.61,8.74 to 22.24,8.74,22.24,(8.74 to 22.24)
Female.Esophagus.III.50-54.3.negative,rmst,47,12.53 (8.15 to 18.82),12.53,8.15 to 18.82,8.15,18.82,(8.15 to 18.82)
Male.Esophagus.III.50-54.3.negative,rmst,47,12.31 (7.65 to 19.05),12.31,7.65 to 19.05,7.65,19.05,(7.65 to 19.05)
Female.Esophagus.IV.50-54.3.negative,rmst,47,4.12 (2.8 to 7.58),4.12,2.8 to 7.58,2.8,7.58,(2.8 to 7.58)
Male.Esophagus.IV.50-54.3.negative,rmst,47,4.05 (2.65 to 7.66),4.05,2.65 to 7.66,2.65,7.66,(2.65 to 7.66)
Female.Esophagus.I.55-59.3.negative,rmst,42,12.49 (9.06 to 16.94),12.49,9.06 to 16.94,9.06,16.94,(9.06 to 16.94)
Male.Esophagus.I.55-59.3.negative,rmst,42,12.26 (9.18 to 16.39),12.26,9.18 to 16.39,9.18,16.39,(9.18 to 16.39)
Female.Esophagus.II.55-59.3.negative,rmst,42,13.55 (8.85 to 19.19),13.55,8.85 to 19.19,8.85,19.19,(8.85 to 19.19)
Male.Esophagus.II.55-59.3.negative,rmst,42,13.14 (8.94 to 17.91),13.14,8.94 to 17.91,8.94,17.91,(8.94 to 17.91)
Female.Esophagus.III.55-59.3.negative,rmst,42,11.96 (8.29 to 15.92),11.96,8.29 to 15.92,8.29,15.92,(8.29 to 15.92)
Male.Esophagus.III.55-59.3.negative,rmst,42,11.83 (8.28 to 15.43),11.83,8.28 to 15.43,8.28,15.43,(8.28 to 15.43)
Female.Esophagus.IV.55-59.3.negative,rmst,42,6.03 (3.5 to 10.09),6.03,3.5 to 10.09,3.5,10.09,(3.5 to 10.09)
Male.Esophagus.IV.55-59.3.negative,rmst,42,5.85 (3.49 to 9.85),5.85,3.49 to 9.85,3.49,9.85,(3.49 to 9.85)
Female.Esophagus.I.60-64.3.negative,rmst,37,11.35 (8.68 to 14.48),11.35,8.68 to 14.48,8.68,14.48,(8.68 to 14.48)
Male.Esophagus.I.60-64.3.negative,rmst,37,11.13 (8.26 to 14.02),11.13,8.26 to 14.02,8.26,14.02,(8.26 to 14.02)
Female.Esophagus.II.60-64.3.negative,rmst,37,12.76 (8.82 to 16.61),12.76,8.82 to 16.61,8.82,16.61,(8.82 to 16.61)
Male.Esophagus.II.60-64.3.negative,rmst,37,12.38 (8.74 to 15.36),12.38,8.74 to 15.36,8.74,15.36,(8.74 to 15.36)
Female.Esophagus.III.60-64.3.negative,rmst,37,11.9 (8.56 to 14.85),11.9,8.56 to 14.85,8.56,14.85,(8.56 to 14.85)
Male.Esophagus.III.60-64.3.negative,rmst,37,11.44 (8.53 to 13.78),11.44,8.53 to 13.78,8.53,13.78,(8.53 to 13.78)
Female.Esophagus.IV.60-64.3.negative,rmst,37,6.57 (3.62 to 9.7),6.57,3.62 to 9.7,3.62,9.7,(3.62 to 9.7)
Male.Esophagus.IV.60-64.3.negative,rmst,37,6.39 (3.96 to 8.95),6.39,3.96 to 8.95,3.96,8.95,(3.96 to 8.95)
Female.Esophagus.I.65-69.3.negative,rmst,32,10.13 (8.07 to 12.49),10.13,8.07 to 12.49,8.07,12.49,(8.07 to 12.49)
Male.Esophagus.I.65-69.3.negative,rmst,32,9.91 (7.99 to 12.07),9.91,7.99 to 12.07,7.99,12.07,(7.99 to 12.07)
Female.Esophagus.II.65-69.3.negative,rmst,32,11.07 (8.57 to 13.28),11.07,8.57 to 13.28,8.57,13.28,(8.57 to 13.28)
Male.Esophagus.II.65-69.3.negative,rmst,32,10.64 (8.57 to 12.38),10.64,8.57 to 12.38,8.57,12.38,(8.57 to 12.38)
Female.Esophagus.III.65-69.3.negative,rmst,32,11.43 (8.96 to 12.71),11.43,8.96 to 12.71,8.96,12.71,(8.96 to 12.71)
Male.Esophagus.III.65-69.3.negative,rmst,32,10.85 (8.66 to 11.75),10.85,8.66 to 11.75,8.66,11.75,(8.66 to 11.75)
Female.Esophagus.IV.65-69.3.negative,rmst,32,4.44 (3.08 to 6.68),4.44,3.08 to 6.68,3.08,6.68,(3.08 to 6.68)
Male.Esophagus.IV.65-69.3.negative,rmst,32,4.44 (3.05 to 6.61),4.44,3.05 to 6.61,3.05,6.61,(3.05 to 6.61)
Female.Esophagus.I.70-74.3.negative,rmst,27,9.49 (7.14 to 10.8),9.49,7.14 to 10.8,7.14,10.8,(7.14 to 10.8)
Male.Esophagus.I.70-74.3.negative,rmst,27,8.95 (7.12 to 9.88),8.95,7.12 to 9.88,7.12,9.88,(7.12 to 9.88)
Female.Esophagus.II.70-74.3.negative,rmst,27,9.46 (7.2 to 10.94),9.46,7.2 to 10.94,7.2,10.94,(7.2 to 10.94)
Male.Esophagus.II.70-74.3.negative,rmst,27,9.12 (7.33 to 10.15),9.12,7.33 to 10.15,7.33,10.15,(7.33 to 10.15)
Female.Esophagus.III.70-74.3.negative,rmst,27,8.68 (6.74 to 9.96),8.68,6.74 to 9.96,6.74,9.96,(6.74 to 9.96)
Male.Esophagus.III.70-74.3.negative,rmst,27,8.36 (6.63 to 9.14),8.36,6.63 to 9.14,6.63,9.14,(6.63 to 9.14)
Female.Esophagus.IV.70-74.3.negative,rmst,27,5.34 (3.33 to 6.57),5.34,3.33 to 6.57,3.33,6.57,(3.33 to 6.57)
Male.Esophagus.IV.70-74.3.negative,rmst,27,5.14 (3.54 to 5.98),5.14,3.54 to 5.98,3.54,5.98,(3.54 to 5.98)
Female.Esophagus.I.75-79.3.negative,rmst,22,7.66 (6.39 to 8.43),7.66,6.39 to 8.43,6.39,8.43,(6.39 to 8.43)
Male.Esophagus.I.75-79.3.negative,rmst,22,7.22 (6.38 to 7.84),7.22,6.38 to 7.84,6.38,7.84,(6.38 to 7.84)
Female.Esophagus.II.75-79.3.negative,rmst,22,7.75 (6.74 to 8.4),7.75,6.74 to 8.4,6.74,8.4,(6.74 to 8.4)
Male.Esophagus.II.75-79.3.negative,rmst,22,7.17 (6.37 to 7.73),7.17,6.37 to 7.73,6.37,7.73,(6.37 to 7.73)
Female.Esophagus.III.75-79.3.negative,rmst,22,7.19 (6.24 to 7.76),7.19,6.24 to 7.76,6.24,7.76,(6.24 to 7.76)
Male.Esophagus.III.75-79.3.negative,rmst,22,6.72 (5.99 to 7.14),6.72,5.99 to 7.14,5.99,7.14,(5.99 to 7.14)
Female.Esophagus.IV.75-79.3.negative,rmst,22,3.94 (2.57 to 4.98),3.94,2.57 to 4.98,2.57,4.98,(2.57 to 4.98)
Male.Esophagus.IV.75-79.3.negative,rmst,22,3.78 (2.6 to 4.6),3.78,2.6 to 4.6,2.6,4.6,(2.6 to 4.6)
Female.Esophagus.I.50-54.1.positive,rmst,47,18.36 (10.3 to 26.09),18.36,10.3 to 26.09,10.3,26.09,(10.3 to 26.09)
Male.Esophagus.I.50-54.1.positive,rmst,47,17.43 (9.55 to 23.78),17.43,9.55 to 23.78,9.55,23.78,(9.55 to 23.78)
Female.Esophagus.II.50-54.1.positive,rmst,47,8.51 (5.05 to 15.23),8.51,5.05 to 15.23,5.05,15.23,(5.05 to 15.23)
Male.Esophagus.II.50-54.1.positive,rmst,47,8.34 (4.85 to 14.7),8.34,4.85 to 14.7,4.85,14.7,(4.85 to 14.7)
Female.Esophagus.III.50-54.1.positive,rmst,47,4.01 (2.99 to 6.35),4.01,2.99 to 6.35,2.99,6.35,(2.99 to 6.35)
Male.Esophagus.III.50-54.1.positive,rmst,47,4.08 (3.07 to 6.27),4.08,3.07 to 6.27,3.07,6.27,(3.07 to 6.27)
Female.Esophagus.IV.50-54.1.positive,rmst,47,1.22 (0.9 to 2.01),1.22,0.9 to 2.01,0.9,2.01,(0.9 to 2.01)
Male.Esophagus.IV.50-54.1.positive,rmst,47,1.25 (0.93 to 2.03),1.25,0.93 to 2.03,0.93,2.03,(0.93 to 2.03)
Female.Esophagus.I.55-59.1.positive,rmst,42,11.08 (8.11 to 15.43),11.08,8.11 to 15.43,8.11,15.43,(8.11 to 15.43)
Male.Esophagus.I.55-59.1.positive,rmst,42,10.92 (7.97 to 15.23),10.92,7.97 to 15.23,7.97,15.23,(7.97 to 15.23)
Female.Esophagus.II.55-59.1.positive,rmst,42,7.42 (5.26 to 11.35),7.42,5.26 to 11.35,5.26,11.35,(5.26 to 11.35)
Male.Esophagus.II.55-59.1.positive,rmst,42,7.42 (5.23 to 11.03),7.42,5.23 to 11.03,5.23,11.03,(5.23 to 11.03)
Female.Esophagus.III.55-59.1.positive,rmst,42,3.96 (2.96 to 5.8),3.96,2.96 to 5.8,2.96,5.8,(2.96 to 5.8)
Male.Esophagus.III.55-59.1.positive,rmst,42,3.83 (2.91 to 5.57),3.83,2.91 to 5.57,2.91,5.57,(2.91 to 5.57)
Female.Esophagus.IV.55-59.1.positive,rmst,42,1.17 (0.99 to 1.61),1.17,0.99 to 1.61,0.99,1.61,(0.99 to 1.61)
Male.Esophagus.IV.55-59.1.positive,rmst,42,1.16 (0.99 to 1.61),1.16,0.99 to 1.61,0.99,1.61,(0.99 to 1.61)
Female.Esophagus.I.60-64.1.positive,rmst,37,9.97 (7.5 to 13.16),9.97,7.5 to 13.16,7.5,13.16,(7.5 to 13.16)
Male.Esophagus.I.60-64.1.positive,rmst,37,9.89 (7.41 to 12.79),9.89,7.41 to 12.79,7.41,12.79,(7.41 to 12.79)
Female.Esophagus.II.60-64.1.positive,rmst,37,7.67 (5.41 to 10.83),7.67,5.41 to 10.83,5.41,10.83,(5.41 to 10.83)
Male.Esophagus.II.60-64.1.positive,rmst,37,7.55 (5.34 to 10.17),7.55,5.34 to 10.17,5.34,10.17,(5.34 to 10.17)
Female.Esophagus.III.60-64.1.positive,rmst,37,4.08 (3.27 to 5.41),4.08,3.27 to 5.41,3.27,5.41,(3.27 to 5.41)
Male.Esophagus.III.60-64.1.positive,rmst,37,4.02 (3.21 to 5.28),4.02,3.21 to 5.28,3.21,5.28,(3.21 to 5.28)
Female.Esophagus.IV.60-64.1.positive,rmst,37,1.28 (1.03 to 1.76),1.28,1.03 to 1.76,1.03,1.76,(1.03 to 1.76)
Male.Esophagus.IV.60-64.1.positive,rmst,37,1.29 (1.02 to 1.79),1.29,1.02 to 1.79,1.02,1.79,(1.02 to 1.79)
Female.Esophagus.I.65-69.1.positive,rmst,32,8.95 (6.93 to 11.52),8.95,6.93 to 11.52,6.93,11.52,(6.93 to 11.52)
Male.Esophagus.I.65-69.1.positive,rmst,32,8.77 (6.95 to 10.93),8.77,6.95 to 10.93,6.95,10.93,(6.95 to 10.93)
Female.Esophagus.II.65-69.1.positive,rmst,32,5.82 (4.58 to 7.55),5.82,4.58 to 7.55,4.58,7.55,(4.58 to 7.55)
Male.Esophagus.II.65-69.1.positive,rmst,32,5.79 (4.51 to 7.36),5.79,4.51 to 7.36,4.51,7.36,(4.51 to 7.36)
Female.Esophagus.III.65-69.1.positive,rmst,32,4.62 (3.43 to 5.77),4.62,3.43 to 5.77,3.43,5.77,(3.43 to 5.77)
Male.Esophagus.III.65-69.1.positive,rmst,32,4.64 (3.44 to 5.42),4.64,3.44 to 5.42,3.44,5.42,(3.44 to 5.42)
Female.Esophagus.IV.65-69.1.positive,rmst,32,1.18 (0.94 to 1.5),1.18,0.94 to 1.5,0.94,1.5,(0.94 to 1.5)
Male.Esophagus.IV.65-69.1.positive,rmst,32,1.19 (0.93 to 1.45),1.19,0.93 to 1.45,0.93,1.45,(0.93 to 1.45)
Female.Esophagus.I.70-74.1.positive,rmst,27,8.39 (6.45 to 9.95),8.39,6.45 to 9.95,6.45,9.95,(6.45 to 9.95)
Male.Esophagus.I.70-74.1.positive,rmst,27,8 (6.34 to 9.19),8,6.34 to 9.19,6.34,9.19,(6.34 to 9.19)
Female.Esophagus.II.70-74.1.positive,rmst,27,5.31 (4.26 to 6.69),5.31,4.26 to 6.69,4.26,6.69,(4.26 to 6.69)
Male.Esophagus.II.70-74.1.positive,rmst,27,5.38 (4.24 to 6.57),5.38,4.24 to 6.57,4.24,6.57,(4.24 to 6.57)
Female.Esophagus.III.70-74.1.positive,rmst,27,3.06 (2.57 to 3.76),3.06,2.57 to 3.76,2.57,3.76,(2.57 to 3.76)
Male.Esophagus.III.70-74.1.positive,rmst,27,3.03 (2.64 to 3.69),3.03,2.64 to 3.69,2.64,3.69,(2.64 to 3.69)
Female.Esophagus.IV.70-74.1.positive,rmst,27,0.98 (0.84 to 1.28),0.98,0.84 to 1.28,0.84,1.28,(0.84 to 1.28)
Male.Esophagus.IV.70-74.1.positive,rmst,27,1 (0.85 to 1.31),1,0.85 to 1.31,0.85,1.31,(0.85 to 1.31)
