characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female.Colon/Rectum.II.60-64.1.negative,rmst,37,20.31 (18.69 to 21.37),20.31,18.69 to 21.37,18.69,21.37,(18.69 to 21.37)
Male.Colon/Rectum.II.60-64.1.negative,rmst,37,19.21 (17.94 to 19.6),19.21,17.94 to 19.6,17.94,19.6,(17.94 to 19.6)
Female.Colon/Rectum.III.60-64.1.negative,rmst,37,13.6 (12.23 to 15.01),13.6,12.23 to 15.01,12.23,15.01,(12.23 to 15.01)
Male.Colon/Rectum.III.60-64.1.negative,rmst,37,13.19 (11.95 to 14.43),13.19,11.95 to 14.43,11.95,14.43,(11.95 to 14.43)
Female.Colon/Rectum.IV.60-64.1.negative,rmst,37,2.63 (2.34 to 3.09),2.63,2.34 to 3.09,2.34,3.09,(2.34 to 3.09)
Male.Colon/Rectum.IV.60-64.1.negative,rmst,37,2.61 (2.35 to 3.06),2.61,2.35 to 3.06,2.35,3.06,(2.35 to 3.06)
Female.Colon/Rectum.I.65-69.1.negative,rmst,32,18.48 (18.4 to 18.53),18.48,18.4 to 18.53,18.4,18.53,(18.4 to 18.53)
Male.Colon/Rectum.I.65-69.1.negative,rmst,32,16.43 (16.39 to 16.43),16.43,16.39 to 16.43,16.39,16.43,(16.39 to 16.43)
Female.Colon/Rectum.II.65-69.1.negative,rmst,32,16.29 (14.99 to 17.26),16.29,14.99 to 17.26,14.99,17.26,(14.99 to 17.26)
Male.Colon/Rectum.II.65-69.1.negative,rmst,32,15.53 (14.73 to 15.81),15.53,14.73 to 15.81,14.73,15.81,(14.73 to 15.81)
Female.Colon/Rectum.III.65-69.1.negative,rmst,32,11.54 (10.56 to 12.6),11.54,10.56 to 12.6,10.56,12.6,(10.56 to 12.6)
Male.Colon/Rectum.III.65-69.1.negative,rmst,32,11.21 (10.28 to 12.17),11.21,10.28 to 12.17,10.28,12.17,(10.28 to 12.17)
Female.Colon/Rectum.IV.65-69.1.negative,rmst,32,2.27 (2.08 to 2.55),2.27,2.08 to 2.55,2.08,2.55,(2.08 to 2.55)
Male.Colon/Rectum.IV.65-69.1.negative,rmst,32,2.28 (2.09 to 2.55),2.28,2.09 to 2.55,2.09,2.55,(2.09 to 2.55)
Female.Colon/Rectum.I.70-74.1.negative,rmst,27,14.6 (14.58 to 14.6),14.6,14.58 to 14.6,14.58,14.6,(14.58 to 14.6)
Male.Colon/Rectum.I.70-74.1.negative,rmst,27,12.8 (12.8 to 12.8),12.8,12.8 to 12.8,12.8,12.8,(12.8 to 12.8)
Female.Colon/Rectum.II.70-74.1.negative,rmst,27,14.07 (13.84 to 14.2),14.07,13.84 to 14.2,13.84,14.2,(13.84 to 14.2)
Male.Colon/Rectum.II.70-74.1.negative,rmst,27,12.54 (12.46 to 12.6),12.54,12.46 to 12.6,12.46,12.6,(12.46 to 12.6)
Female.Colon/Rectum.III.70-74.1.negative,rmst,27,10.74 (9.83 to 11.53),10.74,9.83 to 11.53,9.83,11.53,(9.83 to 11.53)
Male.Colon/Rectum.III.70-74.1.negative,rmst,27,10.43 (9.76 to 10.87),10.43,9.76 to 10.87,9.76,10.87,(9.76 to 10.87)
Female.Colon/Rectum.IV.70-74.1.negative,rmst,27,2.8 (2.3 to 3.11),2.8,2.3 to 3.11,2.3,3.11,(2.3 to 3.11)
Male.Colon/Rectum.IV.70-74.1.negative,rmst,27,2.72 (2.31 to 2.94),2.72,2.31 to 2.94,2.31,2.94,(2.31 to 2.94)
Female.Colon/Rectum.I.75-79.1.negative,rmst,22,10.93 (10.89 to 11),10.93,10.89 to 11,10.89,11,(10.89 to 11)
Male.Colon/Rectum.I.75-79.1.negative,rmst,22,9.59 (9.58 to 9.59),9.59,9.58 to 9.59,9.58,9.59,(9.58 to 9.59)
Female.Colon/Rectum.II.75-79.1.negative,rmst,22,10.51 (10.42 to 10.61),10.51,10.42 to 10.61,10.42,10.61,(10.42 to 10.61)
Male.Colon/Rectum.II.75-79.1.negative,rmst,22,9.28 (9.22 to 9.33),9.28,9.22 to 9.33,9.22,9.33,(9.22 to 9.33)
Female.Colon/Rectum.III.75-79.1.negative,rmst,22,8.4 (7.95 to 8.61),8.4,7.95 to 8.61,7.95,8.61,(7.95 to 8.61)
Male.Colon/Rectum.III.75-79.1.negative,rmst,22,7.78 (7.58 to 7.93),7.78,7.58 to 7.93,7.58,7.93,(7.58 to 7.93)
Female.Colon/Rectum.IV.75-79.1.negative,rmst,22,1.5 (1.4 to 1.66),1.5,1.4 to 1.66,1.4,1.66,(1.4 to 1.66)
Male.Colon/Rectum.IV.75-79.1.negative,rmst,22,1.52 (1.41 to 1.68),1.52,1.41 to 1.68,1.41,1.68,(1.41 to 1.68)
Female.Colon/Rectum.I.50-54.1.5.negative,rmst,47,31.14 (28.77 to 31.64),31.14,28.77 to 31.64,28.77,31.64,(28.77 to 31.64)
Male.Colon/Rectum.I.50-54.1.5.negative,rmst,47,28.8 (27.73 to 28.8),28.8,27.73 to 28.8,27.73,28.8,(27.73 to 28.8)
Female.Colon/Rectum.II.50-54.1.5.negative,rmst,47,24.67 (20.36 to 28.21),24.67,20.36 to 28.21,20.36,28.21,(20.36 to 28.21)
Male.Colon/Rectum.II.50-54.1.5.negative,rmst,47,23.95 (20.04 to 26.9),23.95,20.04 to 26.9,20.04,26.9,(20.04 to 26.9)
Female.Colon/Rectum.III.50-54.1.5.negative,rmst,47,20.68 (17.51 to 23.73),20.68,17.51 to 23.73,17.51,23.73,(17.51 to 23.73)
Male.Colon/Rectum.III.50-54.1.5.negative,rmst,47,19.76 (16.89 to 22.59),19.76,16.89 to 22.59,16.89,22.59,(16.89 to 22.59)
Female.Colon/Rectum.IV.50-54.1.5.negative,rmst,47,4.94 (3.84 to 7.25),4.94,3.84 to 7.25,3.84,7.25,(3.84 to 7.25)
Male.Colon/Rectum.IV.50-54.1.5.negative,rmst,47,4.9 (3.86 to 6.91),4.9,3.86 to 6.91,3.86,6.91,(3.86 to 6.91)
Female.Colon/Rectum.I.55-59.1.5.negative,rmst,42,27.11 (26.67 to 27.11),27.11,26.67 to 27.11,26.67,27.11,(26.67 to 27.11)
Male.Colon/Rectum.I.55-59.1.5.negative,rmst,42,24.46 (24.34 to 24.46),24.46,24.34 to 24.46,24.34,24.46,(24.34 to 24.46)
Female.Colon/Rectum.II.55-59.1.5.negative,rmst,42,23.56 (21.05 to 25.41),23.56,21.05 to 25.41,21.05,25.41,(21.05 to 25.41)
Male.Colon/Rectum.II.55-59.1.5.negative,rmst,42,22.29 (20.25 to 23.77),22.29,20.25 to 23.77,20.25,23.77,(20.25 to 23.77)
Female.Colon/Rectum.III.55-59.1.5.negative,rmst,42,18.01 (15.72 to 20.2),18.01,15.72 to 20.2,15.72,20.2,(15.72 to 20.2)
Male.Colon/Rectum.III.55-59.1.5.negative,rmst,42,17.19 (15.2 to 19.36),17.19,15.2 to 19.36,15.2,19.36,(15.2 to 19.36)
Female.Colon/Rectum.IV.55-59.1.5.negative,rmst,42,3.9 (3.33 to 4.82),3.9,3.33 to 4.82,3.33,4.82,(3.33 to 4.82)
Male.Colon/Rectum.IV.55-59.1.5.negative,rmst,42,3.86 (3.34 to 4.79),3.86,3.34 to 4.79,3.34,4.79,(3.34 to 4.79)
Female.Colon/Rectum.I.60-64.1.5.negative,rmst,37,22.74 (22.7 to 22.74),22.74,22.7 to 22.74,22.7,22.74,(22.7 to 22.74)
Male.Colon/Rectum.I.60-64.1.5.negative,rmst,37,20.32 (20.29 to 20.32),20.32,20.29 to 20.32,20.29,20.32,(20.29 to 20.32)
Female.Colon/Rectum.II.60-64.1.5.negative,rmst,37,21.66 (20.25 to 22.15),21.66,20.25 to 22.15,20.25,22.15,(20.25 to 22.15)
Male.Colon/Rectum.II.60-64.1.5.negative,rmst,37,19.88 (19.15 to 20.1),19.88,19.15 to 20.1,19.15,20.1,(19.15 to 20.1)
Female.Colon/Rectum.III.60-64.1.5.negative,rmst,37,16.23 (14.57 to 17.74),16.23,14.57 to 17.74,14.57,17.74,(14.57 to 17.74)
Male.Colon/Rectum.III.60-64.1.5.negative,rmst,37,15.69 (14.36 to 16.98),15.69,14.36 to 16.98,14.36,16.98,(14.36 to 16.98)
Female.Colon/Rectum.IV.60-64.1.5.negative,rmst,37,4.49 (3.67 to 5.87),4.49,3.67 to 5.87,3.67,5.87,(3.67 to 5.87)
Male.Colon/Rectum.IV.60-64.1.5.negative,rmst,37,4.4 (3.74 to 5.47),4.4,3.74 to 5.47,3.74,5.47,(3.74 to 5.47)
Female.Colon/Rectum.I.65-69.1.5.negative,rmst,32,18.57 (18.5 to 18.57),18.57,18.5 to 18.57,18.5,18.57,(18.5 to 18.57)
Male.Colon/Rectum.I.65-69.1.5.negative,rmst,32,16.43 (16.42 to 16.43),16.43,16.42 to 16.43,16.42,16.43,(16.42 to 16.43)
Female.Colon/Rectum.II.65-69.1.5.negative,rmst,32,17.7 (16.78 to 18.01),17.7,16.78 to 18.01,16.78,18.01,(16.78 to 18.01)
Male.Colon/Rectum.II.65-69.1.5.negative,rmst,32,16.22 (15.95 to 16.29),16.22,15.95 to 16.29,15.95,16.29,(15.95 to 16.29)
Female.Colon/Rectum.III.65-69.1.5.negative,rmst,32,13.76 (12.68 to 14.75),13.76,12.68 to 14.75,12.68,14.75,(12.68 to 14.75)
Male.Colon/Rectum.III.65-69.1.5.negative,rmst,32,13.31 (12.33 to 14.26),13.31,12.33 to 14.26,12.33,14.26,(12.33 to 14.26)
Female.Colon/Rectum.IV.65-69.1.5.negative,rmst,32,3.83 (3.3 to 4.48),3.83,3.3 to 4.48,3.3,4.48,(3.3 to 4.48)
Male.Colon/Rectum.IV.65-69.1.5.negative,rmst,32,3.79 (3.3 to 4.44),3.79,3.3 to 4.44,3.3,4.44,(3.3 to 4.44)
Female.Colon/Rectum.I.70-74.1.5.negative,rmst,27,14.6 (14.6 to 14.6),14.6,14.6 to 14.6,14.6,14.6,(14.6 to 14.6)
Male.Colon/Rectum.I.70-74.1.5.negative,rmst,27,12.8 (12.8 to 12.8),12.8,12.8 to 12.8,12.8,12.8,(12.8 to 12.8)
Female.Colon/Rectum.II.70-74.1.5.negative,rmst,27,14.39 (14.29 to 14.43),14.39,14.29 to 14.43,14.29,14.43,(14.29 to 14.43)
Male.Colon/Rectum.II.70-74.1.5.negative,rmst,27,12.65 (12.6 to 12.7),12.65,12.6 to 12.7,12.6,12.7,(12.6 to 12.7)
Female.Colon/Rectum.III.70-74.1.5.negative,rmst,27,12.5 (11.74 to 13),12.5,11.74 to 13,11.74,13,(11.74 to 13)
Male.Colon/Rectum.III.70-74.1.5.negative,rmst,27,11.65 (11.18 to 11.86),11.65,11.18 to 11.86,11.18,11.86,(11.18 to 11.86)
Female.Colon/Rectum.IV.70-74.1.5.negative,rmst,27,4.72 (3.86 to 5.12),4.72,3.86 to 5.12,3.86,5.12,(3.86 to 5.12)
Male.Colon/Rectum.IV.70-74.1.5.negative,rmst,27,4.45 (3.84 to 4.78),4.45,3.84 to 4.78,3.84,4.78,(3.84 to 4.78)
Female.Colon/Rectum.I.75-79.1.5.negative,rmst,22,11 (10.96 to 11),11,10.96 to 11,10.96,11,(10.96 to 11)
Male.Colon/Rectum.I.75-79.1.5.negative,rmst,22,9.59 (9.58 to 9.59),9.59,9.58 to 9.59,9.58,9.59,(9.58 to 9.59)
Female.Colon/Rectum.II.75-79.1.5.negative,rmst,22,10.75 (10.7 to 10.79),10.75,10.7 to 10.79,10.7,10.79,(10.7 to 10.79)
Male.Colon/Rectum.II.75-79.1.5.negative,rmst,22,9.41 (9.36 to 9.45),9.41,9.36 to 9.45,9.36,9.45,(9.36 to 9.45)
Female.Colon/Rectum.III.75-79.1.5.negative,rmst,22,9.48 (9.27 to 9.64),9.48,9.27 to 9.64,9.27,9.64,(9.27 to 9.64)
Male.Colon/Rectum.III.75-79.1.5.negative,rmst,22,8.64 (8.48 to 8.77),8.64,8.48 to 8.77,8.48,8.77,(8.48 to 8.77)
Female.Colon/Rectum.IV.75-79.1.5.negative,rmst,22,2.6 (2.28 to 3.12),2.6,2.28 to 3.12,2.28,3.12,(2.28 to 3.12)
Male.Colon/Rectum.IV.75-79.1.5.negative,rmst,22,2.61 (2.28 to 3.1),2.61,2.28 to 3.1,2.28,3.1,(2.28 to 3.1)
Female.Colon/Rectum.I.50-54.3.negative,rmst,47,31.63 (30.92 to 31.64),31.63,30.92 to 31.64,30.92,31.64,(30.92 to 31.64)
Male.Colon/Rectum.I.50-54.3.negative,rmst,47,28.8 (28.59 to 28.8),28.8,28.59 to 28.8,28.59,28.8,(28.59 to 28.8)
Female.Colon/Rectum.II.50-54.3.negative,rmst,47,29.67 (26.2 to 31.31),29.67,26.2 to 31.31,26.2,31.31,(26.2 to 31.31)
Male.Colon/Rectum.II.50-54.3.negative,rmst,47,28.8 (24.98 to 28.8),28.8,24.98 to 28.8,24.98,28.8,(24.98 to 28.8)
Female.Colon/Rectum.III.50-54.3.negative,rmst,47,25.81 (22.64 to 28.67),25.81,22.64 to 28.67,22.64,28.67,(22.64 to 28.67)
Male.Colon/Rectum.III.50-54.3.negative,rmst,47,24.29 (21.91 to 26.8),24.29,21.91 to 26.8,21.91,26.8,(21.91 to 26.8)
Female.Colon/Rectum.IV.50-54.3.negative,rmst,47,9.69 (6.69 to 14.22),9.69,6.69 to 14.22,6.69,14.22,(6.69 to 14.22)
Male.Colon/Rectum.IV.50-54.3.negative,rmst,47,9.35 (6.87 to 14.02),9.35,6.87 to 14.02,6.87,14.02,(6.87 to 14.02)
Female.Colon/Rectum.I.55-59.3.negative,rmst,42,27.11 (27 to 27.11),27.11,27 to 27.11,27,27.11,(27 to 27.11)
Male.Colon/Rectum.I.55-59.3.negative,rmst,42,24.46 (24.41 to 24.46),24.46,24.41 to 24.46,24.41,24.46,(24.41 to 24.46)
Female.Colon/Rectum.II.55-59.3.negative,rmst,42,26.4 (24.86 to 27.01),26.4,24.86 to 27.01,24.86,27.01,(24.86 to 27.01)
Male.Colon/Rectum.II.55-59.3.negative,rmst,42,24.46 (24.18 to 24.46),24.46,24.18 to 24.46,24.18,24.46,(24.18 to 24.46)
Female.Colon/Rectum.III.55-59.3.negative,rmst,42,22.19 (19.84 to 24.29),22.19,19.84 to 24.29,19.84,24.29,(19.84 to 24.29)
Male.Colon/Rectum.III.55-59.3.negative,rmst,42,21.09 (19.1 to 22.89),21.09,19.1 to 22.89,19.1,22.89,(19.1 to 22.89)
Female.Colon/Rectum.IV.55-59.3.negative,rmst,42,7.99 (6.12 to 11.01),7.99,6.12 to 11.01,6.12,11.01,(6.12 to 11.01)
Male.Colon/Rectum.IV.55-59.3.negative,rmst,42,7.97 (6.13 to 10.89),7.97,6.13 to 10.89,6.13,10.89,(6.13 to 10.89)
Female.Colon/Rectum.I.60-64.3.negative,rmst,37,22.74 (22.73 to 22.74),22.74,22.73 to 22.74,22.73,22.74,(22.73 to 22.74)
Male.Colon/Rectum.I.60-64.3.negative,rmst,37,20.32 (20.3 to 20.32),20.32,20.3 to 20.32,20.3,20.32,(20.3 to 20.32)
Female.Colon/Rectum.II.60-64.3.negative,rmst,37,22.68 (22.31 to 22.74),22.68,22.31 to 22.74,22.31,22.74,(22.31 to 22.74)
Male.Colon/Rectum.II.60-64.3.negative,rmst,37,20.32 (20.25 to 20.32),20.32,20.25 to 20.32,20.25,20.32,(20.25 to 20.32)
Female.Colon/Rectum.III.60-64.3.negative,rmst,37,19.96 (18.64 to 21.35),19.96,18.64 to 21.35,18.64,21.35,(18.64 to 21.35)
Male.Colon/Rectum.III.60-64.3.negative,rmst,37,19.02 (17.91 to 19.72),19.02,17.91 to 19.72,17.91,19.72,(17.91 to 19.72)
Female.Colon/Rectum.IV.60-64.3.negative,rmst,37,8.79 (6.85 to 11.29),8.79,6.85 to 11.29,6.85,11.29,(6.85 to 11.29)
Male.Colon/Rectum.IV.60-64.3.negative,rmst,37,8.68 (6.7 to 11.43),8.68,6.7 to 11.43,6.7,11.43,(6.7 to 11.43)
Female.Colon/Rectum.I.65-69.3.negative,rmst,32,18.57 (18.56 to 18.57),18.57,18.56 to 18.57,18.56,18.57,(18.56 to 18.57)
Male.Colon/Rectum.I.65-69.3.negative,rmst,32,16.43 (16.42 to 16.43),16.43,16.42 to 16.43,16.42,16.43,(16.42 to 16.43)
Female.Colon/Rectum.II.65-69.3.negative,rmst,32,18.47 (18.28 to 18.51),18.47,18.28 to 18.51,18.28,18.51,(18.28 to 18.51)
Male.Colon/Rectum.II.65-69.3.negative,rmst,32,16.43 (16.38 to 16.43),16.43,16.38 to 16.43,16.38,16.43,(16.38 to 16.43)
Female.Colon/Rectum.III.65-69.3.negative,rmst,32,16.9 (15.87 to 17.7),16.9,15.87 to 17.7,15.87,17.7,(15.87 to 17.7)
Male.Colon/Rectum.III.65-69.3.negative,rmst,32,15.94 (15.27 to 16.17),15.94,15.27 to 16.17,15.27,16.17,(15.27 to 16.17)
Female.Colon/Rectum.IV.65-69.3.negative,rmst,32,7.7 (6.26 to 9.46),7.7,6.26 to 9.46,6.26,9.46,(6.26 to 9.46)
Male.Colon/Rectum.IV.65-69.3.negative,rmst,32,7.61 (6.25 to 9.43),7.61,6.25 to 9.43,6.25,9.43,(6.25 to 9.43)
Female.Colon/Rectum.I.70-74.3.negative,rmst,27,14.6 (14.6 to 14.6),14.6,14.6 to 14.6,14.6,14.6,(14.6 to 14.6)
Male.Colon/Rectum.I.70-74.3.negative,rmst,27,12.8 (12.8 to 12.8),12.8,12.8 to 12.8,12.8,12.8,(12.8 to 12.8)
Female.Colon/Rectum.II.70-74.3.negative,rmst,27,14.53 (14.48 to 14.56),14.53,14.48 to 14.56,14.48,14.56,(14.48 to 14.56)
Male.Colon/Rectum.II.70-74.3.negative,rmst,27,12.8 (12.8 to 12.8),12.8,12.8 to 12.8,12.8,12.8,(12.8 to 12.8)
Female.Colon/Rectum.III.70-74.3.negative,rmst,27,14.13 (13.72 to 14.28),14.13,13.72 to 14.28,13.72,14.28,(13.72 to 14.28)
Male.Colon/Rectum.III.70-74.3.negative,rmst,27,12.8 (12.71 to 12.8),12.8,12.71 to 12.8,12.71,12.8,(12.71 to 12.8)
Female.Colon/Rectum.IV.70-74.3.negative,rmst,27,8.39 (7.39 to 8.83),8.39,7.39 to 8.83,7.39,8.83,(7.39 to 8.83)
Male.Colon/Rectum.IV.70-74.3.negative,rmst,27,7.7 (6.99 to 8.04),7.7,6.99 to 8.04,6.99,8.04,(6.99 to 8.04)
Female.Colon/Rectum.I.75-79.3.negative,rmst,22,11 (10.99 to 11),11,10.99 to 11,10.99,11,(10.99 to 11)
Male.Colon/Rectum.I.75-79.3.negative,rmst,22,9.59 (9.58 to 9.59),9.59,9.58 to 9.59,9.58,9.59,(9.58 to 9.59)
Female.Colon/Rectum.II.75-79.3.negative,rmst,22,10.91 (10.88 to 10.94),10.91,10.88 to 10.94,10.88,10.94,(10.88 to 10.94)
Male.Colon/Rectum.II.75-79.3.negative,rmst,22,9.59 (9.58 to 9.59),9.59,9.58 to 9.59,9.58,9.59,(9.58 to 9.59)
Female.Colon/Rectum.III.75-79.3.negative,rmst,22,10.65 (10.51 to 10.74),10.65,10.51 to 10.74,10.51,10.74,(10.51 to 10.74)
Male.Colon/Rectum.III.75-79.3.negative,rmst,22,9.52 (9.47 to 9.59),9.52,9.47 to 9.59,9.47,9.59,(9.47 to 9.59)
Female.Colon/Rectum.IV.75-79.3.negative,rmst,22,5.61 (4.61 to 6.24),5.61,4.61 to 6.24,4.61,6.24,(4.61 to 6.24)
Male.Colon/Rectum.IV.75-79.3.negative,rmst,22,5.48 (4.63 to 5.86),5.48,4.63 to 5.86,4.63,5.86,(4.63 to 5.86)
Female.Colon/Rectum.I.50-54.1.positive,rmst,47,30.75 (28.13 to 31.42),30.75,28.13 to 31.42,28.13,31.42,(28.13 to 31.42)
Male.Colon/Rectum.I.50-54.1.positive,rmst,47,28.54 (26.86 to 28.8),28.54,26.86 to 28.8,26.86,28.8,(26.86 to 28.8)
Female.Colon/Rectum.II.50-54.1.positive,rmst,47,22.16 (17.79 to 26.05),22.16,17.79 to 26.05,17.79,26.05,(17.79 to 26.05)
Male.Colon/Rectum.II.50-54.1.positive,rmst,47,21.46 (17.43 to 24.99),21.46,17.43 to 24.99,17.43,24.99,(17.43 to 24.99)
Female.Colon/Rectum.III.50-54.1.positive,rmst,47,17.66 (14.74 to 20.82),17.66,14.74 to 20.82,14.74,20.82,(14.74 to 20.82)
Male.Colon/Rectum.III.50-54.1.positive,rmst,47,16.95 (14.4 to 19.75),16.95,14.4 to 19.75,14.4,19.75,(14.4 to 19.75)
Female.Colon/Rectum.IV.50-54.1.positive,rmst,47,3.02 (2.58 to 3.96),3.02,2.58 to 3.96,2.58,3.96,(2.58 to 3.96)
Male.Colon/Rectum.IV.50-54.1.positive,rmst,47,3.02 (2.58 to 3.92),3.02,2.58 to 3.92,2.58,3.92,(2.58 to 3.92)
Female.Colon/Rectum.I.55-59.1.positive,rmst,42,27.11 (22.89 to 27.11),27.11,22.89 to 27.11,22.89,27.11,(22.89 to 27.11)
Male.Colon/Rectum.I.55-59.1.positive,rmst,42,24.46 (23.68 to 24.46),24.46,23.68 to 24.46,23.68,24.46,(23.68 to 24.46)
Female.Colon/Rectum.II.55-59.1.positive,rmst,42,21.47 (18.63 to 23.83),21.47,18.63 to 23.83,18.63,23.83,(18.63 to 23.83)
Male.Colon/Rectum.II.55-59.1.positive,rmst,42,20.45 (17.97 to 22.47),20.45,17.97 to 22.47,17.97,22.47,(17.97 to 22.47)
Female.Colon/Rectum.III.55-59.1.positive,rmst,42,14.76 (12.78 to 16.99),14.76,12.78 to 16.99,12.78,16.99,(12.78 to 16.99)
Male.Colon/Rectum.III.55-59.1.positive,rmst,42,14.33 (12.44 to 16.3),14.33,12.44 to 16.3,12.44,16.3,(12.44 to 16.3)
Female.Colon/Rectum.IV.55-59.1.positive,rmst,42,2.44 (2.25 to 2.76),2.44,2.25 to 2.76,2.25,2.76,(2.25 to 2.76)
Male.Colon/Rectum.IV.55-59.1.positive,rmst,42,2.43 (2.23 to 2.73),2.43,2.23 to 2.73,2.23,2.73,(2.23 to 2.73)
Female.Colon/Rectum.I.60-64.1.positive,rmst,37,22.74 (22.65 to 22.74),22.74,22.65 to 22.74,22.65,22.74,(22.65 to 22.74)
Male.Colon/Rectum.I.60-64.1.positive,rmst,37,20.32 (20.28 to 20.32),20.32,20.28 to 20.32,20.28,20.32,(20.28 to 20.32)
Female.Colon/Rectum.II.60-64.1.positive,rmst,37,20.44 (18.56 to 21.45),20.44,18.56 to 21.45,18.56,21.45,(18.56 to 21.45)
Male.Colon/Rectum.II.60-64.1.positive,rmst,37,19.23 (18.08 to 19.58),19.23,18.08 to 19.58,18.08,19.58,(18.08 to 19.58)
Female.Colon/Rectum.III.60-64.1.positive,rmst,37,13.52 (12.27 to 15.01),13.52,12.27 to 15.01,12.27,15.01,(12.27 to 15.01)
Male.Colon/Rectum.III.60-64.1.positive,rmst,37,13.16 (11.9 to 14.44),13.16,11.9 to 14.44,11.9,14.44,(11.9 to 14.44)
Female.Colon/Rectum.IV.60-64.1.positive,rmst,37,2.62 (2.34 to 3.05),2.62,2.34 to 3.05,2.34,3.05,(2.34 to 3.05)
Male.Colon/Rectum.IV.60-64.1.positive,rmst,37,2.61 (2.31 to 3.06),2.61,2.31 to 3.06,2.31,3.06,(2.31 to 3.06)
Female.Colon/Rectum.I.65-69.1.positive,rmst,32,18.48 (18.47 to 18.57),18.48,18.47 to 18.57,18.47,18.57,(18.47 to 18.57)
Male.Colon/Rectum.I.65-69.1.positive,rmst,32,16.43 (16.4 to 16.43),16.43,16.4 to 16.43,16.4,16.43,(16.4 to 16.43)
Female.Colon/Rectum.II.65-69.1.positive,rmst,32,16.32 (15.3 to 17.26),16.32,15.3 to 17.26,15.3,17.26,(15.3 to 17.26)
Male.Colon/Rectum.II.65-69.1.positive,rmst,32,15.53 (14.76 to 15.82),15.53,14.76 to 15.82,14.76,15.82,(14.76 to 15.82)
Female.Colon/Rectum.III.65-69.1.positive,rmst,32,11.58 (10.57 to 12.65),11.58,10.57 to 12.65,10.57,12.65,(10.57 to 12.65)
Male.Colon/Rectum.III.65-69.1.positive,rmst,32,11.25 (10.36 to 12.16),11.25,10.36 to 12.16,10.36,12.16,(10.36 to 12.16)
Female.Colon/Rectum.IV.65-69.1.positive,rmst,32,2.26 (2.08 to 2.58),2.26,2.08 to 2.58,2.08,2.58,(2.08 to 2.58)
Male.Colon/Rectum.IV.65-69.1.positive,rmst,32,2.27 (2.08 to 2.55),2.27,2.08 to 2.55,2.08,2.55,(2.08 to 2.55)
Female.Colon/Rectum.I.70-74.1.positive,rmst,27,14.6 (14.58 to 14.6),14.6,14.58 to 14.6,14.58,14.6,(14.58 to 14.6)
