characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female.Sarcoma.IV.55-59.1.negative,rmst,42,1.61 (1.27 to 2.27),1.61,1.27 to 2.27,1.27,2.27,(1.27 to 2.27)
Male.Sarcoma.IV.55-59.1.negative,rmst,42,1.61 (1.27 to 2.37),1.61,1.27 to 2.37,1.27,2.37,(1.27 to 2.37)
Female.Sarcoma.I.60-64.1.negative,rmst,37,16.65 (11.29 to 20.93),16.65,11.29 to 20.93,11.29,20.93,(11.29 to 20.93)
Male.Sarcoma.I.60-64.1.negative,rmst,37,16.23 (11.18 to 19.25),16.23,11.18 to 19.25,11.18,19.25,(11.18 to 19.25)
Female.Sarcoma.II.60-64.1.negative,rmst,37,14.01 (9.77 to 19.1),14.01,9.77 to 19.1,9.77,19.1,(9.77 to 19.1)
Male.Sarcoma.II.60-64.1.negative,rmst,37,13.68 (9.71 to 18.08),13.68,9.71 to 18.08,9.71,18.08,(9.71 to 18.08)
Female.Sarcoma.III.60-64.1.negative,rmst,37,9.33 (5.77 to 14.18),9.33,5.77 to 14.18,5.77,14.18,(5.77 to 14.18)
Male.Sarcoma.III.60-64.1.negative,rmst,37,8.99 (5.76 to 13.38),8.99,5.76 to 13.38,5.76,13.38,(5.76 to 13.38)
Female.Sarcoma.IV.60-64.1.negative,rmst,37,1.39 (1.16 to 1.72),1.39,1.16 to 1.72,1.16,1.72,(1.16 to 1.72)
Male.Sarcoma.IV.60-64.1.negative,rmst,37,1.39 (1.17 to 1.71),1.39,1.17 to 1.71,1.17,1.71,(1.17 to 1.71)
Female.Sarcoma.I.65-69.1.negative,rmst,32,15.92 (12.13 to 17.76),15.92,12.13 to 17.76,12.13,17.76,(12.13 to 17.76)
Male.Sarcoma.I.65-69.1.negative,rmst,32,15.27 (12.17 to 16.43),15.27,12.17 to 16.43,12.17,16.43,(12.17 to 16.43)
Female.Sarcoma.II.65-69.1.negative,rmst,32,9.33 (5.83 to 14.13),9.33,5.83 to 14.13,5.83,14.13,(5.83 to 14.13)
Male.Sarcoma.II.65-69.1.negative,rmst,32,9.69 (6.1 to 13.34),9.69,6.1 to 13.34,6.1,13.34,(6.1 to 13.34)
Female.Sarcoma.III.65-69.1.negative,rmst,32,7.43 (5.3 to 10.55),7.43,5.3 to 10.55,5.3,10.55,(5.3 to 10.55)
Male.Sarcoma.III.65-69.1.negative,rmst,32,7.31 (5.12 to 10.37),7.31,5.12 to 10.37,5.12,10.37,(5.12 to 10.37)
Female.Sarcoma.IV.65-69.1.negative,rmst,32,1.43 (1.05 to 2.64),1.43,1.05 to 2.64,1.05,2.64,(1.05 to 2.64)
Male.Sarcoma.IV.65-69.1.negative,rmst,32,1.45 (1.04 to 2.56),1.45,1.04 to 2.56,1.04,2.56,(1.04 to 2.56)
Female.Sarcoma.I.70-74.1.negative,rmst,27,12.25 (7.41 to 14.6),12.25,7.41 to 14.6,7.41,14.6,(7.41 to 14.6)
Male.Sarcoma.I.70-74.1.negative,rmst,27,12.8 (8.58 to 12.8),12.8,8.58 to 12.8,8.58,12.8,(8.58 to 12.8)
Female.Sarcoma.II.70-74.1.negative,rmst,27,11.31 (8.31 to 13.46),11.31,8.31 to 13.46,8.31,13.46,(8.31 to 13.46)
Male.Sarcoma.II.70-74.1.negative,rmst,27,10.82 (8.14 to 12.3),10.82,8.14 to 12.3,8.14,12.3,(8.14 to 12.3)
Female.Sarcoma.III.70-74.1.negative,rmst,27,7.6 (5.11 to 10.12),7.6,5.11 to 10.12,5.11,10.12,(5.11 to 10.12)
Male.Sarcoma.III.70-74.1.negative,rmst,27,7.34 (5.18 to 9.25),7.34,5.18 to 9.25,5.18,9.25,(5.18 to 9.25)
Female.Sarcoma.IV.70-74.1.negative,rmst,27,1.29 (1.05 to 1.93),1.29,1.05 to 1.93,1.05,1.93,(1.05 to 1.93)
Male.Sarcoma.IV.70-74.1.negative,rmst,27,1.31 (1.05 to 1.86),1.31,1.05 to 1.86,1.05,1.86,(1.05 to 1.86)
Female.Sarcoma.I.75-79.1.negative,rmst,22,11 (9.6 to 11),11,9.6 to 11,9.6,11,(9.6 to 11)
Male.Sarcoma.I.75-79.1.negative,rmst,22,9.59 (9.27 to 9.59),9.59,9.27 to 9.59,9.27,9.59,(9.27 to 9.59)
Female.Sarcoma.II.75-79.1.negative,rmst,22,8.22 (5.55 to 9.88),8.22,5.55 to 9.88,5.55,9.88,(5.55 to 9.88)
Male.Sarcoma.II.75-79.1.negative,rmst,22,8.02 (5.89 to 9.09),8.02,5.89 to 9.09,5.89,9.09,(5.89 to 9.09)
Female.Sarcoma.III.75-79.1.negative,rmst,22,4.49 (3.19 to 6.44),4.49,3.19 to 6.44,3.19,6.44,(3.19 to 6.44)
Male.Sarcoma.III.75-79.1.negative,rmst,22,4.37 (3.16 to 6.09),4.37,3.16 to 6.09,3.16,6.09,(3.16 to 6.09)
Female.Sarcoma.IV.75-79.1.negative,rmst,22,1.44 (1 to 2.49),1.44,1 to 2.49,1,2.49,(1 to 2.49)
Male.Sarcoma.IV.75-79.1.negative,rmst,22,1.43 (1.02 to 2.36),1.43,1.02 to 2.36,1.02,2.36,(1.02 to 2.36)
Female.Sarcoma.I.50-54.1.5.negative,rmst,47,27 (18.3 to 30.72),27,18.3 to 30.72,18.3,30.72,(18.3 to 30.72)
Male.Sarcoma.I.50-54.1.5.negative,rmst,47,26.15 (18.28 to 28.8),26.15,18.28 to 28.8,18.28,28.8,(18.28 to 28.8)
Female.Sarcoma.II.50-54.1.5.negative,rmst,47,15.66 (9.55 to 23.48),15.66,9.55 to 23.48,9.55,23.48,(9.55 to 23.48)
Male.Sarcoma.II.50-54.1.5.negative,rmst,47,15.27 (8.78 to 23.16),15.27,8.78 to 23.16,8.78,23.16,(8.78 to 23.16)
Female.Sarcoma.III.50-54.1.5.negative,rmst,47,9.26 (5.22 to 17.56),9.26,5.22 to 17.56,5.22,17.56,(5.22 to 17.56)
Male.Sarcoma.III.50-54.1.5.negative,rmst,47,9.17 (5.27 to 17.54),9.17,5.27 to 17.54,5.27,17.54,(5.27 to 17.54)
Female.Sarcoma.IV.50-54.1.5.negative,rmst,47,5.55 (2.71 to 11.66),5.55,2.71 to 11.66,2.71,11.66,(2.71 to 11.66)
Male.Sarcoma.IV.50-54.1.5.negative,rmst,47,5.34 (2.63 to 10.57),5.34,2.63 to 10.57,2.63,10.57,(2.63 to 10.57)
Female.Sarcoma.I.55-59.1.5.negative,rmst,42,24.06 (18.34 to 26.34),24.06,18.34 to 26.34,18.34,26.34,(18.34 to 26.34)
Male.Sarcoma.I.55-59.1.5.negative,rmst,42,23.04 (17.51 to 24.46),23.04,17.51 to 24.46,17.51,24.46,(17.51 to 24.46)
Female.Sarcoma.II.55-59.1.5.negative,rmst,42,16.52 (11.06 to 22.51),16.52,11.06 to 22.51,11.06,22.51,(11.06 to 22.51)
Male.Sarcoma.II.55-59.1.5.negative,rmst,42,16.29 (10.89 to 21.22),16.29,10.89 to 21.22,10.89,21.22,(10.89 to 21.22)
Female.Sarcoma.III.55-59.1.5.negative,rmst,42,11.46 (6.78 to 18.84),11.46,6.78 to 18.84,6.78,18.84,(6.78 to 18.84)
Male.Sarcoma.III.55-59.1.5.negative,rmst,42,11.06 (6.47 to 17.22),11.06,6.47 to 17.22,6.47,17.22,(6.47 to 17.22)
Female.Sarcoma.IV.55-59.1.5.negative,rmst,42,2.29 (1.74 to 4.02),2.29,1.74 to 4.02,1.74,4.02,(1.74 to 4.02)
Male.Sarcoma.IV.55-59.1.5.negative,rmst,42,2.32 (1.73 to 4.04),2.32,1.73 to 4.04,1.73,4.04,(1.73 to 4.04)
Female.Sarcoma.I.60-64.1.5.negative,rmst,37,18.24 (12.16 to 21.44),18.24,12.16 to 21.44,12.16,21.44,(12.16 to 21.44)
Male.Sarcoma.I.60-64.1.5.negative,rmst,37,17.57 (13.17 to 19.56),17.57,13.17 to 19.56,13.17,19.56,(13.17 to 19.56)
Female.Sarcoma.II.60-64.1.5.negative,rmst,37,15.85 (10.59 to 20.54),15.85,10.59 to 20.54,10.59,20.54,(10.59 to 20.54)
Male.Sarcoma.II.60-64.1.5.negative,rmst,37,15.5 (10.43 to 18.95),15.5,10.43 to 18.95,10.43,18.95,(10.43 to 18.95)
Female.Sarcoma.III.60-64.1.5.negative,rmst,37,11.5 (6.96 to 16.76),11.5,6.96 to 16.76,6.96,16.76,(6.96 to 16.76)
Male.Sarcoma.III.60-64.1.5.negative,rmst,37,11.2 (7.31 to 15.51),11.2,7.31 to 15.51,7.31,15.51,(7.31 to 15.51)
Female.Sarcoma.IV.60-64.1.5.negative,rmst,37,1.99 (1.58 to 2.61),1.99,1.58 to 2.61,1.58,2.61,(1.58 to 2.61)
Male.Sarcoma.IV.60-64.1.5.negative,rmst,37,2 (1.6 to 2.74),2,1.6 to 2.74,1.6,2.74,(1.6 to 2.74)
Female.Sarcoma.I.65-69.1.5.negative,rmst,32,17 (13.71 to 18.57),17,13.71 to 18.57,13.71,18.57,(13.71 to 18.57)
Male.Sarcoma.I.65-69.1.5.negative,rmst,32,16.32 (14.02 to 16.43),16.32,14.02 to 16.43,14.02,16.43,(14.02 to 16.43)
Female.Sarcoma.II.65-69.1.5.negative,rmst,32,10.6 (6.4 to 15.93),10.6,6.4 to 15.93,6.4,15.93,(6.4 to 15.93)
Male.Sarcoma.II.65-69.1.5.negative,rmst,32,10.46 (6.65 to 14.44),10.46,6.65 to 14.44,6.65,14.44,(6.65 to 14.44)
Female.Sarcoma.III.65-69.1.5.negative,rmst,32,9.27 (6.47 to 13.11),9.27,6.47 to 13.11,6.47,13.11,(6.47 to 13.11)
Male.Sarcoma.III.65-69.1.5.negative,rmst,32,9.08 (6.45 to 12.17),9.08,6.45 to 12.17,6.45,12.17,(6.45 to 12.17)
Female.Sarcoma.IV.65-69.1.5.negative,rmst,32,2.56 (1.64 to 5.1),2.56,1.64 to 5.1,1.64,5.1,(1.64 to 5.1)
Male.Sarcoma.IV.65-69.1.5.negative,rmst,32,2.6 (1.65 to 5.1),2.6,1.65 to 5.1,1.65,5.1,(1.65 to 5.1)
Female.Sarcoma.I.70-74.1.5.negative,rmst,27,13.95 (8.44 to 14.6),13.95,8.44 to 14.6,8.44,14.6,(8.44 to 14.6)
Male.Sarcoma.I.70-74.1.5.negative,rmst,27,12.8 (10.34 to 12.8),12.8,10.34 to 12.8,10.34,12.8,(10.34 to 12.8)
Female.Sarcoma.II.70-74.1.5.negative,rmst,27,12.64 (9.58 to 14.21),12.64,9.58 to 14.21,9.58,14.21,(9.58 to 14.21)
Male.Sarcoma.II.70-74.1.5.negative,rmst,27,12.1 (10.16 to 12.8),12.1,10.16 to 12.8,10.16,12.8,(10.16 to 12.8)
Female.Sarcoma.III.70-74.1.5.negative,rmst,27,8.98 (6.14 to 11.25),8.98,6.14 to 11.25,6.14,11.25,(6.14 to 11.25)
Male.Sarcoma.III.70-74.1.5.negative,rmst,27,8.64 (6.15 to 10.14),8.64,6.15 to 10.14,6.15,10.14,(6.15 to 10.14)
Female.Sarcoma.IV.70-74.1.5.negative,rmst,27,1.76 (1.4 to 2.84),1.76,1.4 to 2.84,1.4,2.84,(1.4 to 2.84)
Male.Sarcoma.IV.70-74.1.5.negative,rmst,27,1.85 (1.41 to 2.89),1.85,1.41 to 2.89,1.41,2.89,(1.41 to 2.89)
Female.Sarcoma.I.75-79.1.5.negative,rmst,22,11 (10.54 to 11),11,10.54 to 11,10.54,11,(10.54 to 11)
Male.Sarcoma.I.75-79.1.5.negative,rmst,22,9.59 (9.38 to 9.59),9.59,9.38 to 9.59,9.38,9.59,(9.38 to 9.59)
Female.Sarcoma.II.75-79.1.5.negative,rmst,22,9.11 (6.47 to 10.76),9.11,6.47 to 10.76,6.47,10.76,(6.47 to 10.76)
Male.Sarcoma.II.75-79.1.5.negative,rmst,22,9.56 (7 to 9.59),9.56,7 to 9.59,7,9.59,(7 to 9.59)
Female.Sarcoma.III.75-79.1.5.negative,rmst,22,5.68 (3.88 to 7.68),5.68,3.88 to 7.68,3.88,7.68,(3.88 to 7.68)
Male.Sarcoma.III.75-79.1.5.negative,rmst,22,5.49 (3.85 to 7.13),5.49,3.85 to 7.13,3.85,7.13,(3.85 to 7.13)
Female.Sarcoma.IV.75-79.1.5.negative,rmst,22,2.31 (1.53 to 3.97),2.31,1.53 to 3.97,1.53,3.97,(1.53 to 3.97)
Male.Sarcoma.IV.75-79.1.5.negative,rmst,22,2.41 (1.57 to 3.87),2.41,1.57 to 3.87,1.57,3.87,(1.57 to 3.87)
Female.Sarcoma.I.50-54.3.negative,rmst,47,29.91 (20.95 to 31.64),29.91,20.95 to 31.64,20.95,31.64,(20.95 to 31.64)
Male.Sarcoma.I.50-54.3.negative,rmst,47,28.48 (21.5 to 28.8),28.48,21.5 to 28.8,21.5,28.8,(21.5 to 28.8)
Female.Sarcoma.II.50-54.3.negative,rmst,47,21.27 (12.65 to 28.87),21.27,12.65 to 28.87,12.65,28.87,(12.65 to 28.87)
Male.Sarcoma.II.50-54.3.negative,rmst,47,20.49 (12.46 to 26.99),20.49,12.46 to 26.99,12.46,26.99,(12.46 to 26.99)
Female.Sarcoma.III.50-54.3.negative,rmst,47,13.95 (7.68 to 23.67),13.95,7.68 to 23.67,7.68,23.67,(7.68 to 23.67)
Male.Sarcoma.III.50-54.3.negative,rmst,47,13.82 (7.37 to 22.77),13.82,7.37 to 22.77,7.37,22.77,(7.37 to 22.77)
Female.Sarcoma.IV.50-54.3.negative,rmst,47,6.47 (3.74 to 14.34),6.47,3.74 to 14.34,3.74,14.34,(3.74 to 14.34)
Male.Sarcoma.IV.50-54.3.negative,rmst,47,6.56 (3.73 to 15.62),6.56,3.73 to 15.62,3.73,15.62,(3.73 to 15.62)
Female.Sarcoma.I.55-59.3.negative,rmst,42,26.61 (22.46 to 27.11),26.61,22.46 to 27.11,22.46,27.11,(22.46 to 27.11)
Male.Sarcoma.I.55-59.3.negative,rmst,42,24.46 (21.85 to 24.46),24.46,21.85 to 24.46,21.85,24.46,(21.85 to 24.46)
Female.Sarcoma.II.55-59.3.negative,rmst,42,20.82 (14.64 to 25.86),20.82,14.64 to 25.86,14.64,25.86,(14.64 to 25.86)
Male.Sarcoma.II.55-59.3.negative,rmst,42,20.18 (14.44 to 23.89),20.18,14.44 to 23.89,14.44,23.89,(14.44 to 23.89)
Female.Sarcoma.III.55-59.3.negative,rmst,42,15.49 (9.12 to 22.26),15.49,9.12 to 22.26,9.12,22.26,(9.12 to 22.26)
Male.Sarcoma.III.55-59.3.negative,rmst,42,14.74 (8.57 to 20.45),14.74,8.57 to 20.45,8.57,20.45,(8.57 to 20.45)
Female.Sarcoma.IV.55-59.3.negative,rmst,42,4.2 (2.87 to 7.89),4.2,2.87 to 7.89,2.87,7.89,(2.87 to 7.89)
Male.Sarcoma.IV.55-59.3.negative,rmst,42,4.25 (2.88 to 8.74),4.25,2.88 to 8.74,2.88,8.74,(2.88 to 8.74)
Female.Sarcoma.I.60-64.3.negative,rmst,37,21.03 (16.04 to 22.74),21.03,16.04 to 22.74,16.04,22.74,(16.04 to 22.74)
Male.Sarcoma.I.60-64.3.negative,rmst,37,20.23 (16.59 to 20.32),20.23,16.59 to 20.32,16.59,20.32,(16.59 to 20.32)
Female.Sarcoma.II.60-64.3.negative,rmst,37,21.27 (15.67 to 22.74),21.27,15.67 to 22.74,15.67,22.74,(15.67 to 22.74)
Male.Sarcoma.II.60-64.3.negative,rmst,37,20.3 (15.58 to 20.32),20.3,15.58 to 20.32,15.58,20.32,(15.58 to 20.32)
Female.Sarcoma.III.60-64.3.negative,rmst,37,14.73 (9.82 to 19.64),14.73,9.82 to 19.64,9.82,19.64,(9.82 to 19.64)
Male.Sarcoma.III.60-64.3.negative,rmst,37,14.36 (9.23 to 17.88),14.36,9.23 to 17.88,9.23,17.88,(9.23 to 17.88)
Female.Sarcoma.IV.60-64.3.negative,rmst,37,3.3 (2.45 to 5.01),3.3,2.45 to 5.01,2.45,5.01,(2.45 to 5.01)
Male.Sarcoma.IV.60-64.3.negative,rmst,37,3.25 (2.32 to 5.26),3.25,2.32 to 5.26,2.32,5.26,(2.32 to 5.26)
Female.Sarcoma.I.65-69.3.negative,rmst,32,18.57 (16.13 to 18.57),18.57,16.13 to 18.57,16.13,18.57,(16.13 to 18.57)
Male.Sarcoma.I.65-69.3.negative,rmst,32,16.43 (15.71 to 16.43),16.43,15.71 to 16.43,15.71,16.43,(15.71 to 16.43)
Female.Sarcoma.II.65-69.3.negative,rmst,32,15.04 (10.34 to 18.12),15.04,10.34 to 18.12,10.34,18.12,(10.34 to 18.12)
Male.Sarcoma.II.65-69.3.negative,rmst,32,15.38 (10.47 to 16.43),15.38,10.47 to 16.43,10.47,16.43,(10.47 to 16.43)
Female.Sarcoma.III.65-69.3.negative,rmst,32,12.24 (8.58 to 15.62),12.24,8.58 to 15.62,8.58,15.62,(8.58 to 15.62)
Male.Sarcoma.III.65-69.3.negative,rmst,32,11.9 (8.44 to 14.58),11.9,8.44 to 14.58,8.44,14.58,(8.44 to 14.58)
Female.Sarcoma.IV.65-69.3.negative,rmst,32,3.98 (2.52 to 7.91),3.98,2.52 to 7.91,2.52,7.91,(2.52 to 7.91)
Male.Sarcoma.IV.65-69.3.negative,rmst,32,4.11 (2.5 to 7.34),4.11,2.5 to 7.34,2.5,7.34,(2.5 to 7.34)
Female.Sarcoma.I.70-74.3.negative,rmst,27,14.6 (13 to 14.6),14.6,13 to 14.6,13,14.6,(13 to 14.6)
Male.Sarcoma.I.70-74.3.negative,rmst,27,12.8 (11.9 to 12.8),12.8,11.9 to 12.8,11.9,12.8,(11.9 to 12.8)
Female.Sarcoma.II.70-74.3.negative,rmst,27,14.6 (13.15 to 14.6),14.6,13.15 to 14.6,13.15,14.6,(13.15 to 14.6)
Male.Sarcoma.II.70-74.3.negative,rmst,27,12.8 (12.28 to 12.8),12.8,12.28 to 12.8,12.28,12.8,(12.28 to 12.8)
Female.Sarcoma.III.70-74.3.negative,rmst,27,10.65 (7.44 to 12.87),10.65,7.44 to 12.87,7.44,12.87,(7.44 to 12.87)
Male.Sarcoma.III.70-74.3.negative,rmst,27,10.12 (7.23 to 11.64),10.12,7.23 to 11.64,7.23,11.64,(7.23 to 11.64)
Female.Sarcoma.IV.70-74.3.negative,rmst,27,3.14 (2.18 to 5.37),3.14,2.18 to 5.37,2.18,5.37,(2.18 to 5.37)
Male.Sarcoma.IV.70-74.3.negative,rmst,27,3.08 (2.21 to 5.09),3.08,2.21 to 5.09,2.21,5.09,(2.21 to 5.09)
Female.Sarcoma.I.75-79.3.negative,rmst,22,11 (10.73 to 11),11,10.73 to 11,10.73,11,(10.73 to 11)
Male.Sarcoma.I.75-79.3.negative,rmst,22,9.59 (9.44 to 9.59),9.59,9.44 to 9.59,9.44,9.59,(9.44 to 9.59)
Female.Sarcoma.II.75-79.3.negative,rmst,22,11 (9.36 to 11),11,9.36 to 11,9.36,11,(9.36 to 11)
Male.Sarcoma.II.75-79.3.negative,rmst,22,9.59 (9.04 to 9.59),9.59,9.04 to 9.59,9.04,9.59,(9.04 to 9.59)
Female.Sarcoma.III.75-79.3.negative,rmst,22,7.5 (5.39 to 9.23),7.5,5.39 to 9.23,5.39,9.23,(5.39 to 9.23)
Male.Sarcoma.III.75-79.3.negative,rmst,22,7.24 (5.18 to 8.85),7.24,5.18 to 8.85,5.18,8.85,(5.18 to 8.85)
Female.Sarcoma.IV.75-79.3.negative,rmst,22,4.01 (2.39 to 6.56),4.01,2.39 to 6.56,2.39,6.56,(2.39 to 6.56)
Male.Sarcoma.IV.75-79.3.negative,rmst,22,4.11 (2.49 to 6.58),4.11,2.49 to 6.58,2.49,6.58,(2.49 to 6.58)
Female.Sarcoma.I.50-54.1.positive,rmst,47,26.41 (17.41 to 30.09),26.41,17.41 to 30.09,17.41,30.09,(17.41 to 30.09)
Male.Sarcoma.I.50-54.1.positive,rmst,47,25.08 (17.05 to 27.67),25.08,17.05 to 27.67,17.05,27.67,(17.05 to 27.67)
Female.Sarcoma.II.50-54.1.positive,rmst,47,13.75 (8.48 to 21.79),13.75,8.48 to 21.79,8.48,21.79,(8.48 to 21.79)
Male.Sarcoma.II.50-54.1.positive,rmst,47,13.79 (8.73 to 20.81),13.79,8.73 to 20.81,8.73,20.81,(8.73 to 20.81)
Female.Sarcoma.III.50-54.1.positive,rmst,47,7.12 (4.35 to 14.89),7.12,4.35 to 14.89,4.35,14.89,(4.35 to 14.89)
Male.Sarcoma.III.50-54.1.positive,rmst,47,7.25 (4.45 to 13.71),7.25,4.45 to 13.71,4.45,13.71,(4.45 to 13.71)
Female.Sarcoma.IV.50-54.1.positive,rmst,47,2.91 (1.74 to 6.27),2.91,1.74 to 6.27,1.74,6.27,(1.74 to 6.27)
Male.Sarcoma.IV.50-54.1.positive,rmst,47,2.94 (1.74 to 6.73),2.94,1.74 to 6.73,1.74,6.73,(1.74 to 6.73)
Female.Sarcoma.I.55-59.1.positive,rmst,42,22.47 (17.29 to 25.85),22.47,17.29 to 25.85,17.29,25.85,(17.29 to 25.85)
Male.Sarcoma.I.55-59.1.positive,rmst,42,21.72 (16.66 to 24.43),21.72,16.66 to 24.43,16.66,24.43,(16.66 to 24.43)
Female.Sarcoma.II.55-59.1.positive,rmst,42,14.19 (9.32 to 20.91),14.19,9.32 to 20.91,9.32,20.91,(9.32 to 20.91)
Male.Sarcoma.II.55-59.1.positive,rmst,42,13.75 (9.23 to 19.49),13.75,9.23 to 19.49,9.23,19.49,(9.23 to 19.49)
Female.Sarcoma.III.55-59.1.positive,rmst,42,9.56 (5.54 to 16.3),9.56,5.54 to 16.3,5.54,16.3,(5.54 to 16.3)
Male.Sarcoma.III.55-59.1.positive,rmst,42,9.44 (5.69 to 15.49),9.44,5.69 to 15.49,5.69,15.49,(5.69 to 15.49)
Female.Sarcoma.IV.55-59.1.positive,rmst,42,1.61 (1.28 to 2.34),1.61,1.28 to 2.34,1.28,2.34,(1.28 to 2.34)
Male.Sarcoma.IV.55-59.1.positive,rmst,42,1.58 (1.26 to 2.3),1.58,1.26 to 2.3,1.26,2.3,(1.26 to 2.3)
Female.Sarcoma.I.60-64.1.positive,rmst,37,17.01 (11.31 to 20.81),17.01,11.31 to 20.81,11.31,20.81,(11.31 to 20.81)
Male.Sarcoma.I.60-64.1.positive,rmst,37,16.54 (11.29 to 19.23),16.54,11.29 to 19.23,11.29,19.23,(11.29 to 19.23)
Female.Sarcoma.II.60-64.1.positive,rmst,37,13.81 (9.52 to 18.94),13.81,9.52 to 18.94,9.52,18.94,(9.52 to 18.94)
Male.Sarcoma.II.60-64.1.positive,rmst,37,13.64 (9.16 to 18.01),13.64,9.16 to 18.01,9.16,18.01,(9.16 to 18.01)
Female.Sarcoma.III.60-64.1.positive,rmst,37,9.17 (5.83 to 13.88),9.17,5.83 to 13.88,5.83,13.88,(5.83 to 13.88)
Male.Sarcoma.III.60-64.1.positive,rmst,37,9 (5.63 to 13.57),9,5.63 to 13.57,5.63,13.57,(5.63 to 13.57)
Female.Sarcoma.IV.60-64.1.positive,rmst,37,1.4 (1.17 to 1.72),1.4,1.17 to 1.72,1.17,1.72,(1.17 to 1.72)
Male.Sarcoma.IV.60-64.1.positive,rmst,37,1.4 (1.17 to 1.73),1.4,1.17 to 1.73,1.17,1.73,(1.17 to 1.73)
Female.Sarcoma.I.65-69.1.positive,rmst,32,15.72 (12.22 to 17.76),15.72,12.22 to 17.76,12.22,17.76,(12.22 to 17.76)
Male.Sarcoma.I.65-69.1.positive,rmst,32,15.3 (11.41 to 16.43),15.3,11.41 to 16.43,11.41,16.43,(11.41 to 16.43)
Female.Sarcoma.II.65-69.1.positive,rmst,32,9.31 (5.94 to 14.2),9.31,5.94 to 14.2,5.94,14.2,(5.94 to 14.2)
Male.Sarcoma.II.65-69.1.positive,rmst,32,9.44 (5.9 to 13.65),9.44,5.9 to 13.65,5.9,13.65,(5.9 to 13.65)
Female.Sarcoma.III.65-69.1.positive,rmst,32,7.47 (5.28 to 10.52),7.47,5.28 to 10.52,5.28,10.52,(5.28 to 10.52)
Male.Sarcoma.III.65-69.1.positive,rmst,32,7.32 (5.21 to 10.5),7.32,5.21 to 10.5,5.21,10.5,(5.21 to 10.5)
Female.Sarcoma.IV.65-69.1.positive,rmst,32,1.43 (1.05 to 3.07),1.43,1.05 to 3.07,1.05,3.07,(1.05 to 3.07)
Male.Sarcoma.IV.65-69.1.positive,rmst,32,1.45 (1.05 to 2.78),1.45,1.05 to 2.78,1.05,2.78,(1.05 to 2.78)
Female.Sarcoma.I.70-74.1.positive,rmst,27,12.21 (6.83 to 14.6),12.21,6.83 to 14.6,6.83,14.6,(6.83 to 14.6)
Male.Sarcoma.I.70-74.1.positive,rmst,27,12.75 (7.85 to 12.8),12.75,7.85 to 12.8,7.85,12.8,(7.85 to 12.8)
Female.Sarcoma.II.70-74.1.positive,rmst,27,11.24 (7.99 to 13.41),11.24,7.99 to 13.41,7.99,13.41,(7.99 to 13.41)
Male.Sarcoma.II.70-74.1.positive,rmst,27,10.83 (8.22 to 12.11),10.83,8.22 to 12.11,8.22,12.11,(8.22 to 12.11)
Female.Sarcoma.III.70-74.1.positive,rmst,27,7.84 (5.11 to 10.24),7.84,5.11 to 10.24,5.11,10.24,(5.11 to 10.24)
Male.Sarcoma.III.70-74.1.positive,rmst,27,7.37 (5.22 to 9.21),7.37,5.22 to 9.21,5.22,9.21,(5.22 to 9.21)
