characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female.Urothelial Tract.I.75-79.1.5.negative,rmst,22,10.99 (9.1 to 11),10.99,9.1 to 11,9.1,11,(9.1 to 11)
Male.Urothelial Tract.I.75-79.1.5.negative,rmst,22,9.59 (8.89 to 9.59),9.59,8.89 to 9.59,8.89,9.59,(8.89 to 9.59)
Female.Urothelial Tract.II.75-79.1.5.negative,rmst,22,9.52 (6.9 to 11),9.52,6.9 to 11,6.9,11,(6.9 to 11)
Male.Urothelial Tract.II.75-79.1.5.negative,rmst,22,9.58 (7.28 to 9.59),9.58,7.28 to 9.59,7.28,9.59,(7.28 to 9.59)
Female.Urothelial Tract.III.75-79.1.5.negative,rmst,22,6.81 (5.13 to 8.16),6.81,5.13 to 8.16,5.13,8.16,(5.13 to 8.16)
Male.Urothelial Tract.III.75-79.1.5.negative,rmst,22,6.56 (5.12 to 7.66),6.56,5.12 to 7.66,5.12,7.66,(5.12 to 7.66)
Female.Urothelial Tract.IV.75-79.1.5.negative,rmst,22,2.11 (1.63 to 3.21),2.11,1.63 to 3.21,1.63,3.21,(1.63 to 3.21)
Male.Urothelial Tract.IV.75-79.1.5.negative,rmst,22,2.09 (1.61 to 3.04),2.09,1.61 to 3.04,1.61,3.04,(1.61 to 3.04)
Female.Urothelial Tract.I.50-54.3.negative,rmst,47,31.47 (6.4 to 31.64),31.47,6.4 to 31.64,6.4,31.64,(6.4 to 31.64)
Male.Urothelial Tract.I.50-54.3.negative,rmst,47,28.8 (6.33 to 28.8),28.8,6.33 to 28.8,6.33,28.8,(6.33 to 28.8)
Female.Urothelial Tract.II.50-54.3.negative,rmst,47,27.57 (9.02 to 31.64),27.57,9.02 to 31.64,9.02,31.64,(9.02 to 31.64)
Male.Urothelial Tract.II.50-54.3.negative,rmst,47,27.77 (9.4 to 28.8),27.77,9.4 to 28.8,9.4,28.8,(9.4 to 28.8)
Female.Urothelial Tract.III.50-54.3.negative,rmst,47,14.14 (5.8 to 25.08),14.14,5.8 to 25.08,5.8,25.08,(5.8 to 25.08)
Male.Urothelial Tract.III.50-54.3.negative,rmst,47,14.55 (5.5 to 25.31),14.55,5.5 to 25.31,5.5,25.31,(5.5 to 25.31)
Female.Urothelial Tract.IV.50-54.3.negative,rmst,47,6.93 (3.18 to 18.36),6.93,3.18 to 18.36,3.18,18.36,(3.18 to 18.36)
Male.Urothelial Tract.IV.50-54.3.negative,rmst,47,6.79 (3.37 to 16.52),6.79,3.37 to 16.52,3.37,16.52,(3.37 to 16.52)
Female.Urothelial Tract.I.55-59.3.negative,rmst,42,24.97 (13.35 to 27.11),24.97,13.35 to 27.11,13.35,27.11,(13.35 to 27.11)
Male.Urothelial Tract.I.55-59.3.negative,rmst,42,24.3 (13.22 to 24.46),24.3,13.22 to 24.46,13.22,24.46,(13.22 to 24.46)
Female.Urothelial Tract.III.55-59.3.negative,rmst,42,13.98 (7.91 to 21.76),13.98,7.91 to 21.76,7.91,21.76,(7.91 to 21.76)
Male.Urothelial Tract.III.55-59.3.negative,rmst,42,13.75 (7.85 to 21.24),13.75,7.85 to 21.24,7.85,21.24,(7.85 to 21.24)
Female.Urothelial Tract.IV.55-59.3.negative,rmst,42,12.78 (5.83 to 20.21),12.78,5.83 to 20.21,5.83,20.21,(5.83 to 20.21)
Male.Urothelial Tract.IV.55-59.3.negative,rmst,42,12.52 (6.19 to 18.58),12.52,6.19 to 18.58,6.19,18.58,(6.19 to 18.58)
Female.Urothelial Tract.I.60-64.3.negative,rmst,37,16.94 (12.43 to 21),16.94,12.43 to 21,12.43,21,(12.43 to 21)
Male.Urothelial Tract.I.60-64.3.negative,rmst,37,16.68 (11.79 to 19.66),16.68,11.79 to 19.66,11.79,19.66,(11.79 to 19.66)
Female.Urothelial Tract.II.60-64.3.negative,rmst,37,13.49 (6.05 to 21.99),13.49,6.05 to 21.99,6.05,21.99,(6.05 to 21.99)
Male.Urothelial Tract.II.60-64.3.negative,rmst,37,17.1 (6.21 to 20.32),17.1,6.21 to 20.32,6.21,20.32,(6.21 to 20.32)
Female.Urothelial Tract.III.60-64.3.negative,rmst,37,9.48 (5.76 to 15.37),9.48,5.76 to 15.37,5.76,15.37,(5.76 to 15.37)
Male.Urothelial Tract.III.60-64.3.negative,rmst,37,9.25 (6.11 to 14.51),9.25,6.11 to 14.51,6.11,14.51,(6.11 to 14.51)
Female.Urothelial Tract.IV.60-64.3.negative,rmst,37,4.79 (3.03 to 9.96),4.79,3.03 to 9.96,3.03,9.96,(3.03 to 9.96)
Male.Urothelial Tract.IV.60-64.3.negative,rmst,37,4.73 (3.06 to 8.85),4.73,3.06 to 8.85,3.06,8.85,(3.06 to 8.85)
Female.Urothelial Tract.I.65-69.3.negative,rmst,32,15.34 (8.44 to 18),15.34,8.44 to 18,8.44,18,(8.44 to 18)
Male.Urothelial Tract.I.65-69.3.negative,rmst,32,15.63 (9.38 to 16.43),15.63,9.38 to 16.43,9.38,16.43,(9.38 to 16.43)
Female.Urothelial Tract.II.65-69.3.negative,rmst,32,12.01 (7.02 to 17.26),12.01,7.02 to 17.26,7.02,17.26,(7.02 to 17.26)
Male.Urothelial Tract.II.65-69.3.negative,rmst,32,14.44 (7.67 to 16.43),14.44,7.67 to 16.43,7.67,16.43,(7.67 to 16.43)
Female.Urothelial Tract.III.65-69.3.negative,rmst,32,6.93 (4.58 to 10.62),6.93,4.58 to 10.62,4.58,10.62,(4.58 to 10.62)
Male.Urothelial Tract.III.65-69.3.negative,rmst,32,7.06 (4.93 to 10.44),7.06,4.93 to 10.44,4.93,10.44,(4.93 to 10.44)
Female.Urothelial Tract.IV.65-69.3.negative,rmst,32,8.9 (5.4 to 12.26),8.9,5.4 to 12.26,5.4,12.26,(5.4 to 12.26)
Male.Urothelial Tract.IV.65-69.3.negative,rmst,32,8.77 (5.57 to 11.39),8.77,5.57 to 11.39,5.57,11.39,(5.57 to 11.39)
Female.Urothelial Tract.I.70-74.3.negative,rmst,27,14.29 (11.86 to 14.6),14.29,11.86 to 14.6,11.86,14.6,(11.86 to 14.6)
Male.Urothelial Tract.I.70-74.3.negative,rmst,27,12.8 (11.94 to 12.8),12.8,11.94 to 12.8,11.94,12.8,(11.94 to 12.8)
Female.Urothelial Tract.II.70-74.3.negative,rmst,27,10.57 (6.77 to 14.6),10.57,6.77 to 14.6,6.77,14.6,(6.77 to 14.6)
Male.Urothelial Tract.II.70-74.3.negative,rmst,27,11.87 (7.56 to 12.8),11.87,7.56 to 12.8,7.56,12.8,(7.56 to 12.8)
Female.Urothelial Tract.III.70-74.3.negative,rmst,27,7.43 (5.15 to 9.23),7.43,5.15 to 9.23,5.15,9.23,(5.15 to 9.23)
Male.Urothelial Tract.III.70-74.3.negative,rmst,27,7.08 (5.06 to 8.55),7.08,5.06 to 8.55,5.06,8.55,(5.06 to 8.55)
Female.Urothelial Tract.IV.70-74.3.negative,rmst,27,6.62 (4.12 to 9.13),6.62,4.12 to 9.13,4.12,9.13,(4.12 to 9.13)
Male.Urothelial Tract.IV.70-74.3.negative,rmst,27,6.36 (3.82 to 8.55),6.36,3.82 to 8.55,3.82,8.55,(3.82 to 8.55)
Female.Urothelial Tract.I.75-79.3.negative,rmst,22,11 (8.72 to 11),11,8.72 to 11,8.72,11,(8.72 to 11)
Male.Urothelial Tract.I.75-79.3.negative,rmst,22,9.59 (8.6 to 9.59),9.59,8.6 to 9.59,8.6,9.59,(8.6 to 9.59)
Female.Urothelial Tract.II.75-79.3.negative,rmst,22,9.1 (6.55 to 11),9.1,6.55 to 11,6.55,11,(6.55 to 11)
Male.Urothelial Tract.II.75-79.3.negative,rmst,22,9.58 (7.01 to 9.59),9.58,7.01 to 9.59,7.01,9.59,(7.01 to 9.59)
Female.Urothelial Tract.III.75-79.3.negative,rmst,22,6.86 (5.15 to 8.18),6.86,5.15 to 8.18,5.15,8.18,(5.15 to 8.18)
Male.Urothelial Tract.III.75-79.3.negative,rmst,22,6.57 (5.07 to 7.82),6.57,5.07 to 7.82,5.07,7.82,(5.07 to 7.82)
Female.Urothelial Tract.IV.75-79.3.negative,rmst,22,4.14 (2.91 to 6.44),4.14,2.91 to 6.44,2.91,6.44,(2.91 to 6.44)
Male.Urothelial Tract.IV.75-79.3.negative,rmst,22,4.1 (2.95 to 5.86),4.1,2.95 to 5.86,2.95,5.86,(2.95 to 5.86)
Female.Urothelial Tract.I.50-54.1.positive,rmst,47,31.23 (5.76 to 31.64),31.23,5.76 to 31.64,5.76,31.64,(5.76 to 31.64)
Male.Urothelial Tract.I.50-54.1.positive,rmst,47,28.8 (7.21 to 28.8),28.8,7.21 to 28.8,7.21,28.8,(7.21 to 28.8)
Female.Urothelial Tract.II.50-54.1.positive,rmst,47,28.16 (8.56 to 31.64),28.16,8.56 to 31.64,8.56,31.64,(8.56 to 31.64)
Male.Urothelial Tract.II.50-54.1.positive,rmst,47,28.36 (10.33 to 28.8),28.36,10.33 to 28.8,10.33,28.8,(10.33 to 28.8)
Female.Urothelial Tract.III.50-54.1.positive,rmst,47,13.95 (5.69 to 26.07),13.95,5.69 to 26.07,5.69,26.07,(5.69 to 26.07)
Male.Urothelial Tract.III.50-54.1.positive,rmst,47,13.75 (5.88 to 23.78),13.75,5.88 to 23.78,5.88,23.78,(5.88 to 23.78)
Female.Urothelial Tract.IV.50-54.1.positive,rmst,47,2.12 (1.42 to 4.07),2.12,1.42 to 4.07,1.42,4.07,(1.42 to 4.07)
Male.Urothelial Tract.IV.50-54.1.positive,rmst,47,2.08 (1.44 to 4.48),2.08,1.44 to 4.48,1.44,4.48,(1.44 to 4.48)
Female.Urothelial Tract.I.55-59.1.positive,rmst,42,23.88 (12.87 to 27.11),23.88,12.87 to 27.11,12.87,27.11,(12.87 to 27.11)
Male.Urothelial Tract.I.55-59.1.positive,rmst,42,24.3 (14.1 to 24.46),24.3,14.1 to 24.46,14.1,24.46,(14.1 to 24.46)
Female.Urothelial Tract.III.55-59.1.positive,rmst,42,14.15 (8.05 to 21.62),14.15,8.05 to 21.62,8.05,21.62,(8.05 to 21.62)
Male.Urothelial Tract.III.55-59.1.positive,rmst,42,13.63 (7.99 to 20.59),13.63,7.99 to 20.59,7.99,20.59,(7.99 to 20.59)
Female.Urothelial Tract.IV.55-59.1.positive,rmst,42,4.87 (2.5 to 9.66),4.87,2.5 to 9.66,2.5,9.66,(2.5 to 9.66)
Male.Urothelial Tract.IV.55-59.1.positive,rmst,42,4.83 (2.38 to 8.81),4.83,2.38 to 8.81,2.38,8.81,(2.38 to 8.81)
Female.Urothelial Tract.I.60-64.1.positive,rmst,37,17.07 (11.99 to 21.34),17.07,11.99 to 21.34,11.99,21.34,(11.99 to 21.34)
Male.Urothelial Tract.I.60-64.1.positive,rmst,37,16.55 (12.23 to 19.56),16.55,12.23 to 19.56,12.23,19.56,(12.23 to 19.56)
Female.Urothelial Tract.II.60-64.1.positive,rmst,37,12.7 (5.69 to 21.99),12.7,5.69 to 21.99,5.69,21.99,(5.69 to 21.99)
Male.Urothelial Tract.II.60-64.1.positive,rmst,37,16.62 (6.14 to 20.32),16.62,6.14 to 20.32,6.14,20.32,(6.14 to 20.32)
Female.Urothelial Tract.III.60-64.1.positive,rmst,37,9.34 (6.08 to 14.69),9.34,6.08 to 14.69,6.08,14.69,(6.08 to 14.69)
Male.Urothelial Tract.III.60-64.1.positive,rmst,37,9.36 (5.9 to 14.61),9.36,5.9 to 14.61,5.9,14.61,(5.9 to 14.61)
Female.Urothelial Tract.IV.60-64.1.positive,rmst,37,1.69 (1.2 to 3.37),1.69,1.2 to 3.37,1.2,3.37,(1.2 to 3.37)
Male.Urothelial Tract.IV.60-64.1.positive,rmst,37,1.65 (1.18 to 3.17),1.65,1.18 to 3.17,1.18,3.17,(1.18 to 3.17)
Female.Urothelial Tract.I.65-69.1.positive,rmst,32,15.43 (8.44 to 17.95),15.43,8.44 to 17.95,8.44,17.95,(8.44 to 17.95)
Male.Urothelial Tract.I.65-69.1.positive,rmst,32,15.73 (8.97 to 16.43),15.73,8.97 to 16.43,8.97,16.43,(8.97 to 16.43)
Female.Urothelial Tract.II.65-69.1.positive,rmst,32,12.56 (6.88 to 18.57),12.56,6.88 to 18.57,6.88,18.57,(6.88 to 18.57)
Male.Urothelial Tract.II.65-69.1.positive,rmst,32,15.44 (8.72 to 16.43),15.44,8.72 to 16.43,8.72,16.43,(8.72 to 16.43)
Female.Urothelial Tract.III.65-69.1.positive,rmst,32,7.13 (4.73 to 10.51),7.13,4.73 to 10.51,4.73,10.51,(4.73 to 10.51)
Male.Urothelial Tract.III.65-69.1.positive,rmst,32,7.06 (4.75 to 10.93),7.06,4.75 to 10.93,4.75,10.93,(4.75 to 10.93)
Female.Urothelial Tract.IV.65-69.1.positive,rmst,32,2.7 (1.8 to 4.28),2.7,1.8 to 4.28,1.8,4.28,(1.8 to 4.28)
Male.Urothelial Tract.IV.65-69.1.positive,rmst,32,2.66 (1.75 to 4.3),2.66,1.75 to 4.3,1.75,4.3,(1.75 to 4.3)
Female.Urothelial Tract.I.70-74.1.positive,rmst,27,14.4 (11.3 to 14.6),14.4,11.3 to 14.6,11.3,14.6,(11.3 to 14.6)
Male.Urothelial Tract.I.70-74.1.positive,rmst,27,12.8 (12.07 to 12.8),12.8,12.07 to 12.8,12.07,12.8,(12.07 to 12.8)
Female.Urothelial Tract.II.70-74.1.positive,rmst,27,10.5 (6.95 to 13.76),10.5,6.95 to 13.76,6.95,13.76,(6.95 to 13.76)
Male.Urothelial Tract.II.70-74.1.positive,rmst,27,11.56 (7.42 to 12.8),11.56,7.42 to 12.8,7.42,12.8,(7.42 to 12.8)
Female.Urothelial Tract.III.70-74.1.positive,rmst,27,7.39 (5.34 to 9.37),7.39,5.34 to 9.37,5.34,9.37,(5.34 to 9.37)
Male.Urothelial Tract.III.70-74.1.positive,rmst,27,7.18 (5.18 to 8.64),7.18,5.18 to 8.64,5.18,8.64,(5.18 to 8.64)
Female.Urothelial Tract.IV.70-74.1.positive,rmst,27,2.27 (1.54 to 3.23),2.27,1.54 to 3.23,1.54,3.23,(1.54 to 3.23)
Male.Urothelial Tract.IV.70-74.1.positive,rmst,27,2.2 (1.48 to 3.07),2.2,1.48 to 3.07,1.48,3.07,(1.48 to 3.07)
Female.Urothelial Tract.I.75-79.1.positive,rmst,22,11 (8.47 to 11),11,8.47 to 11,8.47,11,(8.47 to 11)
