characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female.Bladder.I.75-79.1.negative,rmst,22,10.69 (10.32 to 10.84),10.69,10.32 to 10.84,10.32,10.84,(10.32 to 10.84)
Male.Bladder.I.75-79.1.negative,rmst,22,9.59 (9.55 to 9.59),9.59,9.55 to 9.59,9.55,9.59,(9.55 to 9.59)
Female.Bladder.II.75-79.1.negative,rmst,22,6.13 (5.71 to 6.5),6.13,5.71 to 6.5,5.71,6.5,(5.71 to 6.5)
Male.Bladder.II.75-79.1.negative,rmst,22,5.68 (5.33 to 5.98),5.68,5.33 to 5.98,5.33,5.98,(5.33 to 5.98)
Female.Bladder.III.75-79.1.negative,rmst,22,5.28 (4.26 to 6.04),5.28,4.26 to 6.04,4.26,6.04,(4.26 to 6.04)
Male.Bladder.III.75-79.1.negative,rmst,22,5.03 (4.12 to 5.69),5.03,4.12 to 5.69,4.12,5.69,(4.12 to 5.69)
Female.Bladder.IV.75-79.1.negative,rmst,22,1.82 (1.44 to 2.18),1.82,1.44 to 2.18,1.44,2.18,(1.44 to 2.18)
Male.Bladder.IV.75-79.1.negative,rmst,22,1.78 (1.43 to 2.08),1.78,1.43 to 2.08,1.43,2.08,(1.43 to 2.08)
Female.Bladder.I.50-54.1.5.negative,rmst,47,24.5 (15.5 to 29.7),24.5,15.5 to 29.7,15.5,29.7,(15.5 to 29.7)
Male.Bladder.I.50-54.1.5.negative,rmst,47,24.16 (15.15 to 27.64),24.16,15.15 to 27.64,15.15,27.64,(15.15 to 27.64)
Female.Bladder.II.50-54.1.5.negative,rmst,47,10.13 (6.74 to 16.04),10.13,6.74 to 16.04,6.74,16.04,(6.74 to 16.04)
Male.Bladder.II.50-54.1.5.negative,rmst,47,9.9 (6.78 to 15.5),9.9,6.78 to 15.5,6.78,15.5,(6.78 to 15.5)
Female.Bladder.III.50-54.1.5.negative,rmst,47,9.33 (5.39 to 18.76),9.33,5.39 to 18.76,5.39,18.76,(5.39 to 18.76)
Male.Bladder.III.50-54.1.5.negative,rmst,47,9.4 (5.55 to 17.29),9.4,5.55 to 17.29,5.55,17.29,(5.55 to 17.29)
Female.Bladder.IV.50-54.1.5.negative,rmst,47,9.55 (5.13 to 14.69),9.55,5.13 to 14.69,5.13,14.69,(5.13 to 14.69)
Male.Bladder.IV.50-54.1.5.negative,rmst,47,9.41 (5.19 to 14),9.41,5.19 to 14,5.19,14,(5.19 to 14)
Female.Bladder.I.55-59.1.5.negative,rmst,42,21.48 (17.46 to 24.21),21.48,17.46 to 24.21,17.46,24.21,(17.46 to 24.21)
Male.Bladder.I.55-59.1.5.negative,rmst,42,20.44 (16.3 to 23.09),20.44,16.3 to 23.09,16.3,23.09,(16.3 to 23.09)
Female.Bladder.II.55-59.1.5.negative,rmst,42,11.45 (8.3 to 15.62),11.45,8.3 to 15.62,8.3,15.62,(8.3 to 15.62)
Male.Bladder.II.55-59.1.5.negative,rmst,42,11.01 (8.03 to 15.07),11.01,8.03 to 15.07,8.03,15.07,(8.03 to 15.07)
Female.Bladder.III.55-59.1.5.negative,rmst,42,15.25 (8.21 to 20.31),15.25,8.21 to 20.31,8.21,20.31,(8.21 to 20.31)
Male.Bladder.III.55-59.1.5.negative,rmst,42,14.21 (8.45 to 18.61),14.21,8.45 to 18.61,8.45,18.61,(8.45 to 18.61)
Female.Bladder.IV.55-59.1.5.negative,rmst,42,4.23 (2.81 to 7.04),4.23,2.81 to 7.04,2.81,7.04,(2.81 to 7.04)
Male.Bladder.IV.55-59.1.5.negative,rmst,42,4.08 (2.79 to 6.62),4.08,2.79 to 6.62,2.79,6.62,(2.79 to 6.62)
Female.Bladder.I.60-64.1.5.negative,rmst,37,18.97 (15.56 to 21.53),18.97,15.56 to 21.53,15.56,21.53,(15.56 to 21.53)
Male.Bladder.I.60-64.1.5.negative,rmst,37,18.78 (15.52 to 19.92),18.78,15.52 to 19.92,15.52,19.92,(15.52 to 19.92)
Female.Bladder.II.60-64.1.5.negative,rmst,37,10.82 (8.37 to 13.4),10.82,8.37 to 13.4,8.37,13.4,(8.37 to 13.4)
Male.Bladder.II.60-64.1.5.negative,rmst,37,10.49 (8.25 to 12.81),10.49,8.25 to 12.81,8.25,12.81,(8.25 to 12.81)
Female.Bladder.III.60-64.1.5.negative,rmst,37,10.13 (6.9 to 14.34),10.13,6.9 to 14.34,6.9,14.34,(6.9 to 14.34)
Male.Bladder.III.60-64.1.5.negative,rmst,37,9.9 (6.96 to 13.56),9.9,6.96 to 13.56,6.96,13.56,(6.96 to 13.56)
Female.Bladder.IV.60-64.1.5.negative,rmst,37,4.55 (2.96 to 7.1),4.55,2.96 to 7.1,2.96,7.1,(2.96 to 7.1)
Male.Bladder.IV.60-64.1.5.negative,rmst,37,4.44 (3 to 6.94),4.44,3 to 6.94,3,6.94,(3 to 6.94)
Female.Bladder.I.65-69.1.5.negative,rmst,32,16.84 (15.38 to 17.43),16.84,15.38 to 17.43,15.38,17.43,(15.38 to 17.43)
Male.Bladder.I.65-69.1.5.negative,rmst,32,15.53 (14.65 to 15.87),15.53,14.65 to 15.87,14.65,15.87,(14.65 to 15.87)
Female.Bladder.II.65-69.1.5.negative,rmst,32,10.34 (8.45 to 12.03),10.34,8.45 to 12.03,8.45,12.03,(8.45 to 12.03)
Male.Bladder.II.65-69.1.5.negative,rmst,32,10.06 (8.3 to 11.19),10.06,8.3 to 11.19,8.3,11.19,(8.3 to 11.19)
Female.Bladder.III.65-69.1.5.negative,rmst,32,11.49 (8.06 to 13.1),11.49,8.06 to 13.1,8.06,13.1,(8.06 to 13.1)
Male.Bladder.III.65-69.1.5.negative,rmst,32,10.42 (7.76 to 12.27),10.42,7.76 to 12.27,7.76,12.27,(7.76 to 12.27)
Female.Bladder.IV.65-69.1.5.negative,rmst,32,5.4 (3.73 to 7.15),5.4,3.73 to 7.15,3.73,7.15,(3.73 to 7.15)
Male.Bladder.IV.65-69.1.5.negative,rmst,32,5.31 (3.7 to 6.48),5.31,3.7 to 6.48,3.7,6.48,(3.7 to 6.48)
Female.Bladder.I.70-74.1.5.negative,rmst,27,13.28 (12.4 to 13.82),13.28,12.4 to 13.82,12.4,13.82,(12.4 to 13.82)
Male.Bladder.I.70-74.1.5.negative,rmst,27,12.45 (11.9 to 12.74),12.45,11.9 to 12.74,11.9,12.74,(11.9 to 12.74)
Female.Bladder.II.70-74.1.5.negative,rmst,27,8.83 (7.59 to 9.8),8.83,7.59 to 9.8,7.59,9.8,(7.59 to 9.8)
Male.Bladder.II.70-74.1.5.negative,rmst,27,8.6 (7.53 to 9.12),8.6,7.53 to 9.12,7.53,9.12,(7.53 to 9.12)
Female.Bladder.III.70-74.1.5.negative,rmst,27,9.2 (7.73 to 10.12),9.2,7.73 to 10.12,7.73,10.12,(7.73 to 10.12)
Male.Bladder.III.70-74.1.5.negative,rmst,27,8.4 (7.22 to 9.2),8.4,7.22 to 9.2,7.22,9.2,(7.22 to 9.2)
Female.Bladder.IV.70-74.1.5.negative,rmst,27,3.98 (3.01 to 5.07),3.98,3.01 to 5.07,3.01,5.07,(3.01 to 5.07)
Male.Bladder.IV.70-74.1.5.negative,rmst,27,4.06 (3.07 to 4.82),4.06,3.07 to 4.82,3.07,4.82,(3.07 to 4.82)
Female.Bladder.I.75-79.1.5.negative,rmst,22,10.82 (10.54 to 11),10.82,10.54 to 11,10.54,11,(10.54 to 11)
Male.Bladder.I.75-79.1.5.negative,rmst,22,9.59 (9.08 to 9.59),9.59,9.08 to 9.59,9.08,9.59,(9.08 to 9.59)
Female.Bladder.II.75-79.1.5.negative,rmst,22,6.44 (5.96 to 6.77),6.44,5.96 to 6.77,5.96,6.77,(5.96 to 6.77)
Male.Bladder.II.75-79.1.5.negative,rmst,22,5.95 (5.62 to 6.24),5.95,5.62 to 6.24,5.62,6.24,(5.62 to 6.24)
Female.Bladder.III.75-79.1.5.negative,rmst,22,6.58 (5.23 to 7.35),6.58,5.23 to 7.35,5.23,7.35,(5.23 to 7.35)
Male.Bladder.III.75-79.1.5.negative,rmst,22,6.08 (5.16 to 6.71),6.08,5.16 to 6.71,5.16,6.71,(5.16 to 6.71)
Female.Bladder.IV.75-79.1.5.negative,rmst,22,3.21 (2.49 to 3.9),3.21,2.49 to 3.9,2.49,3.9,(2.49 to 3.9)
Male.Bladder.IV.75-79.1.5.negative,rmst,22,3.14 (2.49 to 3.65),3.14,2.49 to 3.65,2.49,3.65,(2.49 to 3.65)
Female.Bladder.I.50-54.3.negative,rmst,47,27.67 (18.1 to 30.73),27.67,18.1 to 30.73,18.1,30.73,(18.1 to 30.73)
Male.Bladder.I.50-54.3.negative,rmst,47,26.69 (17.9 to 28.35),26.69,17.9 to 28.35,17.9,28.35,(17.9 to 28.35)
Female.Bladder.II.50-54.3.negative,rmst,47,10.55 (7.23 to 16.71),10.55,7.23 to 16.71,7.23,16.71,(7.23 to 16.71)
Male.Bladder.II.50-54.3.negative,rmst,47,10.45 (7.1 to 16.41),10.45,7.1 to 16.41,7.1,16.41,(7.1 to 16.41)
Female.Bladder.III.50-54.3.negative,rmst,47,15.16 (7.8 to 24.01),15.16,7.8 to 24.01,7.8,24.01,(7.8 to 24.01)
Male.Bladder.III.50-54.3.negative,rmst,47,14.58 (8.35 to 23),14.58,8.35 to 23,8.35,23,(8.35 to 23)
Female.Bladder.IV.50-54.3.negative,rmst,47,14.92 (8.08 to 21.61),14.92,8.08 to 21.61,8.08,21.61,(8.08 to 21.61)
Male.Bladder.IV.50-54.3.negative,rmst,47,14.43 (8.17 to 20.19),14.43,8.17 to 20.19,8.17,20.19,(8.17 to 20.19)
Female.Bladder.I.55-59.3.negative,rmst,42,23.39 (20.03 to 25.7),23.39,20.03 to 25.7,20.03,25.7,(20.03 to 25.7)
Male.Bladder.I.55-59.3.negative,rmst,42,22.43 (18.99 to 24.24),22.43,18.99 to 24.24,18.99,24.24,(18.99 to 24.24)
Female.Bladder.II.55-59.3.negative,rmst,42,12.86 (8.99 to 17.83),12.86,8.99 to 17.83,8.99,17.83,(8.99 to 17.83)
Male.Bladder.II.55-59.3.negative,rmst,42,12.25 (8.65 to 16.23),12.25,8.65 to 16.23,8.65,16.23,(8.65 to 16.23)
Female.Bladder.III.55-59.3.negative,rmst,42,18.75 (11.24 to 23.65),18.75,11.24 to 23.65,11.24,23.65,(11.24 to 23.65)
Male.Bladder.III.55-59.3.negative,rmst,42,17.29 (10.5 to 21.92),17.29,10.5 to 21.92,10.5,21.92,(10.5 to 21.92)
Female.Bladder.IV.55-59.3.negative,rmst,42,8.49 (5.14 to 14.45),8.49,5.14 to 14.45,5.14,14.45,(5.14 to 14.45)
Male.Bladder.IV.55-59.3.negative,rmst,42,8.54 (5.11 to 13.82),8.54,5.11 to 13.82,5.11,13.82,(5.11 to 13.82)
Female.Bladder.I.60-64.3.negative,rmst,37,20.03 (16.68 to 22.12),20.03,16.68 to 22.12,16.68,22.12,(16.68 to 22.12)
Male.Bladder.I.60-64.3.negative,rmst,37,19.82 (17.25 to 20.19),19.82,17.25 to 20.19,17.25,20.19,(17.25 to 20.19)
Female.Bladder.II.60-64.3.negative,rmst,37,11.86 (9.25 to 14.94),11.86,9.25 to 14.94,9.25,14.94,(9.25 to 14.94)
Male.Bladder.II.60-64.3.negative,rmst,37,11.57 (9.09 to 13.86),11.57,9.09 to 13.86,9.09,13.86,(9.09 to 13.86)
Female.Bladder.III.60-64.3.negative,rmst,37,13.84 (9.77 to 18.3),13.84,9.77 to 18.3,9.77,18.3,(9.77 to 18.3)
Male.Bladder.III.60-64.3.negative,rmst,37,13.53 (9.23 to 17.01),13.53,9.23 to 17.01,9.23,17.01,(9.23 to 17.01)
Female.Bladder.IV.60-64.3.negative,rmst,37,8.38 (5.26 to 12.59),8.38,5.26 to 12.59,5.26,12.59,(5.26 to 12.59)
Male.Bladder.IV.60-64.3.negative,rmst,37,8.12 (5.09 to 11.84),8.12,5.09 to 11.84,5.09,11.84,(5.09 to 11.84)
Female.Bladder.I.65-69.3.negative,rmst,32,17.33 (16.23 to 17.82),17.33,16.23 to 17.82,16.23,17.82,(16.23 to 17.82)
Male.Bladder.I.65-69.3.negative,rmst,32,15.9 (15.26 to 16.18),15.9,15.26 to 16.18,15.26,16.18,(15.26 to 16.18)
Female.Bladder.II.65-69.3.negative,rmst,32,10.87 (8.87 to 12.85),10.87,8.87 to 12.85,8.87,12.85,(8.87 to 12.85)
Male.Bladder.II.65-69.3.negative,rmst,32,10.46 (8.61 to 11.88),10.46,8.61 to 11.88,8.61,11.88,(8.61 to 11.88)
Female.Bladder.III.65-69.3.negative,rmst,32,13.01 (9.9 to 15.52),13.01,9.9 to 15.52,9.9,15.52,(9.9 to 15.52)
Male.Bladder.III.65-69.3.negative,rmst,32,12.84 (9.93 to 14.39),12.84,9.93 to 14.39,9.93,14.39,(9.93 to 14.39)
Female.Bladder.IV.65-69.3.negative,rmst,32,10.13 (7.46 to 11.8),10.13,7.46 to 11.8,7.46,11.8,(7.46 to 11.8)
Male.Bladder.IV.65-69.3.negative,rmst,32,9.35 (7.02 to 10.79),9.35,7.02 to 10.79,7.02,10.79,(7.02 to 10.79)
Female.Bladder.I.70-74.3.negative,rmst,27,13.93 (13.09 to 14.27),13.93,13.09 to 14.27,13.09,14.27,(13.09 to 14.27)
Male.Bladder.I.70-74.3.negative,rmst,27,12.8 (12.65 to 12.8),12.8,12.65 to 12.8,12.65,12.8,(12.65 to 12.8)
Female.Bladder.II.70-74.3.negative,rmst,27,9.68 (8.53 to 10.33),9.68,8.53 to 10.33,8.53,10.33,(8.53 to 10.33)
Male.Bladder.II.70-74.3.negative,rmst,27,9.19 (8.17 to 9.62),9.19,8.17 to 9.62,8.17,9.62,(8.17 to 9.62)
Female.Bladder.III.70-74.3.negative,rmst,27,11.41 (9.79 to 12.22),11.41,9.79 to 12.22,9.79,12.22,(9.79 to 12.22)
Male.Bladder.III.70-74.3.negative,rmst,27,10.36 (9.3 to 10.93),10.36,9.3 to 10.93,9.3,10.93,(9.3 to 10.93)
Female.Bladder.IV.70-74.3.negative,rmst,27,7.85 (5.91 to 9.15),7.85,5.91 to 9.15,5.91,9.15,(5.91 to 9.15)
Male.Bladder.IV.70-74.3.negative,rmst,27,7.37 (5.61 to 8.35),7.37,5.61 to 8.35,5.61,8.35,(5.61 to 8.35)
Female.Bladder.I.75-79.3.negative,rmst,22,11 (10.94 to 11),11,10.94 to 11,10.94,11,(10.94 to 11)
Male.Bladder.I.75-79.3.negative,rmst,22,9.59 (9.57 to 9.59),9.59,9.57 to 9.59,9.57,9.59,(9.57 to 9.59)
Female.Bladder.II.75-79.3.negative,rmst,22,6.92 (6.46 to 7.24),6.92,6.46 to 7.24,6.46,7.24,(6.46 to 7.24)
Male.Bladder.II.75-79.3.negative,rmst,22,6.41 (6.02 to 6.73),6.41,6.02 to 6.73,6.02,6.73,(6.02 to 6.73)
Female.Bladder.III.75-79.3.negative,rmst,22,8.37 (6.98 to 9.23),8.37,6.98 to 9.23,6.98,9.23,(6.98 to 9.23)
Male.Bladder.III.75-79.3.negative,rmst,22,7.76 (6.82 to 8.4),7.76,6.82 to 8.4,6.82,8.4,(6.82 to 8.4)
Female.Bladder.IV.75-79.3.negative,rmst,22,6.25 (4.82 to 7.05),6.25,4.82 to 7.05,4.82,7.05,(4.82 to 7.05)
Male.Bladder.IV.75-79.3.negative,rmst,22,5.89 (4.78 to 6.5),5.89,4.78 to 6.5,4.78,6.5,(4.78 to 6.5)
Female.Bladder.I.50-54.1.positive,rmst,47,24 (13.6 to 29.59),24,13.6 to 29.59,13.6,29.59,(13.6 to 29.59)
Male.Bladder.I.50-54.1.positive,rmst,47,23.72 (13.36 to 27.32),23.72,13.36 to 27.32,13.36,27.32,(13.36 to 27.32)
Female.Bladder.II.50-54.1.positive,rmst,47,9.35 (6.53 to 16.98),9.35,6.53 to 16.98,6.53,16.98,(6.53 to 16.98)
Male.Bladder.II.50-54.1.positive,rmst,47,9.22 (6.16 to 14.79),9.22,6.16 to 14.79,6.16,14.79,(6.16 to 14.79)
Female.Bladder.III.50-54.1.positive,rmst,47,7.56 (4.39 to 15.66),7.56,4.39 to 15.66,4.39,15.66,(4.39 to 15.66)
Male.Bladder.III.50-54.1.positive,rmst,47,7.31 (4.38 to 17.68),7.31,4.38 to 17.68,4.38,17.68,(4.38 to 17.68)
Female.Bladder.IV.50-54.1.positive,rmst,47,5.78 (3.28 to 9.27),5.78,3.28 to 9.27,3.28,9.27,(3.28 to 9.27)
Male.Bladder.IV.50-54.1.positive,rmst,47,5.62 (3.22 to 8.96),5.62,3.22 to 8.96,3.22,8.96,(3.22 to 8.96)
Female.Bladder.I.55-59.1.positive,rmst,42,21.11 (16.67 to 24.07),21.11,16.67 to 24.07,16.67,24.07,(16.67 to 24.07)
Male.Bladder.I.55-59.1.positive,rmst,42,20.07 (16.29 to 22.81),20.07,16.29 to 22.81,16.29,22.81,(16.29 to 22.81)
Female.Bladder.II.55-59.1.positive,rmst,42,11.04 (8.1 to 15.53),11.04,8.1 to 15.53,8.1,15.53,(8.1 to 15.53)
Male.Bladder.II.55-59.1.positive,rmst,42,10.83 (7.9 to 14.49),10.83,7.9 to 14.49,7.9,14.49,(7.9 to 14.49)
Female.Bladder.III.55-59.1.positive,rmst,42,12.37 (7.15 to 17.85),12.37,7.15 to 17.85,7.15,17.85,(7.15 to 17.85)
Male.Bladder.III.55-59.1.positive,rmst,42,12.17 (7.36 to 16.58),12.17,7.36 to 16.58,7.36,16.58,(7.36 to 16.58)
Female.Bladder.IV.55-59.1.positive,rmst,42,2.34 (1.68 to 4.03),2.34,1.68 to 4.03,1.68,4.03,(1.68 to 4.03)
Male.Bladder.IV.55-59.1.positive,rmst,42,2.29 (1.67 to 3.92),2.29,1.67 to 3.92,1.67,3.92,(1.67 to 3.92)
Female.Bladder.I.60-64.1.positive,rmst,37,18.12 (14.89 to 20.97),18.12,14.89 to 20.97,14.89,20.97,(14.89 to 20.97)
Male.Bladder.I.60-64.1.positive,rmst,37,17.92 (14.84 to 19.68),17.92,14.84 to 19.68,14.84,19.68,(14.84 to 19.68)
Female.Bladder.II.60-64.1.positive,rmst,37,10.54 (8.05 to 13.3),10.54,8.05 to 13.3,8.05,13.3,(8.05 to 13.3)
Male.Bladder.II.60-64.1.positive,rmst,37,10.2 (7.9 to 12.62),10.2,7.9 to 12.62,7.9,12.62,(7.9 to 12.62)
Female.Bladder.III.60-64.1.positive,rmst,37,7.12 (4.88 to 10.42),7.12,4.88 to 10.42,4.88,10.42,(4.88 to 10.42)
Male.Bladder.III.60-64.1.positive,rmst,37,6.84 (4.92 to 10.06),6.84,4.92 to 10.06,4.92,10.06,(4.92 to 10.06)
Female.Bladder.IV.60-64.1.positive,rmst,37,2.75 (1.86 to 4.37),2.75,1.86 to 4.37,1.86,4.37,(1.86 to 4.37)
Male.Bladder.IV.60-64.1.positive,rmst,37,2.71 (1.82 to 4.15),2.71,1.82 to 4.15,1.82,4.15,(1.82 to 4.15)
Female.Bladder.I.65-69.1.positive,rmst,32,16.58 (15.2 to 17.28),16.58,15.2 to 17.28,15.2,17.28,(15.2 to 17.28)
Male.Bladder.I.65-69.1.positive,rmst,32,15.31 (14.4 to 15.69),15.31,14.4 to 15.69,14.4,15.69,(14.4 to 15.69)
Female.Bladder.II.65-69.1.positive,rmst,32,9.46 (7.61 to 11.31),9.46,7.61 to 11.31,7.61,11.31,(7.61 to 11.31)
Male.Bladder.II.65-69.1.positive,rmst,32,9.33 (7.55 to 10.68),9.33,7.55 to 10.68,7.55,10.68,(7.55 to 10.68)
Female.Bladder.III.65-69.1.positive,rmst,32,9.09 (6.52 to 11.56),9.09,6.52 to 11.56,6.52,11.56,(6.52 to 11.56)
Male.Bladder.III.65-69.1.positive,rmst,32,8.69 (6.25 to 10.46),8.69,6.25 to 10.46,6.25,10.46,(6.25 to 10.46)
Female.Bladder.IV.65-69.1.positive,rmst,32,3.13 (2.28 to 4.34),3.13,2.28 to 4.34,2.28,4.34,(2.28 to 4.34)
Male.Bladder.IV.65-69.1.positive,rmst,32,3.12 (2.26 to 3.97),3.12,2.26 to 3.97,2.26,3.97,(2.26 to 3.97)
Female.Bladder.I.70-74.1.positive,rmst,27,12.95 (11.86 to 13.61),12.95,11.86 to 13.61,11.86,13.61,(11.86 to 13.61)
Male.Bladder.I.70-74.1.positive,rmst,27,12.25 (11.61 to 12.57),12.25,11.61 to 12.57,11.61,12.57,(11.61 to 12.57)
Female.Bladder.II.70-74.1.positive,rmst,27,8.14 (7 to 9.26),8.14,7 to 9.26,7,9.26,(7 to 9.26)
Male.Bladder.II.70-74.1.positive,rmst,27,8.09 (6.92 to 8.78),8.09,6.92 to 8.78,6.92,8.78,(6.92 to 8.78)
Female.Bladder.III.70-74.1.positive,rmst,27,7.57 (6.06 to 8.51),7.57,6.06 to 8.51,6.06,8.51,(6.06 to 8.51)
Male.Bladder.III.70-74.1.positive,rmst,27,7.01 (5.8 to 7.91),7.01,5.8 to 7.91,5.8,7.91,(5.8 to 7.91)
Female.Bladder.IV.70-74.1.positive,rmst,27,2.06 (1.68 to 2.66),2.06,1.68 to 2.66,1.68,2.66,(1.68 to 2.66)
Male.Bladder.IV.70-74.1.positive,rmst,27,2.06 (1.67 to 2.67),2.06,1.67 to 2.67,1.67,2.67,(1.67 to 2.67)
Female.Bladder.I.75-79.1.positive,rmst,22,10.69 (10.27 to 10.84),10.69,10.27 to 10.84,10.27,10.84,(10.27 to 10.84)
Male.Bladder.I.75-79.1.positive,rmst,22,9.59 (9.56 to 9.59),9.59,9.56 to 9.59,9.56,9.59,(9.56 to 9.59)
Female.Bladder.II.75-79.1.positive,rmst,22,6.14 (5.63 to 6.52),6.14,5.63 to 6.52,5.63,6.52,(5.63 to 6.52)
