characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Male.Gallbladder.I.60-64.1.negative,rmst,37,13.48 (8.2 to 18.1),13.48,8.2 to 18.1,8.2,18.1,(8.2 to 18.1)
Female.Gallbladder.II.60-64.1.negative,rmst,37,5.91 (4.12 to 9.73),5.91,4.12 to 9.73,4.12,9.73,(4.12 to 9.73)
Male.Gallbladder.II.60-64.1.negative,rmst,37,5.82 (4.21 to 9.86),5.82,4.21 to 9.86,4.21,9.86,(4.21 to 9.86)
Female.Gallbladder.III.60-64.1.negative,rmst,37,4.52 (3.12 to 8.18),4.52,3.12 to 8.18,3.12,8.18,(3.12 to 8.18)
Male.Gallbladder.III.60-64.1.negative,rmst,37,4.51 (3.12 to 7.67),4.51,3.12 to 7.67,3.12,7.67,(3.12 to 7.67)
Female.Gallbladder.IV.60-64.1.negative,rmst,37,0.97 (0.82 to 1.2),0.97,0.82 to 1.2,0.82,1.2,(0.82 to 1.2)
Male.Gallbladder.IV.60-64.1.negative,rmst,37,0.97 (0.83 to 1.21),0.97,0.83 to 1.21,0.83,1.21,(0.83 to 1.21)
Female.Gallbladder.I.65-69.1.negative,rmst,32,7.81 (4.78 to 12.9),7.81,4.78 to 12.9,4.78,12.9,(4.78 to 12.9)
Male.Gallbladder.I.65-69.1.negative,rmst,32,8 (4.7 to 12.62),8,4.7 to 12.62,4.7,12.62,(4.7 to 12.62)
Female.Gallbladder.II.65-69.1.negative,rmst,32,5.98 (4.31 to 8.75),5.98,4.31 to 8.75,4.31,8.75,(4.31 to 8.75)
Male.Gallbladder.II.65-69.1.negative,rmst,32,5.81 (4.12 to 8.42),5.81,4.12 to 8.42,4.12,8.42,(4.12 to 8.42)
Female.Gallbladder.III.65-69.1.negative,rmst,32,3.2 (2.32 to 5.61),3.2,2.32 to 5.61,2.32,5.61,(2.32 to 5.61)
Male.Gallbladder.III.65-69.1.negative,rmst,32,3.22 (2.35 to 5.17),3.22,2.35 to 5.17,2.35,5.17,(2.35 to 5.17)
Female.Gallbladder.IV.65-69.1.negative,rmst,32,0.9 (0.72 to 1.17),0.9,0.72 to 1.17,0.72,1.17,(0.72 to 1.17)
Male.Gallbladder.IV.65-69.1.negative,rmst,32,0.85 (0.7 to 1.23),0.85,0.7 to 1.23,0.7,1.23,(0.7 to 1.23)
Female.Gallbladder.I.70-74.1.negative,rmst,27,6.44 (4.24 to 10.03),6.44,4.24 to 10.03,4.24,10.03,(4.24 to 10.03)
Male.Gallbladder.I.70-74.1.negative,rmst,27,6.43 (4.3 to 9.62),6.43,4.3 to 9.62,4.3,9.62,(4.3 to 9.62)
Female.Gallbladder.II.70-74.1.negative,rmst,27,5.78 (4.21 to 8.07),5.78,4.21 to 8.07,4.21,8.07,(4.21 to 8.07)
Male.Gallbladder.II.70-74.1.negative,rmst,27,5.71 (4.16 to 7.81),5.71,4.16 to 7.81,4.16,7.81,(4.16 to 7.81)
Female.Gallbladder.III.70-74.1.negative,rmst,27,2.28 (1.76 to 3.49),2.28,1.76 to 3.49,1.76,3.49,(1.76 to 3.49)
Male.Gallbladder.III.70-74.1.negative,rmst,27,2.24 (1.77 to 3.2),2.24,1.77 to 3.2,1.77,3.2,(1.77 to 3.2)
Female.Gallbladder.IV.70-74.1.negative,rmst,27,0.9 (0.69 to 1.29),0.9,0.69 to 1.29,0.69,1.29,(0.69 to 1.29)
Male.Gallbladder.IV.70-74.1.negative,rmst,27,0.89 (0.68 to 1.23),0.89,0.68 to 1.23,0.68,1.23,(0.68 to 1.23)
Female.Gallbladder.I.75-79.1.negative,rmst,22,3.52 (2.55 to 5.32),3.52,2.55 to 5.32,2.55,5.32,(2.55 to 5.32)
Male.Gallbladder.I.75-79.1.negative,rmst,22,3.51 (2.59 to 4.99),3.51,2.59 to 4.99,2.59,4.99,(2.59 to 4.99)
Female.Gallbladder.II.75-79.1.negative,rmst,22,5.33 (3.86 to 6.69),5.33,3.86 to 6.69,3.86,6.69,(3.86 to 6.69)
Male.Gallbladder.II.75-79.1.negative,rmst,22,5.1 (3.65 to 6.35),5.1,3.65 to 6.35,3.65,6.35,(3.65 to 6.35)
Female.Gallbladder.III.75-79.1.negative,rmst,22,2.22 (1.75 to 3.06),2.22,1.75 to 3.06,1.75,3.06,(1.75 to 3.06)
Male.Gallbladder.III.75-79.1.negative,rmst,22,2.23 (1.77 to 3.04),2.23,1.77 to 3.04,1.77,3.04,(1.77 to 3.04)
Female.Gallbladder.I.50-54.1.5.negative,rmst,47,12.55 (5.21 to 25.33),12.55,5.21 to 25.33,5.21,25.33,(5.21 to 25.33)
Male.Gallbladder.I.50-54.1.5.negative,rmst,47,11.82 (5.17 to 23.1),11.82,5.17 to 23.1,5.17,23.1,(5.17 to 23.1)
Female.Gallbladder.II.50-54.1.5.negative,rmst,47,6.71 (3.57 to 17.57),6.71,3.57 to 17.57,3.57,17.57,(3.57 to 17.57)
Male.Gallbladder.II.50-54.1.5.negative,rmst,47,6.94 (3.48 to 16.79),6.94,3.48 to 16.79,3.48,16.79,(3.48 to 16.79)
Female.Gallbladder.III.50-54.1.5.negative,rmst,47,4.71 (2.94 to 10.31),4.71,2.94 to 10.31,2.94,10.31,(2.94 to 10.31)
Male.Gallbladder.III.50-54.1.5.negative,rmst,47,4.61 (2.76 to 10.25),4.61,2.76 to 10.25,2.76,10.25,(2.76 to 10.25)
Female.Gallbladder.IV.50-54.1.5.negative,rmst,47,1.5 (1.11 to 2.7),1.5,1.11 to 2.7,1.11,2.7,(1.11 to 2.7)
Male.Gallbladder.IV.50-54.1.5.negative,rmst,47,1.51 (1.1 to 2.9),1.51,1.1 to 2.9,1.1,2.9,(1.1 to 2.9)
Female.Gallbladder.I.55-59.1.5.negative,rmst,42,9.4 (4.53 to 19.56),9.4,4.53 to 19.56,4.53,19.56,(4.53 to 19.56)
Male.Gallbladder.I.55-59.1.5.negative,rmst,42,8.88 (4.34 to 19.19),8.88,4.34 to 19.19,4.34,19.19,(4.34 to 19.19)
Female.Gallbladder.II.55-59.1.5.negative,rmst,42,6.64 (4.37 to 11.71),6.64,4.37 to 11.71,4.37,11.71,(4.37 to 11.71)
Male.Gallbladder.II.55-59.1.5.negative,rmst,42,6.71 (4.4 to 11.72),6.71,4.4 to 11.72,4.4,11.72,(4.4 to 11.72)
Female.Gallbladder.III.55-59.1.5.negative,rmst,42,4.9 (2.85 to 12.18),4.9,2.85 to 12.18,2.85,12.18,(2.85 to 12.18)
Male.Gallbladder.III.55-59.1.5.negative,rmst,42,4.84 (2.9 to 11.41),4.84,2.9 to 11.41,2.9,11.41,(2.9 to 11.41)
Female.Gallbladder.IV.55-59.1.5.negative,rmst,42,2.66 (1.55 to 5.39),2.66,1.55 to 5.39,1.55,5.39,(1.55 to 5.39)
Male.Gallbladder.IV.55-59.1.5.negative,rmst,42,2.7 (1.58 to 5.79),2.7,1.58 to 5.79,1.58,5.79,(1.58 to 5.79)
Female.Gallbladder.I.60-64.1.5.negative,rmst,37,13.92 (7.72 to 19.54),13.92,7.72 to 19.54,7.72,19.54,(7.72 to 19.54)
Male.Gallbladder.I.60-64.1.5.negative,rmst,37,13.4 (7.89 to 18.27),13.4,7.89 to 18.27,7.89,18.27,(7.89 to 18.27)
Female.Gallbladder.II.60-64.1.5.negative,rmst,37,6.03 (4.09 to 10.18),6.03,4.09 to 10.18,4.09,10.18,(4.09 to 10.18)
Male.Gallbladder.II.60-64.1.5.negative,rmst,37,6.04 (4.28 to 9.68),6.04,4.28 to 9.68,4.28,9.68,(4.28 to 9.68)
Female.Gallbladder.III.60-64.1.5.negative,rmst,37,5.64 (3.82 to 9.31),5.64,3.82 to 9.31,3.82,9.31,(3.82 to 9.31)
Male.Gallbladder.III.60-64.1.5.negative,rmst,37,5.66 (3.87 to 8.92),5.66,3.87 to 8.92,3.87,8.92,(3.87 to 8.92)
Female.Gallbladder.IV.60-64.1.5.negative,rmst,37,1.54 (1.26 to 2.11),1.54,1.26 to 2.11,1.26,2.11,(1.26 to 2.11)
Male.Gallbladder.IV.60-64.1.5.negative,rmst,37,1.54 (1.28 to 2.12),1.54,1.28 to 2.12,1.28,2.12,(1.28 to 2.12)
Female.Gallbladder.I.65-69.1.5.negative,rmst,32,7.99 (4.94 to 13.6),7.99,4.94 to 13.6,4.94,13.6,(4.94 to 13.6)
Male.Gallbladder.I.65-69.1.5.negative,rmst,32,8.07 (4.89 to 13.62),8.07,4.89 to 13.62,4.89,13.62,(4.89 to 13.62)
Female.Gallbladder.II.65-69.1.5.negative,rmst,32,6.49 (4.51 to 9.65),6.49,4.51 to 9.65,4.51,9.65,(4.51 to 9.65)
Male.Gallbladder.II.65-69.1.5.negative,rmst,32,6.41 (4.65 to 9.29),6.41,4.65 to 9.29,4.65,9.29,(4.65 to 9.29)
Female.Gallbladder.III.65-69.1.5.negative,rmst,32,4.09 (2.97 to 6.88),4.09,2.97 to 6.88,2.97,6.88,(2.97 to 6.88)
Male.Gallbladder.III.65-69.1.5.negative,rmst,32,4.02 (2.85 to 6.26),4.02,2.85 to 6.26,2.85,6.26,(2.85 to 6.26)
Female.Gallbladder.IV.65-69.1.5.negative,rmst,32,1.54 (1.15 to 2.8),1.54,1.15 to 2.8,1.15,2.8,(1.15 to 2.8)
Male.Gallbladder.IV.65-69.1.5.negative,rmst,32,1.57 (1.14 to 2.81),1.57,1.14 to 2.81,1.14,2.81,(1.14 to 2.81)
Female.Gallbladder.I.70-74.1.5.negative,rmst,27,6.3 (4.24 to 9.81),6.3,4.24 to 9.81,4.24,9.81,(4.24 to 9.81)
Male.Gallbladder.I.70-74.1.5.negative,rmst,27,6.25 (4.38 to 9.3),6.25,4.38 to 9.3,4.38,9.3,(4.38 to 9.3)
Female.Gallbladder.II.70-74.1.5.negative,rmst,27,6.21 (4.66 to 8.82),6.21,4.66 to 8.82,4.66,8.82,(4.66 to 8.82)
Male.Gallbladder.II.70-74.1.5.negative,rmst,27,6.13 (4.54 to 8.34),6.13,4.54 to 8.34,4.54,8.34,(4.54 to 8.34)
Female.Gallbladder.III.70-74.1.5.negative,rmst,27,3.06 (2.34 to 4.33),3.06,2.34 to 4.33,2.34,4.33,(2.34 to 4.33)
Male.Gallbladder.III.70-74.1.5.negative,rmst,27,3.05 (2.28 to 4.56),3.05,2.28 to 4.56,2.28,4.56,(2.28 to 4.56)
Female.Gallbladder.IV.70-74.1.5.negative,rmst,27,1.88 (1.2 to 2.7),1.88,1.2 to 2.7,1.2,2.7,(1.2 to 2.7)
Male.Gallbladder.IV.70-74.1.5.negative,rmst,27,1.84 (1.18 to 2.62),1.84,1.18 to 2.62,1.18,2.62,(1.18 to 2.62)
Female.Gallbladder.I.75-79.1.5.negative,rmst,22,3.56 (2.65 to 5.23),3.56,2.65 to 5.23,2.65,5.23,(2.65 to 5.23)
Male.Gallbladder.I.75-79.1.5.negative,rmst,22,3.61 (2.55 to 5.21),3.61,2.55 to 5.21,2.55,5.21,(2.55 to 5.21)
Female.Gallbladder.II.75-79.1.5.negative,rmst,22,5.76 (4.05 to 7.43),5.76,4.05 to 7.43,4.05,7.43,(4.05 to 7.43)
Male.Gallbladder.II.75-79.1.5.negative,rmst,22,5.6 (4.16 to 6.92),5.6,4.16 to 6.92,4.16,6.92,(4.16 to 6.92)
Female.Gallbladder.III.75-79.1.5.negative,rmst,22,2.91 (2.2 to 4.36),2.91,2.2 to 4.36,2.2,4.36,(2.2 to 4.36)
Male.Gallbladder.III.75-79.1.5.negative,rmst,22,2.98 (2.29 to 4.44),2.98,2.29 to 4.44,2.29,4.44,(2.29 to 4.44)
Female.Gallbladder.I.50-54.3.negative,rmst,47,12.2 (5.15 to 25.52),12.2,5.15 to 25.52,5.15,25.52,(5.15 to 25.52)
Male.Gallbladder.I.50-54.3.negative,rmst,47,12.41 (5.13 to 23.79),12.41,5.13 to 23.79,5.13,23.79,(5.13 to 23.79)
Female.Gallbladder.II.50-54.3.negative,rmst,47,8.33 (4.24 to 19.76),8.33,4.24 to 19.76,4.24,19.76,(4.24 to 19.76)
Male.Gallbladder.II.50-54.3.negative,rmst,47,8.2 (4.27 to 18.43),8.2,4.27 to 18.43,4.27,18.43,(4.27 to 18.43)
Female.Gallbladder.III.50-54.3.negative,rmst,47,7.47 (3.76 to 15.73),7.47,3.76 to 15.73,3.76,15.73,(3.76 to 15.73)
Male.Gallbladder.III.50-54.3.negative,rmst,47,7.32 (3.88 to 16.32),7.32,3.88 to 16.32,3.88,16.32,(3.88 to 16.32)
Female.Gallbladder.IV.50-54.3.negative,rmst,47,2.91 (1.9 to 7.03),2.91,1.9 to 7.03,1.9,7.03,(1.9 to 7.03)
Male.Gallbladder.IV.50-54.3.negative,rmst,47,2.97 (1.93 to 7.72),2.97,1.93 to 7.72,1.93,7.72,(1.93 to 7.72)
Female.Gallbladder.I.55-59.3.negative,rmst,42,9.24 (4.48 to 18.24),9.24,4.48 to 18.24,4.48,18.24,(4.48 to 18.24)
Male.Gallbladder.I.55-59.3.negative,rmst,42,9.05 (4.33 to 17.88),9.05,4.33 to 17.88,4.33,17.88,(4.33 to 17.88)
Female.Gallbladder.II.55-59.3.negative,rmst,42,8.41 (5.2 to 14.34),8.41,5.2 to 14.34,5.2,14.34,(5.2 to 14.34)
Male.Gallbladder.II.55-59.3.negative,rmst,42,8.3 (5.03 to 13.79),8.3,5.03 to 13.79,5.03,13.79,(5.03 to 13.79)
Female.Gallbladder.III.55-59.3.negative,rmst,42,7.43 (3.97 to 15.25),7.43,3.97 to 15.25,3.97,15.25,(3.97 to 15.25)
Male.Gallbladder.III.55-59.3.negative,rmst,42,7.43 (4.03 to 15.72),7.43,4.03 to 15.72,4.03,15.72,(4.03 to 15.72)
Female.Gallbladder.IV.55-59.3.negative,rmst,42,6.44 (3.23 to 12.9),6.44,3.23 to 12.9,3.23,12.9,(3.23 to 12.9)
Male.Gallbladder.IV.55-59.3.negative,rmst,42,6.41 (3.33 to 12.06),6.41,3.33 to 12.06,3.33,12.06,(3.33 to 12.06)
Female.Gallbladder.I.60-64.3.negative,rmst,37,14.16 (7.64 to 19.52),14.16,7.64 to 19.52,7.64,19.52,(7.64 to 19.52)
Male.Gallbladder.I.60-64.3.negative,rmst,37,13.54 (7.87 to 17.98),13.54,7.87 to 17.98,7.87,17.98,(7.87 to 17.98)
Female.Gallbladder.II.60-64.3.negative,rmst,37,7.56 (5.26 to 11.37),7.56,5.26 to 11.37,5.26,11.37,(5.26 to 11.37)
Male.Gallbladder.II.60-64.3.negative,rmst,37,7.48 (5.12 to 11.18),7.48,5.12 to 11.18,5.12,11.18,(5.12 to 11.18)
Female.Gallbladder.III.60-64.3.negative,rmst,37,9.27 (5.71 to 14.5),9.27,5.71 to 14.5,5.71,14.5,(5.71 to 14.5)
Male.Gallbladder.III.60-64.3.negative,rmst,37,9.14 (5.73 to 14.6),9.14,5.73 to 14.6,5.73,14.6,(5.73 to 14.6)
Female.Gallbladder.IV.60-64.3.negative,rmst,37,3.18 (2.31 to 5.72),3.18,2.31 to 5.72,2.31,5.72,(2.31 to 5.72)
Male.Gallbladder.IV.60-64.3.negative,rmst,37,3.24 (2.36 to 5.57),3.24,2.36 to 5.57,2.36,5.57,(2.36 to 5.57)
Female.Gallbladder.I.65-69.3.negative,rmst,32,7.96 (4.87 to 13.41),7.96,4.87 to 13.41,4.87,13.41,(4.87 to 13.41)
Male.Gallbladder.I.65-69.3.negative,rmst,32,8 (4.89 to 13.53),8,4.89 to 13.53,4.89,13.53,(4.89 to 13.53)
Female.Gallbladder.II.65-69.3.negative,rmst,32,7.85 (5.5 to 11.07),7.85,5.5 to 11.07,5.5,11.07,(5.5 to 11.07)
Male.Gallbladder.II.65-69.3.negative,rmst,32,7.64 (5.34 to 10.66),7.64,5.34 to 10.66,5.34,10.66,(5.34 to 10.66)
Female.Gallbladder.III.65-69.3.negative,rmst,32,6.36 (4.16 to 9.95),6.36,4.16 to 9.95,4.16,9.95,(4.16 to 9.95)
Male.Gallbladder.III.65-69.3.negative,rmst,32,6.24 (4.12 to 9.82),6.24,4.12 to 9.82,4.12,9.82,(4.12 to 9.82)
Female.Gallbladder.IV.65-69.3.negative,rmst,32,4.26 (2.44 to 7.49),4.26,2.44 to 7.49,2.44,7.49,(2.44 to 7.49)
Male.Gallbladder.IV.65-69.3.negative,rmst,32,4.06 (2.52 to 7.17),4.06,2.52 to 7.17,2.52,7.17,(2.52 to 7.17)
Female.Gallbladder.I.70-74.3.negative,rmst,27,6.27 (4.27 to 9.95),6.27,4.27 to 9.95,4.27,9.95,(4.27 to 9.95)
Male.Gallbladder.I.70-74.3.negative,rmst,27,6.37 (4.26 to 9.64),6.37,4.26 to 9.64,4.26,9.64,(4.26 to 9.64)
Female.Gallbladder.II.70-74.3.negative,rmst,27,7.49 (5.18 to 10.23),7.49,5.18 to 10.23,5.18,10.23,(5.18 to 10.23)
Male.Gallbladder.II.70-74.3.negative,rmst,27,7.54 (5.34 to 9.76),7.54,5.34 to 9.76,5.34,9.76,(5.34 to 9.76)
Female.Gallbladder.III.70-74.3.negative,rmst,27,4.86 (3.4 to 7.6),4.86,3.4 to 7.6,3.4,7.6,(3.4 to 7.6)
Male.Gallbladder.III.70-74.3.negative,rmst,27,4.84 (3.41 to 7.41),4.84,3.41 to 7.41,3.41,7.41,(3.41 to 7.41)
Female.Gallbladder.IV.70-74.3.negative,rmst,27,4.39 (2.53 to 6.65),4.39,2.53 to 6.65,2.53,6.65,(2.53 to 6.65)
Male.Gallbladder.IV.70-74.3.negative,rmst,27,4.33 (2.44 to 6.38),4.33,2.44 to 6.38,2.44,6.38,(2.44 to 6.38)
Female.Gallbladder.I.75-79.3.negative,rmst,22,3.52 (2.55 to 5.19),3.52,2.55 to 5.19,2.55,5.19,(2.55 to 5.19)
Male.Gallbladder.I.75-79.3.negative,rmst,22,3.59 (2.54 to 5.34),3.59,2.54 to 5.34,2.54,5.34,(2.54 to 5.34)
Female.Gallbladder.II.75-79.3.negative,rmst,22,6.64 (4.94 to 8.24),6.64,4.94 to 8.24,4.94,8.24,(4.94 to 8.24)
Male.Gallbladder.II.75-79.3.negative,rmst,22,6.37 (4.87 to 7.91),6.37,4.87 to 7.91,4.87,7.91,(4.87 to 7.91)
Female.Gallbladder.III.75-79.3.negative,rmst,22,4.75 (3.38 to 7.02),4.75,3.38 to 7.02,3.38,7.02,(3.38 to 7.02)
Male.Gallbladder.III.75-79.3.negative,rmst,22,4.95 (3.37 to 7.77),4.95,3.37 to 7.77,3.37,7.77,(3.37 to 7.77)
Female.Gallbladder.I.50-54.1.positive,rmst,47,12.48 (5.5 to 25.27),12.48,5.5 to 25.27,5.5,25.27,(5.5 to 25.27)
Male.Gallbladder.I.50-54.1.positive,rmst,47,12.42 (5.57 to 24.94),12.42,5.57 to 24.94,5.57,24.94,(5.57 to 24.94)
Female.Gallbladder.II.50-54.1.positive,rmst,47,5.68 (3.36 to 13.85),5.68,3.36 to 13.85,3.36,13.85,(3.36 to 13.85)
Male.Gallbladder.II.50-54.1.positive,rmst,47,5.68 (3.42 to 13.85),5.68,3.42 to 13.85,3.42,13.85,(3.42 to 13.85)
Female.Gallbladder.III.50-54.1.positive,rmst,47,3.06 (2.21 to 5.62),3.06,2.21 to 5.62,2.21,5.62,(2.21 to 5.62)
Male.Gallbladder.III.50-54.1.positive,rmst,47,3.21 (2.18 to 5.57),3.21,2.18 to 5.57,2.18,5.57,(2.18 to 5.57)
Female.Gallbladder.IV.50-54.1.positive,rmst,47,1 (0.77 to 1.74),1,0.77 to 1.74,0.77,1.74,(0.77 to 1.74)
Male.Gallbladder.IV.50-54.1.positive,rmst,47,1 (0.75 to 1.67),1,0.75 to 1.67,0.75,1.67,(0.75 to 1.67)
Female.Gallbladder.I.55-59.1.positive,rmst,42,9.27 (4.37 to 19.74),9.27,4.37 to 19.74,4.37,19.74,(4.37 to 19.74)
Male.Gallbladder.I.55-59.1.positive,rmst,42,8.96 (4.35 to 18.18),8.96,4.35 to 18.18,4.35,18.18,(4.35 to 18.18)
Female.Gallbladder.II.55-59.1.positive,rmst,42,5.55 (3.84 to 9.5),5.55,3.84 to 9.5,3.84,9.5,(3.84 to 9.5)
Male.Gallbladder.II.55-59.1.positive,rmst,42,5.56 (3.86 to 9.1),5.56,3.86 to 9.1,3.86,9.1,(3.86 to 9.1)
Female.Gallbladder.III.55-59.1.positive,rmst,42,3.26 (2.21 to 6.8),3.26,2.21 to 6.8,2.21,6.8,(2.21 to 6.8)
Male.Gallbladder.III.55-59.1.positive,rmst,42,3.34 (2.19 to 6.76),3.34,2.19 to 6.76,2.19,6.76,(2.19 to 6.76)
Female.Gallbladder.IV.55-59.1.positive,rmst,42,1.2 (0.85 to 2.15),1.2,0.85 to 2.15,0.85,2.15,(0.85 to 2.15)
Male.Gallbladder.IV.55-59.1.positive,rmst,42,1.21 (0.85 to 2.18),1.21,0.85 to 2.18,0.85,2.18,(0.85 to 2.18)
Female.Gallbladder.I.60-64.1.positive,rmst,37,13.94 (7.85 to 20.49),13.94,7.85 to 20.49,7.85,20.49,(7.85 to 20.49)
Male.Gallbladder.I.60-64.1.positive,rmst,37,13.5 (7.52 to 18.08),13.5,7.52 to 18.08,7.52,18.08,(7.52 to 18.08)
Female.Gallbladder.II.60-64.1.positive,rmst,37,5.94 (4.19 to 10.94),5.94,4.19 to 10.94,4.19,10.94,(4.19 to 10.94)
Male.Gallbladder.II.60-64.1.positive,rmst,37,5.96 (4.19 to 9.9),5.96,4.19 to 9.9,4.19,9.9,(4.19 to 9.9)
Female.Gallbladder.III.60-64.1.positive,rmst,37,4.49 (3.09 to 7.9),4.49,3.09 to 7.9,3.09,7.9,(3.09 to 7.9)
Male.Gallbladder.III.60-64.1.positive,rmst,37,4.41 (3.1 to 7.82),4.41,3.1 to 7.82,3.1,7.82,(3.1 to 7.82)
Female.Gallbladder.IV.60-64.1.positive,rmst,37,0.96 (0.82 to 1.2),0.96,0.82 to 1.2,0.82,1.2,(0.82 to 1.2)
Male.Gallbladder.IV.60-64.1.positive,rmst,37,0.98 (0.82 to 1.23),0.98,0.82 to 1.23,0.82,1.23,(0.82 to 1.23)
Female.Gallbladder.I.65-69.1.positive,rmst,32,7.75 (4.85 to 13.63),7.75,4.85 to 13.63,4.85,13.63,(4.85 to 13.63)
Male.Gallbladder.I.65-69.1.positive,rmst,32,7.68 (4.76 to 13.24),7.68,4.76 to 13.24,4.76,13.24,(4.76 to 13.24)
Female.Gallbladder.II.65-69.1.positive,rmst,32,5.92 (4.22 to 8.74),5.92,4.22 to 8.74,4.22,8.74,(4.22 to 8.74)
Male.Gallbladder.II.65-69.1.positive,rmst,32,5.74 (4.29 to 8.34),5.74,4.29 to 8.34,4.29,8.34,(4.29 to 8.34)
Female.Gallbladder.III.65-69.1.positive,rmst,32,3.27 (2.4 to 5.33),3.27,2.4 to 5.33,2.4,5.33,(2.4 to 5.33)
Male.Gallbladder.III.65-69.1.positive,rmst,32,3.19 (2.38 to 5.35),3.19,2.38 to 5.35,2.38,5.35,(2.38 to 5.35)
Female.Gallbladder.IV.65-69.1.positive,rmst,32,0.84 (0.69 to 1.2),0.84,0.69 to 1.2,0.69,1.2,(0.69 to 1.2)
Male.Gallbladder.IV.65-69.1.positive,rmst,32,0.84 (0.71 to 1.21),0.84,0.71 to 1.21,0.71,1.21,(0.71 to 1.21)
Female.Gallbladder.I.70-74.1.positive,rmst,27,6.32 (4.27 to 9.9),6.32,4.27 to 9.9,4.27,9.9,(4.27 to 9.9)
Male.Gallbladder.I.70-74.1.positive,rmst,27,6.3 (4.31 to 9.55),6.3,4.31 to 9.55,4.31,9.55,(4.31 to 9.55)
Female.Gallbladder.II.70-74.1.positive,rmst,27,5.76 (4.3 to 8.1),5.76,4.3 to 8.1,4.3,8.1,(4.3 to 8.1)
Male.Gallbladder.II.70-74.1.positive,rmst,27,5.7 (4.23 to 7.56),5.7,4.23 to 7.56,4.23,7.56,(4.23 to 7.56)
Female.Gallbladder.III.70-74.1.positive,rmst,27,2.23 (1.77 to 3.29),2.23,1.77 to 3.29,1.77,3.29,(1.77 to 3.29)
Male.Gallbladder.III.70-74.1.positive,rmst,27,2.24 (1.77 to 3.27),2.24,1.77 to 3.27,1.77,3.27,(1.77 to 3.27)
Female.Gallbladder.IV.70-74.1.positive,rmst,27,0.9 (0.68 to 1.26),0.9,0.68 to 1.26,0.68,1.26,(0.68 to 1.26)
Male.Gallbladder.IV.70-74.1.positive,rmst,27,0.89 (0.68 to 1.2),0.89,0.68 to 1.2,0.68,1.2,(0.68 to 1.2)
Female.Gallbladder.I.75-79.1.positive,rmst,22,3.56 (2.63 to 5.16),3.56,2.63 to 5.16,2.63,5.16,(2.63 to 5.16)
Male.Gallbladder.I.75-79.1.positive,rmst,22,3.56 (2.59 to 5.03),3.56,2.59 to 5.03,2.59,5.03,(2.59 to 5.03)
Female.Gallbladder.II.75-79.1.positive,rmst,22,5.31 (3.71 to 6.83),5.31,3.71 to 6.83,3.71,6.83,(3.71 to 6.83)
