characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Male.Lymphoma.III.70-74.1.negative,rmst,27,10.36 (9.06 to 10.77),10.36,9.06 to 10.77,9.06,10.77,(9.06 to 10.77)
Female.Lymphoma.IV.70-74.1.negative,rmst,27,9.65 (8.6 to 10.53),9.65,8.6 to 10.53,8.6,10.53,(8.6 to 10.53)
Male.Lymphoma.IV.70-74.1.negative,rmst,27,9.36 (8.37 to 9.74),9.36,8.37 to 9.74,8.37,9.74,(8.37 to 9.74)
Female.Lymphoma.I.75-79.1.negative,rmst,22,10.04 (9.74 to 10.27),10.04,9.74 to 10.27,9.74,10.27,(9.74 to 10.27)
Male.Lymphoma.I.75-79.1.negative,rmst,22,8.95 (8.73 to 9.1),8.95,8.73 to 9.1,8.73,9.1,(8.73 to 9.1)
Female.Lymphoma.II.75-79.1.negative,rmst,22,8.7 (7.49 to 9.14),8.7,7.49 to 9.14,7.49,9.14,(7.49 to 9.14)
Male.Lymphoma.II.75-79.1.negative,rmst,22,7.88 (7.31 to 8.2),7.88,7.31 to 8.2,7.31,8.2,(7.31 to 8.2)
Female.Lymphoma.III.75-79.1.negative,rmst,22,6.67 (5.75 to 7.68),6.67,5.75 to 7.68,5.75,7.68,(5.75 to 7.68)
Male.Lymphoma.III.75-79.1.negative,rmst,22,6.76 (5.83 to 7.39),6.76,5.83 to 7.39,5.83,7.39,(5.83 to 7.39)
Female.Lymphoma.IV.75-79.1.negative,rmst,22,7.25 (6.45 to 7.8),7.25,6.45 to 7.8,6.45,7.8,(6.45 to 7.8)
Male.Lymphoma.IV.75-79.1.negative,rmst,22,6.9 (6.48 to 7.09),6.9,6.48 to 7.09,6.48,7.09,(6.48 to 7.09)
Female.Lymphoma.I.50-54.1.5.negative,rmst,47,29.74 (27.8 to 30.52),29.74,27.8 to 30.52,27.8,30.52,(27.8 to 30.52)
Male.Lymphoma.I.50-54.1.5.negative,rmst,47,27.37 (25.65 to 27.92),27.37,25.65 to 27.92,25.65,27.92,(25.65 to 27.92)
Female.Lymphoma.II.50-54.1.5.negative,rmst,47,28.31 (23.92 to 30.44),28.31,23.92 to 30.44,23.92,30.44,(23.92 to 30.44)
Male.Lymphoma.II.50-54.1.5.negative,rmst,47,26.54 (23.16 to 27.99),26.54,23.16 to 27.99,23.16,27.99,(23.16 to 27.99)
Female.Lymphoma.III.50-54.1.5.negative,rmst,47,26.97 (22.47 to 29.21),26.97,22.47 to 29.21,22.47,29.21,(22.47 to 29.21)
Male.Lymphoma.III.50-54.1.5.negative,rmst,47,25.34 (21.44 to 26.94),25.34,21.44 to 26.94,21.44,26.94,(21.44 to 26.94)
Female.Lymphoma.IV.50-54.1.5.negative,rmst,47,24.43 (20.69 to 26.67),24.43,20.69 to 26.67,20.69,26.67,(20.69 to 26.67)
Male.Lymphoma.IV.50-54.1.5.negative,rmst,47,23.11 (19.56 to 24.9),23.11,19.56 to 24.9,19.56,24.9,(19.56 to 24.9)
Female.Lymphoma.I.55-59.1.5.negative,rmst,42,23.99 (21.05 to 25.8),23.99,21.05 to 25.8,21.05,25.8,(21.05 to 25.8)
Male.Lymphoma.I.55-59.1.5.negative,rmst,42,22.64 (20.2 to 23.65),22.64,20.2 to 23.65,20.2,23.65,(20.2 to 23.65)
Female.Lymphoma.II.55-59.1.5.negative,rmst,42,24.95 (21.79 to 26.24),24.95,21.79 to 26.24,21.79,26.24,(21.79 to 26.24)
Male.Lymphoma.II.55-59.1.5.negative,rmst,42,23.22 (20.45 to 24.09),23.22,20.45 to 24.09,20.45,24.09,(20.45 to 24.09)
Female.Lymphoma.III.55-59.1.5.negative,rmst,42,22.34 (18.52 to 24.48),22.34,18.52 to 24.48,18.52,24.48,(18.52 to 24.48)
Male.Lymphoma.III.55-59.1.5.negative,rmst,42,21.03 (17.64 to 22.53),21.03,17.64 to 22.53,17.64,22.53,(17.64 to 22.53)
Female.Lymphoma.IV.55-59.1.5.negative,rmst,42,20.28 (17.26 to 22.35),20.28,17.26 to 22.35,17.26,22.35,(17.26 to 22.35)
Male.Lymphoma.IV.55-59.1.5.negative,rmst,42,19.48 (16.72 to 20.49),19.48,16.72 to 20.49,16.72,20.49,(16.72 to 20.49)
Female.Lymphoma.I.60-64.1.5.negative,rmst,37,21.27 (18.67 to 21.88),21.27,18.67 to 21.88,18.67,21.88,(18.67 to 21.88)
Male.Lymphoma.I.60-64.1.5.negative,rmst,37,19.39 (17.74 to 19.75),19.39,17.74 to 19.75,17.74,19.75,(17.74 to 19.75)
Female.Lymphoma.II.60-64.1.5.negative,rmst,37,20.47 (17.82 to 21.48),20.47,17.82 to 21.48,17.82,21.48,(17.82 to 21.48)
Male.Lymphoma.II.60-64.1.5.negative,rmst,37,18.8 (17.01 to 19.43),18.8,17.01 to 19.43,17.01,19.43,(17.01 to 19.43)
Female.Lymphoma.III.60-64.1.5.negative,rmst,37,15.99 (12.86 to 19.13),15.99,12.86 to 19.13,12.86,19.13,(12.86 to 19.13)
Male.Lymphoma.III.60-64.1.5.negative,rmst,37,15.68 (12.79 to 18.23),15.68,12.79 to 18.23,12.79,18.23,(12.79 to 18.23)
Female.Lymphoma.IV.60-64.1.5.negative,rmst,37,16.78 (14.63 to 18.6),16.78,14.63 to 18.6,14.63,18.6,(14.63 to 18.6)
Male.Lymphoma.IV.60-64.1.5.negative,rmst,37,16.13 (14.14 to 17.16),16.13,14.14 to 17.16,14.14,17.16,(14.14 to 17.16)
Female.Lymphoma.I.65-69.1.5.negative,rmst,32,17.41 (16.08 to 17.81),17.41,16.08 to 17.81,16.08,17.81,(16.08 to 17.81)
Male.Lymphoma.I.65-69.1.5.negative,rmst,32,15.73 (15.09 to 16.01),15.73,15.09 to 16.01,15.09,16.01,(15.09 to 16.01)
Female.Lymphoma.II.65-69.1.5.negative,rmst,32,16.96 (14.74 to 17.52),16.96,14.74 to 17.52,14.74,17.52,(14.74 to 17.52)
Male.Lymphoma.II.65-69.1.5.negative,rmst,32,15.39 (14.03 to 15.74),15.39,14.03 to 15.74,14.03,15.74,(14.03 to 15.74)
Female.Lymphoma.III.65-69.1.5.negative,rmst,32,14.63 (12.58 to 15.99),14.63,12.58 to 15.99,12.58,15.99,(12.58 to 15.99)
Male.Lymphoma.III.65-69.1.5.negative,rmst,32,13.88 (12.28 to 14.6),13.88,12.28 to 14.6,12.28,14.6,(12.28 to 14.6)
Female.Lymphoma.IV.65-69.1.5.negative,rmst,32,13.91 (12.37 to 15.11),13.91,12.37 to 15.11,12.37,15.11,(12.37 to 15.11)
Male.Lymphoma.IV.65-69.1.5.negative,rmst,32,13.42 (12.09 to 13.85),13.42,12.09 to 13.85,12.09,13.85,(12.09 to 13.85)
Female.Lymphoma.I.70-74.1.5.negative,rmst,27,13.37 (11.25 to 13.97),13.37,11.25 to 13.97,11.25,13.97,(11.25 to 13.97)
Male.Lymphoma.I.70-74.1.5.negative,rmst,27,12.33 (11.45 to 12.5),12.33,11.45 to 12.5,11.45,12.5,(11.45 to 12.5)
Female.Lymphoma.II.70-74.1.5.negative,rmst,27,13.12 (12.42 to 13.48),13.12,12.42 to 13.48,12.42,13.48,(12.42 to 13.48)
Male.Lymphoma.II.70-74.1.5.negative,rmst,27,11.75 (11.21 to 12.04),11.75,11.21 to 12.04,11.21,12.04,(11.21 to 12.04)
Female.Lymphoma.III.70-74.1.5.negative,rmst,27,12.25 (10.83 to 12.7),12.25,10.83 to 12.7,10.83,12.7,(10.83 to 12.7)
Male.Lymphoma.III.70-74.1.5.negative,rmst,27,11.12 (10.21 to 11.45),11.12,10.21 to 11.45,10.21,11.45,(10.21 to 11.45)
Female.Lymphoma.IV.70-74.1.5.negative,rmst,27,11.26 (10.26 to 11.74),11.26,10.26 to 11.74,10.26,11.74,(10.26 to 11.74)
Male.Lymphoma.IV.70-74.1.5.negative,rmst,27,10.49 (9.84 to 10.73),10.49,9.84 to 10.73,9.84,10.73,(9.84 to 10.73)
Female.Lymphoma.I.75-79.1.5.negative,rmst,22,10.22 (9.94 to 10.45),10.22,9.94 to 10.45,9.94,10.45,(9.94 to 10.45)
Male.Lymphoma.I.75-79.1.5.negative,rmst,22,9.06 (8.87 to 9.2),9.06,8.87 to 9.2,8.87,9.2,(8.87 to 9.2)
Female.Lymphoma.II.75-79.1.5.negative,rmst,22,9.34 (8.44 to 9.72),9.34,8.44 to 9.72,8.44,9.72,(8.44 to 9.72)
Male.Lymphoma.II.75-79.1.5.negative,rmst,22,8.38 (7.93 to 8.65),8.38,7.93 to 8.65,7.93,8.65,(7.93 to 8.65)
Female.Lymphoma.III.75-79.1.5.negative,rmst,22,8.27 (6.94 to 8.99),8.27,6.94 to 8.99,6.94,8.99,(6.94 to 8.99)
Male.Lymphoma.III.75-79.1.5.negative,rmst,22,7.86 (7.05 to 8.17),7.86,7.05 to 8.17,7.05,8.17,(7.05 to 8.17)
Female.Lymphoma.IV.75-79.1.5.negative,rmst,22,8.5 (7.92 to 8.71),8.5,7.92 to 8.71,7.92,8.71,(7.92 to 8.71)
Male.Lymphoma.IV.75-79.1.5.negative,rmst,22,7.64 (7.36 to 7.81),7.64,7.36 to 7.81,7.36,7.81,(7.36 to 7.81)
Female.Lymphoma.I.50-54.3.negative,rmst,47,30.28 (28.42 to 30.96),30.28,28.42 to 30.96,28.42,30.96,(28.42 to 30.96)
Male.Lymphoma.I.50-54.3.negative,rmst,47,27.81 (26.35 to 28.35),27.81,26.35 to 28.35,26.35,28.35,(26.35 to 28.35)
Female.Lymphoma.II.50-54.3.negative,rmst,47,29.84 (26.26 to 31.24),29.84,26.26 to 31.24,26.26,31.24,(26.26 to 31.24)
Male.Lymphoma.II.50-54.3.negative,rmst,47,28.04 (24.98 to 28.8),28.04,24.98 to 28.8,24.98,28.8,(24.98 to 28.8)
Female.Lymphoma.III.50-54.3.negative,rmst,47,29.32 (25.73 to 30.58),29.32,25.73 to 30.58,25.73,30.58,(25.73 to 30.58)
Male.Lymphoma.III.50-54.3.negative,rmst,47,27.19 (23.73 to 28.13),27.19,23.73 to 28.13,23.73,28.13,(23.73 to 28.13)
Female.Lymphoma.IV.50-54.3.negative,rmst,47,27.5 (23.77 to 29.12),27.5,23.77 to 29.12,23.77,29.12,(23.77 to 29.12)
Male.Lymphoma.IV.50-54.3.negative,rmst,47,25.86 (22.74 to 26.71),25.86,22.74 to 26.71,22.74,26.71,(22.74 to 26.71)
Female.Lymphoma.I.55-59.3.negative,rmst,42,25.5 (22.77 to 26.45),25.5,22.77 to 26.45,22.77,26.45,(22.77 to 26.45)
Male.Lymphoma.I.55-59.3.negative,rmst,42,23.5 (21.66 to 24.1),23.5,21.66 to 24.1,21.66,24.1,(21.66 to 24.1)
Female.Lymphoma.II.55-59.3.negative,rmst,42,26.38 (23.46 to 27.04),26.38,23.46 to 27.04,23.46,27.04,(23.46 to 27.04)
Male.Lymphoma.II.55-59.3.negative,rmst,42,24.38 (23.07 to 24.46),24.38,23.07 to 24.46,23.07,24.46,(23.07 to 24.46)
Female.Lymphoma.III.55-59.3.negative,rmst,42,24.68 (21.07 to 26.04),24.68,21.07 to 26.04,21.07,26.04,(21.07 to 26.04)
Male.Lymphoma.III.55-59.3.negative,rmst,42,23.15 (20.6 to 23.75),23.15,20.6 to 23.75,20.6,23.75,(20.6 to 23.75)
Female.Lymphoma.IV.55-59.3.negative,rmst,42,23.46 (20.85 to 24.55),23.46,20.85 to 24.55,20.85,24.55,(20.85 to 24.55)
Male.Lymphoma.IV.55-59.3.negative,rmst,42,21.75 (19.64 to 22.46),21.75,19.64 to 22.46,19.64,22.46,(19.64 to 22.46)
Female.Lymphoma.I.60-64.3.negative,rmst,37,21.88 (19.88 to 22.27),21.88,19.88 to 22.27,19.88,22.27,(19.88 to 22.27)
Male.Lymphoma.I.60-64.3.negative,rmst,37,19.76 (18.71 to 20.09),19.76,18.71 to 20.09,18.71,20.09,(18.71 to 20.09)
Female.Lymphoma.II.60-64.3.negative,rmst,37,21.73 (20.19 to 22.29),21.73,20.19 to 22.29,20.19,22.29,(20.19 to 22.29)
Male.Lymphoma.II.60-64.3.negative,rmst,37,19.78 (18.61 to 20.32),19.78,18.61 to 20.32,18.61,20.32,(18.61 to 20.32)
Female.Lymphoma.III.60-64.3.negative,rmst,37,20.2 (17.22 to 21.75),20.2,17.22 to 21.75,17.22,21.75,(17.22 to 21.75)
Male.Lymphoma.III.60-64.3.negative,rmst,37,19.17 (16.75 to 19.69),19.17,16.75 to 19.69,16.75,19.69,(16.75 to 19.69)
Female.Lymphoma.IV.60-64.3.negative,rmst,37,19.76 (17.48 to 20.69),19.76,17.48 to 20.69,17.48,20.69,(17.48 to 20.69)
Male.Lymphoma.IV.60-64.3.negative,rmst,37,18.4 (16.8 to 18.87),18.4,16.8 to 18.87,16.8,18.87,(16.8 to 18.87)
Female.Lymphoma.I.65-69.3.negative,rmst,32,17.89 (16.89 to 18.17),17.89,16.89 to 18.17,16.89,18.17,(16.89 to 18.17)
Male.Lymphoma.I.65-69.3.negative,rmst,32,16.09 (15.61 to 16.25),16.09,15.61 to 16.25,15.61,16.25,(15.61 to 16.25)
Female.Lymphoma.II.65-69.3.negative,rmst,32,17.84 (16.84 to 18.19),17.84,16.84 to 18.19,16.84,18.19,(16.84 to 18.19)
Male.Lymphoma.II.65-69.3.negative,rmst,32,16.08 (15.59 to 16.29),16.08,15.59 to 16.29,15.59,16.29,(15.59 to 16.29)
Female.Lymphoma.III.65-69.3.negative,rmst,32,16.93 (15.1 to 17.55),16.93,15.1 to 17.55,15.1,17.55,(15.1 to 17.55)
Male.Lymphoma.III.65-69.3.negative,rmst,32,15.46 (14.26 to 15.78),15.46,14.26 to 15.78,14.26,15.78,(14.26 to 15.78)
Female.Lymphoma.IV.65-69.3.negative,rmst,32,16.61 (15.49 to 16.94),16.61,15.49 to 16.94,15.49,16.94,(15.49 to 16.94)
Male.Lymphoma.IV.65-69.3.negative,rmst,32,14.99 (14.46 to 15.21),14.99,14.46 to 15.21,14.46,15.21,(14.46 to 15.21)
Female.Lymphoma.I.70-74.3.negative,rmst,27,14.11 (12.84 to 14.34),14.11,12.84 to 14.34,12.84,14.34,(12.84 to 14.34)
Male.Lymphoma.I.70-74.3.negative,rmst,27,12.53 (12.13 to 12.65),12.53,12.13 to 12.65,12.13,12.65,(12.13 to 12.65)
Female.Lymphoma.II.70-74.3.negative,rmst,27,13.9 (13.47 to 14.17),13.9,13.47 to 14.17,13.47,14.17,(13.47 to 14.17)
Male.Lymphoma.II.70-74.3.negative,rmst,27,12.44 (12.05 to 12.67),12.44,12.05 to 12.67,12.05,12.67,(12.05 to 12.67)
Female.Lymphoma.III.70-74.3.negative,rmst,27,13.52 (12.54 to 13.79),13.52,12.54 to 13.79,12.54,13.79,(12.54 to 13.79)
Male.Lymphoma.III.70-74.3.negative,rmst,27,12.11 (11.62 to 12.33),12.11,11.62 to 12.33,11.62,12.33,(11.62 to 12.33)
Female.Lymphoma.IV.70-74.3.negative,rmst,27,13.04 (12.48 to 13.27),13.04,12.48 to 13.27,12.48,13.27,(12.48 to 13.27)
Male.Lymphoma.IV.70-74.3.negative,rmst,27,11.72 (11.43 to 11.88),11.72,11.43 to 11.88,11.43,11.88,(11.43 to 11.88)
Female.Lymphoma.I.75-79.3.negative,rmst,22,10.53 (10.31 to 10.68),10.53,10.31 to 10.68,10.31,10.68,(10.31 to 10.68)
Male.Lymphoma.I.75-79.3.negative,rmst,22,9.29 (9.11 to 9.4),9.29,9.11 to 9.4,9.11,9.4,(9.11 to 9.4)
Female.Lymphoma.II.75-79.3.negative,rmst,22,10.18 (9.65 to 10.47),10.18,9.65 to 10.47,9.65,10.47,(9.65 to 10.47)
Male.Lymphoma.II.75-79.3.negative,rmst,22,9.13 (8.81 to 9.33),9.13,8.81 to 9.33,8.81,9.33,(8.81 to 9.33)
Female.Lymphoma.III.75-79.3.negative,rmst,22,9.88 (9.02 to 10.17),9.88,9.02 to 10.17,9.02,10.17,(9.02 to 10.17)
Male.Lymphoma.III.75-79.3.negative,rmst,22,8.93 (8.52 to 9.17),8.93,8.52 to 9.17,8.52,9.17,(8.52 to 9.17)
Female.Lymphoma.IV.75-79.3.negative,rmst,22,9.73 (9.47 to 9.9),9.73,9.47 to 9.9,9.47,9.9,(9.47 to 9.9)
Male.Lymphoma.IV.75-79.3.negative,rmst,22,8.66 (8.52 to 8.8),8.66,8.52 to 8.8,8.52,8.8,(8.52 to 8.8)
Female.Lymphoma.I.50-54.1.positive,rmst,47,29.52 (27.45 to 30.23),29.52,27.45 to 30.23,27.45,30.23,(27.45 to 30.23)
Male.Lymphoma.I.50-54.1.positive,rmst,47,27.14 (25.48 to 27.76),27.14,25.48 to 27.76,25.48,27.76,(25.48 to 27.76)
Female.Lymphoma.II.50-54.1.positive,rmst,47,26.7 (21.8 to 29.62),26.7,21.8 to 29.62,21.8,29.62,(21.8 to 29.62)
Male.Lymphoma.II.50-54.1.positive,rmst,47,25.48 (21.11 to 27.41),25.48,21.11 to 27.41,21.11,27.41,(21.11 to 27.41)
Female.Lymphoma.III.50-54.1.positive,rmst,47,25.46 (20.7 to 28.64),25.46,20.7 to 28.64,20.7,28.64,(20.7 to 28.64)
Male.Lymphoma.III.50-54.1.positive,rmst,47,23.99 (19.49 to 26.02),23.99,19.49 to 26.02,19.49,26.02,(19.49 to 26.02)
Female.Lymphoma.IV.50-54.1.positive,rmst,47,21.98 (18.04 to 25.13),21.98,18.04 to 25.13,18.04,25.13,(18.04 to 25.13)
Male.Lymphoma.IV.50-54.1.positive,rmst,47,20.87 (17.39 to 23.25),20.87,17.39 to 23.25,17.39,23.25,(17.39 to 23.25)
Female.Lymphoma.I.55-59.1.positive,rmst,42,23.55 (20.09 to 25.68),23.55,20.09 to 25.68,20.09,25.68,(20.09 to 25.68)
Male.Lymphoma.I.55-59.1.positive,rmst,42,22.05 (19.09 to 23.33),22.05,19.09 to 23.33,19.09,23.33,(19.09 to 23.33)
Female.Lymphoma.II.55-59.1.positive,rmst,42,23.97 (20.19 to 25.74),23.97,20.19 to 25.74,20.19,25.74,(20.19 to 25.74)
Male.Lymphoma.II.55-59.1.positive,rmst,42,22.47 (19.64 to 23.55),22.47,19.64 to 23.55,19.64,23.55,(19.64 to 23.55)
Female.Lymphoma.III.55-59.1.positive,rmst,42,19.68 (16.26 to 22.74),19.68,16.26 to 22.74,16.26,22.74,(16.26 to 22.74)
Male.Lymphoma.III.55-59.1.positive,rmst,42,18.85 (15.61 to 21.38),18.85,15.61 to 21.38,15.61,21.38,(15.61 to 21.38)
Female.Lymphoma.IV.55-59.1.positive,rmst,42,17.72 (14.92 to 20.13),17.72,14.92 to 20.13,14.92,20.13,(14.92 to 20.13)
Male.Lymphoma.IV.55-59.1.positive,rmst,42,16.88 (14.35 to 18.85),16.88,14.35 to 18.85,14.35,18.85,(14.35 to 18.85)
Female.Lymphoma.I.60-64.1.positive,rmst,37,20.69 (18.01 to 21.6),20.69,18.01 to 21.6,18.01,21.6,(18.01 to 21.6)
Male.Lymphoma.I.60-64.1.positive,rmst,37,19.21 (17.54 to 19.63),19.21,17.54 to 19.63,17.54,19.63,(17.54 to 19.63)
Female.Lymphoma.II.60-64.1.positive,rmst,37,19.65 (16.61 to 20.95),19.65,16.61 to 20.95,16.61,20.95,(16.61 to 20.95)
Male.Lymphoma.II.60-64.1.positive,rmst,37,18.23 (16.17 to 18.88),18.23,16.17 to 18.88,16.17,18.88,(16.17 to 18.88)
Female.Lymphoma.III.60-64.1.positive,rmst,37,14.46 (11.53 to 17.13),14.46,11.53 to 17.13,11.53,17.13,(11.53 to 17.13)
Male.Lymphoma.III.60-64.1.positive,rmst,37,14.06 (11.45 to 16.76),14.06,11.45 to 16.76,11.45,16.76,(11.45 to 16.76)
Female.Lymphoma.IV.60-64.1.positive,rmst,37,14.45 (12.15 to 16.52),14.45,12.15 to 16.52,12.15,16.52,(12.15 to 16.52)
Male.Lymphoma.IV.60-64.1.positive,rmst,37,13.9 (11.93 to 15.61),13.9,11.93 to 15.61,11.93,15.61,(11.93 to 15.61)
Female.Lymphoma.I.65-69.1.positive,rmst,32,17.15 (15.67 to 17.6),17.15,15.67 to 17.6,15.67,17.6,(15.67 to 17.6)
Male.Lymphoma.I.65-69.1.positive,rmst,32,15.54 (14.77 to 15.84),15.54,14.77 to 15.84,14.77,15.84,(14.77 to 15.84)
Female.Lymphoma.II.65-69.1.positive,rmst,32,16.08 (13.33 to 17.05),16.08,13.33 to 17.05,13.33,17.05,(13.33 to 17.05)
Male.Lymphoma.II.65-69.1.positive,rmst,32,14.89 (13.13 to 15.38),14.89,13.13 to 15.38,13.13,15.38,(13.13 to 15.38)
Female.Lymphoma.III.65-69.1.positive,rmst,32,12.44 (10.55 to 14.5),12.44,10.55 to 14.5,10.55,14.5,(10.55 to 14.5)
Male.Lymphoma.III.65-69.1.positive,rmst,32,12.25 (10.56 to 13.67),12.25,10.56 to 13.67,10.56,13.67,(10.56 to 13.67)
Female.Lymphoma.IV.65-69.1.positive,rmst,32,11.97 (10.74 to 13.36),11.97,10.74 to 13.36,10.74,13.36,(10.74 to 13.36)
Male.Lymphoma.IV.65-69.1.positive,rmst,32,11.59 (10.37 to 12.66),11.59,10.37 to 12.66,10.37,12.66,(10.37 to 12.66)
Female.Lymphoma.I.70-74.1.positive,rmst,27,12.32 (10.48 to 13.62),12.32,10.48 to 13.62,10.48,13.62,(10.48 to 13.62)
Male.Lymphoma.I.70-74.1.positive,rmst,27,12.12 (10.5 to 12.4),12.12,10.5 to 12.4,10.5,12.4,(10.5 to 12.4)
Female.Lymphoma.II.70-74.1.positive,rmst,27,12.56 (11.39 to 13.01),12.56,11.39 to 13.01,11.39,13.01,(11.39 to 13.01)
Male.Lymphoma.II.70-74.1.positive,rmst,27,11.3 (10.73 to 11.66),11.3,10.73 to 11.66,10.73,11.66,(10.73 to 11.66)
Female.Lymphoma.III.70-74.1.positive,rmst,27,10.88 (9.37 to 11.83),10.88,9.37 to 11.83,9.37,11.83,(9.37 to 11.83)
