characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Male.Lung.III.55-59.1.5.negative,rmst,42,4.57 (3.71 to 5.93),4.57,3.71 to 5.93,3.71,5.93,(3.71 to 5.93)
Female.Lung.IV.55-59.1.5.negative,rmst,42,2.14 (1.79 to 2.78),2.14,1.79 to 2.78,1.79,2.78,(1.79 to 2.78)
Male.Lung.IV.55-59.1.5.negative,rmst,42,2.13 (1.8 to 2.77),2.13,1.8 to 2.77,1.8,2.77,(1.8 to 2.77)
Female.Lung.I.60-64.1.5.negative,rmst,37,11.94 (10.46 to 13.66),11.94,10.46 to 13.66,10.46,13.66,(10.46 to 13.66)
Male.Lung.I.60-64.1.5.negative,rmst,37,11.61 (10.18 to 13.17),11.61,10.18 to 13.17,10.18,13.17,(10.18 to 13.17)
Female.Lung.II.60-64.1.5.negative,rmst,37,9.68 (7.85 to 12.42),9.68,7.85 to 12.42,7.85,12.42,(7.85 to 12.42)
Male.Lung.II.60-64.1.5.negative,rmst,37,9.39 (7.75 to 11.57),9.39,7.75 to 11.57,7.75,11.57,(7.75 to 11.57)
Female.Lung.III.60-64.1.5.negative,rmst,37,4.84 (3.94 to 5.96),4.84,3.94 to 5.96,3.94,5.96,(3.94 to 5.96)
Male.Lung.III.60-64.1.5.negative,rmst,37,4.77 (4.03 to 5.95),4.77,4.03 to 5.95,4.03,5.95,(4.03 to 5.95)
Female.Lung.IV.60-64.1.5.negative,rmst,37,2.28 (1.78 to 3.15),2.28,1.78 to 3.15,1.78,3.15,(1.78 to 3.15)
Male.Lung.IV.60-64.1.5.negative,rmst,37,2.28 (1.79 to 3.09),2.28,1.79 to 3.09,1.79,3.09,(1.79 to 3.09)
Female.Lung.I.65-69.1.5.negative,rmst,32,10.97 (9.92 to 12.22),10.97,9.92 to 12.22,9.92,12.22,(9.92 to 12.22)
Male.Lung.I.65-69.1.5.negative,rmst,32,10.69 (9.56 to 11.88),10.69,9.56 to 11.88,9.56,11.88,(9.56 to 11.88)
Female.Lung.II.65-69.1.5.negative,rmst,32,7.33 (6.33 to 8.67),7.33,6.33 to 8.67,6.33,8.67,(6.33 to 8.67)
Male.Lung.II.65-69.1.5.negative,rmst,32,7.15 (6.22 to 8.33),7.15,6.22 to 8.33,6.22,8.33,(6.22 to 8.33)
Female.Lung.III.65-69.1.5.negative,rmst,32,4 (3.46 to 4.77),4,3.46 to 4.77,3.46,4.77,(3.46 to 4.77)
Male.Lung.III.65-69.1.5.negative,rmst,32,3.98 (3.45 to 4.8),3.98,3.45 to 4.8,3.45,4.8,(3.45 to 4.8)
Female.Lung.IV.65-69.1.5.negative,rmst,32,1.73 (1.5 to 2.15),1.73,1.5 to 2.15,1.5,2.15,(1.5 to 2.15)
Male.Lung.IV.65-69.1.5.negative,rmst,32,1.73 (1.48 to 2.24),1.73,1.48 to 2.24,1.48,2.24,(1.48 to 2.24)
Female.Lung.I.70-74.1.5.negative,rmst,27,8.77 (7.93 to 9.77),8.77,7.93 to 9.77,7.93,9.77,(7.93 to 9.77)
Male.Lung.I.70-74.1.5.negative,rmst,27,8.64 (7.8 to 9.42),8.64,7.8 to 9.42,7.8,9.42,(7.8 to 9.42)
Female.Lung.II.70-74.1.5.negative,rmst,27,6.28 (5.36 to 7.43),6.28,5.36 to 7.43,5.36,7.43,(5.36 to 7.43)
Male.Lung.II.70-74.1.5.negative,rmst,27,6.22 (5.29 to 7.22),6.22,5.29 to 7.22,5.29,7.22,(5.29 to 7.22)
Female.Lung.III.70-74.1.5.negative,rmst,27,3.38 (2.95 to 3.95),3.38,2.95 to 3.95,2.95,3.95,(2.95 to 3.95)
Male.Lung.III.70-74.1.5.negative,rmst,27,3.36 (2.94 to 3.96),3.36,2.94 to 3.96,2.94,3.96,(2.94 to 3.96)
Female.Lung.IV.70-74.1.5.negative,rmst,27,1.64 (1.4 to 2.07),1.64,1.4 to 2.07,1.4,2.07,(1.4 to 2.07)
Male.Lung.IV.70-74.1.5.negative,rmst,27,1.63 (1.4 to 1.95),1.63,1.4 to 1.95,1.4,1.95,(1.4 to 1.95)
Female.Lung.I.75-79.1.5.negative,rmst,22,6.83 (6.19 to 7.5),6.83,6.19 to 7.5,6.19,7.5,(6.19 to 7.5)
Male.Lung.I.75-79.1.5.negative,rmst,22,6.78 (6.17 to 7.25),6.78,6.17 to 7.25,6.17,7.25,(6.17 to 7.25)
Female.Lung.II.75-79.1.5.negative,rmst,22,5.2 (4.5 to 6.14),5.2,4.5 to 6.14,4.5,6.14,(4.5 to 6.14)
Male.Lung.II.75-79.1.5.negative,rmst,22,5.18 (4.48 to 5.86),5.18,4.48 to 5.86,4.48,5.86,(4.48 to 5.86)
Female.Lung.III.75-79.1.5.negative,rmst,22,3.34 (2.8 to 3.72),3.34,2.8 to 3.72,2.8,3.72,(2.8 to 3.72)
Male.Lung.III.75-79.1.5.negative,rmst,22,3.24 (2.76 to 3.54),3.24,2.76 to 3.54,2.76,3.54,(2.76 to 3.54)
Female.Lung.IV.75-79.1.5.negative,rmst,22,1.48 (1.24 to 1.61),1.48,1.24 to 1.61,1.24,1.61,(1.24 to 1.61)
Male.Lung.IV.75-79.1.5.negative,rmst,22,1.43 (1.23 to 1.55),1.43,1.23 to 1.55,1.23,1.55,(1.23 to 1.55)
Female.Lung.I.50-54.3.negative,rmst,47,19.98 (15.58 to 24.92),19.98,15.58 to 24.92,15.58,24.92,(15.58 to 24.92)
Male.Lung.I.50-54.3.negative,rmst,47,19.25 (15.23 to 23.6),19.25,15.23 to 23.6,15.23,23.6,(15.23 to 23.6)
Female.Lung.II.50-54.3.negative,rmst,47,15.18 (10.87 to 21.39),15.18,10.87 to 21.39,10.87,21.39,(10.87 to 21.39)
Male.Lung.II.50-54.3.negative,rmst,47,14.87 (10.35 to 21.24),14.87,10.35 to 21.24,10.35,21.24,(10.35 to 21.24)
Female.Lung.III.50-54.3.negative,rmst,47,11.22 (7.7 to 16.44),11.22,7.7 to 16.44,7.7,16.44,(7.7 to 16.44)
Male.Lung.III.50-54.3.negative,rmst,47,11.13 (7.51 to 15.9),11.13,7.51 to 15.9,7.51,15.9,(7.51 to 15.9)
Female.Lung.IV.50-54.3.negative,rmst,47,8.57 (4.77 to 12.3),8.57,4.77 to 12.3,4.77,12.3,(4.77 to 12.3)
Male.Lung.IV.50-54.3.negative,rmst,47,8.44 (4.87 to 11.43),8.44,4.87 to 11.43,4.87,11.43,(4.87 to 11.43)
Female.Lung.I.55-59.3.negative,rmst,42,14.66 (11.99 to 16.89),14.66,11.99 to 16.89,11.99,16.89,(11.99 to 16.89)
Male.Lung.I.55-59.3.negative,rmst,42,14.01 (11.75 to 16.5),14.01,11.75 to 16.5,11.75,16.5,(11.75 to 16.5)
Female.Lung.II.55-59.3.negative,rmst,42,16.94 (12.84 to 21.34),16.94,12.84 to 21.34,12.84,21.34,(12.84 to 21.34)
Male.Lung.II.55-59.3.negative,rmst,42,16.33 (12.52 to 20.01),16.33,12.52 to 20.01,12.52,20.01,(12.52 to 20.01)
Female.Lung.III.55-59.3.negative,rmst,42,8.49 (6.35 to 11.61),8.49,6.35 to 11.61,6.35,11.61,(6.35 to 11.61)
Male.Lung.III.55-59.3.negative,rmst,42,8.47 (6.55 to 11.19),8.47,6.55 to 11.19,6.55,11.19,(6.55 to 11.19)
Female.Lung.IV.55-59.3.negative,rmst,42,5.37 (3.94 to 7.62),5.37,3.94 to 7.62,3.94,7.62,(3.94 to 7.62)
Male.Lung.IV.55-59.3.negative,rmst,42,5.29 (3.94 to 7.7),5.29,3.94 to 7.7,3.94,7.7,(3.94 to 7.7)
Female.Lung.I.60-64.3.negative,rmst,37,13.3 (11.55 to 15.08),13.3,11.55 to 15.08,11.55,15.08,(11.55 to 15.08)
Male.Lung.I.60-64.3.negative,rmst,37,12.94 (11.28 to 14.86),12.94,11.28 to 14.86,11.28,14.86,(11.28 to 14.86)
Female.Lung.II.60-64.3.negative,rmst,37,13.63 (11.23 to 16.45),13.63,11.23 to 16.45,11.23,16.45,(11.23 to 16.45)
Male.Lung.II.60-64.3.negative,rmst,37,13.15 (10.87 to 15.72),13.15,10.87 to 15.72,10.87,15.72,(10.87 to 15.72)
Female.Lung.III.60-64.3.negative,rmst,37,9.18 (7.18 to 11.42),9.18,7.18 to 11.42,7.18,11.42,(7.18 to 11.42)
Male.Lung.III.60-64.3.negative,rmst,37,8.93 (7.04 to 11.06),8.93,7.04 to 11.06,7.04,11.06,(7.04 to 11.06)
Female.Lung.IV.60-64.3.negative,rmst,37,5.33 (4.06 to 7.37),5.33,4.06 to 7.37,4.06,7.37,(4.06 to 7.37)
Male.Lung.IV.60-64.3.negative,rmst,37,5.36 (3.98 to 7.21),5.36,3.98 to 7.21,3.98,7.21,(3.98 to 7.21)
Female.Lung.I.65-69.3.negative,rmst,32,12.16 (10.86 to 13.57),12.16,10.86 to 13.57,10.86,13.57,(10.86 to 13.57)
Male.Lung.I.65-69.3.negative,rmst,32,11.73 (10.59 to 12.88),11.73,10.59 to 12.88,10.59,12.88,(10.59 to 12.88)
Female.Lung.II.65-69.3.negative,rmst,32,10.66 (9.17 to 12.56),10.66,9.17 to 12.56,9.17,12.56,(9.17 to 12.56)
Male.Lung.II.65-69.3.negative,rmst,32,10.46 (9.01 to 12.18),10.46,9.01 to 12.18,9.01,12.18,(9.01 to 12.18)
Female.Lung.III.65-69.3.negative,rmst,32,7.68 (6.3 to 9.54),7.68,6.3 to 9.54,6.3,9.54,(6.3 to 9.54)
Male.Lung.III.65-69.3.negative,rmst,32,7.56 (6.33 to 9.36),7.56,6.33 to 9.36,6.33,9.36,(6.33 to 9.36)
Female.Lung.IV.65-69.3.negative,rmst,32,4.68 (3.41 to 6.19),4.68,3.41 to 6.19,3.41,6.19,(3.41 to 6.19)
Male.Lung.IV.65-69.3.negative,rmst,32,4.97 (3.56 to 5.74),4.97,3.56 to 5.74,3.56,5.74,(3.56 to 5.74)
Female.Lung.I.70-74.3.negative,rmst,27,9.56 (8.62 to 10.49),9.56,8.62 to 10.49,8.62,10.49,(8.62 to 10.49)
Male.Lung.I.70-74.3.negative,rmst,27,9.28 (8.45 to 10.02),9.28,8.45 to 10.02,8.45,10.02,(8.45 to 10.02)
Female.Lung.II.70-74.3.negative,rmst,27,9.04 (7.69 to 10.49),9.04,7.69 to 10.49,7.69,10.49,(7.69 to 10.49)
Male.Lung.II.70-74.3.negative,rmst,27,8.91 (7.68 to 9.98),8.91,7.68 to 9.98,7.68,9.98,(7.68 to 9.98)
Female.Lung.III.70-74.3.negative,rmst,27,6.49 (5.45 to 7.91),6.49,5.45 to 7.91,5.45,7.91,(5.45 to 7.91)
Male.Lung.III.70-74.3.negative,rmst,27,6.48 (5.42 to 7.56),6.48,5.42 to 7.56,5.42,7.56,(5.42 to 7.56)
Female.Lung.IV.70-74.3.negative,rmst,27,4.5 (3.28 to 4.96),4.5,3.28 to 4.96,3.28,4.96,(3.28 to 4.96)
Male.Lung.IV.70-74.3.negative,rmst,27,4.29 (3.31 to 4.65),4.29,3.31 to 4.65,3.31,4.65,(3.31 to 4.65)
Female.Lung.I.75-79.3.negative,rmst,22,7.47 (6.87 to 8.2),7.47,6.87 to 8.2,6.87,8.2,(6.87 to 8.2)
Male.Lung.I.75-79.3.negative,rmst,22,7.34 (6.74 to 7.8),7.34,6.74 to 7.8,6.74,7.8,(6.74 to 7.8)
Female.Lung.II.75-79.3.negative,rmst,22,7.5 (6.32 to 8.47),7.5,6.32 to 8.47,6.32,8.47,(6.32 to 8.47)
Male.Lung.II.75-79.3.negative,rmst,22,7.55 (6.52 to 7.98),7.55,6.52 to 7.98,6.52,7.98,(6.52 to 7.98)
Female.Lung.III.75-79.3.negative,rmst,22,6.07 (5.22 to 6.44),6.07,5.22 to 6.44,5.22,6.44,(5.22 to 6.44)
Male.Lung.III.75-79.3.negative,rmst,22,5.7 (5.16 to 5.93),5.7,5.16 to 5.93,5.16,5.93,(5.16 to 5.93)
Female.Lung.IV.75-79.3.negative,rmst,22,3.5 (2.71 to 3.8),3.5,2.71 to 3.8,2.71,3.8,(2.71 to 3.8)
Male.Lung.IV.75-79.3.negative,rmst,22,3.3 (2.78 to 3.57),3.3,2.78 to 3.57,2.78,3.57,(2.78 to 3.57)
Female.Lung.I.50-54.1.positive,rmst,47,16.84 (12.55 to 21.9),16.84,12.55 to 21.9,12.55,21.9,(12.55 to 21.9)
Male.Lung.I.50-54.1.positive,rmst,47,16.17 (12.38 to 21.14),16.17,12.38 to 21.14,12.38,21.14,(12.38 to 21.14)
Female.Lung.II.50-54.1.positive,rmst,47,7.37 (5.46 to 11.29),7.37,5.46 to 11.29,5.46,11.29,(5.46 to 11.29)
Male.Lung.II.50-54.1.positive,rmst,47,7.38 (5.35 to 10.78),7.38,5.35 to 10.78,5.35,10.78,(5.35 to 10.78)
Female.Lung.III.50-54.1.positive,rmst,47,3.8 (3.04 to 5.32),3.8,3.04 to 5.32,3.04,5.32,(3.04 to 5.32)
Male.Lung.III.50-54.1.positive,rmst,47,3.77 (3.05 to 5.11),3.77,3.05 to 5.11,3.05,5.11,(3.05 to 5.11)
Female.Lung.IV.50-54.1.positive,rmst,47,1.51 (1.21 to 2.07),1.51,1.21 to 2.07,1.21,2.07,(1.21 to 2.07)
Male.Lung.IV.50-54.1.positive,rmst,47,1.49 (1.22 to 2),1.49,1.22 to 2,1.22,2,(1.22 to 2)
Female.Lung.I.55-59.1.positive,rmst,42,11.9 (9.72 to 14.24),11.9,9.72 to 14.24,9.72,14.24,(9.72 to 14.24)
Male.Lung.I.55-59.1.positive,rmst,42,11.63 (9.72 to 13.59),11.63,9.72 to 13.59,9.72,13.59,(9.72 to 13.59)
Female.Lung.II.55-59.1.positive,rmst,42,9.25 (6.77 to 13.3),9.25,6.77 to 13.3,6.77,13.3,(6.77 to 13.3)
Male.Lung.II.55-59.1.positive,rmst,42,9.22 (6.77 to 12.39),9.22,6.77 to 12.39,6.77,12.39,(6.77 to 12.39)
Female.Lung.III.55-59.1.positive,rmst,42,2.95 (2.6 to 3.58),2.95,2.6 to 3.58,2.6,3.58,(2.6 to 3.58)
Male.Lung.III.55-59.1.positive,rmst,42,2.94 (2.59 to 3.56),2.94,2.59 to 3.56,2.59,3.56,(2.59 to 3.56)
Female.Lung.IV.55-59.1.positive,rmst,42,1.09 (1 to 1.27),1.09,1 to 1.27,1,1.27,(1 to 1.27)
Male.Lung.IV.55-59.1.positive,rmst,42,1.09 (1 to 1.27),1.09,1 to 1.27,1,1.27,(1 to 1.27)
Female.Lung.I.60-64.1.positive,rmst,37,11.42 (9.85 to 13.31),11.42,9.85 to 13.31,9.85,13.31,(9.85 to 13.31)
Male.Lung.I.60-64.1.positive,rmst,37,11.15 (9.63 to 13.04),11.15,9.63 to 13.04,9.63,13.04,(9.63 to 13.04)
Female.Lung.II.60-64.1.positive,rmst,37,7.43 (6.12 to 9.41),7.43,6.12 to 9.41,6.12,9.41,(6.12 to 9.41)
Male.Lung.II.60-64.1.positive,rmst,37,7.28 (5.99 to 9.15),7.28,5.99 to 9.15,5.99,9.15,(5.99 to 9.15)
Female.Lung.III.60-64.1.positive,rmst,37,3.05 (2.65 to 3.61),3.05,2.65 to 3.61,2.65,3.61,(2.65 to 3.61)
Male.Lung.III.60-64.1.positive,rmst,37,3.02 (2.65 to 3.53),3.02,2.65 to 3.53,2.65,3.53,(2.65 to 3.53)
Female.Lung.IV.60-64.1.positive,rmst,37,1.07 (0.95 to 1.26),1.07,0.95 to 1.26,0.95,1.26,(0.95 to 1.26)
Male.Lung.IV.60-64.1.positive,rmst,37,1.06 (0.95 to 1.25),1.06,0.95 to 1.25,0.95,1.25,(0.95 to 1.25)
Female.Lung.I.65-69.1.positive,rmst,32,10.39 (9.27 to 11.69),10.39,9.27 to 11.69,9.27,11.69,(9.27 to 11.69)
Male.Lung.I.65-69.1.positive,rmst,32,10.08 (9.09 to 11.38),10.08,9.09 to 11.38,9.09,11.38,(9.09 to 11.38)
Female.Lung.II.65-69.1.positive,rmst,32,5.4 (4.64 to 6.4),5.4,4.64 to 6.4,4.64,6.4,(4.64 to 6.4)
Male.Lung.II.65-69.1.positive,rmst,32,5.35 (4.68 to 6.11),5.35,4.68 to 6.11,4.68,6.11,(4.68 to 6.11)
Female.Lung.III.65-69.1.positive,rmst,32,2.49 (2.23 to 2.8),2.49,2.23 to 2.8,2.23,2.8,(2.23 to 2.8)
Male.Lung.III.65-69.1.positive,rmst,32,2.49 (2.26 to 2.83),2.49,2.26 to 2.83,2.26,2.83,(2.26 to 2.83)
Female.Lung.IV.65-69.1.positive,rmst,32,0.89 (0.83 to 0.98),0.89,0.83 to 0.98,0.83,0.98,(0.83 to 0.98)
Male.Lung.IV.65-69.1.positive,rmst,32,0.89 (0.83 to 0.99),0.89,0.83 to 0.99,0.83,0.99,(0.83 to 0.99)
Female.Lung.I.70-74.1.positive,rmst,27,8.23 (7.46 to 9.05),8.23,7.46 to 9.05,7.46,9.05,(7.46 to 9.05)
Male.Lung.I.70-74.1.positive,rmst,27,8.07 (7.33 to 8.92),8.07,7.33 to 8.92,7.33,8.92,(7.33 to 8.92)
Female.Lung.II.70-74.1.positive,rmst,27,4.66 (4.04 to 5.56),4.66,4.04 to 5.56,4.04,5.56,(4.04 to 5.56)
Male.Lung.II.70-74.1.positive,rmst,27,4.65 (4.01 to 5.43),4.65,4.01 to 5.43,4.01,5.43,(4.01 to 5.43)
Female.Lung.III.70-74.1.positive,rmst,27,2.11 (1.93 to 2.36),2.11,1.93 to 2.36,1.93,2.36,(1.93 to 2.36)
Male.Lung.III.70-74.1.positive,rmst,27,2.1 (1.95 to 2.32),2.1,1.95 to 2.32,1.95,2.32,(1.95 to 2.32)
Female.Lung.IV.70-74.1.positive,rmst,27,0.81 (0.75 to 0.88),0.81,0.75 to 0.88,0.75,0.88,(0.75 to 0.88)
Male.Lung.IV.70-74.1.positive,rmst,27,0.8 (0.75 to 0.88),0.8,0.75 to 0.88,0.75,0.88,(0.75 to 0.88)
Female.Lung.I.75-79.1.positive,rmst,22,6.44 (5.83 to 7.12),6.44,5.83 to 7.12,5.83,7.12,(5.83 to 7.12)
Male.Lung.I.75-79.1.positive,rmst,22,6.35 (5.79 to 6.9),6.35,5.79 to 6.9,5.79,6.9,(5.79 to 6.9)
Female.Lung.II.75-79.1.positive,rmst,22,3.78 (3.32 to 4.4),3.78,3.32 to 4.4,3.32,4.4,(3.32 to 4.4)
Male.Lung.II.75-79.1.positive,rmst,22,3.75 (3.37 to 4.35),3.75,3.37 to 4.35,3.37,4.35,(3.37 to 4.35)
Female.Lung.III.75-79.1.positive,rmst,22,1.87 (1.69 to 2.12),1.87,1.69 to 2.12,1.69,2.12,(1.69 to 2.12)
