characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female.Pancreas.II.55-59.1.5.negative,rmst,42,4.54 (3.24 to 8.16),4.54,3.24 to 8.16,3.24,8.16,(3.24 to 8.16)
Male.Pancreas.II.55-59.1.5.negative,rmst,42,4.33 (3.17 to 7.42),4.33,3.17 to 7.42,3.17,7.42,(3.17 to 7.42)
Female.Pancreas.III.55-59.1.5.negative,rmst,42,2.98 (2.16 to 5.94),2.98,2.16 to 5.94,2.16,5.94,(2.16 to 5.94)
Male.Pancreas.III.55-59.1.5.negative,rmst,42,2.98 (2.17 to 5.32),2.98,2.17 to 5.32,2.17,5.32,(2.17 to 5.32)
Female.Pancreas.IV.55-59.1.5.negative,rmst,42,2.33 (1.39 to 4.07),2.33,1.39 to 4.07,1.39,4.07,(1.39 to 4.07)
Male.Pancreas.IV.55-59.1.5.negative,rmst,42,2.33 (1.4 to 3.88),2.33,1.4 to 3.88,1.4,3.88,(1.4 to 3.88)
Female.Pancreas.I.60-64.1.5.negative,rmst,37,7.74 (4.79 to 12.2),7.74,4.79 to 12.2,4.79,12.2,(4.79 to 12.2)
Male.Pancreas.I.60-64.1.5.negative,rmst,37,7.52 (4.85 to 11.18),7.52,4.85 to 11.18,4.85,11.18,(4.85 to 11.18)
Female.Pancreas.II.60-64.1.5.negative,rmst,37,4.31 (3.24 to 6.52),4.31,3.24 to 6.52,3.24,6.52,(3.24 to 6.52)
Male.Pancreas.II.60-64.1.5.negative,rmst,37,4.34 (3.38 to 6.49),4.34,3.38 to 6.49,3.38,6.49,(3.38 to 6.49)
Female.Pancreas.III.60-64.1.5.negative,rmst,37,2.22 (1.7 to 3.67),2.22,1.7 to 3.67,1.7,3.67,(1.7 to 3.67)
Male.Pancreas.III.60-64.1.5.negative,rmst,37,2.19 (1.71 to 3.85),2.19,1.71 to 3.85,1.71,3.85,(1.71 to 3.85)
Female.Pancreas.IV.60-64.1.5.negative,rmst,37,1.33 (1.06 to 2.19),1.33,1.06 to 2.19,1.06,2.19,(1.06 to 2.19)
Male.Pancreas.IV.60-64.1.5.negative,rmst,37,1.37 (1.07 to 2.27),1.37,1.07 to 2.27,1.07,2.27,(1.07 to 2.27)
Female.Pancreas.I.65-69.1.5.negative,rmst,32,7.82 (5.08 to 10.1),7.82,5.08 to 10.1,5.08,10.1,(5.08 to 10.1)
Male.Pancreas.I.65-69.1.5.negative,rmst,32,7.46 (5.02 to 9.63),7.46,5.02 to 9.63,5.02,9.63,(5.02 to 9.63)
Female.Pancreas.II.65-69.1.5.negative,rmst,32,4.59 (3.49 to 6.53),4.59,3.49 to 6.53,3.49,6.53,(3.49 to 6.53)
Male.Pancreas.II.65-69.1.5.negative,rmst,32,4.54 (3.56 to 6.21),4.54,3.56 to 6.21,3.56,6.21,(3.56 to 6.21)
Female.Pancreas.III.65-69.1.5.negative,rmst,32,2.4 (1.73 to 4.17),2.4,1.73 to 4.17,1.73,4.17,(1.73 to 4.17)
Male.Pancreas.III.65-69.1.5.negative,rmst,32,2.36 (1.77 to 3.7),2.36,1.77 to 3.7,1.77,3.7,(1.77 to 3.7)
Female.Pancreas.IV.65-69.1.5.negative,rmst,32,1.15 (0.92 to 1.8),1.15,0.92 to 1.8,0.92,1.8,(0.92 to 1.8)
Male.Pancreas.IV.65-69.1.5.negative,rmst,32,1.23 (0.95 to 1.72),1.23,0.95 to 1.72,0.95,1.72,(0.95 to 1.72)
Female.Pancreas.I.70-74.1.5.negative,rmst,27,5.36 (3.59 to 6.71),5.36,3.59 to 6.71,3.59,6.71,(3.59 to 6.71)
Male.Pancreas.I.70-74.1.5.negative,rmst,27,4.97 (3.52 to 6.32),4.97,3.52 to 6.32,3.52,6.32,(3.52 to 6.32)
Female.Pancreas.II.70-74.1.5.negative,rmst,27,3.39 (2.78 to 4.39),3.39,2.78 to 4.39,2.78,4.39,(2.78 to 4.39)
Male.Pancreas.II.70-74.1.5.negative,rmst,27,3.39 (2.8 to 4.26),3.39,2.8 to 4.26,2.8,4.26,(2.8 to 4.26)
Female.Pancreas.III.70-74.1.5.negative,rmst,27,2.48 (1.74 to 3.55),2.48,1.74 to 3.55,1.74,3.55,(1.74 to 3.55)
Male.Pancreas.III.70-74.1.5.negative,rmst,27,2.42 (1.72 to 3.39),2.42,1.72 to 3.39,1.72,3.39,(1.72 to 3.39)
Female.Pancreas.IV.70-74.1.5.negative,rmst,27,0.95 (0.78 to 1.51),0.95,0.78 to 1.51,0.78,1.51,(0.78 to 1.51)
Male.Pancreas.IV.70-74.1.5.negative,rmst,27,0.96 (0.79 to 1.42),0.96,0.79 to 1.42,0.79,1.42,(0.79 to 1.42)
Female.Pancreas.I.75-79.1.5.negative,rmst,22,3.54 (2.54 to 4.59),3.54,2.54 to 4.59,2.54,4.59,(2.54 to 4.59)
Male.Pancreas.I.75-79.1.5.negative,rmst,22,3.42 (2.5 to 4.19),3.42,2.5 to 4.19,2.5,4.19,(2.5 to 4.19)
Female.Pancreas.II.75-79.1.5.negative,rmst,22,3.61 (2.83 to 4.45),3.61,2.83 to 4.45,2.83,4.45,(2.83 to 4.45)
Male.Pancreas.II.75-79.1.5.negative,rmst,22,3.54 (2.82 to 4.2),3.54,2.82 to 4.2,2.82,4.2,(2.82 to 4.2)
Female.Pancreas.III.75-79.1.5.negative,rmst,22,2.09 (1.53 to 2.96),2.09,1.53 to 2.96,1.53,2.96,(1.53 to 2.96)
Male.Pancreas.III.75-79.1.5.negative,rmst,22,2.08 (1.51 to 2.79),2.08,1.51 to 2.79,1.51,2.79,(1.51 to 2.79)
Female.Pancreas.IV.75-79.1.5.negative,rmst,22,0.91 (0.71 to 1.17),0.91,0.71 to 1.17,0.71,1.17,(0.71 to 1.17)
Male.Pancreas.IV.75-79.1.5.negative,rmst,22,0.9 (0.69 to 1.13),0.9,0.69 to 1.13,0.69,1.13,(0.69 to 1.13)
Female.Pancreas.I.50-54.3.negative,rmst,47,20.86 (11.81 to 28.56),20.86,11.81 to 28.56,11.81,28.56,(11.81 to 28.56)
Male.Pancreas.I.50-54.3.negative,rmst,47,19.94 (11.29 to 25.9),19.94,11.29 to 25.9,11.29,25.9,(11.29 to 25.9)
Female.Pancreas.II.50-54.3.negative,rmst,47,7.1 (4.87 to 11.68),7.1,4.87 to 11.68,4.87,11.68,(4.87 to 11.68)
Male.Pancreas.II.50-54.3.negative,rmst,47,6.96 (4.76 to 11.65),6.96,4.76 to 11.65,4.76,11.65,(4.76 to 11.65)
Female.Pancreas.III.50-54.3.negative,rmst,47,5.11 (3.12 to 11.07),5.11,3.12 to 11.07,3.12,11.07,(3.12 to 11.07)
Male.Pancreas.III.50-54.3.negative,rmst,47,5.07 (3.18 to 10.09),5.07,3.18 to 10.09,3.18,10.09,(3.18 to 10.09)
Female.Pancreas.IV.50-54.3.negative,rmst,47,5.87 (3.28 to 11.47),5.87,3.28 to 11.47,3.28,11.47,(3.28 to 11.47)
Male.Pancreas.IV.50-54.3.negative,rmst,47,5.89 (3.22 to 11.18),5.89,3.22 to 11.18,3.22,11.18,(3.22 to 11.18)
Female.Pancreas.I.55-59.3.negative,rmst,42,14.4 (7.93 to 21.82),14.4,7.93 to 21.82,7.93,21.82,(7.93 to 21.82)
Male.Pancreas.I.55-59.3.negative,rmst,42,13.98 (7.76 to 20.37),13.98,7.76 to 20.37,7.76,20.37,(7.76 to 20.37)
Female.Pancreas.II.55-59.3.negative,rmst,42,6.3 (4.45 to 11.08),6.3,4.45 to 11.08,4.45,11.08,(4.45 to 11.08)
Male.Pancreas.II.55-59.3.negative,rmst,42,6.17 (4 to 9.93),6.17,4 to 9.93,4,9.93,(4 to 9.93)
Female.Pancreas.III.55-59.3.negative,rmst,42,5.94 (3.49 to 12.21),5.94,3.49 to 12.21,3.49,12.21,(3.49 to 12.21)
Male.Pancreas.III.55-59.3.negative,rmst,42,5.54 (3.56 to 11.42),5.54,3.56 to 11.42,3.56,11.42,(3.56 to 11.42)
Female.Pancreas.IV.55-59.3.negative,rmst,42,4.94 (2.9 to 8.98),4.94,2.9 to 8.98,2.9,8.98,(2.9 to 8.98)
Male.Pancreas.IV.55-59.3.negative,rmst,42,4.88 (2.91 to 8.6),4.88,2.91 to 8.6,2.91,8.6,(2.91 to 8.6)
Female.Pancreas.I.60-64.3.negative,rmst,37,10.34 (6.5 to 15.02),10.34,6.5 to 15.02,6.5,15.02,(6.5 to 15.02)
Male.Pancreas.I.60-64.3.negative,rmst,37,10.23 (6.64 to 14.62),10.23,6.64 to 14.62,6.64,14.62,(6.64 to 14.62)
Female.Pancreas.II.60-64.3.negative,rmst,37,6.26 (4.57 to 9.57),6.26,4.57 to 9.57,4.57,9.57,(4.57 to 9.57)
Male.Pancreas.II.60-64.3.negative,rmst,37,6.11 (4.47 to 9.14),6.11,4.47 to 9.14,4.47,9.14,(4.47 to 9.14)
Female.Pancreas.III.60-64.3.negative,rmst,37,3.48 (2.47 to 6.26),3.48,2.47 to 6.26,2.47,6.26,(2.47 to 6.26)
Male.Pancreas.III.60-64.3.negative,rmst,37,3.48 (2.47 to 6.88),3.48,2.47 to 6.88,2.47,6.88,(2.47 to 6.88)
Female.Pancreas.IV.60-64.3.negative,rmst,37,4.42 (2.55 to 7.13),4.42,2.55 to 7.13,2.55,7.13,(2.55 to 7.13)
Male.Pancreas.IV.60-64.3.negative,rmst,37,4.45 (2.61 to 6.7),4.45,2.61 to 6.7,2.61,6.7,(2.61 to 6.7)
Female.Pancreas.I.65-69.3.negative,rmst,32,10.08 (6.58 to 13.15),10.08,6.58 to 13.15,6.58,13.15,(6.58 to 13.15)
Male.Pancreas.I.65-69.3.negative,rmst,32,9.17 (6.3 to 11.77),9.17,6.3 to 11.77,6.3,11.77,(6.3 to 11.77)
Female.Pancreas.II.65-69.3.negative,rmst,32,6.07 (4.57 to 8.48),6.07,4.57 to 8.48,4.57,8.48,(4.57 to 8.48)
Male.Pancreas.II.65-69.3.negative,rmst,32,5.98 (4.43 to 8.17),5.98,4.43 to 8.17,4.43,8.17,(4.43 to 8.17)
Female.Pancreas.III.65-69.3.negative,rmst,32,4.11 (2.83 to 6.98),4.11,2.83 to 6.98,2.83,6.98,(2.83 to 6.98)
Male.Pancreas.III.65-69.3.negative,rmst,32,4.11 (2.75 to 7.33),4.11,2.75 to 7.33,2.75,7.33,(2.75 to 7.33)
Female.Pancreas.IV.65-69.3.negative,rmst,32,3.57 (2.25 to 5.35),3.57,2.25 to 5.35,2.25,5.35,(2.25 to 5.35)
Male.Pancreas.IV.65-69.3.negative,rmst,32,3.67 (2.23 to 5.03),3.67,2.23 to 5.03,2.23,5.03,(2.23 to 5.03)
Female.Pancreas.I.70-74.3.negative,rmst,27,7.37 (4.85 to 8.83),7.37,4.85 to 8.83,4.85,8.83,(4.85 to 8.83)
Male.Pancreas.I.70-74.3.negative,rmst,27,6.62 (4.57 to 8.19),6.62,4.57 to 8.19,4.57,8.19,(4.57 to 8.19)
Female.Pancreas.II.70-74.3.negative,rmst,27,4.69 (3.82 to 5.94),4.69,3.82 to 5.94,3.82,5.94,(3.82 to 5.94)
Male.Pancreas.II.70-74.3.negative,rmst,27,4.68 (3.79 to 5.95),4.68,3.79 to 5.95,3.79,5.95,(3.79 to 5.95)
Female.Pancreas.III.70-74.3.negative,rmst,27,4.34 (2.92 to 6.14),4.34,2.92 to 6.14,2.92,6.14,(2.92 to 6.14)
Male.Pancreas.III.70-74.3.negative,rmst,27,4.2 (2.87 to 5.84),4.2,2.87 to 5.84,2.87,5.84,(2.87 to 5.84)
Female.Pancreas.IV.70-74.3.negative,rmst,27,2.41 (1.74 to 4.05),2.41,1.74 to 4.05,1.74,4.05,(1.74 to 4.05)
Male.Pancreas.IV.70-74.3.negative,rmst,27,2.52 (1.77 to 3.83),2.52,1.77 to 3.83,1.77,3.83,(1.77 to 3.83)
Female.Pancreas.I.75-79.3.negative,rmst,22,4.8 (3.39 to 6.18),4.8,3.39 to 6.18,3.39,6.18,(3.39 to 6.18)
Male.Pancreas.I.75-79.3.negative,rmst,22,4.7 (3.38 to 5.78),4.7,3.38 to 5.78,3.38,5.78,(3.38 to 5.78)
Female.Pancreas.II.75-79.3.negative,rmst,22,4.87 (3.63 to 5.88),4.87,3.63 to 5.88,3.63,5.88,(3.63 to 5.88)
Male.Pancreas.II.75-79.3.negative,rmst,22,4.67 (3.68 to 5.54),4.67,3.68 to 5.54,3.68,5.54,(3.68 to 5.54)
Female.Pancreas.III.75-79.3.negative,rmst,22,3.46 (2.4 to 5.09),3.46,2.4 to 5.09,2.4,5.09,(2.4 to 5.09)
Male.Pancreas.III.75-79.3.negative,rmst,22,3.47 (2.4 to 4.71),3.47,2.4 to 4.71,2.4,4.71,(2.4 to 4.71)
Female.Pancreas.IV.75-79.3.negative,rmst,22,2.15 (1.52 to 3.08),2.15,1.52 to 3.08,1.52,3.08,(1.52 to 3.08)
Male.Pancreas.IV.75-79.3.negative,rmst,22,2.26 (1.57 to 2.92),2.26,1.57 to 2.92,1.57,2.92,(1.57 to 2.92)
Female.Pancreas.I.50-54.1.positive,rmst,47,11.97 (6.77 to 20.17),11.97,6.77 to 20.17,6.77,20.17,(6.77 to 20.17)
Male.Pancreas.I.50-54.1.positive,rmst,47,11.54 (6.4 to 18.91),11.54,6.4 to 18.91,6.4,18.91,(6.4 to 18.91)
Female.Pancreas.II.50-54.1.positive,rmst,47,3.76 (2.82 to 6.29),3.76,2.82 to 6.29,2.82,6.29,(2.82 to 6.29)
Male.Pancreas.II.50-54.1.positive,rmst,47,3.69 (2.81 to 5.89),3.69,2.81 to 5.89,2.81,5.89,(2.81 to 5.89)
Female.Pancreas.III.50-54.1.positive,rmst,47,2.24 (1.73 to 4.48),2.24,1.73 to 4.48,1.73,4.48,(1.73 to 4.48)
Male.Pancreas.III.50-54.1.positive,rmst,47,2.24 (1.73 to 4.52),2.24,1.73 to 4.52,1.73,4.52,(1.73 to 4.52)
Female.Pancreas.IV.50-54.1.positive,rmst,47,1.12 (0.86 to 1.86),1.12,0.86 to 1.86,0.86,1.86,(0.86 to 1.86)
Male.Pancreas.IV.50-54.1.positive,rmst,47,1.11 (0.85 to 2.06),1.11,0.85 to 2.06,0.85,2.06,(0.85 to 2.06)
Female.Pancreas.I.55-59.1.positive,rmst,42,8.23 (4.4 to 15.64),8.23,4.4 to 15.64,4.4,15.64,(4.4 to 15.64)
Male.Pancreas.I.55-59.1.positive,rmst,42,8.22 (4.54 to 17.2),8.22,4.54 to 17.2,4.54,17.2,(4.54 to 17.2)
Female.Pancreas.II.55-59.1.positive,rmst,42,3.38 (2.62 to 5.44),3.38,2.62 to 5.44,2.62,5.44,(2.62 to 5.44)
Male.Pancreas.II.55-59.1.positive,rmst,42,3.32 (2.54 to 5.41),3.32,2.54 to 5.41,2.54,5.41,(2.54 to 5.41)
Female.Pancreas.III.55-59.1.positive,rmst,42,2.06 (1.63 to 3.52),2.06,1.63 to 3.52,1.63,3.52,(1.63 to 3.52)
Male.Pancreas.III.55-59.1.positive,rmst,42,2.09 (1.61 to 3.41),2.09,1.61 to 3.41,1.61,3.41,(1.61 to 3.41)
Female.Pancreas.IV.55-59.1.positive,rmst,42,1.11 (0.77 to 1.75),1.11,0.77 to 1.75,0.77,1.75,(0.77 to 1.75)
Male.Pancreas.IV.55-59.1.positive,rmst,42,1.1 (0.78 to 1.65),1.1,0.78 to 1.65,0.78,1.65,(0.78 to 1.65)
Female.Pancreas.I.60-64.1.positive,rmst,37,5.83 (3.77 to 9.67),5.83,3.77 to 9.67,3.77,9.67,(3.77 to 9.67)
Male.Pancreas.I.60-64.1.positive,rmst,37,5.75 (3.77 to 8.69),5.75,3.77 to 8.69,3.77,8.69,(3.77 to 8.69)
Female.Pancreas.II.60-64.1.positive,rmst,37,3.35 (2.63 to 4.88),3.35,2.63 to 4.88,2.63,4.88,(2.63 to 4.88)
Male.Pancreas.II.60-64.1.positive,rmst,37,3.39 (2.66 to 4.77),3.39,2.66 to 4.77,2.66,4.77,(2.66 to 4.77)
Female.Pancreas.III.60-64.1.positive,rmst,37,1.44 (1.27 to 1.96),1.44,1.27 to 1.96,1.27,1.96,(1.27 to 1.96)
Male.Pancreas.III.60-64.1.positive,rmst,37,1.45 (1.26 to 2.04),1.45,1.26 to 2.04,1.26,2.04,(1.26 to 2.04)
Female.Pancreas.IV.60-64.1.positive,rmst,37,0.69 (0.61 to 0.89),0.69,0.61 to 0.89,0.61,0.89,(0.61 to 0.89)
Male.Pancreas.IV.60-64.1.positive,rmst,37,0.69 (0.6 to 0.94),0.69,0.6 to 0.94,0.6,0.94,(0.6 to 0.94)
Female.Pancreas.I.65-69.1.positive,rmst,32,6.03 (3.97 to 7.91),6.03,3.97 to 7.91,3.97,7.91,(3.97 to 7.91)
Male.Pancreas.I.65-69.1.positive,rmst,32,5.74 (3.85 to 7.78),5.74,3.85 to 7.78,3.85,7.78,(3.85 to 7.78)
Female.Pancreas.II.65-69.1.positive,rmst,32,3.29 (2.64 to 4.57),3.29,2.64 to 4.57,2.64,4.57,(2.64 to 4.57)
Male.Pancreas.II.65-69.1.positive,rmst,32,3.29 (2.62 to 4.56),3.29,2.62 to 4.56,2.62,4.56,(2.62 to 4.56)
Female.Pancreas.III.65-69.1.positive,rmst,32,1.57 (1.28 to 2.43),1.57,1.28 to 2.43,1.28,2.43,(1.28 to 2.43)
Male.Pancreas.III.65-69.1.positive,rmst,32,1.58 (1.28 to 2.4),1.58,1.28 to 2.4,1.28,2.4,(1.28 to 2.4)
Female.Pancreas.IV.65-69.1.positive,rmst,32,0.58 (0.53 to 0.74),0.58,0.53 to 0.74,0.53,0.74,(0.53 to 0.74)
Male.Pancreas.IV.65-69.1.positive,rmst,32,0.58 (0.52 to 0.72),0.58,0.52 to 0.72,0.52,0.72,(0.52 to 0.72)
Female.Pancreas.I.70-74.1.positive,rmst,27,4.31 (3.02 to 5.58),4.31,3.02 to 5.58,3.02,5.58,(3.02 to 5.58)
Male.Pancreas.I.70-74.1.positive,rmst,27,4.09 (3.01 to 5.25),4.09,3.01 to 5.25,3.01,5.25,(3.01 to 5.25)
Female.Pancreas.II.70-74.1.positive,rmst,27,2.62 (2.24 to 3.23),2.62,2.24 to 3.23,2.24,3.23,(2.24 to 3.23)
Male.Pancreas.II.70-74.1.positive,rmst,27,2.64 (2.23 to 3.26),2.64,2.23 to 3.26,2.23,3.26,(2.23 to 3.26)
Female.Pancreas.III.70-74.1.positive,rmst,27,1.45 (1.16 to 2.02),1.45,1.16 to 2.02,1.16,2.02,(1.16 to 2.02)
Male.Pancreas.III.70-74.1.positive,rmst,27,1.45 (1.17 to 1.99),1.45,1.17 to 1.99,1.17,1.99,(1.17 to 1.99)
Female.Pancreas.IV.70-74.1.positive,rmst,27,0.5 (0.44 to 0.65),0.5,0.44 to 0.65,0.44,0.65,(0.44 to 0.65)
