characteristics,variable,t,median_CrI,median,CrI_temp,2.5%,97.5%,CrI
Female.Melanoma.III.65-69.1.negative,rmst,32,11.98 (8.77 to 15.06),11.98,8.77 to 15.06,8.77,15.06,(8.77 to 15.06)
Male.Melanoma.III.65-69.1.negative,rmst,32,12.06 (8.44 to 13.97),12.06,8.44 to 13.97,8.44,13.97,(8.44 to 13.97)
Female.Melanoma.IV.65-69.1.negative,rmst,32,3.9 (2.57 to 6.03),3.9,2.57 to 6.03,2.57,6.03,(2.57 to 6.03)
Male.Melanoma.IV.65-69.1.negative,rmst,32,3.77 (2.5 to 5.8),3.77,2.5 to 5.8,2.5,5.8,(2.5 to 5.8)
Female.Melanoma.I.70-74.1.negative,rmst,27,14.6 (14.59 to 14.6),14.6,14.59 to 14.6,14.59,14.6,(14.59 to 14.6)
Male.Melanoma.I.70-74.1.negative,rmst,27,12.8 (12.8 to 12.8),12.8,12.8 to 12.8,12.8,12.8,(12.8 to 12.8)
Female.Melanoma.II.70-74.1.negative,rmst,27,13.31 (11.38 to 13.76),13.31,11.38 to 13.76,11.38,13.76,(11.38 to 13.76)
Male.Melanoma.II.70-74.1.negative,rmst,27,12.15 (11.03 to 12.46),12.15,11.03 to 12.46,11.03,12.46,(11.03 to 12.46)
Female.Melanoma.III.70-74.1.negative,rmst,27,9.69 (7 to 12.32),9.69,7 to 12.32,7,12.32,(7 to 12.32)
Male.Melanoma.III.70-74.1.negative,rmst,27,9.67 (6.91 to 11.39),9.67,6.91 to 11.39,6.91,11.39,(6.91 to 11.39)
Female.Melanoma.IV.70-74.1.negative,rmst,27,4.19 (2.66 to 5.73),4.19,2.66 to 5.73,2.66,5.73,(2.66 to 5.73)
Male.Melanoma.IV.70-74.1.negative,rmst,27,3.94 (2.64 to 5.22),3.94,2.64 to 5.22,2.64,5.22,(2.64 to 5.22)
Female.Melanoma.I.75-79.1.negative,rmst,22,11 (10.99 to 11),11,10.99 to 11,10.99,11,(10.99 to 11)
Male.Melanoma.I.75-79.1.negative,rmst,22,9.59 (9.58 to 9.59),9.59,9.58 to 9.59,9.58,9.59,(9.58 to 9.59)
Female.Melanoma.II.75-79.1.negative,rmst,22,10.53 (10.15 to 10.77),10.53,10.15 to 10.77,10.15,10.77,(10.15 to 10.77)
Male.Melanoma.II.75-79.1.negative,rmst,22,9.59 (9.5 to 9.59),9.59,9.5 to 9.59,9.5,9.59,(9.5 to 9.59)
Female.Melanoma.III.75-79.1.negative,rmst,22,8.97 (8.18 to 9.5),8.97,8.18 to 9.5,8.18,9.5,(8.18 to 9.5)
Male.Melanoma.III.75-79.1.negative,rmst,22,8.11 (7.48 to 8.62),8.11,7.48 to 8.62,7.48,8.62,(7.48 to 8.62)
Female.Melanoma.IV.75-79.1.negative,rmst,22,3.74 (2.57 to 5.09),3.74,2.57 to 5.09,2.57,5.09,(2.57 to 5.09)
Male.Melanoma.IV.75-79.1.negative,rmst,22,3.74 (2.63 to 4.88),3.74,2.63 to 4.88,2.63,4.88,(2.63 to 4.88)
Female.Melanoma.I.50-54.1.5.negative,rmst,47,31.64 (31.6 to 31.64),31.64,31.6 to 31.64,31.6,31.64,(31.6 to 31.64)
Male.Melanoma.I.50-54.1.5.negative,rmst,47,28.8 (28.78 to 28.8),28.8,28.78 to 28.8,28.78,28.8,(28.78 to 28.8)
Female.Melanoma.II.50-54.1.5.negative,rmst,47,17.71 (11.74 to 25.32),17.71,11.74 to 25.32,11.74,25.32,(11.74 to 25.32)
Male.Melanoma.II.50-54.1.5.negative,rmst,47,17.66 (12.18 to 24.66),17.66,12.18 to 24.66,12.18,24.66,(12.18 to 24.66)
Female.Melanoma.III.50-54.1.5.negative,rmst,47,17.91 (11.73 to 24.39),17.91,11.73 to 24.39,11.73,24.39,(11.73 to 24.39)
Male.Melanoma.III.50-54.1.5.negative,rmst,47,17.02 (11.78 to 22.93),17.02,11.78 to 22.93,11.78,22.93,(11.78 to 22.93)
Female.Melanoma.IV.50-54.1.5.negative,rmst,47,10.46 (5.52 to 18.53),10.46,5.52 to 18.53,5.52,18.53,(5.52 to 18.53)
Male.Melanoma.IV.50-54.1.5.negative,rmst,47,10.15 (5.48 to 18.62),10.15,5.48 to 18.62,5.48,18.62,(5.48 to 18.62)
Female.Melanoma.I.55-59.1.5.negative,rmst,42,27.11 (27.09 to 27.11),27.11,27.09 to 27.11,27.09,27.11,(27.09 to 27.11)
Male.Melanoma.I.55-59.1.5.negative,rmst,42,24.46 (24.44 to 24.46),24.46,24.44 to 24.46,24.44,24.46,(24.44 to 24.46)
Female.Melanoma.II.55-59.1.5.negative,rmst,42,14.7 (10.32 to 21.29),14.7,10.32 to 21.29,10.32,21.29,(10.32 to 21.29)
Male.Melanoma.II.55-59.1.5.negative,rmst,42,14.34 (10.07 to 20.03),14.34,10.07 to 20.03,10.07,20.03,(10.07 to 20.03)
Female.Melanoma.III.55-59.1.5.negative,rmst,42,13.62 (9.57 to 18.33),13.62,9.57 to 18.33,9.57,18.33,(9.57 to 18.33)
Male.Melanoma.III.55-59.1.5.negative,rmst,42,13.49 (9.7 to 18.19),13.49,9.7 to 18.19,9.7,18.19,(9.7 to 18.19)
Female.Melanoma.IV.55-59.1.5.negative,rmst,42,6.78 (3.78 to 12.27),6.78,3.78 to 12.27,3.78,12.27,(3.78 to 12.27)
Male.Melanoma.IV.55-59.1.5.negative,rmst,42,6.58 (3.79 to 11.39),6.58,3.79 to 11.39,3.79,11.39,(3.79 to 11.39)
Female.Melanoma.I.60-64.1.5.negative,rmst,37,22.74 (22.74 to 22.74),22.74,22.74 to 22.74,22.74,22.74,(22.74 to 22.74)
Male.Melanoma.I.60-64.1.5.negative,rmst,37,20.32 (20.31 to 20.32),20.32,20.31 to 20.32,20.31,20.32,(20.31 to 20.32)
Female.Melanoma.II.60-64.1.5.negative,rmst,37,17.37 (13.15 to 19.86),17.37,13.15 to 19.86,13.15,19.86,(13.15 to 19.86)
Male.Melanoma.II.60-64.1.5.negative,rmst,37,16.78 (12.99 to 18.31),16.78,12.99 to 18.31,12.99,18.31,(12.99 to 18.31)
Female.Melanoma.III.60-64.1.5.negative,rmst,37,12.79 (9.27 to 17.11),12.79,9.27 to 17.11,9.27,17.11,(9.27 to 17.11)
Male.Melanoma.III.60-64.1.5.negative,rmst,37,12.76 (9.35 to 16.31),12.76,9.35 to 16.31,9.35,16.31,(9.35 to 16.31)
Female.Melanoma.IV.60-64.1.5.negative,rmst,37,8.43 (4.92 to 12.79),8.43,4.92 to 12.79,4.92,12.79,(4.92 to 12.79)
Male.Melanoma.IV.60-64.1.5.negative,rmst,37,8.3 (4.94 to 12.13),8.3,4.94 to 12.13,4.94,12.13,(4.94 to 12.13)
Female.Melanoma.I.65-69.1.5.negative,rmst,32,18.57 (18.56 to 18.57),18.57,18.56 to 18.57,18.56,18.57,(18.56 to 18.57)
Male.Melanoma.I.65-69.1.5.negative,rmst,32,16.43 (16.43 to 16.43),16.43,16.43 to 16.43,16.43,16.43,(16.43 to 16.43)
Female.Melanoma.II.65-69.1.5.negative,rmst,32,13.37 (11.28 to 15.48),13.37,11.28 to 15.48,11.28,15.48,(11.28 to 15.48)
Male.Melanoma.II.65-69.1.5.negative,rmst,32,13 (11.15 to 15.05),13,11.15 to 15.05,11.15,15.05,(11.15 to 15.05)
Female.Melanoma.III.65-69.1.5.negative,rmst,32,11.89 (8.54 to 15.08),11.89,8.54 to 15.08,8.54,15.08,(8.54 to 15.08)
Male.Melanoma.III.65-69.1.5.negative,rmst,32,11.83 (8.48 to 13.84),11.83,8.48 to 13.84,8.48,13.84,(8.48 to 13.84)
Female.Melanoma.IV.65-69.1.5.negative,rmst,32,6.22 (3.86 to 10.03),6.22,3.86 to 10.03,3.86,10.03,(3.86 to 10.03)
Male.Melanoma.IV.65-69.1.5.negative,rmst,32,5.82 (3.71 to 8.39),5.82,3.71 to 8.39,3.71,8.39,(3.71 to 8.39)
Female.Melanoma.I.70-74.1.5.negative,rmst,27,14.6 (14.6 to 14.6),14.6,14.6 to 14.6,14.6,14.6,(14.6 to 14.6)
Male.Melanoma.I.70-74.1.5.negative,rmst,27,12.8 (12.8 to 12.8),12.8,12.8 to 12.8,12.8,12.8,(12.8 to 12.8)
Female.Melanoma.II.70-74.1.5.negative,rmst,27,13.31 (11.19 to 13.75),13.31,11.19 to 13.75,11.19,13.75,(11.19 to 13.75)
Male.Melanoma.II.70-74.1.5.negative,rmst,27,12.16 (11.14 to 12.49),12.16,11.14 to 12.49,11.14,12.49,(11.14 to 12.49)
Female.Melanoma.III.70-74.1.5.negative,rmst,27,9.44 (7.1 to 12.14),9.44,7.1 to 12.14,7.1,12.14,(7.1 to 12.14)
Male.Melanoma.III.70-74.1.5.negative,rmst,27,9.85 (7.17 to 11.41),9.85,7.17 to 11.41,7.17,11.41,(7.17 to 11.41)
Female.Melanoma.IV.70-74.1.5.negative,rmst,27,5.98 (3.78 to 8.15),5.98,3.78 to 8.15,3.78,8.15,(3.78 to 8.15)
Male.Melanoma.IV.70-74.1.5.negative,rmst,27,5.64 (3.79 to 7.31),5.64,3.79 to 7.31,3.79,7.31,(3.79 to 7.31)
Female.Melanoma.I.75-79.1.5.negative,rmst,22,11 (10.99 to 11),11,10.99 to 11,10.99,11,(10.99 to 11)
Male.Melanoma.I.75-79.1.5.negative,rmst,22,9.59 (9.58 to 9.59),9.59,9.58 to 9.59,9.58,9.59,(9.58 to 9.59)
Female.Melanoma.II.75-79.1.5.negative,rmst,22,10.53 (10.18 to 10.78),10.53,10.18 to 10.78,10.18,10.78,(10.18 to 10.78)
Male.Melanoma.II.75-79.1.5.negative,rmst,22,9.59 (9.51 to 9.59),9.59,9.51 to 9.59,9.51,9.59,(9.51 to 9.59)
Female.Melanoma.III.75-79.1.5.negative,rmst,22,8.96 (8.13 to 9.57),8.96,8.13 to 9.57,8.13,9.57,(8.13 to 9.57)
Male.Melanoma.III.75-79.1.5.negative,rmst,22,8.12 (7.47 to 8.64),8.12,7.47 to 8.64,7.47,8.64,(7.47 to 8.64)
Female.Melanoma.IV.75-79.1.5.negative,rmst,22,5.64 (3.88 to 7.02),5.64,3.88 to 7.02,3.88,7.02,(3.88 to 7.02)
Male.Melanoma.IV.75-79.1.5.negative,rmst,22,5.45 (3.83 to 6.55),5.45,3.83 to 6.55,3.83,6.55,(3.83 to 6.55)
Female.Melanoma.I.50-54.3.negative,rmst,47,31.64 (31.6 to 31.64),31.64,31.6 to 31.64,31.6,31.64,(31.6 to 31.64)
Male.Melanoma.I.50-54.3.negative,rmst,47,28.8 (28.77 to 28.8),28.8,28.77 to 28.8,28.77,28.8,(28.77 to 28.8)
Female.Melanoma.II.50-54.3.negative,rmst,47,18.08 (11.88 to 25.31),18.08,11.88 to 25.31,11.88,25.31,(11.88 to 25.31)
Male.Melanoma.II.50-54.3.negative,rmst,47,17.31 (11.58 to 24.22),17.31,11.58 to 24.22,11.58,24.22,(11.58 to 24.22)
Female.Melanoma.III.50-54.3.negative,rmst,47,17.66 (11.74 to 24.15),17.66,11.74 to 24.15,11.74,24.15,(11.74 to 24.15)
Male.Melanoma.III.50-54.3.negative,rmst,47,17.22 (11.65 to 23.04),17.22,11.65 to 23.04,11.65,23.04,(11.65 to 23.04)
Female.Melanoma.IV.50-54.3.negative,rmst,47,18.56 (10.38 to 26.28),18.56,10.38 to 26.28,10.38,26.28,(10.38 to 26.28)
Male.Melanoma.IV.50-54.3.negative,rmst,47,17.84 (10.25 to 24.58),17.84,10.25 to 24.58,10.25,24.58,(10.25 to 24.58)
Female.Melanoma.I.55-59.3.negative,rmst,42,27.11 (27.08 to 27.11),27.11,27.08 to 27.11,27.08,27.11,(27.08 to 27.11)
Male.Melanoma.I.55-59.3.negative,rmst,42,24.46 (24.44 to 24.46),24.46,24.44 to 24.46,24.44,24.46,(24.44 to 24.46)
Female.Melanoma.II.55-59.3.negative,rmst,42,14.64 (10.37 to 20.64),14.64,10.37 to 20.64,10.37,20.64,(10.37 to 20.64)
Male.Melanoma.II.55-59.3.negative,rmst,42,14.57 (10.05 to 19.92),14.57,10.05 to 19.92,10.05,19.92,(10.05 to 19.92)
Female.Melanoma.III.55-59.3.negative,rmst,42,13.9 (9.81 to 18.63),13.9,9.81 to 18.63,9.81,18.63,(9.81 to 18.63)
Male.Melanoma.III.55-59.3.negative,rmst,42,13.5 (9.42 to 17.91),13.5,9.42 to 17.91,9.42,17.91,(9.42 to 17.91)
Female.Melanoma.IV.55-59.3.negative,rmst,42,11.17 (6.26 to 18.86),11.17,6.26 to 18.86,6.26,18.86,(6.26 to 18.86)
Male.Melanoma.IV.55-59.3.negative,rmst,42,11.25 (6.04 to 17.74),11.25,6.04 to 17.74,6.04,17.74,(6.04 to 17.74)
Female.Melanoma.I.60-64.3.negative,rmst,37,22.74 (22.74 to 22.74),22.74,22.74 to 22.74,22.74,22.74,(22.74 to 22.74)
Male.Melanoma.I.60-64.3.negative,rmst,37,20.32 (20.31 to 20.32),20.32,20.31 to 20.32,20.31,20.32,(20.31 to 20.32)
Female.Melanoma.II.60-64.3.negative,rmst,37,17.28 (13.35 to 19.97),17.28,13.35 to 19.97,13.35,19.97,(13.35 to 19.97)
Male.Melanoma.II.60-64.3.negative,rmst,37,16.8 (13.28 to 18.34),16.8,13.28 to 18.34,13.28,18.34,(13.28 to 18.34)
Female.Melanoma.III.60-64.3.negative,rmst,37,13.02 (9.22 to 16.76),13.02,9.22 to 16.76,9.22,16.76,(9.22 to 16.76)
Male.Melanoma.III.60-64.3.negative,rmst,37,12.96 (9.2 to 16.48),12.96,9.2 to 16.48,9.2,16.48,(9.2 to 16.48)
Female.Melanoma.IV.60-64.3.negative,rmst,37,13.03 (7.72 to 17.94),13.03,7.72 to 17.94,7.72,17.94,(7.72 to 17.94)
Male.Melanoma.IV.60-64.3.negative,rmst,37,12.34 (7.72 to 16.27),12.34,7.72 to 16.27,7.72,16.27,(7.72 to 16.27)
Female.Melanoma.I.65-69.3.negative,rmst,32,18.57 (18.56 to 18.57),18.57,18.56 to 18.57,18.56,18.57,(18.56 to 18.57)
Male.Melanoma.I.65-69.3.negative,rmst,32,16.43 (16.42 to 16.43),16.43,16.42 to 16.43,16.42,16.43,(16.42 to 16.43)
Female.Melanoma.II.65-69.3.negative,rmst,32,13.25 (11.15 to 15.39),13.25,11.15 to 15.39,11.15,15.39,(11.15 to 15.39)
Male.Melanoma.II.65-69.3.negative,rmst,32,13.09 (10.97 to 15.09),13.09,10.97 to 15.09,10.97,15.09,(10.97 to 15.09)
Female.Melanoma.III.65-69.3.negative,rmst,32,12.08 (8.53 to 15.1),12.08,8.53 to 15.1,8.53,15.1,(8.53 to 15.1)
Male.Melanoma.III.65-69.3.negative,rmst,32,12.08 (8.66 to 13.91),12.08,8.66 to 13.91,8.66,13.91,(8.66 to 13.91)
Female.Melanoma.IV.65-69.3.negative,rmst,32,9.59 (6.18 to 13.51),9.59,6.18 to 13.51,6.18,13.51,(6.18 to 13.51)
Male.Melanoma.IV.65-69.3.negative,rmst,32,9.37 (6.16 to 12.31),9.37,6.16 to 12.31,6.16,12.31,(6.16 to 12.31)
Female.Melanoma.I.70-74.3.negative,rmst,27,14.6 (14.6 to 14.6),14.6,14.6 to 14.6,14.6,14.6,(14.6 to 14.6)
Male.Melanoma.I.70-74.3.negative,rmst,27,12.8 (12.8 to 12.8),12.8,12.8 to 12.8,12.8,12.8,(12.8 to 12.8)
Female.Melanoma.II.70-74.3.negative,rmst,27,13.31 (11.25 to 13.76),13.31,11.25 to 13.76,11.25,13.76,(11.25 to 13.76)
Male.Melanoma.II.70-74.3.negative,rmst,27,12.16 (11.32 to 12.46),12.16,11.32 to 12.46,11.32,12.46,(11.32 to 12.46)
Female.Melanoma.III.70-74.3.negative,rmst,27,9.5 (6.79 to 12.13),9.5,6.79 to 12.13,6.79,12.13,(6.79 to 12.13)
Male.Melanoma.III.70-74.3.negative,rmst,27,9.71 (7.15 to 11.41),9.71,7.15 to 11.41,7.15,11.41,(7.15 to 11.41)
Female.Melanoma.IV.70-74.3.negative,rmst,27,8.85 (5.67 to 11.28),8.85,5.67 to 11.28,5.67,11.28,(5.67 to 11.28)
Male.Melanoma.IV.70-74.3.negative,rmst,27,8.39 (5.83 to 10.4),8.39,5.83 to 10.4,5.83,10.4,(5.83 to 10.4)
Female.Melanoma.I.75-79.3.negative,rmst,22,11 (10.99 to 11),11,10.99 to 11,10.99,11,(10.99 to 11)
Male.Melanoma.I.75-79.3.negative,rmst,22,9.59 (9.58 to 9.59),9.59,9.58 to 9.59,9.58,9.59,(9.58 to 9.59)
Female.Melanoma.II.75-79.3.negative,rmst,22,10.53 (10.17 to 10.81),10.53,10.17 to 10.81,10.17,10.81,(10.17 to 10.81)
Male.Melanoma.II.75-79.3.negative,rmst,22,9.59 (9.49 to 9.59),9.59,9.49 to 9.59,9.49,9.59,(9.49 to 9.59)
Female.Melanoma.III.75-79.3.negative,rmst,22,8.95 (8.14 to 9.52),8.95,8.14 to 9.52,8.14,9.52,(8.14 to 9.52)
Male.Melanoma.III.75-79.3.negative,rmst,22,8.1 (7.51 to 8.66),8.1,7.51 to 8.66,7.51,8.66,(7.51 to 8.66)
Female.Melanoma.IV.75-79.3.negative,rmst,22,8.15 (5.92 to 9.39),8.15,5.92 to 9.39,5.92,9.39,(5.92 to 9.39)
Male.Melanoma.IV.75-79.3.negative,rmst,22,7.44 (5.54 to 8.44),7.44,5.54 to 8.44,5.54,8.44,(5.54 to 8.44)
Female.Melanoma.I.50-54.1.positive,rmst,47,31.64 (31.59 to 31.64),31.64,31.59 to 31.64,31.59,31.64,(31.59 to 31.64)
Male.Melanoma.I.50-54.1.positive,rmst,47,28.8 (28.78 to 28.8),28.8,28.78 to 28.8,28.78,28.8,(28.78 to 28.8)
Female.Melanoma.II.50-54.1.positive,rmst,47,18.64 (12.04 to 25.79),18.64,12.04 to 25.79,12.04,25.79,(12.04 to 25.79)
Male.Melanoma.II.50-54.1.positive,rmst,47,17.64 (11.89 to 24.29),17.64,11.89 to 24.29,11.89,24.29,(11.89 to 24.29)
Female.Melanoma.III.50-54.1.positive,rmst,47,17.94 (11.65 to 24.78),17.94,11.65 to 24.78,11.65,24.78,(11.65 to 24.78)
Male.Melanoma.III.50-54.1.positive,rmst,47,17.33 (11.23 to 23.14),17.33,11.23 to 23.14,11.23,23.14,(11.23 to 23.14)
Female.Melanoma.IV.50-54.1.positive,rmst,47,8.08 (4.02 to 15.77),8.08,4.02 to 15.77,4.02,15.77,(4.02 to 15.77)
Male.Melanoma.IV.50-54.1.positive,rmst,47,8.24 (4.23 to 14.31),8.24,4.23 to 14.31,4.23,14.31,(4.23 to 14.31)
Female.Melanoma.I.55-59.1.positive,rmst,42,27.11 (27.08 to 27.11),27.11,27.08 to 27.11,27.08,27.11,(27.08 to 27.11)
Male.Melanoma.I.55-59.1.positive,rmst,42,24.46 (24.44 to 24.46),24.46,24.44 to 24.46,24.44,24.46,(24.44 to 24.46)
Female.Melanoma.II.55-59.1.positive,rmst,42,14.51 (9.75 to 20.76),14.51,9.75 to 20.76,9.75,20.76,(9.75 to 20.76)
Male.Melanoma.II.55-59.1.positive,rmst,42,14.44 (9.96 to 19.85),14.44,9.96 to 19.85,9.96,19.85,(9.96 to 19.85)
Female.Melanoma.III.55-59.1.positive,rmst,42,13.71 (9.72 to 18.41),13.71,9.72 to 18.41,9.72,18.41,(9.72 to 18.41)
Male.Melanoma.III.55-59.1.positive,rmst,42,13.54 (9.24 to 18.21),13.54,9.24 to 18.21,9.24,18.21,(9.24 to 18.21)
Female.Melanoma.IV.55-59.1.positive,rmst,42,4 (2.4 to 7.38),4,2.4 to 7.38,2.4,7.38,(2.4 to 7.38)
Male.Melanoma.IV.55-59.1.positive,rmst,42,3.93 (2.32 to 7.31),3.93,2.32 to 7.31,2.32,7.31,(2.32 to 7.31)
Female.Melanoma.I.60-64.1.positive,rmst,37,22.74 (22.74 to 22.74),22.74,22.74 to 22.74,22.74,22.74,(22.74 to 22.74)
Male.Melanoma.I.60-64.1.positive,rmst,37,20.32 (20.3 to 20.32),20.32,20.3 to 20.32,20.3,20.32,(20.3 to 20.32)
Female.Melanoma.II.60-64.1.positive,rmst,37,17.22 (12.94 to 19.94),17.22,12.94 to 19.94,12.94,19.94,(12.94 to 19.94)
Male.Melanoma.II.60-64.1.positive,rmst,37,16.6 (13.04 to 18.28),16.6,13.04 to 18.28,13.04,18.28,(13.04 to 18.28)
Female.Melanoma.III.60-64.1.positive,rmst,37,13.02 (9.18 to 17.06),13.02,9.18 to 17.06,9.18,17.06,(9.18 to 17.06)
Male.Melanoma.III.60-64.1.positive,rmst,37,12.66 (9 to 16.13),12.66,9 to 16.13,9,16.13,(9 to 16.13)
Female.Melanoma.IV.60-64.1.positive,rmst,37,4.55 (2.92 to 7.55),4.55,2.92 to 7.55,2.92,7.55,(2.92 to 7.55)
Male.Melanoma.IV.60-64.1.positive,rmst,37,4.46 (2.87 to 7.45),4.46,2.87 to 7.45,2.87,7.45,(2.87 to 7.45)
Female.Melanoma.I.65-69.1.positive,rmst,32,18.57 (18.56 to 18.57),18.57,18.56 to 18.57,18.56,18.57,(18.56 to 18.57)
Male.Melanoma.I.65-69.1.positive,rmst,32,16.43 (16.43 to 16.43),16.43,16.43 to 16.43,16.43,16.43,(16.43 to 16.43)
Female.Melanoma.II.65-69.1.positive,rmst,32,13.23 (11.27 to 15.37),13.23,11.27 to 15.37,11.27,15.37,(11.27 to 15.37)
Male.Melanoma.II.65-69.1.positive,rmst,32,13.04 (11.05 to 15.17),13.04,11.05 to 15.17,11.05,15.17,(11.05 to 15.17)
Female.Melanoma.III.65-69.1.positive,rmst,32,11.95 (8.59 to 15.15),11.95,8.59 to 15.15,8.59,15.15,(8.59 to 15.15)
Male.Melanoma.III.65-69.1.positive,rmst,32,12.09 (8.57 to 13.9),12.09,8.57 to 13.9,8.57,13.9,(8.57 to 13.9)
Female.Melanoma.IV.65-69.1.positive,rmst,32,3.84 (2.59 to 6.06),3.84,2.59 to 6.06,2.59,6.06,(2.59 to 6.06)
Male.Melanoma.IV.65-69.1.positive,rmst,32,3.79 (2.57 to 5.88),3.79,2.57 to 5.88,2.57,5.88,(2.57 to 5.88)
Female.Melanoma.I.70-74.1.positive,rmst,27,14.6 (14.6 to 14.6),14.6,14.6 to 14.6,14.6,14.6,(14.6 to 14.6)
Male.Melanoma.I.70-74.1.positive,rmst,27,12.8 (12.79 to 12.8),12.8,12.79 to 12.8,12.79,12.8,(12.79 to 12.8)
Female.Melanoma.II.70-74.1.positive,rmst,27,13.27 (11.07 to 13.75),13.27,11.07 to 13.75,11.07,13.75,(11.07 to 13.75)
Male.Melanoma.II.70-74.1.positive,rmst,27,12.15 (11.25 to 12.44),12.15,11.25 to 12.44,11.25,12.44,(11.25 to 12.44)
Female.Melanoma.III.70-74.1.positive,rmst,27,9.49 (6.89 to 12.1),9.49,6.89 to 12.1,6.89,12.1,(6.89 to 12.1)
Male.Melanoma.III.70-74.1.positive,rmst,27,9.72 (7.05 to 11.48),9.72,7.05 to 11.48,7.05,11.48,(7.05 to 11.48)
Female.Melanoma.IV.70-74.1.positive,rmst,27,4.22 (2.77 to 5.7),4.22,2.77 to 5.7,2.77,5.7,(2.77 to 5.7)
Male.Melanoma.IV.70-74.1.positive,rmst,27,3.96 (2.68 to 5.21),3.96,2.68 to 5.21,2.68,5.21,(2.68 to 5.21)
